participant_id,gerakan,rep,fase,kanal,n_jendela,n_bersih,theta_db,mu_db,beta_db,otot_db,total4_db,theta_m2b_db,mu_m2b_db,beta_m2b_db,detik_bersih,rentang_detik,cakupan,lolos_R1
P08,Agem Kanan,2,Pra-Gerak,P4,4,2,-4.509,1.203,-0.77,-3.108,-0.922,-3.587,2.126,0.152,1.25,1.75,0.714,False
P08,Agem Kanan,2,Pra-Gerak,T3,4,2,-2.918,-4.05,-2.951,-2.577,-3.028,0.11,-1.022,0.077,1.25,1.75,0.714,False
P08,Agem Kanan,2,Pra-Gerak,T4,4,4,3.416,1.135,-0.326,-1.205,1.368,2.048,-0.233,-1.694,1.75,1.75,1.0,True
P08,Agem Kanan,2,Pra-Gerak,T5,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Agem Kanan,2,Pra-Gerak,T6,4,1,-6.128,-7.897,-2.203,-2.44,-4.05,-2.078,-3.848,1.847,1.0,1.75,0.571,False
P08,Agem Kanan,2,Tahan,C3,12,7,-1.108,0.487,0.271,0.136,0.004,-1.112,0.483,0.267,2.5,3.75,0.667,False
P08,Agem Kanan,2,Tahan,C4,12,12,3.211,3.748,2.811,2.481,3.172,0.039,0.576,-0.361,3.75,3.75,1.0,True
P08,Agem Kanan,2,Tahan,F3,12,5,0.362,-0.118,2.328,2.221,1.337,-0.975,-1.455,0.992,2.0,3.75,0.533,False
P08,Agem Kanan,2,Tahan,F4,12,8,7.157,7.954,8.198,9.3,7.791,-0.634,0.163,0.407,3.5,3.75,0.933,True
P08,Agem Kanan,2,Tahan,F7,12,4,0.72,-0.859,0.499,1.437,0.316,0.404,-1.175,0.183,1.75,3.75,0.467,False
P08,Agem Kanan,2,Tahan,F8,12,12,12.088,10.281,5.895,3.912,9.669,2.419,0.612,-3.774,3.75,3.75,1.0,True
P08,Agem Kanan,2,Tahan,Fp1,12,5,-0.16,-1.277,-1.505,-2.89,-1.141,0.981,-0.136,-0.364,2.0,3.75,0.533,False
P08,Agem Kanan,2,Tahan,Fp2,12,8,4.605,6.795,6.061,6.014,5.889,-1.284,0.906,0.172,3.5,3.75,0.933,True
P08,Agem Kanan,2,Tahan,O1,12,3,-0.54,-1.762,-2.41,-1.885,-1.762,1.222,-0.001,-0.648,1.5,3.75,0.4,False
P08,Agem Kanan,2,Tahan,O2,12,12,-0.169,2.347,1.094,0.995,1.119,-1.288,1.228,-0.026,3.75,3.75,1.0,True
P08,Agem Kanan,2,Tahan,P3,12,7,-4.175,-2.4,-1.678,-1.607,-2.485,-1.69,0.085,0.807,2.5,3.75,0.667,False
P08,Agem Kanan,2,Tahan,P4,12,12,11.783,9.304,10.266,10.923,10.537,1.245,-1.234,-0.271,3.75,3.75,1.0,True
P08,Agem Kanan,2,Tahan,T3,12,4,-2.467,0.183,0.514,0.819,-0.292,-2.175,0.476,0.806,1.75,3.75,0.467,False
P08,Agem Kanan,2,Tahan,T4,12,12,8.788,5.857,3.43,1.848,6.11,2.678,-0.253,-2.68,3.75,3.75,1.0,True
P08,Agem Kanan,2,Tahan,T5,12,12,-2.346,-1.84,-2.162,-2.993,-2.132,-0.215,0.292,-0.03,3.75,3.75,1.0,True
P08,Agem Kanan,2,Tahan,T6,12,12,5.152,0.171,-2.535,-2.906,1.334,3.818,-1.163,-3.869,3.75,3.75,1.0,True
P08,Agem Kanan,3,Berdiri,C3,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kanan,3,Berdiri,C4,2,2,-1.784,4.575,3.098,-1.445,2.457,-4.241,2.118,0.641,1.25,1.25,1.0,True
P08,Agem Kanan,3,Berdiri,F3,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kanan,3,Berdiri,F4,2,2,1.36,2.174,-1.237,0.203,0.925,0.435,1.249,-2.162,1.25,1.25,1.0,True
P08,Agem Kanan,3,Berdiri,F7,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kanan,3,Berdiri,F8,2,2,9.958,7.17,-0.704,-1.894,6.683,3.276,0.488,-7.386,1.25,1.25,1.0,True
P08,Agem Kanan,3,Berdiri,Fp1,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kanan,3,Berdiri,Fp2,2,2,2.677,1.861,1.005,-1.594,1.65,1.026,0.211,-0.645,1.25,1.25,1.0,True
P08,Agem Kanan,3,Berdiri,O1,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kanan,3,Berdiri,O2,2,2,4.382,4.285,0.945,0.378,3.067,1.315,1.218,-2.122,1.25,1.25,1.0,True
P08,Agem Kanan,3,Berdiri,P3,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kanan,3,Berdiri,P4,2,2,9.373,-1.774,2.161,-2.006,5.3,4.073,-7.074,-3.139,1.25,1.25,1.0,True
P08,Agem Kanan,3,Berdiri,T3,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kanan,3,Berdiri,T4,2,2,12.56,7.356,4.102,2.722,8.775,3.786,-1.419,-4.673,1.25,1.25,1.0,True
P08,Agem Kanan,3,Berdiri,T5,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kanan,3,Berdiri,T6,2,2,2.039,-2.324,-2.556,-6.078,-0.866,2.905,-1.459,-1.69,1.25,1.25,1.0,True
P08,Agem Kanan,3,Gerak,C3,2,2,-3.152,-11.142,-13.655,-13.903,-7.919,4.767,-3.223,-5.737,1.25,1.25,1.0,True
P08,Agem Kanan,3,Gerak,C4,2,2,5.004,-0.784,2.069,3.335,2.866,2.138,-3.65,-0.798,1.25,1.25,1.0,True
P08,Agem Kanan,3,Gerak,F3,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kanan,3,Gerak,F4,2,2,-3.44,-3.463,-0.196,0.34,-1.989,-1.451,-1.474,1.793,1.25,1.25,1.0,True
P08,Agem Kanan,3,Gerak,F7,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kanan,3,Gerak,F8,2,2,-1.829,-2.894,-2.12,-1.469,-2.197,0.367,-0.697,0.077,1.25,1.25,1.0,True
P08,Agem Kanan,3,Gerak,Fp1,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kanan,3,Gerak,Fp2,2,2,-0.881,3.371,-4.745,-4.841,-0.532,-0.349,3.902,-4.214,1.25,1.25,1.0,True
P08,Agem Kanan,3,Gerak,O1,2,1,-12.185,-12.042,-14.062,-12.723,-13.005,0.82,0.964,-1.056,1.0,1.25,0.8,True
P08,Agem Kanan,3,Gerak,O2,2,2,8.522,3.217,0.18,1.079,4.862,3.66,-1.645,-4.682,1.25,1.25,1.0,True
P08,Agem Kanan,3,Gerak,P3,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kanan,3,Gerak,P4,2,2,6.97,1.62,2.022,0.475,4.005,2.966,-2.385,-1.983,1.25,1.25,1.0,True
P08,Agem Kanan,3,Gerak,T3,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kanan,3,Gerak,T4,2,2,2.08,-1.551,-2.14,-0.949,-0.286,2.366,-1.265,-1.854,1.25,1.25,1.0,True
P08,Agem Kanan,3,Gerak,T5,2,1,-9.139,-9.604,-11.782,-10.582,-10.3,1.162,0.696,-1.482,1.0,1.25,0.8,True
P08,Agem Kanan,3,Gerak,T6,2,2,2.386,-2.565,-3.019,-3.908,-0.873,3.259,-1.692,-2.146,1.25,1.25,1.0,True
P08,Agem Kanan,3,Naik,C3,2,2,-4.52,-2.014,-6.52,-8.514,-4.505,-0.015,2.491,-2.015,1.25,1.25,1.0,True
P08,Agem Kanan,3,Naik,C4,2,2,7.618,5.718,6.046,2.541,6.545,1.073,-0.826,-0.499,1.25,1.25,1.0,True
P08,Agem Kanan,3,Naik,F3,2,2,0.751,0.532,-2.642,-3.375,-0.658,1.409,1.19,-1.984,1.25,1.25,1.0,True
P08,Agem Kanan,3,Naik,F4,2,1,1.713,-1.59,-0.551,-2.778,0.222,1.491,-1.812,-0.773,1.0,1.25,0.8,True
P08,Agem Kanan,3,Naik,F7,2,2,-5.03,-5.756,-3.847,-2.978,-4.575,-0.455,-1.181,0.728,1.25,1.25,1.0,True
P08,Agem Kanan,3,Naik,F8,2,2,16.943,12.673,10.799,7.331,13.95,2.993,-1.277,-3.151,1.25,1.25,1.0,True
P08,Agem Kanan,3,Naik,Fp1,2,2,-2.868,-2.078,-4.637,-5.555,-3.471,0.602,1.393,-1.166,1.25,1.25,1.0,True
P08,Agem Kanan,3,Naik,Fp2,2,1,4.169,-0.686,-0.735,-3.781,1.121,3.047,-1.807,-1.856,1.0,1.25,0.8,True
P08,Agem Kanan,3,Naik,O1,2,2,1.453,-0.405,-1.236,-1.422,-0.288,1.741,-0.116,-0.948,1.25,1.25,1.0,True
P08,Agem Kanan,3,Naik,O2,2,2,2.93,7.217,4.911,2.597,5.182,-2.253,2.034,-0.271,1.25,1.25,1.0,True
P08,Agem Kanan,3,Naik,P3,2,2,-6.701,-5.764,-7.94,-9.161,-6.923,0.222,1.16,-1.017,1.25,1.25,1.0,True
P08,Agem Kanan,3,Naik,P4,2,1,15.196,6.562,11.055,7.858,12.147,3.049,-5.585,-1.092,1.0,1.25,0.8,True
P08,Agem Kanan,3,Naik,T3,2,2,3.443,-0.225,-3.141,-3.603,0.423,3.019,-0.649,-3.565,1.25,1.25,1.0,True
P08,Agem Kanan,3,Naik,T4,2,1,3.661,-0.159,2.427,-0.751,2.331,1.33,-2.491,0.095,1.0,1.25,0.8,True
P08,Agem Kanan,3,Naik,T5,2,2,1.001,-0.993,-0.312,0.228,-0.087,1.088,-0.905,-0.225,1.25,1.25,1.0,True
P08,Agem Kanan,3,Naik,T6,2,2,1.3,1.069,-1.157,-3.318,0.234,1.066,0.835,-1.39,1.25,1.25,1.0,True
P08,Agem Kanan,3,Pasca-Naik,C3,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Agem Kanan,3,Pasca-Naik,C4,4,4,6.903,3.059,0.409,0.153,4.177,2.726,-1.118,-3.768,1.75,1.75,1.0,True
P08,Agem Kanan,3,Pasca-Naik,F3,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Agem Kanan,3,Pasca-Naik,F4,4,4,7.701,1.152,2.887,1.562,5.058,2.643,-3.906,-2.171,1.75,1.75,1.0,True
P08,Agem Kanan,3,Pasca-Naik,F7,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Agem Kanan,3,Pasca-Naik,F8,4,4,12.227,5.502,5.896,3.263,8.815,3.412,-3.313,-2.919,1.75,1.75,1.0,True
P08,Agem Kanan,3,Pasca-Naik,Fp1,4,2,-5.255,-9.31,-9.44,-8.802,-8.184,2.928,-1.126,-1.257,1.25,1.75,0.714,False
P08,Agem Kanan,3,Pasca-Naik,Fp2,4,4,7.511,2.666,1.625,0.829,4.173,3.337,-1.507,-2.549,1.75,1.75,1.0,True
P08,Agem Kanan,3,Pasca-Naik,O1,4,2,-3.213,-4.087,-6.186,-5.81,-4.82,1.607,0.733,-1.366,1.25,1.75,0.714,False
P08,Agem Kanan,3,Pasca-Naik,O2,4,4,7.035,5.485,0.43,0.225,4.566,2.469,0.918,-4.136,1.75,1.75,1.0,True
P08,Agem Kanan,3,Pasca-Naik,P3,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Agem Kanan,3,Pasca-Naik,P4,4,4,4.131,3.682,3.31,-0.525,3.614,0.517,0.068,-0.304,1.75,1.75,1.0,True
P08,Agem Kanan,3,Pasca-Naik,T3,4,2,-4.383,-2.682,-3.866,-4.437,-3.695,-0.688,1.013,-0.171,1.25,1.75,0.714,False
P08,Agem Kanan,3,Pasca-Naik,T4,4,4,14.89,9.147,6.606,5.798,11.043,3.846,-1.896,-4.437,1.75,1.75,1.0,True
P08,Agem Kanan,3,Pasca-Naik,T5,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Agem Kanan,3,Pasca-Naik,T6,4,4,5.609,-2.884,-3.929,-2.97,0.906,4.703,-3.79,-4.835,1.75,1.75,1.0,True
P08,Agem Kanan,3,Pra-Gerak,C3,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Agem Kanan,3,Pra-Gerak,C4,4,4,0.571,2.214,-0.435,-2.205,0.692,-0.121,1.523,-1.126,1.75,1.75,1.0,True
P08,Agem Kanan,3,Pra-Gerak,F3,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Agem Kanan,3,Pra-Gerak,F4,4,4,-3.575,-0.605,-1.804,-2.72,-1.969,-1.607,1.363,0.165,1.75,1.75,1.0,True
P08,Agem Kanan,3,Pra-Gerak,F7,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Agem Kanan,3,Pra-Gerak,F8,4,4,1.012,-1.382,-2.339,-4.735,-0.858,1.869,-0.524,-1.481,1.75,1.75,1.0,True
P08,Agem Kanan,3,Pra-Gerak,Fp1,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Agem Kanan,3,Pra-Gerak,Fp2,4,4,-1.597,-3.028,-1.9,-1.107,-1.99,0.393,-1.039,0.089,1.75,1.75,1.0,True
P08,Agem Kanan,3,Pra-Gerak,O1,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Agem Kanan,3,Pra-Gerak,O2,4,4,-0.287,-1.412,-0.395,-1.63,-0.618,0.331,-0.794,0.223,1.75,1.75,1.0,True
P08,Agem Kanan,3,Pra-Gerak,P3,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Agem Kanan,3,Pra-Gerak,P4,4,4,1.379,-2.015,1.368,-0.1,0.759,0.62,-2.774,0.609,1.75,1.75,1.0,True
P08,Agem Kanan,3,Pra-Gerak,T3,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Agem Kanan,3,Pra-Gerak,T4,4,4,0.555,-1.524,-3.011,-2.009,-1.405,1.959,-0.119,-1.607,1.75,1.75,1.0,True
P08,Agem Kanan,3,Pra-Gerak,T5,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Agem Kanan,3,Pra-Gerak,T6,4,3,0.09,-2.393,-3.551,-5.39,-2.084,2.174,-0.308,-1.467,1.5,1.75,0.857,True
P08,Agem Kanan,3,Tahan,C3,9,9,-4.533,-5.711,-7.915,-9.543,-6.315,1.781,0.604,-1.601,3.0,3.0,1.0,True
P08,Agem Kanan,3,Tahan,C4,9,9,0.728,1.19,1.551,1.164,1.182,-0.454,0.008,0.368,3.0,3.0,1.0,True
P08,Agem Kanan,3,Tahan,F3,9,9,-4.677,-3.775,-4.675,-4.801,-4.441,-0.236,0.666,-0.233,3.0,3.0,1.0,True
P08,Agem Kanan,3,Tahan,F4,9,8,2.233,2.15,4.259,5.037,3.054,-0.822,-0.905,1.205,2.75,3.0,0.917,True
P08,Agem Kanan,3,Tahan,F7,9,9,-6.685,-7.775,-8.553,-8.041,-7.786,1.101,0.011,-0.767,3.0,3.0,1.0,True
P08,Agem Kanan,3,Tahan,F8,9,4,12.995,12.715,5.97,6.792,10.944,2.052,1.771,-4.974,2.5,3.0,0.833,True
P08,Agem Kanan,3,Tahan,Fp1,9,9,-3.302,-3.363,-4.876,-6.443,-4.099,0.797,0.736,-0.777,3.0,3.0,1.0,True
P08,Agem Kanan,3,Tahan,Fp2,9,9,3.947,3.609,2.418,1.255,3.109,0.838,0.5,-0.691,3.0,3.0,1.0,True
P08,Agem Kanan,3,Tahan,O1,9,9,-0.909,-1.243,-2.871,-3.331,-1.933,1.025,0.69,-0.937,3.0,3.0,1.0,True
P08,Agem Kanan,3,Tahan,O2,9,9,-0.559,1.845,0.384,-1.739,0.536,-1.095,1.309,-0.151,3.0,3.0,1.0,True
P08,Agem Kanan,3,Tahan,P3,9,9,-3.561,-6.452,-7.311,-9.354,-5.711,2.15,-0.74,-1.6,3.0,3.0,1.0,True
P08,Agem Kanan,3,Tahan,P4,9,9,13.113,7.986,7.057,6.005,9.903,3.21,-1.917,-2.846,3.0,3.0,1.0,True
P08,Agem Kanan,3,Tahan,T3,9,9,-1.358,-5.612,-4.551,-4.884,-3.551,2.192,-2.061,-1.0,3.0,3.0,1.0,True
P08,Agem Kanan,3,Tahan,T4,9,9,9.496,8.095,6.462,5.168,7.857,1.639,0.238,-1.395,3.0,3.0,1.0,True
P08,Agem Kanan,3,Tahan,T5,9,9,-3.03,-2.639,-2.848,-3.11,-2.855,-0.175,0.215,0.007,3.0,3.0,1.0,True
P08,Agem Kanan,3,Tahan,T6,9,8,2.957,-2.101,-3.421,-2.764,-0.591,3.548,-1.51,-2.83,2.75,3.0,0.917,True
P08,Agem Kanan,4,Berdiri,C3,3,3,-2.26,-5.486,-6.956,-7.688,-4.98,2.721,-0.506,-1.976,1.5,1.5,1.0,True
P08,Agem Kanan,4,Berdiri,C4,3,3,0.345,2.978,0.738,1.07,1.298,-0.953,1.68,-0.561,1.5,1.5,1.0,True
P08,Agem Kanan,4,Berdiri,F3,3,0,,,,,,,,,0.0,1.5,0.0,False
P08,Agem Kanan,4,Berdiri,F4,3,3,7.481,4.663,0.504,1.807,5.147,2.335,-0.484,-4.643,1.5,1.5,1.0,True
P08,Agem Kanan,4,Berdiri,F7,3,0,,,,,,,,,0.0,1.5,0.0,False
P08,Agem Kanan,4,Berdiri,F8,3,3,4.641,1.488,2.26,2.041,2.956,1.685,-1.467,-0.696,1.5,1.5,1.0,True
P08,Agem Kanan,4,Berdiri,Fp1,3,0,,,,,,,,,0.0,1.5,0.0,False
P08,Agem Kanan,4,Berdiri,Fp2,3,3,8.492,2.997,-0.435,-2.708,4.391,4.101,-1.394,-4.826,1.5,1.5,1.0,True
P08,Agem Kanan,4,Berdiri,O1,3,3,-13.275,-7.218,-9.185,-9.392,-9.204,-4.071,1.985,0.019,1.5,1.5,1.0,True
P08,Agem Kanan,4,Berdiri,O2,3,3,3.757,4.453,1.775,1.606,3.153,0.604,1.3,-1.378,1.5,1.5,1.0,True
P08,Agem Kanan,4,Berdiri,P3,3,1,-14.391,-8.024,-12.676,-13.229,-11.284,-3.107,3.26,-1.392,1.0,1.5,0.667,False
P08,Agem Kanan,4,Berdiri,P4,3,3,4.781,2.849,2.412,1.124,3.285,1.495,-0.437,-0.873,1.5,1.5,1.0,True
P08,Agem Kanan,4,Berdiri,T3,3,0,,,,,,,,,0.0,1.5,0.0,False
P08,Agem Kanan,4,Berdiri,T4,3,3,7.411,0.664,-1.215,0.168,3.412,3.999,-2.748,-4.627,1.5,1.5,1.0,True
P08,Agem Kanan,4,Berdiri,T5,3,3,-6.057,-6.299,-8.467,-9.828,-7.072,1.014,0.773,-1.396,1.5,1.5,1.0,True
P08,Agem Kanan,4,Berdiri,T6,3,3,3.818,-1.691,-2.1,-0.329,0.403,3.415,-2.094,-2.503,1.5,1.5,1.0,True
P08,Agem Kanan,4,Gerak,C3,2,2,-0.539,-5.203,-0.644,-4.421,-1.413,0.873,-3.79,0.768,1.25,1.25,1.0,True
P08,Agem Kanan,4,Gerak,C4,2,2,5.56,4.506,-3.597,-5.49,3.236,2.324,1.27,-6.833,1.25,1.25,1.0,True
P08,Agem Kanan,4,Gerak,F3,2,2,-7.142,-6.671,-9.62,-8.498,-8.023,0.881,1.352,-1.597,1.25,1.25,1.0,True
P08,Agem Kanan,4,Gerak,F4,2,2,4.719,-0.784,-1.824,-0.904,1.902,2.817,-2.686,-3.727,1.25,1.25,1.0,True
P08,Agem Kanan,4,Gerak,F7,2,2,-2.558,-1.76,-7.907,-6.622,-4.067,1.509,2.306,-3.84,1.25,1.25,1.0,True
P08,Agem Kanan,4,Gerak,F8,2,2,10.064,4.418,-0.453,-1.501,6.165,3.898,-1.747,-6.618,1.25,1.25,1.0,True
P08,Agem Kanan,4,Gerak,Fp1,2,2,-3.477,-12.948,-7.252,-7.602,-6.868,3.391,-6.079,-0.384,1.25,1.25,1.0,True
P08,Agem Kanan,4,Gerak,Fp2,2,2,6.528,2.804,-0.445,-2.972,3.159,3.369,-0.355,-3.604,1.25,1.25,1.0,True
P08,Agem Kanan,4,Gerak,O1,2,2,-0.933,-6.61,-10.381,-10.441,-5.355,4.422,-1.255,-5.026,1.25,1.25,1.0,True
P08,Agem Kanan,4,Gerak,O2,2,1,2.582,-1.909,-4.468,-4.328,-0.722,3.305,-1.187,-3.746,1.0,1.25,0.8,True
P08,Agem Kanan,4,Gerak,P3,2,2,-5.201,-4.945,-3.55,-6.072,-4.347,-0.855,-0.598,0.796,1.25,1.25,1.0,True
P08,Agem Kanan,4,Gerak,P4,2,2,3.5,-0.6,0.307,-2.381,1.298,2.202,-1.898,-0.991,1.25,1.25,1.0,True
P08,Agem Kanan,4,Gerak,T3,2,2,-3.774,-4.702,-1.898,-3.813,-3.052,-0.721,-1.65,1.154,1.25,1.25,1.0,True
P08,Agem Kanan,4,Gerak,T4,2,2,6.454,6.304,4.013,2.095,5.405,1.049,0.899,-1.391,1.25,1.25,1.0,True
P08,Agem Kanan,4,Gerak,T5,2,1,-12.936,-12.015,-10.225,-10.822,-11.324,-1.611,-0.691,1.099,1.0,1.25,0.8,True
P08,Agem Kanan,4,Gerak,T6,2,1,0.004,-3.779,-7.783,-8.817,-3.57,3.574,-0.209,-4.213,1.0,1.25,0.8,True
P08,Agem Kanan,4,Naik,C3,2,2,1.787,2.292,5.52,4.212,4.062,-2.275,-1.77,1.458,1.25,1.25,1.0,True
P08,Agem Kanan,4,Naik,C4,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kanan,4,Naik,F3,2,2,-3.693,2.883,6.367,5.574,4.247,-7.94,-1.364,2.12,1.25,1.25,1.0,True
P08,Agem Kanan,4,Naik,F4,2,2,9.724,9.532,7.67,6.346,9.013,0.711,0.519,-1.343,1.25,1.25,1.0,True
P08,Agem Kanan,4,Naik,F7,2,2,3.351,0.621,2.837,2.351,2.537,0.814,-1.916,0.3,1.25,1.25,1.0,True
P08,Agem Kanan,4,Naik,F8,2,2,16.464,14.737,13.692,9.812,14.921,1.543,-0.184,-1.229,1.25,1.25,1.0,True
P08,Agem Kanan,4,Naik,Fp1,2,2,0.914,1.017,-0.598,-1.825,0.171,0.744,0.846,-0.769,1.25,1.25,1.0,True
P08,Agem Kanan,4,Naik,Fp2,2,1,12.656,12.365,5.597,3.716,10.249,2.407,2.116,-4.652,1.0,1.25,0.8,True
P08,Agem Kanan,4,Naik,O1,2,1,-3.504,2.749,7.261,5.497,5.133,-8.637,-2.384,2.128,1.0,1.25,0.8,True
P08,Agem Kanan,4,Naik,O2,2,2,10.305,7.486,5.512,5.997,7.869,2.436,-0.382,-2.357,1.25,1.25,1.0,True
P08,Agem Kanan,4,Naik,P3,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kanan,4,Naik,P4,2,2,15.245,11.949,5.26,4.643,11.768,3.476,0.181,-6.508,1.25,1.25,1.0,True
P08,Agem Kanan,4,Naik,T3,2,2,0.447,4.818,7.089,5.613,5.27,-4.823,-0.452,1.819,1.25,1.25,1.0,True
P08,Agem Kanan,4,Naik,T4,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kanan,4,Naik,T5,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kanan,4,Naik,T6,2,0,,,,,,,,,0.0,1.25,0.0,False
P08,Agem Kanan,4,Pasca-Naik,C3,4,4,-1.156,-2.579,-4.656,-5.419,-3.026,1.87,0.447,-1.63,1.75,1.75,1.0,True
P08,Agem Kanan,4,Pasca-Naik,C4,4,4,13.173,12.893,6.787,4.522,11.421,1.751,1.472,-4.634,1.75,1.75,1.0,True
P08,Agem Kanan,4,Pasca-Naik,F3,4,4,-0.28,-5.34,-4.771,-4.784,-3.222,2.942,-2.118,-1.549,1.75,1.75,1.0,True
P08,Agem Kanan,4,Pasca-Naik,F4,4,4,7.956,5.868,4.783,3.861,6.459,1.497,-0.59,-1.675,1.75,1.75,1.0,True
P08,Agem Kanan,4,Pasca-Naik,F7,4,4,1.058,-1.437,-2.646,-2.936,-1.076,2.134,-0.361,-1.57,1.75,1.75,1.0,True
P08,Agem Kanan,4,Pasca-Naik,F8,4,4,12.949,13.974,4.601,3.913,11.301,1.648,2.674,-6.7,1.75,1.75,1.0,True
P08,Agem Kanan,4,Pasca-Naik,Fp1,4,4,-9.09,-7.938,-8.184,-8.36,-8.291,-0.799,0.353,0.107,1.75,1.75,1.0,True
P08,Agem Kanan,4,Pasca-Naik,Fp2,4,2,11.155,10.352,2.516,-1.335,8.331,2.825,2.021,-5.815,1.25,1.75,0.714,False
P08,Agem Kanan,4,Pasca-Naik,O1,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Agem Kanan,4,Pasca-Naik,O2,4,2,11.583,13.317,1.798,0.417,10.126,1.458,3.192,-8.328,1.25,1.75,0.714,False
P08,Agem Kanan,4,Pasca-Naik,P3,4,4,-5.296,-5.684,-5.746,-6.616,-5.612,0.316,-0.071,-0.133,1.75,1.75,1.0,True
P08,Agem Kanan,4,Pasca-Naik,P4,4,4,8.038,8.546,4.113,3.01,6.794,1.244,1.752,-2.681,1.75,1.75,1.0,True
P08,Agem Kanan,4,Pasca-Naik,T3,4,4,2.673,-2.614,-1.195,-0.363,0.144,2.529,-2.758,-1.339,1.75,1.75,1.0,True
P08,Agem Kanan,4,Pasca-Naik,T4,4,4,13.457,10.276,5.143,5.185,10.122,3.335,0.154,-4.979,1.75,1.75,1.0,True
P08,Agem Kanan,4,Pasca-Naik,T5,4,4,-2.49,-3.939,-4.493,-4.51,-3.66,1.17,-0.279,-0.834,1.75,1.75,1.0,True
P08,Agem Kanan,4,Pasca-Naik,T6,4,4,11.476,7.303,4.037,4.16,7.879,3.598,-0.576,-3.842,1.75,1.75,1.0,True
P08,Agem Kanan,4,Pra-Gerak,C3,4,4,-4.705,-8.67,-9.832,-11.057,-7.722,3.016,-0.948,-2.111,1.75,1.75,1.0,True
P08,Agem Kanan,4,Pra-Gerak,C4,4,4,-3.418,2.088,-2.67,-3.509,-1.077,-2.342,3.164,-1.593,1.75,1.75,1.0,True
P08,Agem Kanan,4,Pra-Gerak,F3,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Agem Kanan,4,Pra-Gerak,F4,4,4,0.926,-1.458,-3.644,-3.616,-0.955,1.881,-0.503,-2.689,1.75,1.75,1.0,True
P08,Agem Kanan,4,Pra-Gerak,F7,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Agem Kanan,4,Pra-Gerak,F8,4,2,8.023,5.052,0.188,-2.29,5.009,3.013,0.043,-4.822,1.5,1.75,0.857,True
P08,Agem Kanan,4,Pra-Gerak,Fp1,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Agem Kanan,4,Pra-Gerak,Fp2,4,4,-0.993,-0.081,-4.372,-5.399,-2.096,1.103,2.015,-2.276,1.75,1.75,1.0,True
P08,Agem Kanan,4,Pra-Gerak,O1,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Agem Kanan,4,Pra-Gerak,O2,4,4,-1.473,0.406,-1.966,-5.234,-1.115,-0.359,1.52,-0.851,1.75,1.75,1.0,True
P08,Agem Kanan,4,Pra-Gerak,P3,4,2,-13.414,-11.155,-11.999,-12.803,-12.117,-1.298,0.962,0.118,1.25,1.75,0.714,False
P08,Agem Kanan,4,Pra-Gerak,P4,4,4,3.257,1.594,0.646,-1.444,1.744,1.513,-0.15,-1.098,1.75,1.75,1.0,True
P08,Agem Kanan,4,Pra-Gerak,T3,4,0,,,,,,,,,0.0,1.75,0.0,False
P08,Agem Kanan,4,Pra-Gerak,T4,4,4,7.333,8.23,0.687,-3.441,5.612,1.721,2.618,-4.925,1.75,1.75,1.0,True
P08,Agem Kanan,4,Pra-Gerak,T5,4,4,-8.12,-13.242,-12.14,-14.256,-10.818,2.698,-2.424,-1.322,1.75,1.75,1.0,True
