participant_id,fase,kanal,n_rep,theta_db,theta_se,mu_db,mu_se,beta_db,beta_se,otot_db,otot_se,theta_m2b_db,theta_m2b_se,mu_m2b_db,mu_m2b_se,beta_m2b_db,beta_m2b_se,gerakan,lolos_R2
P08,Naik,O2,2,6.617,3.688,7.352,0.135,5.212,0.301,4.297,1.7,0.092,2.344,0.826,1.208,-1.314,1.043,Agem Kanan,False
P08,Naik,P3,1,-6.701,,-5.764,,-7.94,,-9.161,,0.222,,1.16,,-1.017,,Agem Kanan,False
P08,Naik,P4,2,15.22,0.024,9.256,2.694,8.158,2.897,6.251,1.607,3.262,0.214,-2.702,2.883,-3.8,2.708,Agem Kanan,False
P08,Naik,T3,3,0.352,1.813,3.567,1.933,2.4,2.984,1.745,2.761,-2.631,2.849,0.585,1.137,-0.582,1.581,Agem Kanan,True
P08,Naik,T4,3,5.884,2.722,5.851,3.228,4.063,1.29,1.898,1.832,0.044,2.504,0.011,1.763,-1.778,1.415,Agem Kanan,True
P08,Naik,T5,1,1.001,,-0.993,,-0.312,,0.228,,1.088,,-0.905,,-0.225,,Agem Kanan,False
P08,Naik,T6,2,2.764,1.464,-0.704,1.773,-1.785,0.629,-3.981,0.663,2.473,1.407,-0.994,1.83,-2.076,0.686,Agem Kanan,False
P08,Pasca-Naik,C3,3,3.185,2.893,1.524,2.592,-0.354,2.157,-0.989,2.216,1.743,0.825,0.082,0.526,-1.796,1.246,Agem Kanan,True
P08,Pasca-Naik,C4,2,10.038,3.135,7.976,4.917,3.598,3.189,2.338,2.185,2.239,0.487,0.177,1.295,-4.201,0.433,Agem Kanan,False
P08,Pasca-Naik,F3,3,2.974,1.635,0.335,2.847,-0.773,2.011,-1.233,1.828,2.173,0.458,-0.466,0.839,-1.574,0.135,Agem Kanan,True
P08,Pasca-Naik,F4,4,8.572,0.518,6.387,2.026,6.152,1.461,5.025,1.418,1.121,0.637,-1.064,1.194,-1.299,0.534,Agem Kanan,True
P08,Pasca-Naik,F7,3,5.105,2.031,4.628,3.049,2.473,2.694,1.037,2.262,1.206,0.545,0.729,0.562,-1.426,0.385,Agem Kanan,True
P08,Pasca-Naik,F8,4,11.159,1.246,9.35,2.572,6.715,1.629,4.619,1.031,1.637,0.754,-0.171,1.344,-2.807,1.39,Agem Kanan,True
P08,Pasca-Naik,Fp1,2,-1.317,7.773,-4.16,3.778,-3.341,4.842,-3.93,4.43,1.434,2.233,-1.409,1.763,-0.591,0.698,Agem Kanan,False
P08,Pasca-Naik,Fp2,1,7.511,,2.666,,1.625,,0.829,,3.337,,-1.507,,-2.549,,Agem Kanan,False
P08,Pasca-Naik,O1,2,5.442,6.185,6.141,3.661,1.174,0.596,1.341,0.76,0.897,2.575,1.595,0.051,-3.371,3.014,Agem Kanan,False
P08,Pasca-Naik,O2,3,9.453,1.955,8.429,1.579,3.294,3.054,3.706,3.088,2.087,0.222,1.062,0.854,-4.072,1.275,Agem Kanan,True
P08,Pasca-Naik,P3,3,1.551,4.31,0.41,3.048,-0.257,2.748,-0.699,2.976,0.69,1.482,-0.451,1.081,-1.119,1.107,Agem Kanan,True
P08,Pasca-Naik,P4,2,6.085,1.953,6.114,2.432,3.712,0.402,1.242,1.768,0.881,0.363,0.91,0.842,-1.493,1.188,Agem Kanan,False
P08,Pasca-Naik,T3,3,2.819,1.118,1.684,2.881,0.94,1.28,0.86,0.886,0.857,0.842,-0.278,1.426,-1.022,0.533,Agem Kanan,True
P08,Pasca-Naik,T4,4,14.098,2.326,9.757,0.529,7.851,1.189,5.657,0.715,2.67,1.236,-1.67,0.952,-3.577,1.5,Agem Kanan,True
P08,Pasca-Naik,T5,2,2.262,4.751,2.202,6.141,1.235,5.728,1.295,5.804,0.39,0.78,0.331,0.61,-0.636,0.197,Agem Kanan,False
P08,Pasca-Naik,T6,4,8.774,2.029,3.666,2.857,1.532,2.38,1.627,2.189,3.667,0.359,-1.441,0.795,-3.575,0.501,Agem Kanan,True
P08,Pra-Gerak,C3,1,-4.705,,-8.67,,-9.832,,-11.057,,3.016,,-0.948,,-2.111,,Agem Kanan,False
P08,Pra-Gerak,C4,4,-3.677,1.677,-0.893,1.815,-1.797,0.842,-3.036,0.584,-1.892,1.185,0.891,0.909,-0.012,0.856,Agem Kanan,True
P08,Pra-Gerak,F4,2,-1.325,2.251,-1.032,0.426,-2.724,0.92,-3.168,0.448,0.137,1.744,0.43,0.933,-1.262,1.427,Agem Kanan,False
P08,Pra-Gerak,F7,1,-6.599,,-5.21,,-1.138,,-4.654,,-3.621,,-2.232,,1.84,,Agem Kanan,False
P08,Pra-Gerak,F8,4,1.845,2.391,0.766,1.791,0.373,1.234,-1.968,1.08,0.47,1.189,-0.609,0.294,-1.002,1.422,Agem Kanan,True
P08,Pra-Gerak,Fp1,1,2.465,,-1.716,,5.651,,1.747,,-1.443,,-5.624,,1.744,,Agem Kanan,False
P08,Pra-Gerak,Fp2,4,-1.304,1.137,-0.422,0.893,-0.91,1.703,-1.489,1.519,-0.666,0.918,0.217,1.043,-0.271,0.725,Agem Kanan,True
P08,Pra-Gerak,O1,1,-7.512,,-8.996,,-1.936,,-4.829,,-3.525,,-5.009,,2.051,,Agem Kanan,False
P08,Pra-Gerak,O2,2,-0.88,0.593,-0.503,0.909,-1.18,0.785,-3.432,1.802,-0.014,0.345,0.363,1.157,-0.314,0.537,Agem Kanan,False
P08,Pra-Gerak,P4,3,2.04,0.609,-0.086,1.049,2.298,1.308,0.242,1.086,0.163,0.939,-1.963,0.908,0.421,0.828,Agem Kanan,True
P08,Pra-Gerak,T3,1,-6.55,,-4.246,,-1.539,,-3.407,,-3.289,,-0.985,,1.723,,Agem Kanan,False
P08,Pra-Gerak,T4,4,2.61,1.808,2.316,2.08,-0.031,1.156,-1.639,0.741,0.842,1.07,0.548,0.691,-1.799,1.219,Agem Kanan,True
P08,Pra-Gerak,T5,1,-8.12,,-13.242,,-12.14,,-14.256,,2.698,,-2.424,,-1.322,,Agem Kanan,False
P08,Pra-Gerak,T6,2,-2.735,2.824,-1.466,0.926,-5.473,1.922,-6.141,0.75,0.316,1.858,1.584,1.893,-2.422,0.955,Agem Kanan,False
P08,Tahan,C3,2,-0.844,3.689,-1.337,4.374,-2.444,5.471,-3.575,5.968,0.846,0.935,0.354,0.25,-0.754,0.847,Agem Kanan,False
P08,Tahan,C4,4,3.629,1.903,4.546,2.733,3.913,1.605,3.741,1.847,-0.43,0.208,0.487,0.726,-0.146,0.494,Agem Kanan,True
P08,Tahan,F3,2,-2.596,2.081,-2.061,1.714,-2.173,2.501,-1.864,2.937,-0.351,0.115,0.184,0.482,0.072,0.305,Agem Kanan,False
P08,Tahan,F4,4,5.979,1.458,7.007,1.659,6.658,0.845,6.994,0.881,-0.636,0.435,0.392,0.494,0.043,0.618,Agem Kanan,True
P08,Tahan,F7,3,-2.164,2.579,-1.6,3.547,-3.052,2.894,-2.761,2.743,0.196,0.453,0.76,0.614,-0.691,0.361,Agem Kanan,True
P08,Tahan,F8,3,11.42,1.152,11.383,0.712,6.992,1.059,6.226,1.206,1.306,0.935,1.269,0.344,-3.122,1.299,Agem Kanan,True
P08,Tahan,Fp1,3,1.131,2.319,1.544,2.585,-0.877,2.088,-1.476,2.636,0.708,0.453,1.121,0.613,-1.3,0.873,Agem Kanan,True
P08,Tahan,Fp2,3,5.075,0.821,5.696,1.044,4.23,1.052,3.703,1.376,0.215,0.753,0.836,0.177,-0.63,0.446,Agem Kanan,True
P08,Tahan,O1,3,0.433,3.361,1.159,2.96,0.245,3.337,-0.011,3.395,-0.119,0.668,0.608,0.244,-0.306,0.316,Agem Kanan,True
P08,Tahan,O2,4,2.445,1.63,4.602,1.725,3.203,1.51,2.56,1.835,-0.973,0.427,1.184,0.389,-0.214,0.1,Agem Kanan,True
P08,Tahan,P3,2,0.071,3.632,-0.412,6.04,-1.06,6.252,-2.125,7.229,0.481,1.67,-0.002,0.738,-0.65,0.95,Agem Kanan,False
P08,Tahan,P4,4,10.407,1.828,9.311,2.695,8.389,1.566,7.721,1.435,0.828,1.008,-0.267,1.133,-1.189,0.698,Agem Kanan,True
P08,Tahan,T3,3,-0.002,4.207,0.373,3.885,0.968,3.421,0.887,3.455,-0.903,2.245,-0.528,0.768,0.068,0.734,Agem Kanan,True
P08,Tahan,T4,3,10.376,1.25,8.208,1.391,5.986,1.36,4.399,1.308,2.225,0.307,0.058,0.156,-2.164,0.392,Agem Kanan,True
P08,Tahan,T5,3,-1.679,1.028,-1.837,0.464,-2.105,0.446,-3.062,0.035,0.221,0.416,0.063,0.192,-0.204,0.193,Agem Kanan,True
P08,Tahan,T6,3,6.023,2.068,0.976,2.049,-1.632,1.37,-2.146,0.69,3.81,0.149,-1.237,0.141,-3.845,0.579,Agem Kanan,True
P09,Berdiri,C3,2,2.86,2.829,5.355,1.198,4.736,4.815,4.767,5.905,-1.488,0.226,1.006,1.857,0.388,1.76,Agem Kanan,False
P09,Berdiri,C4,2,1.726,4.085,1.234,1.252,1.432,0.387,2.039,0.001,-0.125,1.9,-0.617,0.934,-0.419,1.799,Agem Kanan,False
P09,Berdiri,F3,1,2.996,,1.853,,0.381,,0.172,,0.83,,-0.313,,-1.785,,Agem Kanan,False
P09,Berdiri,F4,2,5.116,1.653,9.214,2.145,8.157,2.249,7.454,1.378,-1.873,0.334,2.226,0.158,1.169,0.262,Agem Kanan,False
P09,Berdiri,F7,1,1.198,,4.391,,-2.295,,-0.731,,-0.317,,2.876,,-3.81,,Agem Kanan,False
P09,Berdiri,F8,1,0.343,,-8.866,,-2.833,,-0.427,,1.467,,-7.741,,-1.708,,Agem Kanan,False
P09,Berdiri,Fp1,2,4.474,1.756,0.484,1.159,1.046,2.253,0.001,3.138,1.534,1.308,-2.456,0.711,-1.894,2.701,Agem Kanan,False
P09,Berdiri,Fp2,1,4.789,,5.549,,4.637,,3.995,,-0.135,,0.625,,-0.286,,Agem Kanan,False
P09,Berdiri,O1,2,5.928,0.564,5.924,1.068,4.607,3.125,4.753,3.515,0.134,0.268,0.13,1.899,-1.188,2.293,Agem Kanan,False
P09,Berdiri,O2,2,1.045,1.525,0.796,0.426,2.854,2.271,4.221,2.329,-0.875,1.63,-1.125,0.532,0.933,2.165,Agem Kanan,False
P09,Berdiri,P3,2,6.024,1.474,2.374,2.73,5.786,1.508,5.92,2.894,0.455,0.491,-3.194,3.713,0.218,0.525,Agem Kanan,False
P09,Berdiri,P4,2,3.171,1.495,2.421,1.834,1.002,0.988,2.655,0.295,0.635,0.029,-0.115,0.367,-1.534,0.478,Agem Kanan,False
P09,Berdiri,T3,2,2.15,2.613,3.624,2.903,1.602,5.336,2.779,5.307,-0.348,0.987,1.126,0.697,-0.896,1.736,Agem Kanan,False
P09,Berdiri,T4,2,2.732,2.203,2.318,5.579,3.085,0.408,3.257,0.121,-0.309,0.374,-0.722,3.002,0.044,2.169,Agem Kanan,False
P09,Berdiri,T5,2,3.251,0.201,4.164,0.279,2.806,4.077,2.865,3.465,-0.398,1.167,0.515,1.089,-0.843,2.709,Agem Kanan,False
P09,Gerak,C3,2,-3.863,0.355,-3.351,0.144,-1.675,1.184,-0.014,1.049,-0.982,0.772,-0.47,0.272,1.206,0.768,Agem Kanan,False
P09,Gerak,C4,2,-5.037,0.641,-4.093,0.317,-1.775,1.806,-1.131,1.852,-1.674,0.558,-0.73,0.881,1.589,0.607,Agem Kanan,False
P09,Gerak,F3,2,-7.042,4.013,-5.819,2.587,-3.044,1.821,-1.058,2.238,-1.799,1.257,-0.576,0.169,2.199,0.935,Agem Kanan,False
P09,Gerak,F4,2,-1.334,2.397,-3.72,0.812,-1.806,3.09,-1.147,2.236,0.445,0.061,-1.941,1.524,-0.027,0.754,Agem Kanan,False
P09,Gerak,F7,3,2.585,2.06,1.153,2.373,0.975,1.014,0.304,0.929,0.529,0.396,-0.903,0.953,-1.082,0.97,Agem Kanan,True
P09,Gerak,F8,2,-1.155,3.815,-0.187,1.718,-0.202,2.468,0.415,2.801,-0.519,0.786,0.448,1.312,0.433,0.562,Agem Kanan,False
P09,Gerak,Fp1,3,-0.351,2.863,-0.622,1.047,0.479,1.833,-0.338,3.233,-1.25,2.211,-1.521,0.691,-0.42,2.429,Agem Kanan,True
P09,Gerak,Fp2,4,0.37,2.003,-0.288,1.848,-0.249,1.551,0.541,1.503,0.115,0.481,-0.543,0.758,-0.504,0.878,Agem Kanan,True
P09,Gerak,O1,2,-3.965,5.393,-4.011,4.636,-2.185,2.668,-1.322,2.57,-0.749,1.159,-0.795,0.402,1.031,1.566,Agem Kanan,False
P09,Gerak,O2,2,-2.226,2.498,-2.842,1.253,-3.24,2.873,-2.391,2.269,0.35,0.174,-0.266,1.071,-0.664,0.549,Agem Kanan,False
P09,Gerak,P3,2,-1.998,1.599,-0.273,0.481,0.283,1.263,0.804,1.335,-1.446,1.469,0.279,0.352,0.835,1.392,Agem Kanan,False
P09,Gerak,P4,1,-1.456,,-1.952,,-0.785,,-0.406,,-0.092,,-0.589,,0.578,,Agem Kanan,False
P09,Gerak,T3,2,-5.178,3.401,-2.881,0.958,-1.944,0.342,-0.507,0.206,-2.291,2.508,0.006,0.065,0.943,1.235,Agem Kanan,False
P09,Gerak,T4,2,-1.363,2.098,-3.069,1.041,-1.518,0.01,-2.584,1.185,0.295,0.593,-1.412,0.464,0.14,1.496,Agem Kanan,False
P09,Gerak,T5,2,-4.042,1.812,-3.113,2.553,-1.582,2.741,-0.557,2.072,-1.172,0.563,-0.243,0.177,1.287,0.365,Agem Kanan,False
P09,Gerak,T6,2,-0.043,1.42,-0.637,1.707,-0.969,2.304,0.342,1.962,0.263,0.18,-0.331,0.106,-0.663,0.704,Agem Kanan,False
P09,Naik,C3,2,0.038,2.857,0.336,1.68,-1.232,1.278,-0.621,1.775,-0.215,2.179,0.082,2.358,-1.485,1.956,Agem Kanan,False
P09,Naik,C4,3,5.227,1.124,2.349,2.528,2.955,2.279,2.483,2.866,0.566,1.034,-2.312,2.656,-1.706,2.288,Agem Kanan,True
P09,Naik,F3,2,-4.492,2.311,-1.846,0.024,-0.8,3.39,-0.576,2.775,-2.546,2.928,0.101,0.593,1.147,2.774,Agem Kanan,False
P09,Naik,F4,3,2.265,3.178,4.045,2.517,4.082,2.603,4.732,2.359,-1.151,1.212,0.629,1.519,0.666,0.132,Agem Kanan,True
P09,Naik,F7,2,-1.756,1.529,-0.364,5.031,-2.275,0.366,-2.657,0.724,-1.03,2.276,0.362,4.284,-1.549,0.381,Agem Kanan,False
P09,Naik,F8,2,0.222,2.602,2.497,1.327,2.32,5.53,2.667,4.898,-1.316,0.498,0.959,1.773,0.781,2.43,Agem Kanan,False
P09,Naik,Fp1,3,-1.146,2.496,0.952,0.665,-2.57,2.256,-3.282,2.372,-0.55,1.321,1.548,1.549,-1.974,1.646,Agem Kanan,True
P09,Naik,Fp2,2,7.531,1.771,5.814,1.388,5.571,0.469,4.182,0.409,0.657,0.261,-1.06,0.122,-1.303,1.041,Agem Kanan,False
P09,Naik,O1,2,-0.791,2.835,-1.557,1.369,-0.086,0.69,-0.166,2.234,-0.367,1.42,-1.134,0.047,0.338,2.105,Agem Kanan,False
P09,Naik,O2,3,4.036,1.61,0.103,3.015,-0.701,1.82,-1.936,2.242,1.539,0.197,-2.394,1.413,-3.199,0.747,Agem Kanan,True
P09,Naik,P3,2,-1.834,1.943,1.517,1.337,-2.779,0.805,-2.895,2.264,-0.988,1.551,2.363,1.729,-1.933,0.414,Agem Kanan,False
P09,Naik,P4,3,3.428,2.672,0.816,3.406,-0.481,1.576,-0.911,1.364,1.189,0.126,-1.423,0.942,-2.72,1.308,Agem Kanan,True
P09,Naik,T3,2,-3.45,5.793,1.352,1.724,-1.763,0.413,-1.146,0.533,-2.8,3.844,2.002,0.225,-1.112,2.362,Agem Kanan,False
P09,Naik,T4,2,4.887,3.688,6.975,2.968,6.241,1.606,4.0,0.894,-0.904,0.677,1.184,0.043,0.45,1.406,Agem Kanan,False
P09,Naik,T5,2,-1.68,1.934,1.803,0.093,-2.077,1.612,-1.551,1.631,-1.143,1.647,2.341,0.38,-1.539,1.9,Agem Kanan,False
P09,Naik,T6,2,2.831,0.822,3.083,2.084,1.064,1.931,2.075,1.812,-0.029,1.038,0.224,1.868,-1.796,1.715,Agem Kanan,False
P09,Pasca-Naik,C3,3,5.534,2.972,2.211,3.447,1.858,1.146,1.929,1.607,1.108,0.838,-2.216,1.553,-2.568,2.204,Agem Kanan,True
P09,Pasca-Naik,C4,3,8.172,3.379,5.182,3.259,2.577,2.264,3.143,2.003,1.841,0.493,-1.15,0.648,-3.754,1.691,Agem Kanan,True
P09,Pasca-Naik,F3,2,-1.955,4.455,2.495,4.231,0.332,1.322,1.569,1.603,-2.198,1.001,2.252,0.777,0.089,2.131,Agem Kanan,False
P09,Pasca-Naik,F4,2,0.177,5.243,-0.905,6.031,3.279,1.244,2.353,1.498,-1.171,1.392,-2.253,2.181,1.932,2.607,Agem Kanan,False
P09,Pasca-Naik,F7,3,5.251,2.575,5.392,1.354,5.984,0.539,4.29,0.598,-0.458,1.066,-0.316,0.646,0.275,1.262,Agem Kanan,True
P09,Pasca-Naik,F8,2,-5.096,1.566,-4.127,1.298,1.143,0.731,1.076,0.046,-2.601,1.608,-1.633,1.255,3.637,0.688,Agem Kanan,False
P09,Pasca-Naik,Fp1,3,0.526,0.861,0.887,2.921,2.143,1.706,1.322,1.722,-1.157,0.966,-0.797,1.953,0.459,0.971,Agem Kanan,True
P09,Pasca-Naik,O1,1,-3.153,,-0.326,,-0.862,,-1.362,,-1.354,,1.473,,0.937,,Agem Kanan,False
P09,Pasca-Naik,O2,3,-0.244,3.635,-1.449,3.162,-1.412,2.788,-2.094,2.638,0.235,0.872,-0.969,0.199,-0.933,1.988,Agem Kanan,True
P09,Pasca-Naik,P3,3,7.629,4.143,3.873,1.505,3.431,1.264,3.25,1.358,0.774,2.022,-2.982,1.265,-3.424,2.944,Agem Kanan,True
P09,Pasca-Naik,P4,3,2.833,4.565,2.636,5.432,1.392,3.824,0.752,3.902,0.295,0.179,0.098,0.915,-1.146,0.799,Agem Kanan,True
P09,Pasca-Naik,T3,3,2.33,3.616,-0.207,1.088,-0.693,0.49,-0.674,0.399,1.044,1.696,-1.493,0.99,-1.978,1.629,Agem Kanan,True
P09,Pasca-Naik,T4,2,-9.664,1.22,-9.546,0.141,-5.227,2.557,-5.458,1.152,-1.36,0.328,-1.242,1.407,3.077,1.009,Agem Kanan,False
P09,Pasca-Naik,T5,3,4.197,1.325,0.772,2.254,1.862,0.588,1.96,0.569,1.147,0.275,-2.278,1.64,-1.188,0.794,Agem Kanan,True
P09,Pasca-Naik,T6,1,-1.586,,-0.785,,1.991,,3.635,,-1.035,,-0.234,,2.542,,Agem Kanan,False
P09,Pra-Gerak,C3,1,-0.038,,-1.034,,0.582,,0.775,,0.011,,-0.986,,0.63,,Agem Kanan,False
P09,Pra-Gerak,C4,1,1.684,,2.884,,2.248,,2.601,,-0.472,,0.728,,0.091,,Agem Kanan,False
P09,Pra-Gerak,F3,1,-3.27,,-3.28,,1.056,,1.064,,-1.596,,-1.607,,2.73,,Agem Kanan,False
P09,Pra-Gerak,F4,1,2.067,,-0.626,,2.93,,2.987,,0.229,,-2.463,,1.092,,Agem Kanan,False
P09,Pra-Gerak,F7,2,-1.766,1.886,0.194,1.218,1.69,1.386,3.093,1.591,-1.543,0.35,0.418,0.319,1.914,0.151,Agem Kanan,False
P09,Pra-Gerak,F8,2,1.065,2.502,1.724,1.744,-0.222,0.525,-0.242,0.964,0.059,0.509,0.718,0.249,-1.228,1.469,Agem Kanan,False
P09,Pra-Gerak,Fp1,2,-1.801,2.653,-1.242,1.027,-0.06,0.142,0.843,0.18,-1.085,1.715,-0.526,0.089,0.656,1.08,Agem Kanan,False
P09,Pra-Gerak,Fp2,4,3.039,1.914,1.113,1.367,0.697,0.895,-0.218,1.407,0.704,0.247,-1.222,0.519,-1.638,0.882,Agem Kanan,True
P09,Pra-Gerak,O1,1,1.966,,3.273,,2.96,,3.531,,-0.583,,0.724,,0.411,,Agem Kanan,False
P09,Pra-Gerak,O2,1,0.455,,-1.638,,-1.801,,-1.326,,0.93,,-1.163,,-1.326,,Agem Kanan,False
P09,Pra-Gerak,P3,1,-2.275,,0.355,,0.242,,0.924,,-1.652,,0.977,,0.865,,Agem Kanan,False
P09,Pra-Gerak,P4,1,-0.958,,-0.332,,-0.551,,-0.839,,-0.245,,0.381,,0.162,,Agem Kanan,False
P09,Pra-Gerak,T3,2,-2.784,3.02,-3.457,2.467,-1.861,2.187,-1.369,2.444,-0.268,0.495,-0.94,0.058,0.655,0.338,Agem Kanan,False
P09,Pra-Gerak,T4,2,2.399,0.211,2.443,0.513,1.238,0.251,-0.245,0.107,0.178,0.25,0.222,0.474,-0.983,0.213,Agem Kanan,False
P09,Pra-Gerak,T5,1,1.91,,-2.1,,1.139,,2.514,,0.87,,-3.141,,0.098,,Agem Kanan,False
P09,Tahan,C3,3,-0.982,2.276,1.909,1.168,2.175,0.707,2.416,0.896,-2.181,1.57,0.71,0.423,0.976,1.063,Agem Kanan,True
P09,Tahan,C4,3,2.263,3.161,4.744,0.962,2.834,1.155,2.741,0.181,-1.176,1.479,1.305,0.747,-0.604,1.043,Agem Kanan,True
P09,Tahan,F3,3,-4.847,2.87,-2.795,1.144,-0.219,1.183,0.31,0.901,-2.35,1.496,-0.298,0.411,2.278,0.649,Agem Kanan,True
P09,Tahan,F4,2,2.691,1.618,5.932,1.333,3.606,3.346,4.309,3.246,-1.134,0.275,2.107,0.56,-0.219,1.453,Agem Kanan,False
P09,Tahan,F7,1,-7.428,,0.693,,-1.993,,-0.44,,-4.359,,3.762,,1.076,,Agem Kanan,False
P09,Tahan,F8,1,0.033,,1.179,,2.899,,4.016,,-1.013,,0.132,,1.852,,Agem Kanan,False
P09,Tahan,Fp1,3,1.252,2.104,3.261,1.179,1.855,1.218,1.254,1.738,-1.169,1.848,0.84,0.819,-0.567,1.424,Agem Kanan,True
P09,Tahan,Fp2,2,2.662,3.149,6.99,0.694,2.168,0.9,1.592,1.888,-1.548,1.607,2.78,0.848,-2.042,2.442,Agem Kanan,False
P09,Tahan,O1,2,4.226,0.462,4.822,0.837,1.891,0.682,1.031,1.199,0.427,0.135,1.023,0.24,-1.908,0.086,Agem Kanan,False
P09,Tahan,O2,3,1.149,3.417,3.741,1.298,1.518,1.836,1.861,2.03,-1.005,1.22,1.587,0.937,-0.636,0.557,Agem Kanan,True
P09,Tahan,P3,3,1.632,2.788,2.384,1.692,1.509,1.018,1.354,1.138,-0.653,1.939,0.1,0.955,-0.775,1.429,Agem Kanan,True
P09,Tahan,P4,3,3.297,2.661,2.772,2.077,1.119,1.934,2.035,2.423,0.517,0.438,-0.008,1.054,-1.662,0.445,Agem Kanan,True
P09,Tahan,T3,2,3.491,0.844,2.582,1.003,0.227,0.452,-0.128,0.76,1.222,0.277,0.313,0.437,-2.042,1.018,Agem Kanan,False
P09,Tahan,T4,1,4.3,,4.203,,4.474,,6.427,,-0.031,,-0.127,,0.143,,Agem Kanan,False
P09,Tahan,T5,2,-0.053,4.099,2.025,2.589,1.243,1.523,1.421,0.032,-1.1,1.35,0.978,0.161,0.196,1.227,Agem Kanan,False
P09,Tahan,T6,3,3.988,1.138,7.076,0.215,2.472,0.667,1.645,0.431,-0.798,0.582,2.291,0.372,-2.313,1.211,Agem Kanan,True
P31,Berdiri,C3,3,2.909,2.234,-1.39,2.812,-0.645,1.499,-0.443,0.535,2.224,0.545,-2.075,0.898,-1.33,0.83,Agem Kanan,True
P31,Berdiri,C4,3,1.379,0.951,-0.058,2.727,0.598,1.471,0.522,1.203,0.599,1.148,-0.838,1.103,-0.182,0.318,Agem Kanan,True
P31,Berdiri,F3,3,0.171,0.614,-4.164,1.046,-2.517,1.35,-2.003,1.354,1.925,0.208,-2.411,1.004,-0.764,0.698,Agem Kanan,True
P31,Berdiri,F4,3,3.466,2.376,2.205,3.928,1.049,2.008,1.527,1.863,1.001,0.562,-0.26,1.336,-1.416,1.217,Agem Kanan,True
P31,Berdiri,F7,2,2.924,2.508,-0.991,0.839,0.604,0.959,1.785,1.702,1.824,0.887,-2.092,0.783,-0.496,0.662,Agem Kanan,False
P31,Berdiri,F8,2,1.451,3.492,-3.514,4.781,-1.474,2.563,-0.922,3.838,2.405,0.05,-2.559,1.338,-0.52,0.88,Agem Kanan,False
P31,Berdiri,Fp1,2,-1.353,1.49,-4.123,1.556,-2.922,0.171,-2.555,1.565,1.2,1.192,-1.57,1.854,-0.37,0.127,Agem Kanan,False
P31,Berdiri,Fp2,2,9.121,0.265,5.885,3.24,6.875,0.096,5.41,0.771,1.426,0.352,-1.809,2.623,-0.82,0.713,Agem Kanan,False
P31,Berdiri,O1,1,-4.25,,-7.152,,-4.165,,-4.63,,0.67,,-2.232,,0.755,,Agem Kanan,False
P31,Berdiri,O2,2,8.46,4.306,5.646,2.472,3.825,1.057,2.506,1.018,2.038,1.233,-0.776,0.601,-2.597,2.015,Agem Kanan,False
P31,Berdiri,P3,3,0.965,1.632,-2.023,1.157,-0.889,1.802,-1.511,1.832,1.44,0.307,-1.548,0.581,-0.414,0.528,Agem Kanan,True
P31,Berdiri,P4,2,12.231,4.769,11.571,0.317,8.562,0.794,7.342,1.294,0.303,1.936,-0.357,2.516,-3.366,3.627,Agem Kanan,False
P31,Berdiri,T3,3,1.368,1.113,-5.435,1.654,-4.957,1.468,-4.763,1.536,3.753,0.23,-3.05,0.782,-2.572,1.091,Agem Kanan,True
P31,Berdiri,T4,3,10.712,1.343,9.657,2.734,8.755,2.337,8.521,2.064,0.849,0.709,-0.207,0.741,-1.109,0.358,Agem Kanan,True
P31,Berdiri,T5,2,0.32,4.781,-5.464,2.052,-2.315,0.879,-1.745,1.454,2.04,1.817,-3.744,0.913,-0.595,2.085,Agem Kanan,False
P31,Berdiri,T6,2,10.114,0.424,8.95,0.66,7.454,0.068,6.467,0.61,1.242,0.454,0.078,0.63,-1.417,0.098,Agem Kanan,False
P31,Gerak,C3,4,3.066,1.581,2.698,1.383,0.514,1.159,0.671,1.512,0.777,0.756,0.409,0.894,-1.776,0.479,Agem Kanan,True
P31,Gerak,C4,2,1.887,2.688,0.72,1.256,1.985,0.001,1.964,0.356,0.156,1.617,-1.011,0.185,0.254,1.071,Agem Kanan,False
P31,Gerak,F3,2,-2.701,1.636,-0.357,0.018,-2.936,2.73,-1.999,3.219,-1.083,2.066,1.261,0.412,-1.318,2.3,Agem Kanan,False
P31,Gerak,F4,1,5.612,,3.958,,1.283,,0.468,,1.933,,0.279,,-2.396,,Agem Kanan,False
P31,Gerak,F7,4,2.081,1.866,3.069,2.992,0.571,1.804,0.909,2.054,0.054,0.504,1.042,0.714,-1.456,0.636,Agem Kanan,True
P31,Gerak,F8,2,-4.354,0.541,0.175,1.234,-2.458,0.88,-2.149,1.692,-2.846,0.805,1.683,0.97,-0.95,1.144,Agem Kanan,False
P31,Gerak,Fp1,3,-3.396,1.286,-3.776,2.16,-3.747,2.98,-3.223,2.255,-0.028,1.024,-0.408,0.963,-0.379,1.099,Agem Kanan,True
P31,Gerak,Fp2,3,9.413,0.519,8.354,2.147,7.624,1.029,6.666,2.362,0.79,0.33,-0.269,1.839,-0.999,0.649,Agem Kanan,True
P31,Gerak,O1,2,-2.54,3.929,-7.203,0.95,-4.067,1.176,-2.433,0.485,1.451,1.62,-3.212,1.359,-0.076,1.132,Agem Kanan,False
P31,Gerak,O2,4,5.758,0.798,6.635,1.548,3.512,1.38,3.786,1.609,0.077,0.972,0.954,0.973,-2.169,0.865,Agem Kanan,True
