participant_id,fase,kanal,n_rep,theta_db,theta_se,mu_db,mu_se,beta_db,beta_se,otot_db,otot_se,theta_m2b_db,theta_m2b_se,mu_m2b_db,mu_m2b_se,beta_m2b_db,beta_m2b_se,gerakan,lolos_R2
P09,Gerak,T3,6,-4.581,1.514,-2.068,1.168,-2.013,0.392,-1.412,0.745,-2.043,0.96,0.47,0.429,0.525,0.693,Semua,True
P09,Gerak,T4,8,-2.01,2.017,-3.546,1.939,-2.162,1.632,-1.28,1.403,0.107,0.358,-1.429,1.007,-0.044,0.394,Semua,True
P09,Gerak,T5,9,-2.409,1.124,-1.536,1.043,-1.317,0.663,-0.997,0.705,-0.831,0.568,0.042,0.491,0.261,0.511,Semua,True
P09,Gerak,T6,7,0.59,1.251,-0.396,1.612,0.903,1.909,2.72,1.921,-0.278,0.578,-1.264,1.104,0.036,1.108,Semua,True
P09,Naik,C3,7,0.135,1.885,1.688,1.258,0.306,0.931,1.125,1.128,-0.836,0.836,0.717,0.611,-0.664,0.742,Semua,True
P09,Naik,C4,7,3.046,1.776,2.705,2.073,1.722,1.563,0.454,1.661,-0.366,1.088,-0.707,1.581,-1.69,0.993,Semua,True
P09,Naik,F3,7,-3.252,2.269,1.166,1.675,-0.672,1.382,-0.642,1.209,-2.555,0.872,1.863,0.651,0.024,0.983,Semua,True
P09,Naik,F4,9,-1.507,1.752,1.625,1.112,1.729,1.115,1.604,1.114,-1.928,0.646,1.203,0.626,1.307,0.433,Semua,True
P09,Naik,F7,7,0.051,2.986,2.253,2.223,-0.191,1.357,-0.938,0.917,-1.155,0.917,1.047,1.101,-1.397,1.233,Semua,True
P09,Naik,F8,7,1.255,2.299,2.934,1.504,2.05,1.466,2.924,1.376,-0.928,0.588,0.752,0.637,-0.132,1.139,Semua,True
P09,Naik,Fp1,8,-0.943,1.442,1.513,1.298,-0.718,0.935,-1.168,1.074,-1.29,0.86,1.166,0.839,-1.065,0.925,Semua,True
P09,Naik,Fp2,9,-2.024,2.547,1.644,1.753,1.991,0.905,1.756,0.794,-2.811,1.162,0.857,0.633,1.203,0.998,Semua,True
P09,Naik,O1,5,1.221,2.605,1.265,1.933,0.366,1.791,0.065,1.579,-0.007,0.583,0.037,0.698,-0.862,0.916,Semua,True
P09,Naik,O2,9,-3.085,2.08,-2.38,1.312,-2.699,1.445,-2.285,1.341,-0.73,0.63,-0.025,0.781,-0.344,0.861,Semua,True
P09,Naik,P3,5,1.365,1.892,4.583,1.442,-0.296,1.444,-1.87,0.98,-0.708,0.652,2.51,0.77,-2.369,0.246,Semua,True
P09,Naik,P4,9,-1.664,2.473,-0.857,1.763,-1.831,0.859,-1.125,0.88,-0.887,1.036,-0.08,1.0,-1.055,0.831,Semua,True
P09,Naik,T3,4,-1.751,3.633,3.544,3.353,-0.47,1.623,0.063,1.383,-2.759,1.572,2.536,0.628,-1.479,1.444,Semua,True
P09,Naik,T4,6,-3.497,3.19,-1.916,3.186,-1.848,2.768,-2.051,2.05,-0.993,0.621,0.589,0.615,0.657,0.757,Semua,True
P09,Naik,T5,7,-2.446,2.831,1.98,2.595,-1.425,1.346,-0.853,1.172,-2.082,0.72,2.344,0.411,-1.062,1.188,Semua,True
P09,Naik,T6,7,-1.909,2.314,0.53,1.588,-0.974,1.05,-0.375,1.093,-1.213,0.732,1.226,0.693,-0.278,0.998,Semua,True
P09,Pasca-Naik,C3,7,4.049,1.618,2.274,1.583,1.113,0.988,0.214,1.372,0.772,0.487,-1.004,1.005,-2.164,0.967,Semua,True
P09,Pasca-Naik,C4,6,5.882,2.0,4.196,1.624,1.942,1.372,1.582,1.536,1.29,0.344,-0.396,0.55,-2.65,0.915,Semua,True
P09,Pasca-Naik,F3,4,-0.489,2.075,2.054,1.762,0.111,0.887,0.593,0.924,-1.057,0.776,1.486,0.599,-0.457,0.948,Semua,True
P09,Pasca-Naik,F4,6,0.738,1.78,1.169,1.942,1.698,1.109,0.534,0.931,-0.74,0.733,-0.31,0.989,0.219,1.009,Semua,True
P09,Pasca-Naik,F7,8,5.66,1.474,4.458,0.695,3.958,0.782,2.869,0.806,0.298,0.523,-0.904,0.601,-1.404,0.956,Semua,True
P09,Pasca-Naik,F8,5,-0.954,1.879,-0.762,1.474,1.218,0.532,0.795,0.604,-0.987,0.872,-0.796,0.612,1.184,1.155,Semua,True
P09,Pasca-Naik,Fp1,7,1.134,0.842,-0.028,1.414,0.349,0.942,-0.342,0.988,0.106,0.731,-1.056,1.115,-0.68,0.675,Semua,True
P09,Pasca-Naik,Fp2,2,2.529,1.237,5.109,2.293,6.432,0.634,3.636,2.181,-1.709,0.084,0.871,0.972,2.195,0.687,Semua,False
P09,Pasca-Naik,O1,2,-2.641,0.512,-0.48,0.154,-1.124,0.262,-2.851,1.49,-0.94,0.414,1.221,0.253,0.577,0.36,Semua,False
P09,Pasca-Naik,O2,6,-0.409,1.645,-0.692,1.492,-1.551,1.367,-2.003,1.382,0.146,0.436,-0.137,0.395,-0.997,0.987,Semua,True
P09,Pasca-Naik,P3,6,7.103,2.453,3.803,1.351,3.541,0.977,2.708,0.799,0.938,0.993,-2.363,0.65,-2.625,1.573,Semua,True
P09,Pasca-Naik,P4,7,1.32,2.323,1.769,2.321,0.248,1.869,-0.417,1.834,-0.046,0.437,0.403,0.516,-1.117,0.718,Semua,True
P09,Pasca-Naik,T3,5,0.938,2.859,0.171,1.466,-1.01,1.274,-1.598,0.994,0.426,1.081,-0.341,0.903,-1.522,0.966,Semua,True
P09,Pasca-Naik,T4,4,-6.328,1.999,-6.113,1.983,-4.019,1.636,-5.399,0.739,-0.776,0.382,-0.561,0.755,1.533,1.225,Semua,True
P09,Pasca-Naik,T5,5,2.221,1.438,0.268,1.51,-0.3,1.408,-0.374,1.65,0.934,0.257,-1.019,1.241,-1.587,0.506,Semua,True
P09,Pasca-Naik,T6,2,-0.309,1.277,-0.187,0.598,3.492,1.502,3.903,0.268,-0.959,0.076,-0.838,0.604,2.842,0.3,Semua,False
P09,Pra-Gerak,C3,7,-2.278,0.693,-1.793,1.173,0.855,0.654,1.719,0.489,-1.514,0.332,-1.029,0.881,1.619,0.375,Semua,True
P09,Pra-Gerak,C4,7,0.104,1.401,0.055,0.812,0.4,0.841,0.594,0.811,-0.433,0.601,-0.481,0.794,-0.136,0.797,Semua,True
P09,Pra-Gerak,F3,7,-7.413,1.099,-5.724,0.469,-1.9,0.675,-1.125,0.549,-2.713,0.796,-1.024,0.284,2.801,0.485,Semua,True
P09,Pra-Gerak,F4,7,-0.559,1.737,-0.04,1.066,0.721,0.625,0.692,0.656,-0.75,0.647,-0.23,0.519,0.53,0.98,Semua,True
P09,Pra-Gerak,F7,9,1.292,1.622,1.64,1.031,1.465,0.684,1.748,0.602,-0.376,0.459,-0.028,0.527,-0.203,0.721,Semua,True
P09,Pra-Gerak,F8,4,-0.582,1.667,1.466,1.141,0.975,0.805,1.376,1.119,-1.067,0.712,0.981,0.25,0.489,1.212,Semua,True
P09,Pra-Gerak,Fp1,9,-1.18,0.792,-1.56,0.617,1.207,0.6,1.83,0.506,-1.276,0.555,-1.655,0.652,1.112,0.254,Semua,True
P09,Pra-Gerak,Fp2,10,2.353,0.795,2.15,0.694,1.591,0.513,0.585,0.72,0.005,0.31,-0.198,0.554,-0.757,0.537,Semua,True
P09,Pra-Gerak,O1,7,-0.344,1.117,-0.57,1.222,-1.014,1.13,-0.453,1.337,-0.115,0.554,-0.341,0.498,-0.785,1.061,Semua,True
P09,Pra-Gerak,O2,9,-1.329,1.319,-1.183,0.595,-2.255,1.032,-2.015,1.071,-0.118,0.482,0.028,0.695,-1.045,0.602,Semua,True
P09,Pra-Gerak,P3,7,0.512,1.27,0.304,0.881,1.333,0.713,1.664,0.557,-0.444,0.494,-0.653,0.579,0.376,0.528,Semua,True
P09,Pra-Gerak,P4,8,-2.255,1.144,-1.616,0.725,-2.973,1.264,-3.571,1.31,-0.259,0.472,0.38,0.493,-0.977,0.882,Semua,True
P09,Pra-Gerak,T3,7,-1.281,1.085,-2.418,1.456,-1.158,0.768,-0.581,0.753,-0.016,0.446,-1.153,0.706,0.108,0.482,Semua,True
P09,Pra-Gerak,T4,8,-1.192,1.506,-0.284,1.583,-0.345,1.023,-0.535,0.698,-0.499,0.233,0.409,0.345,0.348,0.555,Semua,True
P09,Pra-Gerak,T5,8,-0.028,0.86,-2.132,0.97,-0.145,0.736,0.614,0.663,0.164,0.466,-1.941,0.87,0.046,0.454,Semua,True
P09,Pra-Gerak,T6,3,-2.419,2.931,-2.301,2.985,-0.08,3.326,1.425,2.916,-0.614,0.028,-0.496,1.029,1.725,0.754,Semua,True
P09,Tahan,C3,7,0.394,1.407,2.464,1.678,1.023,1.17,0.994,0.986,-1.154,0.904,0.915,0.646,-0.525,0.709,Semua,True
P09,Tahan,C4,8,0.739,1.881,2.145,1.428,1.426,0.899,1.199,0.684,-0.862,0.692,0.545,0.421,-0.175,0.588,Semua,True
P09,Tahan,F3,7,-2.06,2.208,-0.108,2.448,0.862,1.346,0.749,1.072,-1.661,0.63,0.29,0.652,1.261,0.644,Semua,True
P09,Tahan,F4,8,-1.682,1.364,0.569,1.534,0.589,1.227,1.093,1.073,-1.223,0.172,1.028,0.439,1.048,0.566,Semua,True
P09,Tahan,F7,6,-2.684,1.84,0.63,1.424,0.036,1.497,-0.116,1.132,-1.819,0.592,1.495,0.693,0.9,0.48,Semua,True
P09,Tahan,F8,5,0.121,1.036,3.228,0.964,3.645,0.354,3.815,0.715,-1.848,0.631,1.259,0.495,1.676,0.63,Semua,True
P09,Tahan,Fp1,9,-0.15,1.251,1.578,1.306,0.384,0.66,-0.234,0.774,-1.072,0.741,0.656,0.609,-0.538,0.751,Semua,True
P09,Tahan,Fp2,9,-1.098,1.932,1.436,1.667,1.243,0.492,0.807,0.66,-1.881,0.815,0.653,0.625,0.459,1.214,Semua,True
P09,Tahan,O1,6,1.055,2.43,3.639,1.952,1.006,1.407,0.639,1.466,-0.826,0.664,1.759,0.544,-0.874,0.652,Semua,True
P09,Tahan,O2,9,-1.335,1.893,0.27,1.763,0.129,1.528,0.065,1.22,-0.98,0.401,0.625,0.411,0.484,0.43,Semua,True
P09,Tahan,P3,6,2.006,1.437,4.72,1.44,2.597,0.669,1.687,0.555,-1.316,0.962,1.398,0.755,-0.726,0.769,Semua,True
P09,Tahan,P4,9,-1.585,2.081,0.003,1.347,-1.39,1.01,-1.056,1.183,-0.735,0.655,0.854,0.42,-0.54,0.661,Semua,True
P09,Tahan,T3,4,-1.012,2.813,-1.301,2.339,-1.084,0.779,-0.916,0.648,-0.248,1.087,-0.537,0.552,-0.32,1.139,Semua,True
P09,Tahan,T4,6,-4.316,1.818,-2.259,1.509,-1.178,1.448,-0.281,1.693,-1.411,0.522,0.647,0.385,1.728,0.552,Semua,True
P09,Tahan,T5,8,-0.856,2.214,1.003,2.515,0.476,1.45,-0.703,0.902,-1.183,0.451,0.676,0.593,0.149,0.669,Semua,True
P09,Tahan,T6,9,-2.116,1.918,0.789,1.869,0.348,0.688,0.777,0.333,-1.562,0.374,1.342,0.357,0.902,1.032,Semua,True
P31,Berdiri,C3,7,4.582,1.647,0.917,1.908,0.823,1.074,1.028,0.907,2.102,0.366,-1.563,0.625,-1.657,0.538,Semua,True
P31,Berdiri,C4,7,1.454,1.057,-0.685,1.425,-0.477,0.967,-0.259,0.99,1.296,0.528,-0.843,0.509,-0.635,0.332,Semua,True
P31,Berdiri,F3,7,1.301,1.382,-0.948,1.748,-0.632,1.179,-0.306,1.102,1.137,0.384,-1.112,0.636,-0.796,0.639,Semua,True
P31,Berdiri,F4,7,3.411,1.723,1.295,1.856,0.828,1.093,1.485,1.125,1.388,0.418,-0.728,0.595,-1.195,0.599,Semua,True
P31,Berdiri,F7,6,2.423,0.746,-0.446,0.433,0.122,0.486,0.721,0.723,1.613,0.297,-1.255,0.335,-0.687,0.276,Semua,True
P31,Berdiri,F8,3,-0.015,2.493,-3.558,2.761,-1.086,1.53,-1.039,2.219,1.243,1.162,-2.299,0.815,0.172,0.858,Semua,True
P31,Berdiri,Fp1,6,-0.948,0.767,-4.133,0.728,-3.25,0.41,-2.786,0.52,1.621,0.486,-1.564,0.552,-0.681,0.273,Semua,True
P31,Berdiri,Fp2,5,7.02,1.285,3.59,1.523,3.852,1.357,3.271,0.953,1.819,0.284,-1.611,0.85,-1.349,0.433,Semua,True
P31,Berdiri,O1,5,-2.79,0.622,-4.096,1.044,-2.996,0.71,-3.018,0.751,0.381,0.354,-0.925,0.521,0.175,0.314,Semua,True
P31,Berdiri,O2,6,6.079,1.72,3.298,1.187,2.583,1.124,2.031,0.932,1.831,0.407,-0.95,0.323,-1.665,0.674,Semua,True
P31,Berdiri,P3,6,0.976,1.025,-1.203,0.855,-1.041,1.125,-1.302,1.147,1.298,0.337,-0.881,0.416,-0.719,0.393,Semua,True
P31,Berdiri,P4,4,8.039,3.106,7.954,2.124,5.472,2.007,4.46,1.884,0.242,0.838,0.157,1.072,-2.325,1.698,Semua,True
P31,Berdiri,T3,7,2.368,1.027,-3.002,1.158,-2.243,1.458,-1.906,1.63,2.978,0.335,-2.392,0.518,-1.633,0.594,Semua,True
P31,Berdiri,T4,7,10.799,0.623,7.969,1.244,7.772,0.99,7.709,0.912,1.597,0.381,-1.233,0.489,-1.43,0.241,Semua,True
P31,Berdiri,T5,6,1.235,1.622,-2.714,1.477,-1.688,0.504,-1.356,0.727,1.937,0.499,-2.013,0.657,-0.987,0.758,Semua,True
P31,Berdiri,T6,6,9.16,1.157,5.957,1.13,7.085,0.308,6.622,0.284,1.407,0.604,-1.796,0.72,-0.668,0.646,Semua,True
P31,Buka Mata,C3,1,-0.709,,-2.849,,-0.402,,0.367,,0.449,,-1.692,,0.755,,Semua,True
P31,Buka Mata,C4,1,-2.595,,-4.884,,-2.691,,-1.572,,0.699,,-1.591,,0.602,,Semua,True
P31,Buka Mata,F3,1,-1.768,,-3.921,,-1.56,,-0.088,,0.438,,-1.716,,0.645,,Semua,True
P31,Buka Mata,F4,1,-2.844,,-5.408,,-2.973,,-1.586,,0.748,,-1.816,,0.619,,Semua,True
P31,Buka Mata,F7,1,-2.176,,-3.265,,-1.944,,-1.394,,0.206,,-0.883,,0.438,,Semua,True
P31,Buka Mata,F8,1,-2.985,,-7.217,,-3.834,,-2.292,,1.47,,-2.762,,0.621,,Semua,True
P31,Buka Mata,Fp1,1,-3.65,,-4.467,,-3.737,,-3.228,,0.279,,-0.537,,0.193,,Semua,True
P31,Buka Mata,Fp2,1,0.991,,3.26,,0.919,,1.278,,-0.591,,1.679,,-0.663,,Semua,True
P31,Buka Mata,O1,1,-6.772,,-6.959,,-5.483,,-4.622,,-0.552,,-0.739,,0.736,,Semua,True
P31,Buka Mata,O2,1,-3.077,,-4.406,,-2.794,,-2.305,,0.27,,-1.058,,0.553,,Semua,True
P31,Buka Mata,P3,1,-1.34,,-1.754,,-0.837,,-0.362,,-0.099,,-0.513,,0.403,,Semua,True
P31,Buka Mata,P4,1,0.306,,2.16,,-1.071,,-1.736,,-0.151,,1.703,,-1.528,,Semua,True
P31,Buka Mata,T3,1,-4.512,,-7.813,,-5.336,,-4.392,,1.211,,-2.09,,0.386,,Semua,True
P31,Buka Mata,T4,1,3.412,,5.26,,5.271,,3.609,,-1.299,,0.549,,0.559,,Semua,True
P31,Buka Mata,T5,1,-7.672,,-8.515,,-5.713,,-4.381,,-0.624,,-1.467,,1.336,,Semua,True
P31,Buka Mata,T6,1,1.845,,0.989,,1.438,,2.246,,0.415,,-0.441,,0.007,,Semua,True
P31,Gerak,C3,10,5.888,1.282,2.855,1.106,1.532,0.878,1.869,0.943,1.864,0.585,-1.169,0.752,-2.493,0.634,Semua,True
P31,Gerak,C4,8,2.542,0.977,0.661,0.643,1.985,0.769,2.448,1.059,0.497,0.704,-1.384,0.538,-0.06,0.514,Semua,True
P31,Gerak,F3,4,-0.665,1.476,1.1,0.899,-0.858,1.716,-0.545,1.619,-0.717,0.879,1.048,0.255,-0.91,0.97,Semua,True
P31,Gerak,F4,6,5.369,0.678,1.669,1.893,1.357,1.022,1.12,1.12,2.075,0.613,-1.624,1.278,-1.937,0.641,Semua,True
P31,Gerak,F7,9,2.956,1.619,2.313,1.819,1.249,1.273,1.196,1.413,0.551,0.556,-0.092,0.67,-1.155,0.461,Semua,True
P31,Gerak,F8,5,-1.089,1.569,0.605,0.568,-2.902,1.227,-2.317,0.878,-0.426,1.077,1.268,0.444,-2.239,0.939,Semua,True
P31,Gerak,Fp1,8,-1.927,1.3,-2.765,1.337,-1.539,1.266,-1.872,1.071,-0.194,0.663,-1.032,0.616,0.195,0.505,Semua,True
P31,Gerak,Fp2,8,9.64,0.56,7.848,1.372,6.914,1.154,5.925,1.579,1.2,0.413,-0.592,0.924,-1.526,0.508,Semua,True
P31,Gerak,O1,7,-2.29,1.418,-4.762,1.219,-2.866,0.565,-2.584,0.641,0.585,0.796,-1.887,0.768,0.009,0.448,Semua,True
P31,Gerak,O2,9,6.118,0.607,6.566,0.934,4.77,1.319,4.83,1.67,-0.238,0.853,0.21,0.603,-1.586,0.729,Semua,True
P31,Gerak,P3,4,1.424,1.878,3.066,1.152,-0.917,1.702,-0.987,1.838,0.079,1.005,1.721,0.47,-2.262,0.699,Semua,True
P31,Gerak,P4,6,6.765,2.071,9.231,1.55,7.178,2.512,5.936,3.183,-1.61,1.242,0.856,1.238,-1.198,1.117,Semua,True
P31,Gerak,T3,8,2.151,2.079,-0.107,0.976,-1.598,1.083,-1.026,0.931,1.572,0.85,-0.687,1.041,-2.177,0.451,Semua,True
P31,Gerak,T4,9,11.155,1.371,11.032,1.249,8.835,0.833,7.624,1.332,0.117,0.915,-0.006,1.012,-2.204,0.899,Semua,True
P31,Gerak,T5,7,-0.449,1.609,-2.952,1.675,-2.632,1.07,-2.748,1.085,1.388,0.473,-1.116,0.552,-0.796,0.523,Semua,True
P31,Gerak,T6,4,9.846,1.614,6.529,1.732,5.525,1.715,6.124,1.544,2.224,0.653,-1.092,0.435,-2.097,0.675,Semua,True
P31,Naik,C3,8,3.033,1.498,0.885,0.746,1.572,1.316,1.725,1.217,0.728,0.706,-1.421,0.674,-0.733,0.841,Semua,True
P31,Naik,C4,7,4.318,1.268,0.333,1.292,1.541,1.396,1.473,1.364,2.071,0.369,-1.914,0.738,-0.705,0.303,Semua,True
P31,Naik,F3,7,2.265,2.554,2.172,1.617,0.918,1.28,0.474,0.99,0.013,0.929,-0.08,0.428,-1.334,1.387,Semua,True
P31,Naik,F4,6,5.253,1.364,0.445,1.017,3.407,1.453,2.783,1.116,1.727,0.604,-3.081,0.922,-0.119,0.329,Semua,True
P31,Naik,F7,8,2.337,1.693,1.249,2.501,0.5,1.937,-0.078,1.635,0.634,0.849,-0.453,0.791,-1.203,0.468,Semua,True
P31,Naik,F8,3,3.285,2.463,-2.609,0.494,0.834,0.594,1.746,0.737,2.21,1.028,-3.684,1.547,-0.24,0.844,Semua,True
P31,Naik,Fp1,7,-1.665,1.907,-4.68,1.494,-3.498,1.701,-3.506,1.951,1.338,0.673,-1.677,0.651,-0.495,0.339,Semua,True
P31,Naik,Fp2,6,9.514,1.403,11.297,1.182,7.909,0.603,6.815,1.057,-0.171,0.899,1.612,0.627,-1.777,0.503,Semua,True
P31,Naik,O1,4,-1.138,2.008,-0.666,1.694,-0.904,0.761,-0.9,0.858,-0.476,1.216,-0.004,0.601,-0.242,0.779,Semua,True
P31,Naik,O2,8,4.038,1.195,3.964,1.381,4.108,1.015,3.556,0.838,-0.309,0.951,-0.383,0.567,-0.239,0.469,Semua,True
P31,Naik,P3,6,0.214,1.462,-0.771,1.554,-0.469,0.705,-1.313,0.883,0.019,1.367,-0.966,1.156,-0.664,0.567,Semua,True
P31,Naik,P4,7,9.393,1.757,8.12,1.98,7.437,1.827,5.452,2.264,0.436,0.544,-0.836,0.991,-1.52,0.775,Semua,True
P31,Naik,T3,8,4.013,1.745,-0.113,2.333,0.493,1.906,0.572,1.717,2.035,0.822,-2.09,0.926,-1.485,0.738,Semua,True
P31,Naik,T4,7,10.385,1.045,7.158,1.919,6.461,0.636,6.482,0.906,1.657,0.509,-1.571,1.356,-2.268,0.436,Semua,True
P31,Naik,T5,4,1.52,2.658,-0.703,2.129,1.507,0.685,0.689,0.891,0.128,1.541,-2.096,1.601,0.115,0.757,Semua,True
P31,Naik,T6,4,9.205,2.642,5.299,2.675,7.463,1.834,7.792,1.671,1.291,1.003,-2.616,1.477,-0.451,0.899,Semua,True
P31,Pasca-Naik,C3,7,6.59,1.957,1.295,1.086,0.942,0.994,0.707,0.857,2.908,0.387,-2.387,0.605,-2.74,0.741,Semua,True
P31,Pasca-Naik,C4,6,3.713,2.267,0.058,1.64,0.605,1.006,1.01,1.007,1.938,0.864,-1.717,0.73,-1.169,0.705,Semua,True
P31,Pasca-Naik,F3,5,2.411,0.908,-0.609,1.624,-1.161,1.225,-1.369,1.231,1.876,0.5,-1.143,0.608,-1.695,0.447,Semua,True
P31,Pasca-Naik,F4,4,4.111,2.196,1.528,1.544,1.817,2.021,2.929,1.904,1.468,0.731,-1.115,0.367,-0.826,0.685,Semua,True
P31,Pasca-Naik,F7,6,5.703,1.943,0.69,1.373,1.83,1.446,1.604,1.15,2.418,0.452,-2.596,0.698,-1.456,0.759,Semua,True
P31,Pasca-Naik,F8,2,-0.094,4.573,-4.885,6.746,-4.878,4.343,-4.717,3.689,2.958,0.464,-1.834,1.709,-1.827,0.694,Semua,False
P31,Pasca-Naik,Fp1,6,1.845,1.509,-0.983,0.912,-0.264,0.696,-0.021,0.875,1.247,0.665,-1.581,0.89,-0.862,0.906,Semua,True
P31,Pasca-Naik,Fp2,5,9.879,2.094,8.404,2.817,7.122,2.816,7.615,2.915,1.205,0.655,-0.271,0.602,-1.553,0.682,Semua,True
P31,Pasca-Naik,O1,4,2.838,1.688,-0.266,0.57,-0.35,1.346,-0.281,1.095,1.717,1.221,-1.386,0.505,-1.47,0.956,Semua,True
P31,Pasca-Naik,O2,5,8.711,2.137,2.957,1.976,4.546,2.514,5.572,2.681,2.527,0.717,-3.227,0.683,-1.638,0.834,Semua,True
P31,Pasca-Naik,P3,5,2.212,1.014,0.358,1.127,-1.454,1.027,-1.89,1.057,1.637,0.615,-0.217,0.356,-2.029,0.955,Semua,True
P31,Pasca-Naik,P4,3,8.37,1.314,8.836,1.7,9.059,0.892,9.871,1.25,-0.51,0.397,-0.043,0.85,0.179,1.246,Semua,True
P31,Pasca-Naik,T3,6,5.743,1.16,1.475,1.316,0.197,1.258,0.206,1.005,2.874,0.429,-1.394,0.877,-2.672,0.878,Semua,True
P31,Pasca-Naik,T4,7,10.522,1.578,7.136,1.764,8.316,1.32,8.419,1.463,1.326,0.521,-2.061,0.772,-0.881,0.522,Semua,True
P31,Pasca-Naik,T5,3,2.093,1.428,1.397,0.69,0.071,1.383,-0.047,0.62,0.839,0.719,0.143,0.348,-1.183,0.71,Semua,True
P31,Pasca-Naik,T6,3,6.988,2.706,6.351,1.928,6.585,2.496,5.636,2.153,0.296,0.406,-0.341,0.445,-0.107,0.295,Semua,True
P31,Pra-Gerak,C3,10,2.282,0.98,-0.597,0.89,-0.547,0.939,-0.861,1.096,1.705,0.236,-1.174,0.403,-1.124,0.315,Semua,True
P31,Pra-Gerak,C4,8,1.383,1.218,-3.033,1.195,-2.399,0.719,-1.326,0.765,2.488,0.327,-1.928,0.522,-1.294,0.541,Semua,True
P31,Pra-Gerak,F3,4,-4.956,0.421,-6.149,0.5,-5.832,0.562,-5.137,0.442,0.57,0.401,-0.623,0.482,-0.306,0.557,Semua,True
P31,Pra-Gerak,F4,8,0.98,2.009,-1.498,1.532,-0.7,1.809,0.242,1.99,1.168,0.521,-1.309,0.664,-0.511,0.26,Semua,True
P31,Pra-Gerak,F7,8,0.039,2.254,0.862,1.418,0.52,1.546,0.1,1.344,-0.739,0.975,0.084,0.314,-0.259,0.514,Semua,True
P31,Pra-Gerak,F8,7,-0.426,0.76,-4.112,1.089,-3.365,0.672,-2.724,0.805,1.939,0.628,-1.747,0.619,-1.001,0.654,Semua,True
P31,Pra-Gerak,Fp1,7,-1.766,1.378,-2.462,1.105,-2.442,1.223,-2.296,1.228,0.247,0.836,-0.45,0.427,-0.43,0.458,Semua,True
P31,Pra-Gerak,Fp2,8,5.074,2.095,4.564,1.269,3.476,1.674,3.443,1.648,0.635,0.531,0.126,0.565,-0.962,0.139,Semua,True
P31,Pra-Gerak,O1,6,-2.8,1.95,-3.466,0.971,-3.014,1.343,-2.431,1.167,-0.019,1.073,-0.686,0.754,-0.234,0.403,Semua,True
P31,Pra-Gerak,O2,7,1.299,1.29,-1.074,1.605,-0.013,1.122,0.256,1.192,1.051,0.307,-1.322,0.553,-0.26,0.395,Semua,True
P31,Pra-Gerak,P3,4,-2.933,1.34,-4.727,0.224,-4.674,1.022,-4.328,1.055,1.05,0.554,-0.744,0.939,-0.691,0.3,Semua,True
P31,Pra-Gerak,P4,7,0.861,2.496,1.565,2.137,1.043,1.893,0.888,2.082,-0.434,0.517,0.27,0.522,-0.252,0.671,Semua,True
P31,Pra-Gerak,T3,9,-3.195,1.364,-5.172,1.344,-4.847,1.121,-5.052,1.156,1.096,0.42,-0.881,0.493,-0.556,0.454,Semua,True
P31,Pra-Gerak,T4,10,7.424,1.912,5.555,1.498,5.882,1.7,5.198,1.864,0.718,0.45,-1.151,0.905,-0.824,0.385,Semua,True
P31,Pra-Gerak,T5,6,-3.102,1.362,-4.85,0.915,-3.007,0.611,-2.277,0.498,0.256,0.838,-1.492,0.548,0.351,0.498,Semua,True
P31,Pra-Gerak,T6,8,5.727,1.647,3.103,1.33,4.039,1.589,3.97,1.657,1.224,0.373,-1.4,0.382,-0.464,0.552,Semua,True
P31,Tahan,C3,9,1.698,1.056,-1.015,0.918,0.218,1.043,0.296,1.016,1.168,0.33,-1.545,0.241,-0.313,0.491,Semua,True
P31,Tahan,C4,7,2.219,1.261,-0.412,1.199,-0.632,1.297,-0.15,1.371,1.672,0.628,-0.959,0.235,-1.179,0.72,Semua,True
P31,Tahan,F3,7,0.694,1.38,-2.131,1.624,-0.737,1.086,-0.075,1.048,1.173,0.259,-1.651,0.522,-0.257,0.374,Semua,True
P31,Tahan,F4,5,4.681,1.201,1.762,1.121,1.188,1.038,1.379,0.952,1.979,0.517,-0.94,0.439,-1.514,0.509,Semua,True
P31,Tahan,F7,7,0.508,1.697,-1.052,0.897,0.646,1.231,0.641,1.344,0.218,0.605,-1.341,0.547,0.357,0.267,Semua,True
P31,Tahan,F8,3,2.702,2.727,-3.202,1.475,-1.563,1.496,-0.823,1.682,2.94,0.855,-2.965,1.541,-1.325,0.609,Semua,True
P31,Tahan,Fp1,7,-3.558,1.127,-5.263,0.979,-3.096,0.889,-2.946,0.869,0.097,0.401,-1.608,0.673,0.56,0.395,Semua,True
P31,Tahan,Fp2,6,7.83,0.984,6.07,1.197,4.101,1.419,2.849,1.256,1.651,0.315,-0.109,0.724,-2.078,0.5,Semua,True
P31,Tahan,O1,3,-2.745,2.008,-1.657,0.893,-1.605,1.606,-0.961,1.935,-0.913,0.703,0.175,0.898,0.228,0.178,Semua,True
P31,Tahan,O2,7,3.827,1.606,1.972,2.137,2.393,1.815,2.737,1.911,0.746,1.024,-1.109,0.729,-0.688,0.374,Semua,True
P31,Tahan,P3,6,0.764,1.282,-0.168,1.614,-0.608,1.226,-0.154,0.951,0.757,0.265,-0.175,0.381,-0.615,0.176,Semua,True
P31,Tahan,P4,5,9.609,1.152,8.294,1.668,7.599,2.218,6.678,2.561,0.556,0.397,-0.759,0.824,-1.454,1.056,Semua,True
