task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,4.713,7.713,9.713000000000001,12.713000000000001,0.4790000000000001,6.435,7.296,7.56,13.101,21.25548095703124,6.2509999999999994,1.906097412109375,0.7944444444444444,short_hold,video,3.102,lengan,,False,1.0177500000000066,NGEED,1,,46.996063232421875,False,
NGEED,2,21.218,24.218,26.218,29.218,0.03549999999999898,,,,,6.595672607421875,22.662499999999998,1.566741943359375,0.6722222222222223,incomplete,video,,batang_tubuh,,False,1.0177500000000066,NGEED,2,tanpa_turun,,False,turun_tidak_terdeteksi
AGEM KANAN,1,37.215,40.215,42.215,45.215,0.0005000000000023874,38.902,39.499,40.305,45.096,46.567828369140614,38.836,2.361358642578125,1.0,short_hold,video,37.972,lengan,0.047189440491093144,True,1.0177500000000066,AGEM KANAN,1,,13.835662841796875,False,
AGEM KANAN,2,53.2195,56.2195,58.2195,61.2195,0.02750000000000341,54.372,55.095,57.303,61.302,47.023577880859364,54.32325,2.045745849609375,0.9944444444444445,ok,video,48.304,lengan,0.5920809860100986,False,1.0177500000000066,AGEM KANAN,2,,20.655838012695312,False,
AGEM KIRI,1,69.2525,72.2525,74.2525,77.2525,0.027000000000001023,70.829,71.564,71.897,76.563,40.82466125488281,70.74574999999999,1.950469970703125,0.7555555555555555,short_hold,video,70.37,lengan,0.09540774850167352,True,1.0177500000000066,AGEM KIRI,1,,24.413955688476562,False,
AGEM KIRI,2,85.28399999999999,88.28399999999999,90.28399999999999,93.28399999999999,0.0004999999999881766,86.368,88.7,91.158,92.367,68.95851440429686,86.20124999999999,2.1293182373046875,0.8166666666666667,ok,video,80.702,lengan,1.2359960641389227,False,1.0177500000000066,AGEM KIRI,2,,22.149627685546875,False,
NGEED,3,278.31050000000005,281.31050000000005,283.31050000000005,286.31050000000005,1.0059999999999718,279.234,281.095,284.636,285.955,72.96469116210938,279.116,1.14678955078125,1.0,ok,video,275.498,lengan,0.03824866462810975,True,1.0177500000000066,NGEED,3,,45.93072509765625,False,
NGEED,4,294.2805,297.2805,299.2805,302.2805,0.033999999999991815,295.232,296.828,298.023,301.564,82.17732238769531,295.10025,1.3861083984375,1.0,ok,video,288.357,lengan,0.07055108156550845,True,1.0177500000000066,NGEED,4,,21.97735595703125,False,
AGEM KANAN,3,310.3475,313.3475,315.3475,318.3475,0.9989999999999668,311.632,313.034,313.493,317.7,71.91900634765625,311.5,1.80584716796875,1.0,short_hold,video,308.896,lengan,0.018006553392496613,True,1.0177500000000066,AGEM KANAN,3,,23.459930419921875,False,
AGEM KANAN,4,326.3795,329.3795,331.3795,334.3795,0.03499999999996817,327.39725,330.39725,332.39725,335.39725,66.4110168457031,,3.0479736328125,1.0,hud_fallback,hud_fallback,327.39725,lengan,0.05283490220049463,True,1.0177500000000066,AGEM KANAN,4,,19.328903198242188,False,
AGEM KIRI,3,342.377,345.377,347.377,350.377,0.0004999999999881766,343.557,344.96,348.834,349.89,86.58278808593752,343.45625,1.1563720703125,1.0,ok,video,343.03,lengan,0.08285583449952923,True,1.0177500000000066,AGEM KIRI,3,,59.742584228515625,False,
AGEM KIRI,4,358.41650000000004,361.41650000000004,363.41650000000004,366.41650000000004,0.999499999999955,359.291,360.694,365.568,366.36,83.71683959960939,359.10699999999997,1.358001708984375,1.0,ok,video,358.625,lengan,0.05725323991753672,True,1.0177500000000066,AGEM KIRI,4,,62.81980895996094,False,
