task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,4.656499999999999,7.656499999999999,9.6565,12.6565,0.464500000000001,7.205,9.204,14.134,14.676,46.7418212890625,7.003500000000001,0.683441162109375,1.0,ok,video,7.135,lengan,0.029346398230388943,True,1.5899999999999999,NGEED,1,,22.760345458984375,False,
NGEED,2,21.154,24.154,26.154,29.154,0.036000000000001364,22.744,24.466,30.201,31.132,52.81877136230469,22.5775,0.66552734375,1.0,ok,video,15.204,lengan,0.04976121837418183,True,1.5899999999999999,NGEED,2,,27.681884765625,False,
AGEM KANAN,1,37.1585,40.1585,42.1585,45.1585,0.0009999999999976694,38.811,40.811,46.074,46.809,54.99904785156252,38.6445,0.9593505859375,1.0,ok,video,31.27,lengan,0.04694628058635601,True,1.5899999999999999,AGEM KANAN,1,,5.8477020263671875,False,
AGEM KANAN,2,53.156000000000006,56.156000000000006,58.156000000000006,61.156000000000006,0.0344999999999942,54.808,56.211,62.335,63.141,55.8435089111328,54.676,1.005584716796875,1.0,ok,video,47.268,lengan,0.04729654145099453,True,1.5899999999999999,AGEM KANAN,2,,14.799896240234375,False,
AGEM KIRI,1,69.1885,72.1885,74.1885,77.1885,0.033999999999991815,71.736,74.598,74.736,78.937,50.7821044921875,71.61775,0.911468505859375,1.0,short_hold,video,63.265,lengan,0.08339342847596315,True,1.5899999999999999,AGEM KIRI,1,,,False,
AGEM KIRI,2,85.2205,88.2205,90.2205,93.2205,0.0005000000000023874,86.811,88.811,94.198,95.074,57.318328857421875,86.72775000000001,0.933013916015625,1.0,ok,video,79.34,lengan,0.11218358785799436,True,1.5899999999999999,AGEM KIRI,2,,43.47880554199219,False,
NGEED,3,278.254,281.254,283.254,286.254,0.9989999999999668,280.004,281.406,287.141,287.739,51.9694885253906,279.83750000000003,0.7320556640625,1.0,ok,video,280.004,batang_tubuh,0.03615226454167809,True,1.5899999999999999,NGEED,3,,28.298370361328125,False,
NGEED,4,294.224,297.224,299.224,302.224,0.026999999999986812,295.529,296.806,303.472,304.069,56.876852416992165,295.41075,0.86572265625,1.0,ok,video,288.336,lengan,0.05820230249841088,True,1.5899999999999999,NGEED,4,,28.8785400390625,False,
AGEM KANAN,3,310.284,313.284,315.284,318.284,0.9985000000000355,311.596,313.735,318.943,319.595,54.609161376953125,311.4295,1.002960205078125,1.0,ok,video,304.402,lengan,0.02613230000787959,True,1.5899999999999999,AGEM KANAN,3,,19.885009765625,False,
AGEM KANAN,4,326.31600000000003,329.31600000000003,331.31600000000003,334.31600000000003,0.02800000000002001,327.538,328.996,335.204,336.273,58.488250732421875,327.38875,1.102783203125,1.0,ok,video,320.4,lengan,0.02119128034174031,True,1.5899999999999999,AGEM KANAN,4,,29.176101684570312,False,
AGEM KIRI,3,342.314,345.314,347.314,350.314,0.005999999999971806,343.73,345.202,351.132,351.729,52.44573974609375,343.64675,0.920440673828125,1.0,ok,video,336.398,lengan,0.06557535399193037,True,1.5899999999999999,AGEM KIRI,3,,53.54876708984375,False,
AGEM KIRI,4,358.353,361.353,363.353,366.353,0.9995000000000118,359.797,361.602,367.338,368.143,59.41168212890625,359.69625,0.98992919921875,1.0,ok,video,355.007,lengan,0.029537158889296394,True,1.5899999999999999,AGEM KIRI,4,,56.201690673828125,False,
