frame,t,raw,task,subphase
0,0.0,,UNKNOWN,
15,0.504,"tas
cB)
",UNKNOWN,
30,1.004,"ey
s)
",UNKNOWN,
45,1.504,"aN
4)
",UNKNOWN,
60,2.005,"aX
4)
",UNKNOWN,
75,2.504,"ras
(3)
",UNKNOWN,
78,2.601,"as
(3)
",UNKNOWN,
80,2.67,"as
(3)
",UNKNOWN,
81,2.699,"as
(3)
",UNKNOWN,
82,2.733,"=
BERSIAP
@)
",BERSIAP,
90,3.012,"=
BERSIAP
@)
",BERSIAP,
105,3.511,"=
BERSIAP
(2)
",BERSIAP,
120,4.011,"=e
BERSIAP
(2)
",BERSIAP,
123,4.108,"Dvr]
BERSIAP
",BERSIAP,
125,4.177,"BERSIAP
",BERSIAP,
126,4.205,"ral
Naor
",UNKNOWN,
127,4.233,"peta
Se,
",UNKNOWN,
135,4.511,"BERsP
Se,
",UNKNOWN,
150,5.011,"BERSP
Se,
",UNKNOWN,
153,5.108,"BERSP
Se,
",UNKNOWN,
154,5.136,"NGEED
~
1
TURUN
",NGEED,TURUN
155,5.177,"NGEED
~
1
TURUN
",NGEED,TURUN
157,5.232,"NGEED
~
1
TURUN
",NGEED,TURUN
165,5.511,"NGEED
~
1
TURUN
",NGEED,TURUN
180,6.011,"NGEED
~
1
TURUN
",NGEED,TURUN
195,6.51,"NGEED
2 \
TURUN
",NGEED,TURUN
210,7.011,"NGEED
2
TURUN
",NGEED,TURUN
213,7.107,"NGEED
2
TURUN
",NGEED,TURUN
214,7.135,"NGEED
TURUN
",NGEED,TURUN
215,7.177,"NGEED
3)
",NGEED,
217,7.232,"NGEED
3)
",NGEED,
225,7.51,"NGEED
3)
",NGEED,
240,8.011,"NGEED
3)
",NGEED,
243,8.107,"NGEED
3)
",NGEED,
244,8.135,"NGEED
+)
TAHAN
",NGEED,TAHAN
245,8.176,"NGEED
4)
TAHAN
",NGEED,TAHAN
247,8.232,"NGEED
>
TAHAN
",NGEED,TAHAN
255,8.51,"NGEED
>
TAHAN
",NGEED,TAHAN
270,9.01,"NGEED
>
TAHAN
",NGEED,TAHAN
285,9.51,"NGEED
TAHAN
",NGEED,TAHAN
300,10.011,"NGEED
TAHAN
",NGEED,TAHAN
303,10.107,"NGEED
TAHAN
",NGEED,TAHAN
304,10.135,"NGEED
NAIK
",NGEED,NAIK
305,10.176,"NGEED
",NGEED,
307,10.232,"NGEED
",NGEED,
315,10.51,"NGEED
2
",NGEED,
330,11.01,"NGEED
Y
",NGEED,
333,11.107,"NGEED
Y
",NGEED,
334,11.148,"NGEED
QD
NAIK
",NGEED,NAIK
335,11.176,"NGEED
)
NAIK
",NGEED,NAIK
337,11.246,"NGEED
(z)
NAIK
",NGEED,NAIK
345,11.509,"NGEED
(2)
NAIK
",NGEED,NAIK
360,12.01,"NGEED
(2)
NAIK
",NGEED,NAIK
363,12.107,"NGEED
(2)
NAIK
",NGEED,NAIK
364,12.135,"NGEED
(2)
",NGEED,
365,12.176,"NGEED
(2)
",NGEED,
367,12.231,"NGEED
(2)
",NGEED,
375,12.509,"NGEED
",NGEED,
390,13.01,"NGEED
",NGEED,
393,13.106,"NGEED
",NGEED,
394,13.134,"BERDIRI RILEKS
fo»
| 8 |
27
",BERDIRI RILEKS,
395,13.176,"BERDIRI RILEKS
fo»
| 8 |
ye
",BERDIRI RILEKS,
397,13.231,"BERDIRI RILEKS
fo»
| 8 |
Ye
",BERDIRI RILEKS,
405,13.509,"BERDIRI RILEKS
(g
Ne
",BERDIRI RILEKS,
420,14.01,"BERDIRI RILEKS
(g
Ne,
",BERDIRI RILEKS,
435,14.509,"BERDIRI RILEKS
( 7 \
/ |
",BERDIRI RILEKS,
450,15.01,"BERDIRI RILEKS
( 7 \
|
",BERDIRI RILEKS,
465,15.509,"BERDIRI RILEKS
(6
Nee,
",BERDIRI RILEKS,
480,16.009,"BERDIRI RILEKS
(6
Nee,
",BERDIRI RILEKS,
495,16.509,"BERDIRI RILEKS
(5
Ne
",BERDIRI RILEKS,
510,17.01,"BERDIRI RILEKS
( 5
|
ey,
",BERDIRI RILEKS,
525,17.509,"BERDIRI RILEKS
( 4 )
ary,
",BERDIRI RILEKS,
540,18.01,"BERDIRI RILEKS
( 4 )
ary,
",BERDIRI RILEKS,
555,18.508,"BERDIRI RILEKS
(— 3
5
",BERDIRI RILEKS,
570,19.009,"BERDIRI RILEKS
(— 3
5
",BERDIRI RILEKS,
585,19.508,"BERDIRI RILEKS
(— > \
Z|
",BERDIRI RILEKS,
600,20.009,"BERDIRI RILEKS
a > \
Z|
",BERDIRI RILEKS,
615,20.508,"BERDIRI RILEKS
(41>
Nee
",BERDIRI RILEKS,
630,21.009,"BERDIRI RILEKS
(41>
Nee
",BERDIRI RILEKS,
633,21.105,"BERDIRI RILEKS
(41>
Nee
",BERDIRI RILEKS,
634,21.133,"BERDIRI RILEKS
( 1
Ne
",BERDIRI RILEKS,
635,21.175,"NGEED
~
1
TURUN
",NGEED,TURUN
637,21.244,"NGEED
~
1
TURUN
",NGEED,TURUN
645,21.508,"NGEED
~
1
TURUN
",NGEED,TURUN
660,22.008,"NGEED
~
1
TURUN
",NGEED,TURUN
675,22.508,"NGEED
2
TURUN
",NGEED,TURUN
690,23.008,"NGEED
2
TURUN
",NGEED,TURUN
693,23.105,"NGEED
2
TURUN
",NGEED,TURUN
694,23.133,"NGEED
2
TURUN
",NGEED,TURUN
695,23.174,"NGEED
3)
",NGEED,
697,23.244,"NGEED
3)
",NGEED,
705,23.508,"NGEED
3)
",NGEED,
720,24.009,"NGEED
3)
",NGEED,
723,24.105,"NGEED
3)
",NGEED,
724,24.133,"NGEED
3)
",NGEED,
725,24.175,"NGEED
+)
TAHAN
",NGEED,TAHAN
727,24.244,"NGEED
+)
TAHAN
",NGEED,TAHAN
735,24.507,"NGEED
>
TAHAN
",NGEED,TAHAN
750,25.008,"NGEED
>
TAHAN
",NGEED,TAHAN
765,25.507,"NGEED
TAHAN
",NGEED,TAHAN
780,26.008,"NGEED
TAHAN
",NGEED,TAHAN
783,26.104,"NGEED
TAHAN
",NGEED,TAHAN
784,26.132,"NGEED
NAIK )
",NGEED,NAIK
785,26.174,"NGEED
NAIK )
",NGEED,NAIK
786,26.202,"NGEED
",NGEED,
787,26.244,"NGEED
",NGEED,
795,26.507,"NGEED
2
",NGEED,
810,27.008,"NGEED
Y
",NGEED,
813,27.104,"NGEED
Y
",NGEED,
814,27.132,"NGEED
Y
",NGEED,
815,27.174,"NGEED
2
NAIK
",NGEED,NAIK
817,27.244,"NGEED
(Z)
NAIK
",NGEED,NAIK
825,27.507,"NGEED
(2)
NAIK
",NGEED,NAIK
840,28.008,"NGEED
(2)
NAIK
",NGEED,NAIK
843,28.104,"NGEED
(2)
NAIK
",NGEED,NAIK
844,28.132,"NGEED
(2)
NAIK
",NGEED,NAIK
845,28.174,"NGEED
(2)
",NGEED,
847,28.243,"NGEED
(2)
",NGEED,
855,28.507,"NGEED
",NGEED,
870,29.008,"NGEED
",NGEED,
873,29.104,"NGEED
",NGEED,
874,29.132,"NGEED
",NGEED,
875,29.174,"BERDIRI RILEKS
fo»
| 8 |
eae
",BERDIRI RILEKS,
877,29.243,"BERDIRI RILEKS
fo»
| 8 |
VS
",BERDIRI RILEKS,
885,29.507,"BERDIRI RILEKS
fo»
| 8 |
yA 7
",BERDIRI RILEKS,
900,30.008,"BERDIRI RILEKS
fo»
8 |
YA
",BERDIRI RILEKS,
915,30.507,"BERDIRI RILEKS
(7)
Ke
",BERDIRI RILEKS,
930,31.007,"BERDIRI RILEKS
(7)
Ke
",BERDIRI RILEKS,
945,31.507,"BERDIRI RILEKS
(6
ew,
",BERDIRI RILEKS,
960,32.007,"BERDIRI RILEKS
(6
ey,
",BERDIRI RILEKS,
975,32.507,"BERDIRI RILEKS
_
| 5
",BERDIRI RILEKS,
990,33.007,"BERDIRI RILEKS
_
| 5
",BERDIRI RILEKS,
1005,33.506,"BERDIRI RILEKS
(4)
New
",BERDIRI RILEKS,
1020,34.007,"BERDIRI RILEKS
f.»
| 4 |
Vey
",BERDIRI RILEKS,
1035,34.506,"BERDIRI RILEKS
(3
Yey
",BERDIRI RILEKS,
1050,35.007,"BERDIRI RILEKS
(3
Ye
",BERDIRI RILEKS,
1065,35.52,"BERDIRI RILEKS
(2
Ye
",BERDIRI RILEKS,
1080,36.006,"BERDIRI RILEKS
(2
Ye
",BERDIRI RILEKS,
1095,36.506,"BERDIRI RILEKS
(1
Nee
",BERDIRI RILEKS,
1110,37.006,"BERDIRI RILEKS
(1
Nee
",BERDIRI RILEKS,
1113,37.117,"BERDIRI RILEKS
(1
Ye
",BERDIRI RILEKS,
1114,37.145,"BERDIRI RILEKS
(1
Ye
",BERDIRI RILEKS,
1115,37.172,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1117,37.242,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1125,37.505,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1140,38.006,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1155,38.505,"AGEM KANAN
2 \
TURUN
",AGEM KANAN,TURUN
1170,39.006,"AGEM KANAN
2 \
TURUN
",AGEM KANAN,TURUN
1173,39.102,"AGEM KANAN
2 \
TURUN
",AGEM KANAN,TURUN
1175,39.172,"AGEM KANAN
TURUN
",AGEM KANAN,TURUN
1176,39.2,"AGEM KANAN
TURUN
",AGEM KANAN,TURUN
1177,39.241,"AGEM KANAN
3)
",AGEM KANAN,
1185,39.505,"AGEM KANAN
3)
",AGEM KANAN,
1200,40.006,"AGEM KANAN
3)
",AGEM KANAN,
1203,40.102,"AGEM KANAN
3)
",AGEM KANAN,
1204,40.144,"AGEM KANAN
3)
",AGEM KANAN,
1205,40.172,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1207,40.242,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1215,40.505,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1230,41.006,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1245,41.505,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1260,42.006,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1263,42.102,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1264,42.144,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1265,42.171,"AGEM KANAN
NAIK )
",AGEM KANAN,NAIK
1266,42.199,"AGEM KANAN
® NAIK )
",AGEM KANAN,NAIK
1267,42.241,"AGEM KANAN
",AGEM KANAN,
1275,42.505,"AGEM KANAN
Y
",AGEM KANAN,
1290,43.005,"AGEM KANAN
3
",AGEM KANAN,
1293,43.116,"AGEM KANAN
3
",AGEM KANAN,
1295,43.171,"AGEM KANAN
3
",AGEM KANAN,
1296,43.199,"AGEM KANAN
2D
NAIK
",AGEM KANAN,NAIK
1297,43.241,"AGEM KANAN
)
NAIK
",AGEM KANAN,NAIK
1305,43.505,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1320,44.005,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1323,44.102,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1324,44.143,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1325,44.171,"AGEM KANAN
(8)
",AGEM KANAN,
1327,44.241,"AGEM KANAN
(2)
",AGEM KANAN,
1335,44.504,"AGEM KANAN
",AGEM KANAN,
1350,45.005,"AGEM KANAN
",AGEM KANAN,
1353,45.116,"AGEM KANAN
",AGEM KANAN,
1354,45.143,"AGEM KANAN
",AGEM KANAN,
1355,45.171,"BERDIRI RILEKS
(g
ew,
",BERDIRI RILEKS,
1357,45.24,"BERDIRI RILEKS
“7
\e/
",BERDIRI RILEKS,
1365,45.504,"BERDIRI RILEKS
(>
ee,
",BERDIRI RILEKS,
1380,46.005,"BERDIRI RILEKS
(g
\e/
",BERDIRI RILEKS,
1395,46.505,"BERDIRI RILEKS
(7)
=
",BERDIRI RILEKS,
1410,47.005,"BERDIRI RILEKS
(7)
(=
",BERDIRI RILEKS,
1425,47.504,"BERDIRI RILEKS
(6
Ne
",BERDIRI RILEKS,
1440,48.005,"BERDIRI RILEKS
(6
Ne
",BERDIRI RILEKS,
1455,48.504,"BERDIRI RILEKS
(5 \
Nee
",BERDIRI RILEKS,
1470,49.005,"BERDIRI RILEKS
(5 \
Nee
",BERDIRI RILEKS,
1485,49.504,"BERDIRI RILEKS
f,
4. |
nae
",BERDIRI RILEKS,
1500,50.004,"BERDIRI RILEKS
f,
4. |
V7
",BERDIRI RILEKS,
1515,50.504,"BERDIRI RILEKS
(3)
\E)
",BERDIRI RILEKS,
1530,51.004,"BERDIRI RILEKS
(3
\E)
",BERDIRI RILEKS,
1545,51.503,"BERDIRI RILEKS
(2)
Nee
",BERDIRI RILEKS,
1560,52.004,"BERDIRI RILEKS
(2)
Nee
",BERDIRI RILEKS,
1575,52.503,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
1590,53.004,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
1593,53.1,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
1594,53.142,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
1595,53.17,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1597,53.239,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
