task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,5.1215,8.121500000000001,10.121500000000001,13.121500000000001,0.0010000000000012221,6.976,7.975,9.905,11.641,37.560577392578125,6.8614999999999995,1.600738525390625,1.0,ok,video,5.767,lengan,0.1548556409121008,True,2.152000000000001,NGEED,1,,30.015380859375,False,
NGEED,2,21.154,24.154,26.154,29.154,0.036000000000001364,23.306,24.376,27.167,27.972,44.7954162597656,23.20525,1.65203857421875,1.0,ok,video,15.238,lengan,0.41595355185337657,False,2.152000000000001,NGEED,2,,17.865570068359375,False,
AGEM KANAN,1,37.186,40.186,42.186,45.186,0.0009999999999976694,,,,,14.499255371093739,39.936499999999995,1.6529541015625,1.0,incomplete,video,38.901,batang_tubuh,0.23142562715791423,False,2.152000000000001,AGEM KANAN,1,tanpa_turun,,False,tidak_turun
AGEM KANAN,2,53.184,56.184,58.184,61.184,0.006000000000000227,55.635,57.176,58.967,59.509,15.61700439453125,55.6005,1.451171875,1.0,ok,video,54.704,lengan,0.13264600244656446,True,2.152000000000001,AGEM KANAN,2,,-55.41395568847656,False,
AGEM KIRI,1,69.188,72.188,74.188,77.188,0.06199999999999761,,,,,5.644775390625,72.0865,1.58966064453125,1.0,incomplete,video,,batang_tubuh,,False,2.152000000000001,AGEM KIRI,1,tanpa_turun,,False,tidak_turun
AGEM KIRI,2,85.2205,88.2205,90.2205,93.2205,0.0005000000000023874,,,,,5.263336181640625,87.73425,1.8076171875,1.0,incomplete,video,86.575,batang_tubuh,1.061947364453902,False,2.152000000000001,AGEM KIRI,2,tanpa_turun,,False,tidak_turun
NGEED,3,278.247,281.247,283.247,286.247,1.0339999999999918,279.9,280.497,281.83,284.371,32.138153076171875,279.84799999999996,1.815277099609375,1.0,ok,video,273.032,lengan,0.1415815926837166,True,2.152000000000001,NGEED,3,,15.09295654296875,False,
NGEED,4,294.252,297.252,299.252,302.252,0.0010000000000331966,295.897,297.161,297.495,300.563,41.110748291015625,295.81374999999997,1.683746337890625,1.0,short_hold,video,295.161,lengan,0.08915261257930826,True,2.152000000000001,NGEED,4,,28.757354736328125,False,
AGEM KANAN,3,310.3185,313.3185,315.3185,318.3185,0.9995000000000118,312.894,314.561,316.033,316.366,17.423577880859398,312.8245,2.04833984375,1.0,ok,video,312.033,lengan,0.28062524718190696,False,2.152000000000001,AGEM KANAN,3,,-58.241363525390625,False,
AGEM KANAN,4,326.31600000000003,329.31600000000003,331.31600000000003,334.31600000000003,0.034500000000036835,,,,,13.057891845703125,328.54175,2.061767578125,1.0,incomplete,video,327.962,batang_tubuh,0.22679436572318004,False,2.152000000000001,AGEM KANAN,4,tanpa_turun,,False,tidak_turun
AGEM KIRI,3,342.314,345.314,347.314,350.314,0.005999999999971806,,,,,6.082452392578148,345.101,1.61138916015625,1.0,incomplete,video,,batang_tubuh,,False,2.152000000000001,AGEM KIRI,3,tanpa_turun,,False,tidak_turun
AGEM KIRI,4,358.381,361.381,363.381,366.381,0.028999999999996362,,,,,8.6495361328125,360.79724999999996,1.957061767578125,1.0,incomplete,video,,batang_tubuh,,False,2.152000000000001,AGEM KIRI,4,tanpa_turun,,False,tidak_turun
