frame,t,raw,task,subphase
0,0.0,,UNKNOWN,
3,0.162,"oo
(5)
",UNKNOWN,
4,0.172,"BERSIAP
pes

/
oo
",BERSIAP,
5,0.2,"SS 8
BERSIAP
(s)
",BERSIAP,
7,0.268,"Pei]
BERSIAP
(5)
",BERSIAP,
15,0.539,"BERSIAP
(s)
",BERSIAP,
30,1.039,"BERSIAP
(s)
",BERSIAP,
45,1.532,"=m
BERSIAP
)
",BERSIAP,
59,2.012,"=m
BERSIAP
)
",BERSIAP,
74,2.504,"=
BERSIAP
(2)
",BERSIAP,
89,3.004,"=
BERSIAP
(2)
",BERSIAP,
104,3.504,"=
BERSIAP
(2)
",BERSIAP,
119,4.004,"=m
BERSIAP
2)
",BERSIAP,
134,4.504,"BERSIAP
)
",BERSIAP,
149,5.004,"BERSIAP
®)
",BERSIAP,
152,5.101,"BERSIAP
®)
",BERSIAP,
153,5.142,"NGEED
~
1
TURUN
",NGEED,TURUN
154,5.17,"NGEED
~
1
TURUN
",NGEED,TURUN
156,5.24,"NGEED
~
1
TURUN
",NGEED,TURUN
164,5.503,"NGEED
~
1
TURUN
",NGEED,TURUN
179,6.004,"NGEED
~
1
TURUN
",NGEED,TURUN
194,6.503,"NGEED
2
TURUN
",NGEED,TURUN
209,7.004,"NGEED
2
TURUN
",NGEED,TURUN
212,7.1,"NGEED
2
TURUN
",NGEED,TURUN
213,7.142,"NGEED
TURUN
",NGEED,TURUN
214,7.17,"NGEED
3)
",NGEED,
216,7.239,"NGEED
3)
",NGEED,
224,7.503,"NGEED
3)
",NGEED,
239,8.004,"NGEED
3)
",NGEED,
242,8.1,"NGEED
3)
",NGEED,
243,8.142,"NGEED
+)
TAHAN
",NGEED,TAHAN
244,8.17,"NGEED
+)
TAHAN
",NGEED,TAHAN
246,8.239,"NGEED
>
TAHAN
",NGEED,TAHAN
254,8.503,"NGEED
>
TAHAN
",NGEED,TAHAN
269,9.004,"NGEED
>
TAHAN
",NGEED,TAHAN
284,9.503,"NGEED
TAHAN
",NGEED,TAHAN
299,10.003,"NGEED
TAHAN
",NGEED,TAHAN
302,10.1,"NGEED
TAHAN
",NGEED,TAHAN
303,10.141,"NGEED
NAIK )
",NGEED,NAIK
304,10.169,"NGEED
",NGEED,
306,10.239,"NGEED
",NGEED,
314,10.503,"NGEED
Y
",NGEED,
329,11.003,"NGEED
Y)
",NGEED,
332,11.1,"NGEED
Y)
",NGEED,
333,11.142,"NGEED
QD
NAIK
",NGEED,NAIK
334,11.17,"NGEED
)
NAIK
",NGEED,NAIK
336,11.238,"NGEED
(z)
NAIK
",NGEED,NAIK
344,11.503,"NGEED
(2)
NAIK
",NGEED,NAIK
359,12.004,"NGEED
(2)
NAIK
",NGEED,NAIK
362,12.099,"NGEED
(2)
NAIK
",NGEED,NAIK
363,12.142,"NGEED
(2)
",NGEED,
364,12.169,"NGEED
(2)
",NGEED,
366,12.239,"NGEED
(2)
",NGEED,
374,12.502,"NGEED
",NGEED,
389,13.003,"NGEED
",NGEED,
392,13.1,"NGEED
",NGEED,
393,13.141,"BERDIRI RILEKS
(gs
|
ae
",BERDIRI RILEKS,
394,13.169,"BERDIRI RILEKS
(gs
|
ae
",BERDIRI RILEKS,
396,13.238,"BERDIRI RILEKS
(g
Yey
",BERDIRI RILEKS,
404,13.502,"BERDIRI RILEKS
( ~
ey,
",BERDIRI RILEKS,
419,14.003,"BERDIRI RILEKS
( ~
a)
",BERDIRI RILEKS,
