frame,t,raw,task,subphase
0,0.0,,UNKNOWN,
1,0.075,"BERSIAP
¥
| 5
Nes
",BERSIAP,
3,0.137,"BERSIAP
rr S
( 5 |
ae,
",BERSIAP,
7,0.266,"BERSIAP
o
Ne
",BERSIAP,
14,0.502,"=e
BERSIAP
S
Neus
",BERSIAP,
29,1.003,"=e
BERSIAP
Cs)
ae
",BERSIAP,
44,1.502,"=m
BERSIAP
)
",BERSIAP,
59,2.003,"=
BERSIAP
)
",BERSIAP,
74,2.502,"==
BERSIAP
@)
",BERSIAP,
89,3.003,"=m
BERSIAP
@)
",BERSIAP,
104,3.502,"=
BERSIAP
(2)
",BERSIAP,
119,4.003,"BERSIAP
(2)
",BERSIAP,
134,4.502,"BERSIAP
@)
",BERSIAP,
149,5.009,"BERSIAP
@)
",BERSIAP,
150,5.037,"BERSIAP
@)
",BERSIAP,
151,5.078,"BERSIAP
@)
",BERSIAP,
152,5.106,"NGEED
~
1
TURUN
",NGEED,TURUN
156,5.245,"NGEED
~
1
TURUN
",NGEED,TURUN
164,5.509,"NGEED
~
1
TURUN
",NGEED,TURUN
179,6.009,"NGEED
~
1
TURUN
",NGEED,TURUN
194,6.509,"NGEED
2 \
TURUN
",NGEED,TURUN
209,7.009,"NGEED
2
TURUN
",NGEED,TURUN
212,7.106,"NGEED
TURUN
",NGEED,TURUN
213,7.134,"NGEED
3)
",NGEED,
214,7.175,"NGEED
3)
",NGEED,
216,7.231,"NGEED
3)
",NGEED,
224,7.508,"NGEED
3)
",NGEED,
239,8.01,"NGEED
3)
",NGEED,
240,8.036,"NGEED
3)
",NGEED,
241,8.078,"NGEED
3)
",NGEED,
242,8.106,"NGEED
+)
TAHAN
",NGEED,TAHAN
246,8.231,"NGEED
>
TAHAN
",NGEED,TAHAN
254,8.508,"NGEED
>
TAHAN
",NGEED,TAHAN
269,9.009,"NGEED
>
TAHAN
",NGEED,TAHAN
284,9.508,"NGEED
TAHAN
",NGEED,TAHAN
299,10.009,"NGEED
TAHAN
",NGEED,TAHAN
300,10.05,"NGEED
TAHAN
",NGEED,TAHAN
301,10.077,"NGEED
TAHAN
",NGEED,TAHAN
302,10.105,"NGEED
NAIK )
",NGEED,NAIK
303,10.133,"NGEED
",NGEED,
304,10.175,"NGEED
",NGEED,
306,10.244,"NGEED
Y
",NGEED,
