metode,gerakan,rep,fase,kanal,theta_db,mu_db,beta_db,n_potongan,participant_id,skema
TE,Ngeed,4,Berdiri,O1,2.98,1.643,-1.424,8,P08,B_rata16
TE,Ngeed,4,Berdiri,O2,-3.702,-3.528,-2.719,8,P08,B_rata16
TE,Ngeed,4,Berdiri,P4,-2.155,-1.62,-2.79,12,P08,B_rata16
TE,Ngeed,4,Berdiri,T3,1.308,1.533,0.458,9,P08,B_rata16
TE,Ngeed,4,Berdiri,T4,-2.862,-2.76,-4.02,12,P08,B_rata16
TE,Ngeed,4,Berdiri,T6,-3.636,-4.535,-8.338,1,P08,B_rata16
TE,Ngeed,4,Gerak,F4,-0.777,-3.49,-5.796,2,P08,B_rata16
TE,Ngeed,4,Gerak,F8,3.986,-3.423,-1.927,2,P08,B_rata16
TE,Ngeed,4,Gerak,Fp2,3.039,-3.911,-1.696,2,P08,B_rata16
TE,Ngeed,4,Gerak,O2,8.34,-2.0,-1.073,1,P08,B_rata16
TE,Ngeed,4,Gerak,P4,5.218,-1.478,-1.714,2,P08,B_rata16
TE,Ngeed,4,Gerak,T3,-1.087,1.355,-1.187,1,P08,B_rata16
TE,Ngeed,4,Gerak,T4,2.167,-7.82,-4.706,2,P08,B_rata16
TE,Ngeed,4,Gerak,T5,-0.418,0.697,-1.026,2,P08,B_rata16
TE,Ngeed,4,Gerak,T6,3.712,-3.688,-4.075,2,P08,B_rata16
TE,Ngeed,4,Naik,C3,-4.217,-3.119,-2.495,2,P08,B_rata16
TE,Ngeed,4,Naik,C4,-2.788,0.581,1.092,2,P08,B_rata16
TE,Ngeed,4,Naik,F3,-9.837,-3.445,-4.06,2,P08,B_rata16
TE,Ngeed,4,Naik,F4,-7.212,-0.371,-0.052,2,P08,B_rata16
TE,Ngeed,4,Naik,F7,-5.587,-1.045,-2.885,2,P08,B_rata16
TE,Ngeed,4,Naik,F8,-4.542,-0.585,-0.035,2,P08,B_rata16
TE,Ngeed,4,Naik,Fp1,-4.937,-5.343,-3.73,2,P08,B_rata16
TE,Ngeed,4,Naik,Fp2,-4.192,-5.388,-0.051,2,P08,B_rata16
TE,Ngeed,4,Naik,O1,-4.727,1.243,0.439,2,P08,B_rata16
TE,Ngeed,4,Naik,O2,-5.896,1.253,-2.285,2,P08,B_rata16
TE,Ngeed,4,Naik,P3,-5.389,-1.995,-1.795,2,P08,B_rata16
TE,Ngeed,4,Naik,P4,-2.181,-1.64,0.077,2,P08,B_rata16
TE,Ngeed,4,Naik,T3,-2.435,-0.542,0.692,2,P08,B_rata16
TE,Ngeed,4,Naik,T4,-4.393,-2.06,-1.721,2,P08,B_rata16
TE,Ngeed,4,Naik,T5,-6.342,1.021,-3.16,2,P08,B_rata16
TE,Ngeed,4,Naik,T6,-5.063,-3.459,-3.066,2,P08,B_rata16
TE,Ngeed,4,Tahan,C3,-0.133,-0.572,-0.906,12,P08,B_rata16
TE,Ngeed,4,Tahan,C4,2.746,3.126,4.052,12,P08,B_rata16
TE,Ngeed,4,Tahan,F3,-0.195,-0.415,-1.095,12,P08,B_rata16
TE,Ngeed,4,Tahan,F4,1.477,0.255,0.396,12,P08,B_rata16
TE,Ngeed,4,Tahan,F7,0.141,1.352,0.42,12,P08,B_rata16
TE,Ngeed,4,Tahan,F8,1.354,1.788,2.754,12,P08,B_rata16
TE,Ngeed,4,Tahan,Fp1,-1.69,-0.968,-1.679,11,P08,B_rata16
TE,Ngeed,4,Tahan,Fp2,1.01,1.56,1.2,12,P08,B_rata16
TE,Ngeed,4,Tahan,O1,2.415,2.901,1.607,12,P08,B_rata16
TE,Ngeed,4,Tahan,O2,3.057,2.542,1.222,12,P08,B_rata16
TE,Ngeed,4,Tahan,P3,-0.145,-0.58,-1.048,12,P08,B_rata16
TE,Ngeed,4,Tahan,P4,1.526,1.673,3.109,12,P08,B_rata16
TE,Ngeed,4,Tahan,T3,1.446,1.862,2.27,12,P08,B_rata16
TE,Ngeed,4,Tahan,T4,-0.506,-0.045,0.906,12,P08,B_rata16
TE,Ngeed,4,Tahan,T5,-0.32,-0.22,-1.595,12,P08,B_rata16
TE,Ngeed,4,Tahan,T6,-1.282,-0.996,-2.202,12,P08,B_rata16
TE,Agem Kanan,1,Berdiri,C3-P3,0.404,-2.727,-0.189,5,P08,C_bipolar
TE,Agem Kanan,1,Berdiri,C4-P4,-2.563,-3.294,-1.58,11,P08,C_bipolar
TE,Agem Kanan,1,Berdiri,F3-C3,3.45,4.215,1.543,2,P08,C_bipolar
TE,Agem Kanan,1,Berdiri,F4-C4,0.233,-0.102,0.423,9,P08,C_bipolar
TE,Agem Kanan,1,Berdiri,F7-T3,-3.583,-1.508,-1.444,1,P08,C_bipolar
TE,Agem Kanan,1,Berdiri,F8-T4,9.125,7.611,4.734,11,P08,C_bipolar
TE,Agem Kanan,1,Berdiri,Fp2-F4,2.255,2.803,2.4,9,P08,C_bipolar
TE,Agem Kanan,1,Berdiri,Fp2-F8,4.211,2.907,0.156,11,P08,C_bipolar
TE,Agem Kanan,1,Berdiri,P3-O1,-4.858,-1.34,-4.049,1,P08,C_bipolar
TE,Agem Kanan,1,Berdiri,P4-O2,2.667,0.703,1.037,10,P08,C_bipolar
TE,Agem Kanan,1,Berdiri,T3-T5,-5.91,-6.574,-5.591,1,P08,C_bipolar
TE,Agem Kanan,1,Berdiri,T4-T6,1.887,0.381,-0.969,10,P08,C_bipolar
TE,Agem Kanan,1,Berdiri,T5-O1,-5.007,-7.603,-6.848,1,P08,C_bipolar
TE,Agem Kanan,1,Berdiri,T6-O2,0.735,-0.418,-1.006,10,P08,C_bipolar
TE,Agem Kanan,1,Gerak,F7-T3,3.19,-1.178,1.49,2,P08,C_bipolar
TE,Agem Kanan,1,Gerak,F8-T4,-2.83,-2.267,1.478,2,P08,C_bipolar
TE,Agem Kanan,1,Gerak,Fp1-F7,-3.042,-0.113,-0.751,2,P08,C_bipolar
TE,Agem Kanan,1,Gerak,Fp2-F8,1.45,1.478,4.519,2,P08,C_bipolar
TE,Agem Kanan,1,Naik,F7-T3,-3.801,0.28,-1.709,2,P08,C_bipolar
TE,Agem Kanan,1,Naik,F8-T4,4.76,9.389,3.64,2,P08,C_bipolar
TE,Agem Kanan,1,Naik,Fp1-F7,1.443,7.56,5.298,2,P08,C_bipolar
TE,Agem Kanan,1,Naik,Fp2-F8,6.239,7.929,7.313,1,P08,C_bipolar
TE,Agem Kanan,1,Tahan,C3-P3,1.824,5.522,2.183,3,P08,C_bipolar
TE,Agem Kanan,1,Tahan,C4-P4,0.544,-0.214,1.866,10,P08,C_bipolar
TE,Agem Kanan,1,Tahan,F3-C3,-3.348,4.389,2.816,3,P08,C_bipolar
TE,Agem Kanan,1,Tahan,F4-C4,3.102,4.675,5.615,10,P08,C_bipolar
TE,Agem Kanan,1,Tahan,F7-T3,-7.981,-8.017,-6.079,5,P08,C_bipolar
TE,Agem Kanan,1,Tahan,F8-T4,10.335,11.117,8.944,10,P08,C_bipolar
TE,Agem Kanan,1,Tahan,Fp1-F3,-5.128,0.837,-3.42,3,P08,C_bipolar
TE,Agem Kanan,1,Tahan,Fp1-F7,-5.52,-0.307,-2.755,5,P08,C_bipolar
TE,Agem Kanan,1,Tahan,Fp2-F4,5.024,7.484,4.777,4,P08,C_bipolar
TE,Agem Kanan,1,Tahan,Fp2-F8,6.975,6.686,4.023,2,P08,C_bipolar
TE,Agem Kanan,1,Tahan,P3-O1,-3.576,-1.029,-1.204,3,P08,C_bipolar
TE,Agem Kanan,1,Tahan,P4-O2,1.746,1.478,2.507,9,P08,C_bipolar
TE,Agem Kanan,1,Tahan,T3-T5,-4.773,-5.051,-1.781,3,P08,C_bipolar
TE,Agem Kanan,1,Tahan,T4-T6,6.549,6.496,1.55,5,P08,C_bipolar
TE,Agem Kanan,1,Tahan,T5-O1,-4.446,-6.892,-3.332,3,P08,C_bipolar
TE,Agem Kanan,1,Tahan,T6-O2,0.048,0.407,-1.483,6,P08,C_bipolar
TE,Agem Kanan,2,Berdiri,C3-P3,2.726,1.463,0.614,13,P08,C_bipolar
TE,Agem Kanan,2,Berdiri,C4-P4,-2.491,-1.289,-2.369,9,P08,C_bipolar
TE,Agem Kanan,2,Berdiri,F3-C3,0.997,2.436,1.615,12,P08,C_bipolar
TE,Agem Kanan,2,Berdiri,F4-C4,-2.807,-1.404,-2.398,9,P08,C_bipolar
TE,Agem Kanan,2,Berdiri,F7-T3,1.917,4.486,2.521,9,P08,C_bipolar
TE,Agem Kanan,2,Berdiri,F8-T4,8.155,5.883,2.905,13,P08,C_bipolar
TE,Agem Kanan,2,Berdiri,Fp2-F4,2.241,0.912,0.385,13,P08,C_bipolar
TE,Agem Kanan,2,Berdiri,Fp2-F8,5.256,2.423,-0.121,13,P08,C_bipolar
TE,Agem Kanan,2,Berdiri,P3-O1,0.364,-0.678,0.489,9,P08,C_bipolar
TE,Agem Kanan,2,Berdiri,P4-O2,3.514,1.438,-0.675,10,P08,C_bipolar
TE,Agem Kanan,2,Berdiri,T3-T5,-0.295,-0.911,-3.256,9,P08,C_bipolar
TE,Agem Kanan,2,Berdiri,T4-T6,3.136,1.611,-1.738,13,P08,C_bipolar
TE,Agem Kanan,2,Berdiri,T5-O1,1.715,0.7,-1.277,9,P08,C_bipolar
TE,Agem Kanan,2,Berdiri,T6-O2,1.917,-0.063,-1.035,13,P08,C_bipolar
TE,Agem Kanan,2,Gerak,F7-T3,1.982,-0.307,-0.885,2,P08,C_bipolar
TE,Agem Kanan,2,Gerak,F8-T4,1.221,4.183,-1.277,2,P08,C_bipolar
TE,Agem Kanan,2,Gerak,Fp1-F3,-2.804,2.232,2.604,1,P08,C_bipolar
TE,Agem Kanan,2,Gerak,Fp1-F7,1.23,3.98,-1.917,2,P08,C_bipolar
TE,Agem Kanan,2,Gerak,Fp2-F8,-3.205,4.247,-2.27,1,P08,C_bipolar
TE,Agem Kanan,2,Naik,T4-T6,3.671,-3.045,-2.608,1,P08,C_bipolar
TE,Agem Kanan,2,Tahan,C3-P3,-0.914,1.567,0.041,7,P08,C_bipolar
TE,Agem Kanan,2,Tahan,C4-P4,4.682,3.146,5.397,12,P08,C_bipolar
TE,Agem Kanan,2,Tahan,F3-C3,-1.223,0.679,2.547,5,P08,C_bipolar
TE,Agem Kanan,2,Tahan,F4-C4,-0.176,0.961,-0.109,7,P08,C_bipolar
TE,Agem Kanan,2,Tahan,F7-T3,-1.437,-0.449,-0.6,4,P08,C_bipolar
TE,Agem Kanan,2,Tahan,F8-T4,12.504,10.341,6.7,10,P08,C_bipolar
TE,Agem Kanan,2,Tahan,Fp2-F4,3.536,5.596,3.511,8,P08,C_bipolar
TE,Agem Kanan,2,Tahan,Fp2-F8,12.984,10.805,6.467,6,P08,C_bipolar
TE,Agem Kanan,2,Tahan,P3-O1,-0.401,-1.2,-1.808,3,P08,C_bipolar
TE,Agem Kanan,2,Tahan,P4-O2,2.052,2.403,3.41,12,P08,C_bipolar
TE,Agem Kanan,2,Tahan,T3-T5,-5.862,-4.921,-6.97,4,P08,C_bipolar
TE,Agem Kanan,2,Tahan,T4-T6,5.572,0.269,-2.582,12,P08,C_bipolar
TE,Agem Kanan,2,Tahan,T5-O1,-4.19,-6.109,-7.519,3,P08,C_bipolar
TE,Agem Kanan,2,Tahan,T6-O2,5.948,0.769,-1.781,12,P08,C_bipolar
TE,Agem Kanan,3,Berdiri,C4-P4,5.363,3.622,1.662,10,P08,C_bipolar
TE,Agem Kanan,3,Berdiri,F4-C4,1.698,-0.249,-0.001,10,P08,C_bipolar
TE,Agem Kanan,3,Berdiri,F8-T4,11.296,9.057,4.182,10,P08,C_bipolar
TE,Agem Kanan,3,Berdiri,Fp2-F4,1.256,-0.039,-1.4,10,P08,C_bipolar
TE,Agem Kanan,3,Berdiri,Fp2-F8,6.93,3.068,0.414,10,P08,C_bipolar
TE,Agem Kanan,3,Berdiri,P4-O2,5.258,1.697,-0.139,10,P08,C_bipolar
TE,Agem Kanan,3,Berdiri,T4-T6,3.099,1.4,-3.278,10,P08,C_bipolar
TE,Agem Kanan,3,Berdiri,T5-O1,-9.627,-10.633,-9.987,2,P08,C_bipolar
TE,Agem Kanan,3,Berdiri,T6-O2,0.715,-0.148,-3.316,10,P08,C_bipolar
TE,Agem Kanan,3,Gerak,C4-P4,1.921,1.748,1.035,2,P08,C_bipolar
TE,Agem Kanan,3,Gerak,F4-C4,-7.708,-2.626,0.682,1,P08,C_bipolar
TE,Agem Kanan,3,Gerak,F8-T4,-3.207,-1.637,-2.091,2,P08,C_bipolar
TE,Agem Kanan,3,Gerak,Fp2-F4,-3.782,0.761,-3.814,1,P08,C_bipolar
TE,Agem Kanan,3,Gerak,Fp2-F8,-0.707,2.895,-4.213,2,P08,C_bipolar
TE,Agem Kanan,3,Gerak,P4-O2,2.788,-3.775,0.604,1,P08,C_bipolar
TE,Agem Kanan,3,Gerak,T4-T6,-1.527,-2.605,-3.636,1,P08,C_bipolar
TE,Agem Kanan,3,Gerak,T5-O1,-8.149,-8.595,-11.926,1,P08,C_bipolar
TE,Agem Kanan,3,Gerak,T6-O2,-3.046,-4.112,-4.779,1,P08,C_bipolar
TE,Agem Kanan,3,Naik,C3-P3,0.17,-1.125,-0.731,2,P08,C_bipolar
TE,Agem Kanan,3,Naik,C4-P4,8.381,6.455,6.215,2,P08,C_bipolar
TE,Agem Kanan,3,Naik,F3-C3,0.205,0.329,-4.248,2,P08,C_bipolar
TE,Agem Kanan,3,Naik,F4-C4,0.162,-3.213,-3.426,1,P08,C_bipolar
TE,Agem Kanan,3,Naik,F7-T3,0.957,1.193,-3.554,2,P08,C_bipolar
TE,Agem Kanan,3,Naik,Fp1-F3,-2.978,-2.225,-4.277,2,P08,C_bipolar
TE,Agem Kanan,3,Naik,Fp1-F7,-3.8,-4.219,-4.275,2,P08,C_bipolar
TE,Agem Kanan,3,Naik,P3-O1,-0.516,-2.983,-3.199,2,P08,C_bipolar
TE,Agem Kanan,3,Naik,P4-O2,5.621,3.562,3.914,2,P08,C_bipolar
TE,Agem Kanan,3,Naik,T3-T5,-4.778,-4.473,-4.671,1,P08,C_bipolar
TE,Agem Kanan,3,Naik,T4-T6,1.837,-5.896,-5.544,1,P08,C_bipolar
TE,Agem Kanan,3,Naik,T6-O2,0.556,-5.523,-6.765,1,P08,C_bipolar
TE,Agem Kanan,3,Tahan,C3-P3,0.494,-0.158,-1.486,9,P08,C_bipolar
TE,Agem Kanan,3,Tahan,C4-P4,11.272,6.936,5.398,9,P08,C_bipolar
TE,Agem Kanan,3,Tahan,F3-C3,-2.554,-4.595,-5.708,9,P08,C_bipolar
TE,Agem Kanan,3,Tahan,F4-C4,-2.664,-1.494,-1.832,6,P08,C_bipolar
TE,Agem Kanan,3,Tahan,F7-T3,-4.764,-5.823,-5.943,9,P08,C_bipolar
TE,Agem Kanan,3,Tahan,F8-T4,14.99,13.294,6.483,5,P08,C_bipolar
TE,Agem Kanan,3,Tahan,Fp1-F3,-4.366,-4.479,-5.878,9,P08,C_bipolar
TE,Agem Kanan,3,Tahan,Fp1-F7,-4.187,-4.643,-5.646,9,P08,C_bipolar
TE,Agem Kanan,3,Tahan,Fp2-F4,0.421,2.301,0.966,7,P08,C_bipolar
TE,Agem Kanan,3,Tahan,Fp2-F8,13.9,12.346,4.22,3,P08,C_bipolar
TE,Agem Kanan,3,Tahan,P3-O1,-2.38,-3.927,-5.228,9,P08,C_bipolar
TE,Agem Kanan,3,Tahan,P4-O2,8.74,3.163,3.235,9,P08,C_bipolar
TE,Agem Kanan,3,Tahan,T3-T5,-3.15,-4.258,-4.393,9,P08,C_bipolar
TE,Agem Kanan,3,Tahan,T4-T6,3.412,1.217,-2.522,8,P08,C_bipolar
TE,Agem Kanan,3,Tahan,T5-O1,0.323,0.073,-1.84,9,P08,C_bipolar
TE,Agem Kanan,3,Tahan,T6-O2,0.905,-1.609,-5.779,8,P08,C_bipolar
TE,Agem Kanan,4,Berdiri,C3-P3,-0.834,-0.643,-1.258,7,P08,C_bipolar
TE,Agem Kanan,4,Berdiri,C4-P4,2.513,1.483,1.425,10,P08,C_bipolar
TE,Agem Kanan,4,Berdiri,F3-C3,-1.375,-0.482,-3.326,4,P08,C_bipolar
TE,Agem Kanan,4,Berdiri,F4-C4,1.638,0.41,-0.124,10,P08,C_bipolar
TE,Agem Kanan,4,Berdiri,F8-T4,9.425,6.419,5.339,10,P08,C_bipolar
TE,Agem Kanan,4,Berdiri,Fp1-F3,-4.614,-9.253,-8.31,3,P08,C_bipolar
TE,Agem Kanan,4,Berdiri,Fp1-F7,-4.581,-10.84,-7.661,4,P08,C_bipolar
TE,Agem Kanan,4,Berdiri,Fp2-F4,4.366,2.313,-1.265,9,P08,C_bipolar
TE,Agem Kanan,4,Berdiri,Fp2-F8,8.913,2.019,0.653,9,P08,C_bipolar
TE,Agem Kanan,4,Berdiri,P3-O1,-6.005,-7.015,-8.337,7,P08,C_bipolar
TE,Agem Kanan,4,Berdiri,P4-O2,3.771,3.489,1.106,10,P08,C_bipolar
TE,Agem Kanan,4,Berdiri,T4-T6,0.363,-2.031,-2.392,6,P08,C_bipolar
TE,Agem Kanan,4,Berdiri,T5-O1,-6.364,-5.149,-8.062,10,P08,C_bipolar
TE,Agem Kanan,4,Berdiri,T6-O2,3.144,-2.331,-2.859,10,P08,C_bipolar
TE,Agem Kanan,4,Gerak,C3-P3,1.791,-4.514,-2.592,2,P08,C_bipolar
TE,Agem Kanan,4,Gerak,C4-P4,3.343,5.242,-2.116,2,P08,C_bipolar
TE,Agem Kanan,4,Gerak,F3-C3,-0.475,-3.124,-2.513,2,P08,C_bipolar
TE,Agem Kanan,4,Gerak,F4-C4,-1.209,-2.458,-6.296,1,P08,C_bipolar
TE,Agem Kanan,4,Gerak,F7-T3,-6.005,-1.521,-2.182,2,P08,C_bipolar
TE,Agem Kanan,4,Gerak,F8-T4,8.658,5.959,3.268,2,P08,C_bipolar
TE,Agem Kanan,4,Gerak,Fp1-F3,-5.547,-11.86,-8.192,2,P08,C_bipolar
TE,Agem Kanan,4,Gerak,Fp1-F7,-4.53,-9.979,-8.588,2,P08,C_bipolar
TE,Agem Kanan,4,Gerak,Fp2-F4,0.127,-6.211,-3.713,1,P08,C_bipolar
TE,Agem Kanan,4,Gerak,Fp2-F8,4.588,0.328,-2.327,1,P08,C_bipolar
TE,Agem Kanan,4,Gerak,P3-O1,-9.798,-9.029,-8.501,1,P08,C_bipolar
TE,Agem Kanan,4,Gerak,P4-O2,3.443,-2.347,-3.079,1,P08,C_bipolar
TE,Agem Kanan,4,Gerak,T3-T5,-12.944,-12.737,-13.852,1,P08,C_bipolar
TE,Agem Kanan,4,Gerak,T4-T6,2.444,1.155,-3.104,1,P08,C_bipolar
TE,Agem Kanan,4,Gerak,T5-O1,-11.729,-12.048,-12.065,1,P08,C_bipolar
TE,Agem Kanan,4,Gerak,T6-O2,0.171,-4.463,-7.222,1,P08,C_bipolar
TE,Agem Kanan,4,Naik,F3-C3,0.393,-4.686,-5.777,2,P08,C_bipolar
TE,Agem Kanan,4,Naik,F7-T3,6.296,2.437,8.58,2,P08,C_bipolar
TE,Agem Kanan,4,Naik,Fp1-F3,-7.565,-4.077,1.227,1,P08,C_bipolar
TE,Agem Kanan,4,Naik,Fp1-F7,-5.797,-2.172,-0.518,1,P08,C_bipolar
TE,Agem Kanan,4,Naik,P4-O2,5.327,3.89,2.829,1,P08,C_bipolar
TE,Agem Kanan,4,Tahan,C3-P3,4.294,3.626,4.939,10,P08,C_bipolar
TE,Agem Kanan,4,Tahan,C4-P4,6.35,10.462,7.863,9,P08,C_bipolar
TE,Agem Kanan,4,Tahan,F3-C3,2.012,2.634,1.96,11,P08,C_bipolar
TE,Agem Kanan,4,Tahan,F4-C4,5.241,5.472,3.654,9,P08,C_bipolar
TE,Agem Kanan,4,Tahan,F7-T3,6.074,4.671,3.996,11,P08,C_bipolar
TE,Agem Kanan,4,Tahan,F8-T4,6.046,11.001,6.95,6,P08,C_bipolar
TE,Agem Kanan,4,Tahan,Fp1-F3,-0.822,1.039,0.366,11,P08,C_bipolar
TE,Agem Kanan,4,Tahan,Fp1-F7,0.482,1.805,1.487,11,P08,C_bipolar
TE,Agem Kanan,4,Tahan,Fp2-F4,3.763,6.274,4.313,11,P08,C_bipolar
TE,Agem Kanan,4,Tahan,Fp2-F8,14.486,13.986,6.226,4,P08,C_bipolar
TE,Agem Kanan,4,Tahan,P3-O1,1.122,-1.203,-2.007,3,P08,C_bipolar
TE,Agem Kanan,4,Tahan,P4-O2,2.581,6.17,3.608,11,P08,C_bipolar
TE,Agem Kanan,4,Tahan,T4-T6,12.955,7.482,4.555,3,P08,C_bipolar
TE,Agem Kanan,4,Tahan,T6-O2,7.286,6.255,2.334,8,P08,C_bipolar
TE,Agem Kiri,1,Berdiri,C3-P3,-9.466,-12.081,-6.992,4,P08,C_bipolar
TE,Agem Kiri,1,Berdiri,C4-P4,0.141,-0.905,-1.841,9,P08,C_bipolar
TE,Agem Kiri,1,Berdiri,F4-C4,-0.296,-0.836,0.193,9,P08,C_bipolar
TE,Agem Kiri,1,Berdiri,F7-T3,-9.966,-9.401,-7.961,3,P08,C_bipolar
TE,Agem Kiri,1,Berdiri,F8-T4,12.09,8.559,5.987,9,P08,C_bipolar
TE,Agem Kiri,1,Berdiri,Fp1-F7,4.937,1.633,2.169,3,P08,C_bipolar
TE,Agem Kiri,1,Berdiri,Fp2-F4,0.976,2.334,3.545,9,P08,C_bipolar
TE,Agem Kiri,1,Berdiri,Fp2-F8,6.488,4.527,2.692,9,P08,C_bipolar
TE,Agem Kiri,1,Berdiri,P4-O2,2.399,-0.176,1.102,9,P08,C_bipolar
TE,Agem Kiri,1,Berdiri,T3-T5,-7.226,-8.774,-6.687,4,P08,C_bipolar
TE,Agem Kiri,1,Berdiri,T4-T6,5.911,2.381,0.021,9,P08,C_bipolar
TE,Agem Kiri,1,Berdiri,T5-O1,-8.057,-9.083,-7.156,4,P08,C_bipolar
TE,Agem Kiri,1,Berdiri,T6-O2,1.054,-2.648,-3.005,9,P08,C_bipolar
TE,Agem Kiri,1,Gerak,C4-P4,2.691,10.59,-1.924,2,P08,C_bipolar
TE,Agem Kiri,1,Gerak,F4-C4,-3.067,1.77,-1.747,2,P08,C_bipolar
TE,Agem Kiri,1,Gerak,F8-T4,7.38,7.204,0.88,2,P08,C_bipolar
TE,Agem Kiri,1,Gerak,Fp2-F4,2.276,4.954,2.103,2,P08,C_bipolar
TE,Agem Kiri,1,Gerak,Fp2-F8,12.68,4.584,3.078,2,P08,C_bipolar
TE,Agem Kiri,1,Naik,C3-P3,4.571,-0.684,2.957,2,P08,C_bipolar
TE,Agem Kiri,1,Naik,F3-C3,5.517,5.642,4.179,2,P08,C_bipolar
TE,Agem Kiri,1,Naik,F7-T3,1.851,-0.334,-0.861,2,P08,C_bipolar
TE,Agem Kiri,1,Naik,F8-T4,11.817,12.763,10.308,1,P08,C_bipolar
TE,Agem Kiri,1,Naik,Fp1-F3,7.914,1.404,2.395,2,P08,C_bipolar
TE,Agem Kiri,1,Naik,Fp1-F7,2.15,-1.313,1.544,2,P08,C_bipolar
TE,Agem Kiri,1,Naik,P3-O1,0.233,-2.188,3.631,2,P08,C_bipolar
TE,Agem Kiri,1,Naik,T3-T5,-3.074,-0.685,2.517,1,P08,C_bipolar
TE,Agem Kiri,1,Naik,T5-O1,-4.248,-3.743,2.86,1,P08,C_bipolar
TE,Agem Kiri,1,Tahan,C3-P3,6.255,7.991,5.564,8,P08,C_bipolar
TE,Agem Kiri,1,Tahan,F3-C3,3.869,2.435,1.255,8,P08,C_bipolar
TE,Agem Kiri,1,Tahan,F7-T3,0.852,-0.985,-0.767,10,P08,C_bipolar
TE,Agem Kiri,1,Tahan,F8-T4,8.006,4.39,5.509,1,P08,C_bipolar
TE,Agem Kiri,1,Tahan,Fp1-F3,1.065,-1.67,-0.296,6,P08,C_bipolar
TE,Agem Kiri,1,Tahan,Fp1-F7,2.281,0.258,0.251,10,P08,C_bipolar
TE,Agem Kiri,1,Tahan,P3-O1,4.763,3.265,2.86,8,P08,C_bipolar
TE,Agem Kiri,1,Tahan,T4-T6,6.188,3.172,-0.461,2,P08,C_bipolar
TE,Agem Kiri,1,Tahan,T6-O2,8.118,1.511,-2.988,2,P08,C_bipolar
TE,Agem Kiri,2,Berdiri,C3-P3,5.684,6.407,5.035,15,P08,C_bipolar
TE,Agem Kiri,2,Berdiri,F3-C3,4.589,4.853,4.571,15,P08,C_bipolar
TE,Agem Kiri,2,Berdiri,F7-T3,6.294,4.872,3.37,15,P08,C_bipolar
TE,Agem Kiri,2,Berdiri,F8-T4,12.194,10.745,5.977,15,P08,C_bipolar
TE,Agem Kiri,2,Berdiri,Fp1-F3,3.162,1.688,1.135,2,P08,C_bipolar
TE,Agem Kiri,2,Berdiri,Fp1-F7,4.249,3.012,2.487,2,P08,C_bipolar
TE,Agem Kiri,2,Berdiri,Fp2-F4,6.398,5.494,4.712,15,P08,C_bipolar
TE,Agem Kiri,2,Berdiri,Fp2-F8,7.141,7.452,5.32,15,P08,C_bipolar
TE,Agem Kiri,2,Berdiri,P3-O1,3.114,4.653,4.154,15,P08,C_bipolar
TE,Agem Kiri,2,Berdiri,T3-T5,1.672,3.184,4.002,1,P08,C_bipolar
TE,Agem Kiri,2,Berdiri,T4-T6,7.279,5.433,2.45,14,P08,C_bipolar
TE,Agem Kiri,2,Berdiri,T5-O1,7.296,2.464,3.247,5,P08,C_bipolar
TE,Agem Kiri,2,Berdiri,T6-O2,3.124,1.796,1.115,15,P08,C_bipolar
TE,Agem Kiri,2,Gerak,C4-P4,-0.955,1.693,-1.57,2,P08,C_bipolar
TE,Agem Kiri,2,Gerak,F7-T3,-6.208,-5.249,-5.43,2,P08,C_bipolar
TE,Agem Kiri,2,Gerak,F8-T4,10.662,6.677,4.819,2,P08,C_bipolar
TE,Agem Kiri,2,Gerak,Fp2-F8,8.818,3.019,5.432,1,P08,C_bipolar
TE,Agem Kiri,2,Gerak,P4-O2,2.114,3.02,-5.299,2,P08,C_bipolar
TE,Agem Kiri,2,Gerak,T4-T6,5.51,-0.613,-2.891,2,P08,C_bipolar
TE,Agem Kiri,2,Gerak,T6-O2,-0.012,-1.257,-8.565,2,P08,C_bipolar
TE,Agem Kiri,2,Naik,C3-P3,6.622,4.743,7.688,2,P08,C_bipolar
TE,Agem Kiri,2,Naik,F3-C3,8.678,8.408,5.0,2,P08,C_bipolar
TE,Agem Kiri,2,Naik,F7-T3,4.829,-1.389,1.606,2,P08,C_bipolar
TE,Agem Kiri,2,Naik,Fp1-F3,-5.354,1.57,1.281,2,P08,C_bipolar
TE,Agem Kiri,2,Naik,Fp1-F7,-3.339,-0.848,-0.461,2,P08,C_bipolar
TE,Agem Kiri,2,Tahan,C3-P3,9.747,9.153,5.335,1,P08,C_bipolar
TE,Agem Kiri,2,Tahan,F3-C3,6.184,4.29,2.603,5,P08,C_bipolar
TE,Agem Kiri,2,Tahan,F7-T3,1.44,3.811,3.11,11,P08,C_bipolar
TE,Agem Kiri,2,Tahan,Fp1-F3,5.141,1.262,3.736,7,P08,C_bipolar
TE,Agem Kiri,2,Tahan,Fp1-F7,1.909,-0.536,0.257,11,P08,C_bipolar
TE,Agem Kiri,3,Berdiri,C3-P3,8.341,5.274,4.179,10,P08,C_bipolar
TE,Agem Kiri,3,Berdiri,C4-P4,8.107,8.453,4.944,10,P08,C_bipolar
TE,Agem Kiri,3,Berdiri,F3-C3,3.269,-0.106,-2.631,10,P08,C_bipolar
TE,Agem Kiri,3,Berdiri,F4-C4,7.98,6.083,5.933,10,P08,C_bipolar
TE,Agem Kiri,3,Berdiri,F7-T3,4.211,1.894,1.797,10,P08,C_bipolar
