participant_id,gerakan,rep,fase,kanal,M0_absolut_theta,M2_relatif_theta,M3_berdiri_theta,M0_absolut_mu,M2_relatif_mu,M3_berdiri_mu,M0_absolut_beta,M2_relatif_beta,M3_berdiri_beta,otot_db,M1_specparam_theta,M1_specparam_mu,M1_specparam_beta,aperiodik_offset_db,M4_otot_theta,M4_otot_mu,M4_otot_beta
P09,Agem Kanan,4,Berdiri,O2,-1.697,0.596,-2.165,-5.792,-3.499,-5.897,-3.837,-1.545,-3.445,-2.92,3.511,-0.687,0.441,-6.47,0.909,-3.302,-0.893
P09,Agem Kanan,4,Berdiri,T4,7.808,2.722,5.8,3.279,-1.807,2.641,2.755,-2.331,2.15,2.711,6.623,2.1,1.604,-2.489,5.389,0.967,0.022
P09,Agem Kanan,4,Gerak,Fp1,5.32,-0.049,4.049,1.45,-3.92,2.163,-2.676,-8.046,-3.692,-6.647,0.538,2.88,1.207,15.171,11.252,7.119,4.026
P09,Agem Kanan,4,Gerak,F7,6.527,0.525,2.877,4.296,-1.706,0.79,2.339,-3.664,0.03,-0.533,1.745,3.248,1.254,9.478,7.003,4.751,2.877
P09,Agem Kanan,4,Gerak,Fp2,-4.102,-7.997,-7.85,-1.527,-5.422,-5.259,-1.408,-5.302,-4.539,-0.837,-3.267,1.751,2.601,2.007,-3.355,-0.813,-0.564
P09,Agem Kanan,4,Gerak,F8,-4.97,-8.802,-6.058,-1.905,-5.736,-4.309,-2.67,-6.501,-3.926,-2.105,-3.779,2.011,2.325,2.302,-3.092,-0.11,-0.548
P09,Agem Kanan,4,Naik,F4,8.622,1.985,5.521,6.902,0.265,3.096,8.836,2.199,5.626,8.599,1.771,-0.084,2.259,8.959,0.948,-0.432,0.165
P09,Agem Kanan,4,Naik,C4,3.812,-4.85,0.375,-2.371,-11.033,-3.703,7.274,-1.389,6.613,8.102,0.558,-4.031,8.848,9.801,-3.418,-9.281,-0.895
P09,Agem Kanan,4,Naik,P4,2.503,3.967,1.438,0.438,1.902,-0.087,-2.331,-0.867,-2.289,-1.482,7.769,5.216,0.105,-10.609,3.825,1.702,-0.837
P09,Agem Kanan,4,Naik,O2,1.752,2.932,1.284,-2.641,-1.461,-2.746,-4.096,-2.916,-3.704,-5.272,2.902,1.847,2.563,7.043,6.457,1.855,1.22
P09,Agem Kanan,4,Naik,F8,2.824,-2.78,1.736,3.824,-1.78,1.42,7.85,2.245,6.594,7.636,-0.991,-0.04,3.968,4.906,-3.99,-2.688,0.15
P09,Agem Kanan,4,Naik,T4,1.199,-0.351,-0.809,4.007,2.457,3.37,4.635,3.085,4.03,3.198,1.77,1.494,2.197,-1.834,-1.656,1.279,1.41
P09,Agem Kanan,4,Tahan,Fp1,-2.934,-3.092,-4.205,1.191,1.033,1.905,4.04,3.881,3.024,4.527,0.229,1.63,0.739,-11.32,-6.974,-2.67,-0.525
P09,Agem Kanan,4,Tahan,F3,-10.219,-4.908,-9.778,-4.444,0.866,-2.993,-1.31,4.0,-0.706,0.433,-3.006,1.594,2.021,-11.888,-10.605,-4.813,-1.747
P09,Agem Kanan,4,Tahan,C3,-5.43,-4.546,-6.27,-0.24,0.643,-0.415,2.988,3.872,1.85,4.145,-1.711,1.053,1.23,-10.489,-9.129,-3.776,-1.192
P09,Agem Kanan,4,Tahan,P3,-3.678,-4.195,-6.192,2.239,1.722,0.324,2.886,2.369,0.803,3.269,-0.532,3.308,0.652,-11.69,-6.595,-0.549,-0.41
P09,Agem Kanan,4,Tahan,F7,-7.428,-4.139,-11.078,0.693,3.982,-2.813,-1.993,1.296,-4.301,-0.403,-2.108,4.437,1.078,-9.164,-7.069,1.036,-1.587
P09,Agem Kanan,4,Tahan,T5,-4.153,-1.252,-5.846,-0.564,2.337,-0.615,-0.28,2.621,-0.525,1.338,0.288,2.688,1.407,-7.153,-5.347,-1.705,-1.63
P09,Agem Kanan,4,Tahan,Fp2,-0.487,0.924,-4.235,6.296,7.706,2.565,3.068,4.479,-0.063,3.43,2.253,6.369,2.024,-6.078,-3.547,3.371,-0.39
P09,Agem Kanan,4,Tahan,F4,1.073,0.999,-2.027,4.599,4.524,0.794,0.259,0.185,-2.95,1.007,1.774,4.907,0.343,-1.078,0.175,3.74,-0.756
P09,Agem Kanan,4,Tahan,C4,-3.525,-3.039,-6.962,2.868,3.354,1.536,0.652,1.138,-0.01,2.49,0.001,5.775,2.43,-3.979,-5.747,0.744,-1.859
P09,Agem Kanan,4,Tahan,P4,-1.529,1.274,-2.595,-1.33,1.473,-1.855,-2.603,0.2,-2.561,-2.483,2.477,3.086,1.66,-4.17,0.686,0.787,-0.1
P09,Agem Kanan,4,Tahan,O2,-5.67,-1.53,-6.138,1.226,5.366,1.121,-1.931,2.209,-1.539,-1.933,-0.314,5.468,0.918,-7.834,-3.945,2.875,0.018
P09,Agem Kanan,4,Tahan,F8,0.033,0.182,-1.055,1.179,1.328,-1.225,2.899,3.048,1.643,4.002,-0.111,0.888,1.691,-0.613,-3.538,-2.234,-1.136
P09,Agem Kanan,4,Tahan,T6,1.738,0.847,0.311,6.731,5.84,4.929,3.8,2.91,0.671,1.643,1.924,6.235,0.812,-2.296,0.272,5.33,2.143
P09,Agem Kiri,1,Berdiri,Fp1,1.738,-0.711,0.467,0.366,-2.083,1.079,1.734,-0.715,0.718,1.792,-2.127,-1.061,1.038,4.312,0.14,-1.162,-0.072
P09,Agem Kiri,1,Berdiri,F3,-2.119,-1.591,-1.678,-1.454,-0.926,-0.003,-1.809,-1.281,-1.204,-1.934,-1.78,0.56,0.879,0.692,-0.393,0.196,0.142
P09,Agem Kiri,1,Berdiri,C3,-0.131,-3.221,-0.971,-0.531,-3.621,-0.706,0.738,-2.352,-0.399,1.473,-1.771,-1.155,1.84,3.014,-1.445,-1.787,-0.747
P09,Agem Kiri,1,Berdiri,P3,1.062,1.465,-1.452,-1.726,-1.322,-3.64,0.443,0.846,-1.64,-0.392,3.024,0.248,0.87,-5.948,1.412,-1.391,0.838
P09,Agem Kiri,1,Berdiri,O1,0.246,-0.9,-1.825,0.304,-0.842,-0.356,-0.12,-1.266,-0.244,0.399,0.234,0.708,1.039,2.467,-0.11,-0.036,-0.522
P09,Agem Kiri,1,Berdiri,F7,2.744,-1.766,-0.906,2.078,-2.432,-1.428,0.622,-3.888,-1.686,0.419,0.073,0.025,-0.296,5.773,2.37,1.721,0.2
P09,Agem Kiri,1,Berdiri,T3,-0.686,-0.847,-2.504,-1.819,-1.98,-0.922,-0.157,-0.318,-0.292,0.397,-0.852,-0.441,1.966,0.73,-1.04,-2.158,-0.557
P09,Agem Kiri,1,Berdiri,T5,1.335,-1.713,-0.358,1.568,-1.481,1.517,1.467,-1.582,1.221,1.547,-0.736,0.163,0.833,4.148,-0.045,0.248,-0.093
P09,Agem Kiri,1,Berdiri,Fp2,4.439,1.868,0.692,6.651,4.08,2.92,5.258,2.686,2.127,4.134,1.878,3.939,1.404,1.698,0.75,3.125,1.089
P09,Agem Kiri,1,Berdiri,F4,4.31,-0.064,1.21,7.08,2.706,3.275,6.15,1.775,2.94,2.813,0.158,3.946,1.147,3.219,1.799,4.681,3.313
P09,Agem Kiri,1,Berdiri,C4,4.154,2.012,0.717,2.303,0.161,0.97,3.775,1.633,3.114,3.521,1.996,-0.219,0.623,1.507,1.012,-0.7,0.225
P09,Agem Kiri,1,Berdiri,P4,4.115,3.315,3.05,2.899,2.099,2.375,1.523,0.723,1.565,-0.176,4.635,2.874,0.586,-2.639,4.273,3.05,1.7
P09,Agem Kiri,1,Berdiri,O2,3.986,0.318,3.518,2.882,-0.786,2.776,1.565,-2.103,1.957,0.294,0.208,0.653,0.228,5.771,3.723,2.631,1.268
P09,Agem Kiri,1,Gerak,Fp1,-1.851,-1.679,-3.123,-1.16,-0.988,-0.447,-2.705,-2.533,-3.722,-3.841,-1.488,1.08,2.429,6.024,1.576,2.116,1.168
P09,Agem Kiri,1,Gerak,P3,4.66,3.484,2.147,0.399,-0.777,-1.515,-1.187,-2.363,-3.27,0.085,10.205,2.835,3.42,-5.587,4.584,0.327,-1.273
P09,Agem Kiri,1,Gerak,O1,2.69,-1.065,0.619,2.086,-1.669,1.426,-0.421,-4.177,-0.545,-0.653,-0.831,1.731,-0.399,5.46,3.273,2.643,0.237
P09,Agem Kiri,1,Gerak,F7,2.241,1.214,-1.409,1.714,0.687,-1.792,-1.801,-2.828,-4.11,-0.075,3.046,4.54,1.972,-0.191,2.308,1.778,-1.726
P09,Agem Kiri,1,Gerak,T3,0.186,0.3,-1.633,3.249,3.364,4.147,-0.901,-0.787,-1.036,0.496,2.626,4.717,-0.431,-3.627,-0.257,2.827,-1.401
P09,Agem Kiri,1,Gerak,T5,0.372,0.349,-1.322,4.169,4.147,4.118,0.209,0.187,-0.036,1.348,3.333,6.176,2.625,-2.419,-0.832,3.019,-1.151
P09,Agem Kiri,1,Gerak,Fp2,-4.565,-3.196,-8.313,2.593,3.962,-1.139,0.847,2.216,-2.285,1.52,-0.859,4.711,1.764,-9.266,-5.922,1.296,-0.686
P09,Agem Kiri,1,Gerak,F4,-2.087,-0.201,-5.188,-3.16,-1.273,-6.966,-3.031,-1.144,-6.241,-2.175,1.963,0.108,-0.877,-6.101,-0.146,-1.305,-0.837
P09,Agem Kiri,1,Gerak,C4,-0.266,1.494,-3.704,1.873,3.634,0.541,-0.924,0.837,-1.585,-0.197,3.669,4.744,3.727,-1.309,-0.091,2.041,-0.725
P09,Agem Kiri,1,Gerak,P4,-2.914,-2.598,-3.979,1.38,1.696,0.855,-3.302,-2.986,-3.259,-2.944,0.506,6.146,2.091,-0.003,-0.286,3.891,-0.333
P09,Agem Kiri,1,Gerak,O2,-3.163,1.406,-3.632,-1.465,3.104,-1.57,-3.605,0.964,-3.213,-2.416,2.71,3.67,2.074,-5.467,-1.007,0.596,-1.169
P09,Agem Kiri,1,Gerak,T4,-0.202,1.202,-2.209,-6.806,-5.402,-7.443,-2.42,-1.016,-3.025,-0.523,5.027,-1.558,2.669,-5.378,0.265,-6.36,-1.892
P09,Agem Kiri,1,Naik,Fp1,5.463,-0.139,4.191,7.685,2.084,8.398,0.176,-5.425,-0.84,0.247,2.956,5.938,0.275,7.887,5.242,7.474,-0.073
P09,Agem Kiri,1,Naik,F3,8.352,0.874,8.793,8.674,1.196,10.125,4.792,-2.686,5.397,4.518,3.27,4.327,1.459,8.37,4.32,4.821,0.236
P09,Agem Kiri,1,Naik,C3,8.11,0.46,7.27,8.724,1.074,8.549,4.771,-2.879,3.633,6.866,2.93,3.866,-0.469,4.952,1.983,2.868,-2.152
P09,Agem Kiri,1,Naik,P3,7.483,0.856,4.97,7.138,0.511,5.224,4.148,-2.48,2.065,0.196,1.597,5.232,2.695,12.276,7.308,6.971,3.95
P09,Agem Kiri,1,Naik,O1,6.423,1.676,4.351,6.24,1.492,5.579,4.855,0.108,4.731,3.216,1.224,2.558,3.32,11.861,3.553,3.497,1.612
P09,Agem Kiri,1,Naik,F7,2.849,1.754,-0.801,6.194,5.098,2.688,4.402,3.306,2.093,3.463,3.339,3.939,0.393,-4.375,-0.241,3.24,0.91
P09,Agem Kiri,1,Naik,T5,11.048,1.796,9.355,12.974,3.722,12.924,3.842,-5.41,3.597,4.227,5.55,6.579,1.557,10.712,7.276,9.369,-0.42
P09,Agem Kiri,1,Naik,Fp2,1.363,-0.101,-2.385,1.942,0.478,-1.789,1.847,0.384,-1.284,-0.516,1.045,3.668,3.781,4.594,1.824,2.382,2.368
P09,Agem Kiri,1,Naik,F4,-6.347,-3.743,-9.447,0.644,3.247,-3.162,1.348,3.952,-1.862,1.455,-1.546,3.123,1.786,-9.059,-7.645,-0.597,-0.119
P09,Agem Kiri,1,Naik,C4,4.451,-0.408,1.014,-2.298,-7.157,-3.631,1.348,-3.511,0.687,0.42,1.7,-2.983,1.578,6.559,4.076,-2.656,0.925
P09,Agem Kiri,1,Naik,P4,-0.945,-1.33,-2.01,5.538,5.153,5.013,-0.844,-1.229,-0.801,0.416,1.01,7.124,1.288,0.307,-1.317,5.183,-1.264
P09,Agem Kiri,1,Naik,O2,-3.406,0.368,-3.874,0.044,3.818,-0.062,-0.509,3.265,-0.117,0.181,1.968,4.418,2.745,-4.982,-3.568,-0.111,-0.692
P09,Agem Kiri,1,Naik,F8,3.027,-0.123,1.939,6.598,3.448,4.194,3.031,-0.119,1.775,5.067,1.48,7.519,4.579,5.329,-1.494,2.277,-2.078
P09,Agem Kiri,1,Naik,T4,-3.511,-0.623,-5.518,-5.397,-2.509,-6.034,-6.149,-3.261,-6.754,-6.108,-1.389,-0.205,1.151,2.354,1.94,-0.187,0.01
P09,Agem Kiri,1,Naik,T6,-4.135,-1.258,-5.561,-2.388,0.489,-4.19,-3.014,-0.137,-6.143,-0.364,-0.517,2.9,2.521,-6.461,-3.81,-2.077,-2.647
P09,Agem Kiri,1,Tahan,Fp1,2.29,0.035,1.018,5.987,3.732,6.7,-0.979,-3.234,-1.995,-2.975,-0.111,5.56,0.054,6.941,4.945,8.524,2.021
P09,Agem Kiri,1,Tahan,F3,5.384,0.017,5.825,8.207,2.84,9.658,4.79,-0.577,5.395,3.577,0.263,4.224,0.7,6.134,2.192,5.156,1.183
P09,Agem Kiri,1,Tahan,C3,6.925,1.295,6.085,7.496,1.866,7.321,4.18,-1.45,3.042,3.149,2.487,4.093,0.023,4.657,4.115,4.81,1.005
P09,Agem Kiri,1,Tahan,P3,3.4,0.672,0.887,6.5,3.772,4.586,3.947,1.219,1.864,2.487,1.685,4.548,0.563,1.177,1.18,4.379,1.439
