participant_id,kind,task,rep,phase,t0,channel,ptp_uv,flat_frac,clipping,label
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,150.55,T5,95.2,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,150.55,Fp2,25.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,150.55,F4,80.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,150.55,C4,83.1,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,150.55,P4,30.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,150.55,O2,61.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,150.55,F8,127.9,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,150.55,T4,28.1,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,150.55,T6,42.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,151.55,Fp1,159.5,0.0,False,ekstrem
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,151.55,F3,11.6,1.0,False,datar
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,151.55,C3,50.8,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,151.55,P3,21.8,0.8,False,datar
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,151.55,O1,210.0,0.0,False,ekstrem
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,151.55,F7,80.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,151.55,T3,58.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,151.55,T5,109.5,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,151.55,Fp2,32.0,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,151.55,F4,86.8,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,151.55,C4,108.6,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,151.55,P4,33.0,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,151.55,O2,57.4,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,151.55,F8,102.8,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,151.55,T4,24.8,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,151.55,T6,48.2,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,152.55,Fp1,132.8,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,152.55,F3,0.0,1.0,False,datar
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,152.55,C3,49.4,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,152.55,P3,0.0,1.0,False,datar
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,152.55,O1,177.4,0.0,False,ekstrem
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,152.55,F7,76.7,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,152.55,T3,34.1,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,152.55,T5,96.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,152.55,Fp2,28.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,152.55,F4,68.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,152.55,C4,82.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,152.55,P4,27.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,152.55,O2,50.4,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,152.55,F8,103.1,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,152.55,T4,22.8,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,152.55,T6,38.0,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,153.55,Fp1,155.7,0.0,False,ekstrem
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,153.55,F3,0.0,1.0,False,datar
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,153.55,C3,44.4,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,153.55,P3,0.0,1.0,False,datar
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,153.55,O1,172.6,0.0,False,ekstrem
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,153.55,F7,98.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,153.55,T3,45.0,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,153.55,T5,112.1,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,153.55,Fp2,21.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,153.55,F4,57.2,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,153.55,C4,103.6,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,153.55,P4,34.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,153.55,O2,50.4,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,153.55,F8,128.5,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,153.55,T4,31.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,153.55,T6,39.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,154.55,Fp1,114.2,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,154.55,F3,0.0,1.0,False,datar
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,154.55,C3,60.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,154.55,P3,0.0,1.0,False,datar
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,154.55,O1,125.3,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,154.55,F7,69.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,154.55,T3,36.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,154.55,T5,78.8,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,154.55,Fp2,16.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,154.55,F4,40.7,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,154.55,C4,83.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,154.55,P4,20.8,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,154.55,O2,42.7,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,154.55,F8,91.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,154.55,T4,22.7,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,154.55,T6,32.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,155.55,Fp1,158.7,0.0,False,ekstrem
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,155.55,F3,0.0,1.0,False,datar
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,155.55,C3,87.0,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,155.55,P3,0.0,1.0,False,datar
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,155.55,O1,169.9,0.0,False,ekstrem
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,155.55,F7,86.7,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,155.55,T3,53.2,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,155.55,T5,140.9,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,155.55,Fp2,38.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,155.55,F4,48.7,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,155.55,C4,126.8,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,155.55,P4,76.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,155.55,O2,54.1,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,155.55,F8,122.6,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,155.55,T4,44.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,155.55,T6,64.1,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,156.55,Fp1,124.6,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,156.55,F3,4.3,1.0,False,datar
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,156.55,C3,74.8,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,156.55,P3,0.0,1.0,False,datar
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,156.55,O1,108.2,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,156.55,F7,69.8,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,156.55,T3,46.7,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,156.55,T5,106.4,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,156.55,Fp2,43.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,156.55,F4,45.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,156.55,C4,144.6,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,156.55,P4,61.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,156.55,O2,61.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,156.55,F8,92.8,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,156.55,T4,63.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,156.55,T6,57.1,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,157.55,Fp1,135.3,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,157.55,F3,14.4,0.4,False,datar
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,157.55,C3,84.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,157.55,P3,1.3,1.0,False,datar
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,157.55,O1,111.9,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,157.55,F7,80.4,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,157.55,T3,65.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,157.55,T5,107.6,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,157.55,Fp2,26.2,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,157.55,F4,35.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,157.55,C4,110.4,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,157.55,P4,52.0,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,157.55,O2,57.4,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,157.55,F8,117.5,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,157.55,T4,48.7,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,157.55,T6,47.0,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,158.55,Fp1,70.2,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,158.55,F3,10.4,0.75,False,datar
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,158.55,C3,73.2,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,158.55,P3,0.1,1.0,False,datar
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,158.55,O1,66.4,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,158.55,F7,41.1,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,158.55,T3,42.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,158.55,T5,66.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,158.55,Fp2,23.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,158.55,F4,31.4,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,158.55,C4,51.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,158.55,P4,27.4,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,158.55,O2,39.7,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,158.55,F8,68.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,158.55,T4,33.4,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,158.55,T6,35.2,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,159.55,Fp1,94.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,159.55,F3,37.2,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,159.55,C3,72.8,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,159.55,P3,23.7,0.55,False,datar
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,159.55,O1,97.8,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,159.55,F7,62.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,159.55,T3,62.8,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,159.55,T5,82.1,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,159.55,Fp2,23.2,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,159.55,F4,52.0,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,159.55,C4,97.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,159.55,P4,27.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,159.55,O2,40.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,159.55,F8,94.1,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,159.55,T4,23.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,159.55,T6,47.7,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,160.55,Fp1,62.2,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,160.55,F3,49.4,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,160.55,C3,77.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,160.55,P3,32.0,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,160.55,O1,53.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,160.55,F7,48.1,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,160.55,T3,77.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,160.55,T5,52.1,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,160.55,Fp2,32.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,160.55,F4,43.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,160.55,C4,56.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,160.55,P4,79.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,160.55,O2,37.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,160.55,F8,52.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,160.55,T4,26.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,160.55,T6,37.0,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,161.55,Fp1,45.4,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,161.55,F3,50.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,161.55,C3,51.1,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,161.55,P3,37.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,161.55,O1,31.8,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,161.55,F7,38.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,161.55,T3,47.8,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,161.55,T5,55.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,161.55,Fp2,26.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,161.55,F4,31.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,161.55,C4,47.2,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,161.55,P4,40.7,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,161.55,O2,33.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,161.55,F8,57.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,161.55,T4,29.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,161.55,T6,34.0,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,162.55,Fp1,46.2,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,162.55,F3,54.8,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,162.55,C3,55.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,162.55,P3,49.8,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,162.55,O1,49.4,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,162.55,F7,44.4,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,162.55,T3,63.1,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,162.55,T5,49.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,162.55,Fp2,22.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,162.55,F4,40.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,162.55,C4,40.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,162.55,P4,34.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,162.55,O2,26.7,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,162.55,F8,58.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,162.55,T4,23.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,162.55,T6,30.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,163.55,Fp1,60.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,163.55,F3,91.8,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,163.55,C3,103.2,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,163.55,P3,82.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,163.55,O1,70.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,163.55,F7,41.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,163.55,T3,128.9,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,163.55,T5,84.4,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,163.55,Fp2,21.7,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,163.55,F4,57.0,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,163.55,C4,90.2,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,163.55,P4,20.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,163.55,O2,26.7,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,163.55,F8,124.4,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,163.55,T4,21.1,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,163.55,T6,39.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,164.55,Fp1,74.7,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,164.55,F3,119.5,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,164.55,C3,109.5,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,164.55,P3,111.4,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,164.55,O1,101.9,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,164.55,F7,44.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,164.55,T3,143.8,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,164.55,T5,140.3,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,164.55,Fp2,21.4,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,164.55,F4,80.4,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,164.55,C4,119.4,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,164.55,P4,29.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,164.55,O2,28.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,164.55,F8,144.0,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,164.55,T4,28.8,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,164.55,T6,58.1,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,165.55,Fp1,78.4,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,165.55,F3,125.1,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,165.55,C3,101.2,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,165.55,P3,108.1,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,165.55,O1,115.6,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,165.55,F7,52.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,165.55,T3,140.0,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,165.55,T5,99.0,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,165.55,Fp2,18.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,165.55,F4,94.0,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,165.55,C4,128.9,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,165.55,P4,31.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,165.55,O2,31.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,165.55,F8,143.3,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,165.55,T4,29.1,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,165.55,T6,52.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,166.55,Fp1,55.2,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,166.55,F3,112.9,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,166.55,C3,97.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,166.55,P3,116.4,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,166.55,O1,99.3,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,166.55,F7,34.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,166.55,T3,131.4,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,166.55,T5,102.2,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,166.55,Fp2,17.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,166.55,F4,74.7,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,166.55,C4,104.3,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,166.55,P4,18.5,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,166.55,O2,19.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,166.55,F8,115.0,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,166.55,T4,28.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,166.55,T6,39.8,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,167.55,Fp1,53.8,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,167.55,F3,103.6,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,167.55,C3,103.3,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,167.55,P3,110.2,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,167.55,O1,92.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,167.55,F7,29.7,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,167.55,T3,131.0,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,167.55,T5,116.4,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,167.55,Fp2,15.9,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,167.55,F4,64.0,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,167.55,C4,96.6,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,167.55,P4,19.0,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,167.55,O2,15.8,0.0,False,ok
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,167.55,F8,121.7,0.0,False,tinggi
P31,acuan,ISTIRAHAT UTAMA,,ACUAN,167.55,T4,29.0,0.0,False,ok
