participant_id,kind,task,rep,phase,t0,channel,ptp_uv,flat_frac,clipping,label
P08,acuan,ISTIRAHAT UTAMA,,ACUAN,272.89,T4,15.3,0.0,False,ok
P08,acuan,ISTIRAHAT UTAMA,,ACUAN,272.89,T6,29.3,0.0,False,ok
P08,acuan,ISTIRAHAT UTAMA,,ACUAN,273.89,Fp1,28.0,0.41,False,datar
P08,acuan,ISTIRAHAT UTAMA,,ACUAN,273.89,F3,40.7,0.0,False,ok
P08,acuan,ISTIRAHAT UTAMA,,ACUAN,273.89,C3,57.6,0.0,False,ok
P08,acuan,ISTIRAHAT UTAMA,,ACUAN,273.89,P3,47.7,0.0,False,ok
P08,acuan,ISTIRAHAT UTAMA,,ACUAN,273.89,O1,40.1,0.0,False,ok
P08,acuan,ISTIRAHAT UTAMA,,ACUAN,273.89,F7,53.2,0.0,False,ok
P08,acuan,ISTIRAHAT UTAMA,,ACUAN,273.89,T3,26.0,0.21,False,datar
P08,acuan,ISTIRAHAT UTAMA,,ACUAN,273.89,T5,15.0,0.0,False,ok
P08,acuan,ISTIRAHAT UTAMA,,ACUAN,273.89,Fp2,23.8,0.0,False,ok
P08,acuan,ISTIRAHAT UTAMA,,ACUAN,273.89,F4,14.7,0.0,False,ok
P08,acuan,ISTIRAHAT UTAMA,,ACUAN,273.89,C4,26.3,0.0,False,ok
P08,acuan,ISTIRAHAT UTAMA,,ACUAN,273.89,P4,19.1,0.0,False,ok
P08,acuan,ISTIRAHAT UTAMA,,ACUAN,273.89,O2,11.6,0.0,False,ok
P08,acuan,ISTIRAHAT UTAMA,,ACUAN,273.89,F8,21.6,0.0,False,ok
P08,acuan,ISTIRAHAT UTAMA,,ACUAN,273.89,T4,17.9,0.0,False,ok
P08,acuan,ISTIRAHAT UTAMA,,ACUAN,273.89,T6,25.7,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,290.34,Fp1,101.9,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,290.34,F3,128.7,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,290.34,C3,124.0,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,290.34,P3,101.6,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,290.34,O1,175.6,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,290.34,F7,121.2,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,290.34,T3,137.7,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,290.34,T5,27.1,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,290.34,Fp2,52.9,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,290.34,F4,34.3,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,290.34,C4,45.2,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,290.34,P4,36.0,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,290.34,O2,30.2,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,290.34,F8,48.9,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,290.34,T4,41.3,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,290.34,T6,39.8,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,291.34,Fp1,114.4,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,291.34,F3,134.0,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,291.34,C3,117.1,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,291.34,P3,101.4,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,291.34,O1,179.1,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,291.34,F7,133.4,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,291.34,T3,160.4,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,291.34,T5,10.7,0.64,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,291.34,Fp2,39.7,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,291.34,F4,23.1,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,291.34,C4,40.7,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,291.34,P4,34.9,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,291.34,O2,18.5,0.04,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,291.34,F8,55.8,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,291.34,T4,34.8,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,291.34,T6,28.1,0.44,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,292.34,Fp1,130.6,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,292.34,F3,60.7,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,292.34,C3,40.4,0.44,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,292.34,P3,30.8,0.44,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,292.34,O1,168.6,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,292.34,F7,87.2,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,292.34,T3,141.0,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,292.34,T5,0.1,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,292.34,Fp2,43.4,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,292.34,F4,19.9,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,292.34,C4,30.9,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,292.34,P4,18.5,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,292.34,O2,1.7,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,292.34,F8,48.3,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,292.34,T4,26.7,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,292.34,T6,0.1,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,293.34,Fp1,155.3,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,293.34,F3,32.9,0.84,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,293.34,C3,25.9,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,293.34,P3,10.4,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,293.34,O1,145.9,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,293.34,F7,63.7,0.04,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,293.34,T3,133.8,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,293.34,T5,0.0,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,293.34,Fp2,45.5,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,293.34,F4,14.9,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,293.34,C4,40.8,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,293.34,P4,35.8,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,293.34,O2,12.5,0.16,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,293.34,F8,46.7,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,293.34,T4,31.5,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,293.34,T6,0.0,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,306.72,Fp1,186.4,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,306.72,F3,103.1,0.02,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,306.72,C3,75.9,0.22,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,306.72,P3,58.3,0.22,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,306.72,O1,209.7,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,306.72,F7,126.0,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,306.72,T3,183.1,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,306.72,T5,0.0,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,306.72,Fp2,60.7,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,306.72,F4,24.7,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,306.72,C4,34.1,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,306.72,P4,17.2,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,306.72,O2,1.3,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,306.72,F8,67.3,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,306.72,T4,41.5,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,306.72,T6,0.2,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,307.72,Fp1,157.6,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,307.72,F3,12.7,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,307.72,C3,8.7,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,307.72,P3,0.7,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,307.72,O1,135.1,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,307.72,F7,29.7,0.02,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,307.72,T3,118.1,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,307.72,T5,0.0,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,307.72,Fp2,60.9,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,307.72,F4,20.5,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,307.72,C4,43.7,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,307.72,P4,26.6,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,307.72,O2,11.9,0.38,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,307.72,F8,45.3,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,307.72,T4,43.3,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,307.72,T6,0.0,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,308.72,Fp1,66.8,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,308.72,F3,0.1,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,308.72,C3,0.3,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,308.72,P3,0.0,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,308.72,O1,59.7,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,308.72,F7,0.6,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,308.72,T3,39.3,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,308.72,T5,0.3,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,308.72,Fp2,41.8,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,308.72,F4,12.9,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,308.72,C4,52.6,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,308.72,P4,29.3,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,308.72,O2,20.3,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,308.72,F8,40.2,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,308.72,T4,23.0,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,308.72,T6,3.6,0.98,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,323.36,Fp1,2.3,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,323.36,F3,0.0,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,323.36,C3,0.4,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,323.36,P3,0.0,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,323.36,O1,30.3,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,323.36,F7,0.1,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,323.36,T3,0.4,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,323.36,T5,19.2,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,323.36,Fp2,56.5,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,323.36,F4,17.2,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,323.36,C4,42.0,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,323.36,P4,28.9,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,323.36,O2,36.4,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,323.36,F8,73.4,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,323.36,T4,69.4,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,323.36,T6,21.8,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,324.36,Fp1,20.5,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,324.36,F3,0.0,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,324.36,C3,13.6,0.94,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,324.36,P3,0.4,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,324.36,O1,17.8,0.6,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,324.36,F7,4.7,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,324.36,T3,11.5,0.8,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,324.36,T5,26.3,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,324.36,Fp2,47.5,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,324.36,F4,25.9,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,324.36,C4,67.3,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,324.36,P4,40.4,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,324.36,O2,48.2,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,324.36,F8,75.3,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,324.36,T4,51.2,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,324.36,T6,34.1,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,325.36,Fp1,0.1,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,325.36,F3,0.1,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,325.36,C3,33.5,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,325.36,P3,14.2,0.54,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,325.36,O1,37.9,0.4,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,325.36,F7,0.1,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,325.36,T3,11.5,1.0,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,325.36,T5,26.7,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,325.36,Fp2,36.0,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,325.36,F4,33.3,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,325.36,C4,52.7,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,325.36,P4,29.3,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,325.36,O2,39.1,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,325.36,F8,81.3,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,325.36,T4,40.0,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,325.36,T6,39.6,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,339.19,Fp1,102.3,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,339.19,F3,102.4,0.49,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,339.19,C3,109.8,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,339.19,P3,93.9,0.49,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,339.19,O1,283.5,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,339.19,F7,116.4,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,339.19,T3,139.3,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,339.19,T5,113.6,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,339.19,Fp2,231.2,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,339.19,F4,141.7,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,339.19,C4,226.9,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,339.19,P4,154.6,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,339.19,O2,216.8,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,339.19,F8,199.1,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,339.19,T4,214.0,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,339.19,T6,182.2,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,340.19,Fp1,28.5,0.69,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,340.19,F3,8.0,0.91,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,340.19,C3,39.4,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,340.19,P3,24.4,0.11,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,340.19,O1,35.4,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,340.19,F7,42.5,0.4,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,340.19,T3,23.6,0.8,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,340.19,T5,30.3,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,340.19,Fp2,102.4,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,340.19,F4,46.8,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,340.19,C4,57.7,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,340.19,P4,48.2,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,340.19,O2,60.0,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,340.19,F8,89.6,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,340.19,T4,128.2,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,340.19,T6,72.9,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,341.19,Fp1,17.5,0.11,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,341.19,F3,45.9,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,341.19,C3,67.3,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,341.19,P3,63.3,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,341.19,O1,38.6,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,341.19,F7,61.9,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,341.19,T3,28.5,0.6,False,datar
P08,acuan,BERDIRI RILEKS,,ACUAN,341.19,T5,30.9,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,341.19,Fp2,58.8,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,341.19,F4,53.0,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,341.19,C4,40.0,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,341.19,P4,34.5,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,341.19,O2,34.5,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,341.19,F8,58.2,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,341.19,T4,65.6,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,341.19,T6,37.8,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,355.24,Fp1,145.8,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,355.24,F3,126.6,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,355.24,C3,138.7,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,355.24,P3,107.1,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,355.24,O1,168.9,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,355.24,F7,187.6,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,355.24,T3,152.1,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,355.24,T5,21.8,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,355.24,Fp2,173.6,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,355.24,F4,71.7,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,355.24,C4,81.4,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,355.24,P4,50.2,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,355.24,O2,69.7,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,355.24,F8,104.2,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,355.24,T4,70.7,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,355.24,T6,46.7,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,356.24,Fp1,208.4,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,356.24,F3,180.4,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,356.24,C3,176.1,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,356.24,P3,150.1,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,356.24,O1,248.3,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,356.24,F7,219.0,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,356.24,T3,232.7,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,356.24,T5,42.0,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,356.24,Fp2,298.3,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,356.24,F4,72.3,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,356.24,C4,112.5,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,356.24,P4,77.5,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,356.24,O2,79.1,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,356.24,F8,83.4,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,356.24,T4,94.7,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,356.24,T6,39.0,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,357.24,Fp1,149.7,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,357.24,F3,203.7,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,357.24,C3,188.9,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,357.24,P3,167.4,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,357.24,O1,264.8,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,357.24,F7,190.4,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,357.24,T3,214.0,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,357.24,T5,49.2,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,357.24,Fp2,75.6,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,357.24,F4,44.9,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,357.24,C4,81.5,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,357.24,P4,43.1,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,357.24,O2,41.5,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,357.24,F8,114.8,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,357.24,T4,71.5,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,357.24,T6,56.7,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,371.45,Fp1,178.6,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,371.45,F3,198.6,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,371.45,C3,192.6,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,371.45,P3,166.8,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,371.45,O1,243.4,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,371.45,F7,222.3,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,371.45,T3,209.1,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,371.45,T5,35.3,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,371.45,Fp2,122.0,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,371.45,F4,46.6,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,371.45,C4,80.8,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,371.45,P4,71.2,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,371.45,O2,87.4,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,371.45,F8,94.8,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,371.45,T4,59.1,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,371.45,T6,48.2,0.0,False,ok
P08,acuan,BERDIRI RILEKS,,ACUAN,372.45,Fp1,153.9,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,372.45,F3,163.2,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,372.45,C3,153.1,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,372.45,P3,129.2,0.0,False,tinggi
P08,acuan,BERDIRI RILEKS,,ACUAN,372.45,O1,214.0,0.0,False,ekstrem
P08,acuan,BERDIRI RILEKS,,ACUAN,372.45,F7,188.4,0.0,False,ekstrem
