metode,gerakan,rep,fase,kanal,theta_db,mu_db,beta_db,n_potongan,participant_id
E,Agem Kanan,4,Tahan,C3,-0.904,1.637,1.101,10,P09
E,Agem Kanan,4,Tahan,C4,-4.617,1.096,1.476,7,P09
E,Agem Kanan,4,Tahan,F3,-4.101,2.363,2.966,7,P09
E,Agem Kanan,4,Tahan,F4,-2.113,2.454,0.428,7,P09
E,Agem Kanan,4,Tahan,F7,-3.695,0.839,1.047,6,P09
E,Agem Kanan,4,Tahan,F8,-1.966,-1.109,2.696,6,P09
E,Agem Kanan,4,Tahan,Fp1,-3.565,0.513,3.089,7,P09
E,Agem Kanan,4,Tahan,Fp2,-2.924,4.87,4.391,7,P09
E,Agem Kanan,4,Tahan,O1,-4.091,-2.874,-2.039,7,P09
E,Agem Kanan,4,Tahan,O2,-3.294,3.05,1.534,8,P09
E,Agem Kanan,4,Tahan,P3,-2.576,-0.268,0.589,9,P09
E,Agem Kanan,4,Tahan,P4,-0.408,5.201,3.543,9,P09
E,Agem Kanan,4,Tahan,T3,-6.698,-2.529,0.902,3,P09
E,Agem Kanan,4,Tahan,T4,1.621,5.515,3.046,1,P09
E,Agem Kanan,4,Tahan,T5,-2.063,2.683,2.097,10,P09
E,Agem Kanan,4,Tahan,T6,-0.519,3.825,0.373,8,P09
E,Agem Kiri,1,Berdiri,C3,2.973,2.047,1.009,16,P09
E,Agem Kiri,1,Berdiri,C4,3.938,2.336,1.12,6,P09
E,Agem Kiri,1,Berdiri,F3,-1.973,-2.346,-1.4,14,P09
E,Agem Kiri,1,Berdiri,F4,6.004,5.065,2.653,5,P09
E,Agem Kiri,1,Berdiri,F7,-2.349,0.127,-1.585,4,P09
E,Agem Kiri,1,Berdiri,Fp1,-0.607,-7.866,0.262,2,P09
E,Agem Kiri,1,Berdiri,Fp2,5.182,5.828,3.418,3,P09
E,Agem Kiri,1,Berdiri,O1,-0.235,-1.393,-0.181,7,P09
E,Agem Kiri,1,Berdiri,O2,4.661,3.274,1.346,6,P09
E,Agem Kiri,1,Berdiri,P3,2.424,1.224,0.829,16,P09
E,Agem Kiri,1,Berdiri,P4,3.495,3.578,2.769,9,P09
E,Agem Kiri,1,Berdiri,T3,0.193,-0.482,1.103,7,P09
E,Agem Kiri,1,Berdiri,T4,4.251,4.031,2.685,4,P09
E,Agem Kiri,1,Berdiri,T5,-1.695,-1.258,-0.534,6,P09
E,Agem Kiri,1,Gerak,C4,0.231,1.762,-1.28,2,P09
E,Agem Kiri,1,Gerak,F4,0.817,4.356,0.943,4,P09
E,Agem Kiri,1,Gerak,F7,1.012,3.378,0.575,1,P09
E,Agem Kiri,1,Gerak,Fp1,0.925,4.391,-1.65,1,P09
E,Agem Kiri,1,Gerak,O2,3.61,3.999,2.182,4,P09
E,Agem Kiri,1,Gerak,P3,-1.642,2.564,-0.268,2,P09
E,Agem Kiri,1,Gerak,P4,1.629,2.111,-0.012,4,P09
E,Agem Kiri,1,Gerak,T3,4.087,7.241,1.221,1,P09
E,Agem Kiri,1,Gerak,T4,-0.119,0.538,-1.975,2,P09
E,Agem Kiri,1,Gerak,T5,1.853,2.822,-0.562,3,P09
E,Agem Kiri,1,Naik,C4,0.632,6.121,1.237,4,P09
E,Agem Kiri,1,Naik,F4,0.084,3.418,2.914,4,P09
E,Agem Kiri,1,Naik,O2,1.373,5.697,4.281,4,P09
E,Agem Kiri,1,Naik,P4,-0.827,2.507,3.488,4,P09
E,Agem Kiri,1,Naik,T4,-0.339,3.403,2.07,4,P09
E,Agem Kiri,1,Naik,T6,0.223,2.518,1.218,4,P09
E,Agem Kiri,1,Tahan,C4,3.952,3.671,1.284,8,P09
E,Agem Kiri,1,Tahan,F3,9.667,9.512,5.334,4,P09
E,Agem Kiri,1,Tahan,F4,-0.41,-0.837,-3.54,10,P09
E,Agem Kiri,1,Tahan,F8,1.311,5.109,4.051,6,P09
E,Agem Kiri,1,Tahan,O2,4.874,6.572,4.17,7,P09
E,Agem Kiri,1,Tahan,P4,-0.646,2.698,1.386,16,P09
E,Agem Kiri,1,Tahan,T4,2.972,2.867,-0.709,7,P09
E,Agem Kiri,1,Tahan,T6,3.086,1.052,-1.802,7,P09
E,Agem Kiri,2,Berdiri,C3,6.607,3.045,-0.25,22,P09
E,Agem Kiri,2,Berdiri,C4,3.334,2.577,1.973,2,P09
E,Agem Kiri,2,Berdiri,F3,3.232,-0.176,-0.676,21,P09
E,Agem Kiri,2,Berdiri,F4,3.132,2.77,2.38,5,P09
E,Agem Kiri,2,Berdiri,F7,-0.733,2.679,-0.134,9,P09
E,Agem Kiri,2,Berdiri,F8,3.047,2.859,-1.324,6,P09
E,Agem Kiri,2,Berdiri,Fp1,3.61,0.636,-2.086,3,P09
E,Agem Kiri,2,Berdiri,Fp2,4.885,0.746,3.321,1,P09
E,Agem Kiri,2,Berdiri,O1,6.176,1.613,-1.296,3,P09
E,Agem Kiri,2,Berdiri,O2,1.301,3.482,0.967,8,P09
E,Agem Kiri,2,Berdiri,P3,5.906,4.034,1.253,22,P09
E,Agem Kiri,2,Berdiri,P4,4.118,2.275,1.069,11,P09
E,Agem Kiri,2,Berdiri,T3,2.543,1.723,-0.274,3,P09
E,Agem Kiri,2,Berdiri,T5,5.155,4.451,2.649,19,P09
E,Agem Kiri,2,Berdiri,T6,5.756,7.714,6.988,2,P09
E,Agem Kiri,2,Gerak,C3,3.287,-4.066,-1.14,4,P09
E,Agem Kiri,2,Gerak,C4,-0.507,1.208,-1.648,7,P09
E,Agem Kiri,2,Gerak,F3,0.957,-2.768,-0.504,4,P09
E,Agem Kiri,2,Gerak,F4,0.638,1.046,-1.412,5,P09
E,Agem Kiri,2,Gerak,F7,-1.776,-3.686,-1.228,2,P09
E,Agem Kiri,2,Gerak,Fp1,0.393,-2.244,-0.211,3,P09
E,Agem Kiri,2,Gerak,O1,0.003,-2.186,-1.31,3,P09
E,Agem Kiri,2,Gerak,O2,0.857,4.992,1.709,6,P09
E,Agem Kiri,2,Gerak,P3,1.544,-3.193,-1.851,4,P09
E,Agem Kiri,2,Gerak,P4,0.965,2.388,3.818,7,P09
E,Agem Kiri,2,Gerak,T3,0.264,-2.303,-2.07,3,P09
E,Agem Kiri,2,Gerak,T4,0.01,3.862,-1.182,3,P09
E,Agem Kiri,2,Gerak,T5,-2.246,-0.835,-1.002,4,P09
E,Agem Kiri,2,Naik,C3,10.664,9.889,6.219,1,P09
E,Agem Kiri,2,Naik,C4,1.705,2.435,0.332,4,P09
E,Agem Kiri,2,Naik,F3,9.442,4.185,3.45,1,P09
E,Agem Kiri,2,Naik,F4,1.434,1.339,0.23,4,P09
E,Agem Kiri,2,Naik,F8,-0.244,-4.345,-0.757,1,P09
E,Agem Kiri,2,Naik,O1,7.277,7.403,3.047,1,P09
E,Agem Kiri,2,Naik,O2,2.543,-0.699,-1.04,2,P09
E,Agem Kiri,2,Naik,P3,7.623,6.986,4.373,1,P09
E,Agem Kiri,2,Naik,P4,3.26,2.354,1.978,5,P09
E,Agem Kiri,2,Naik,T4,0.855,2.231,0.943,4,P09
E,Agem Kiri,2,Naik,T6,2.953,2.942,1.654,3,P09
E,Agem Kiri,2,Tahan,C4,1.439,2.317,1.507,12,P09
E,Agem Kiri,2,Tahan,F4,0.507,1.013,-0.399,12,P09
E,Agem Kiri,2,Tahan,F8,3.717,5.958,2.843,7,P09
E,Agem Kiri,2,Tahan,Fp2,4.295,0.653,1.27,1,P09
E,Agem Kiri,2,Tahan,O2,3.149,5.68,4.866,4,P09
E,Agem Kiri,2,Tahan,P4,1.363,2.957,1.796,12,P09
E,Agem Kiri,2,Tahan,T4,0.91,2.721,0.187,11,P09
E,Agem Kiri,2,Tahan,T6,3.384,5.451,1.678,6,P09
E,Agem Kiri,3,Berdiri,C3,-1.267,-0.975,-1.008,18,P09
E,Agem Kiri,3,Berdiri,C4,-4.669,-4.467,-3.989,22,P09
E,Agem Kiri,3,Berdiri,F3,-2.171,-0.907,-1.353,24,P09
E,Agem Kiri,3,Berdiri,F4,-1.105,-0.349,-0.233,18,P09
E,Agem Kiri,3,Berdiri,F7,3.547,3.255,2.272,9,P09
E,Agem Kiri,3,Berdiri,F8,-5.535,-4.654,-5.791,5,P09
E,Agem Kiri,3,Berdiri,Fp1,-1.899,-0.212,0.389,22,P09
E,Agem Kiri,3,Berdiri,O1,-6.118,-6.297,-6.115,24,P09
E,Agem Kiri,3,Berdiri,O2,-1.105,-0.246,-0.604,22,P09
E,Agem Kiri,3,Berdiri,P3,-3.445,-2.002,-2.224,21,P09
E,Agem Kiri,3,Berdiri,P4,-0.62,-0.586,-0.461,22,P09
E,Agem Kiri,3,Berdiri,T3,-3.647,-2.437,-2.503,24,P09
E,Agem Kiri,3,Berdiri,T4,-2.861,-4.03,-2.007,22,P09
E,Agem Kiri,3,Berdiri,T5,-2.64,-2.675,-0.364,18,P09
E,Agem Kiri,3,Berdiri,T6,-3.704,-0.148,-0.543,8,P09
E,Agem Kiri,3,Gerak,C3,-1.681,0.475,1.531,4,P09
E,Agem Kiri,3,Gerak,C4,1.502,-0.044,-1.771,4,P09
E,Agem Kiri,3,Gerak,F3,-0.829,1.032,1.784,4,P09
E,Agem Kiri,3,Gerak,F4,3.61,4.047,0.882,2,P09
E,Agem Kiri,3,Gerak,F7,1.244,1.69,4.436,3,P09
E,Agem Kiri,3,Gerak,F8,3.898,3.231,-3.586,4,P09
E,Agem Kiri,3,Gerak,Fp1,-2.837,-0.898,1.077,4,P09
E,Agem Kiri,3,Gerak,O1,-3.549,-1.406,-1.768,5,P09
E,Agem Kiri,3,Gerak,O2,6.111,5.454,0.19,4,P09
E,Agem Kiri,3,Gerak,P3,-2.407,0.353,0.653,5,P09
E,Agem Kiri,3,Gerak,P4,7.327,7.249,1.053,4,P09
E,Agem Kiri,3,Gerak,T3,-4.991,-1.692,-0.547,4,P09
E,Agem Kiri,3,Gerak,T4,1.47,2.477,-1.042,2,P09
E,Agem Kiri,3,Gerak,T5,-3.598,-1.487,0.753,4,P09
E,Agem Kiri,3,Gerak,T6,0.636,0.732,-0.277,3,P09
E,Agem Kiri,3,Naik,F8,-4.144,-0.531,-1.419,8,P09
E,Agem Kiri,3,Naik,Fp1,-10.17,-10.702,-9.562,1,P09
E,Agem Kiri,3,Naik,Fp2,-3.679,1.19,-3.495,7,P09
E,Agem Kiri,3,Naik,O2,-9.993,-13.529,-15.7,1,P09
E,Agem Kiri,3,Naik,T3,-2.001,4.577,1.36,1,P09
E,Agem Kiri,3,Tahan,C3,6.612,8.189,4.812,1,P09
E,Agem Kiri,3,Tahan,F3,4.831,6.67,2.092,1,P09
E,Agem Kiri,3,Tahan,F4,-10.018,-6.313,-8.784,2,P09
E,Agem Kiri,3,Tahan,Fp1,-5.301,-4.007,-4.047,1,P09
E,Agem Kiri,3,Tahan,O1,-5.676,-5.491,-6.148,1,P09
E,Agem Kiri,3,Tahan,O2,-3.946,-0.386,-3.216,2,P09
E,Agem Kiri,3,Tahan,P3,0.466,2.203,-2.999,2,P09
E,Agem Kiri,3,Tahan,P4,-2.237,2.476,1.377,2,P09
E,Agem Kiri,3,Tahan,T4,-7.97,-8.708,-8.341,2,P09
E,Agem Kiri,3,Tahan,T5,-5.057,-4.353,0.18,2,P09
E,Agem Kiri,4,Berdiri,C3,-1.959,-7.308,-5.409,8,P09
E,Agem Kiri,4,Berdiri,C4,-7.49,-5.824,-5.878,23,P09
E,Agem Kiri,4,Berdiri,F3,-2.766,-4.444,-3.089,10,P09
E,Agem Kiri,4,Berdiri,F4,-4.563,-4.355,-6.286,17,P09
E,Agem Kiri,4,Berdiri,F7,2.8,2.17,1.059,16,P09
E,Agem Kiri,4,Berdiri,F8,-2.284,-4.095,-3.779,9,P09
E,Agem Kiri,4,Berdiri,Fp1,-0.922,-2.537,0.234,29,P09
E,Agem Kiri,4,Berdiri,Fp2,1.866,1.351,0.546,2,P09
E,Agem Kiri,4,Berdiri,O1,-9.625,-9.621,-8.217,16,P09
E,Agem Kiri,4,Berdiri,O2,-1.844,0.098,-4.511,12,P09
E,Agem Kiri,4,Berdiri,P3,-7.112,-5.518,-4.674,13,P09
E,Agem Kiri,4,Berdiri,P4,-4.494,-5.46,-2.801,11,P09
E,Agem Kiri,4,Berdiri,T3,-5.526,-5.01,-3.612,21,P09
E,Agem Kiri,4,Berdiri,T4,-7.012,-7.254,-5.814,16,P09
E,Agem Kiri,4,Berdiri,T5,-4.472,-7.555,-5.662,8,P09
E,Agem Kiri,4,Berdiri,T6,-4.752,-3.724,-1.729,15,P09
E,Agem Kiri,4,Gerak,C3,2.163,1.957,-0.548,4,P09
E,Agem Kiri,4,Gerak,C4,0.216,-1.326,-3.894,6,P09
E,Agem Kiri,4,Gerak,F3,-2.263,-0.741,-0.521,4,P09
E,Agem Kiri,4,Gerak,F4,3.553,-2.593,-1.511,3,P09
E,Agem Kiri,4,Gerak,F7,1.25,2.548,4.004,2,P09
E,Agem Kiri,4,Gerak,F8,4.449,-1.797,-4.184,3,P09
E,Agem Kiri,4,Gerak,Fp1,-3.595,-0.741,0.949,4,P09
E,Agem Kiri,4,Gerak,O1,-7.192,-7.149,-6.095,4,P09
E,Agem Kiri,4,Gerak,O2,5.008,0.675,0.248,4,P09
E,Agem Kiri,4,Gerak,P3,-3.682,-1.499,-2.017,5,P09
E,Agem Kiri,4,Gerak,P4,4.374,3.343,0.542,4,P09
E,Agem Kiri,4,Gerak,T3,-2.502,-2.105,-1.623,5,P09
E,Agem Kiri,4,Gerak,T4,1.2,0.129,-2.541,4,P09
E,Agem Kiri,4,Gerak,T5,-2.664,-4.667,-0.808,5,P09
E,Agem Kiri,4,Gerak,T6,-5.078,-3.845,-0.861,4,P09
E,Agem Kiri,4,Naik,C4,-5.262,-4.515,-6.822,6,P09
E,Agem Kiri,4,Naik,T6,0.733,4.254,0.161,6,P09
E,Agem Kiri,4,Tahan,C3,4.892,9.058,3.472,2,P09
E,Agem Kiri,4,Tahan,C4,-2.426,-0.955,-5.548,10,P09
E,Agem Kiri,4,Tahan,F3,-1.489,2.952,0.311,2,P09
E,Agem Kiri,4,Tahan,F4,0.92,0.601,3.476,5,P09
E,Agem Kiri,4,Tahan,F8,1.474,0.353,4.387,6,P09
E,Agem Kiri,4,Tahan,Fp1,-3.107,1.56,-2.054,2,P09
E,Agem Kiri,4,Tahan,Fp2,-4.288,0.083,0.677,4,P09
E,Agem Kiri,4,Tahan,O1,-0.557,-3.661,-4.157,2,P09
E,Agem Kiri,4,Tahan,O2,4.729,5.571,7.98,5,P09
E,Agem Kiri,4,Tahan,P3,5.215,0.82,3.67,1,P09
E,Agem Kiri,4,Tahan,P4,3.271,6.08,9.815,4,P09
E,Agem Kiri,4,Tahan,T3,3.621,4.744,1.731,2,P09
E,Agem Kiri,4,Tahan,T4,0.521,2.539,3.48,7,P09
E,Agem Kiri,4,Tahan,T5,1.46,6.965,4.955,5,P09
E,Agem Kiri,4,Tahan,T6,-1.933,-3.865,-3.3,10,P09
E,Ngeed,1,Berdiri,C3,2.852,2.022,0.459,24,P09
E,Ngeed,1,Berdiri,C4,-5.09,-3.987,-5.038,23,P09
E,Ngeed,1,Berdiri,F3,2.507,1.014,0.434,24,P09
E,Ngeed,1,Berdiri,F4,0.494,1.629,-0.013,12,P09
E,Ngeed,1,Berdiri,F7,3.97,2.265,1.351,10,P09
E,Ngeed,1,Berdiri,Fp1,-3.137,-2.524,-1.127,24,P09
E,Ngeed,1,Berdiri,O1,-8.962,-10.994,-8.535,8,P09
E,Ngeed,1,Berdiri,O2,5.427,5.29,2.222,15,P09
E,Ngeed,1,Berdiri,P3,-5.428,-7.896,-6.329,17,P09
E,Ngeed,1,Berdiri,P4,5.029,6.546,4.324,15,P09
E,Ngeed,1,Berdiri,T4,4.42,4.27,1.235,7,P09
E,Ngeed,1,Berdiri,T5,3.601,1.523,1.705,24,P09
E,Ngeed,1,Berdiri,T6,-1.961,0.867,1.32,19,P09
E,Ngeed,1,Gerak,C3,9.506,5.457,4.199,11,P09
E,Ngeed,1,Gerak,C4,-6.168,-3.134,-4.991,5,P09
E,Ngeed,1,Gerak,F3,7.562,4.113,3.791,11,P09
E,Ngeed,1,Gerak,F4,-0.254,2.16,-4.246,1,P09
E,Ngeed,1,Gerak,F7,-1.531,2.408,-0.013,1,P09
E,Ngeed,1,Gerak,F8,0.293,-3.829,-2.841,1,P09
E,Ngeed,1,Gerak,Fp1,3.247,-1.576,-1.688,9,P09
E,Ngeed,1,Gerak,O1,-5.944,-3.269,-4.253,2,P09
E,Ngeed,1,Gerak,O2,1.585,0.784,-0.906,1,P09
E,Ngeed,1,Gerak,P3,-5.821,-5.597,-5.625,7,P09
E,Ngeed,1,Gerak,P4,1.474,1.633,0.107,1,P09
E,Ngeed,1,Gerak,T5,2.63,3.942,2.987,7,P09
E,Ngeed,1,Naik,C3,-3.574,0.999,-1.297,5,P09
E,Ngeed,1,Naik,F3,-0.943,3.122,0.359,5,P09
E,Ngeed,1,Naik,F4,-8.266,-1.513,-1.091,5,P09
E,Ngeed,1,Naik,F7,-6.66,-3.426,-3.134,5,P09
E,Ngeed,1,Naik,Fp1,-7.062,-3.548,-2.345,5,P09
E,Ngeed,1,Naik,Fp2,-10.552,-2.714,0.722,5,P09
E,Ngeed,1,Naik,O2,-7.429,-0.332,-0.076,5,P09
E,Ngeed,1,Naik,P4,-6.135,1.002,1.623,5,P09
E,Ngeed,1,Naik,T4,-17.953,-13.571,-12.19,2,P09
E,Ngeed,1,Naik,T5,-8.01,-4.299,-4.387,5,P09
E,Ngeed,1,Naik,T6,-12.157,-3.42,-3.574,5,P09
E,Ngeed,1,Tahan,C3,-1.73,2.169,1.47,12,P09
E,Ngeed,1,Tahan,C4,-16.115,-13.126,-10.426,1,P09
E,Ngeed,1,Tahan,F3,0.466,2.619,2.454,12,P09
E,Ngeed,1,Tahan,F4,-4.97,-1.055,0.694,12,P09
E,Ngeed,1,Tahan,F7,-2.024,1.455,1.629,12,P09
E,Ngeed,1,Tahan,F8,-2.467,-2.05,-0.701,5,P09
E,Ngeed,1,Tahan,Fp1,0.552,-0.433,-1.157,12,P09
E,Ngeed,1,Tahan,Fp2,-3.723,-0.247,3.471,12,P09
E,Ngeed,1,Tahan,O2,-4.592,-0.121,0.811,12,P09
E,Ngeed,1,Tahan,P3,-15.397,-11.935,-9.446,1,P09
E,Ngeed,1,Tahan,P4,-5.627,1.13,2.793,12,P09
E,Ngeed,1,Tahan,T4,-9.643,-6.859,-5.419,8,P09
E,Ngeed,1,Tahan,T5,-4.693,0.168,-0.606,12,P09
E,Ngeed,1,Tahan,T6,-4.712,-2.923,-3.417,12,P09
E,Ngeed,2,Berdiri,F4,-9.856,-5.427,-5.903,2,P09
E,Ngeed,2,Berdiri,F7,3.623,2.783,-0.838,1,P09
E,Ngeed,2,Berdiri,F8,-5.674,-2.081,-0.62,2,P09
E,Ngeed,2,Berdiri,O2,-3.885,-1.895,-5.52,3,P09
E,Ngeed,2,Berdiri,P4,-4.453,0.346,-2.92,2,P09
E,Ngeed,2,Berdiri,T4,-5.289,-4.111,-5.486,6,P09
E,Ngeed,2,Berdiri,T6,-3.635,-5.083,-3.47,1,P09
E,Ngeed,2,Gerak,C3,5.491,2.917,0.279,11,P09
E,Ngeed,2,Gerak,C4,1.016,-0.504,-2.633,11,P09
E,Ngeed,2,Gerak,F3,4.812,2.682,-0.397,11,P09
E,Ngeed,2,Gerak,F4,3.467,1.449,-0.191,10,P09
E,Ngeed,2,Gerak,F7,-2.303,3.287,-0.345,3,P09
E,Ngeed,2,Gerak,Fp1,-0.424,-0.246,-1.618,7,P09
E,Ngeed,2,Gerak,O1,-5.557,-8.929,-8.71,10,P09
E,Ngeed,2,Gerak,O2,6.539,4.347,3.202,4,P09
E,Ngeed,2,Gerak,P3,0.693,-2.331,-5.169,11,P09
E,Ngeed,2,Gerak,P4,7.475,6.493,4.985,7,P09
E,Ngeed,2,Gerak,T5,3.015,4.214,2.163,11,P09
E,Ngeed,2,Gerak,T6,5.672,-2.17,3.06,1,P09
E,Ngeed,2,Naik,F7,-1.305,3.089,-1.494,6,P09
E,Ngeed,2,Naik,Fp2,-19.054,-12.083,-8.839,1,P09
E,Ngeed,2,Naik,O2,1.589,2.769,2.159,1,P09
E,Ngeed,2,Naik,P4,2.026,2.603,3.926,1,P09
E,Ngeed,2,Naik,T4,-1.028,-4.864,-2.131,1,P09
E,Ngeed,2,Tahan,C3,-1.955,0.118,-2.188,9,P09
E,Ngeed,2,Tahan,F3,-2.006,-1.38,-1.627,10,P09
E,Ngeed,2,Tahan,F4,-4.514,-2.264,-1.36,6,P09
E,Ngeed,2,Tahan,F7,-5.028,-1.927,-1.505,14,P09
E,Ngeed,2,Tahan,F8,-0.435,-2.669,-4.097,7,P09
E,Ngeed,2,Tahan,Fp1,-6.449,-1.806,-2.143,12,P09
E,Ngeed,2,Tahan,Fp2,-9.073,-3.08,0.121,12,P09
E,Ngeed,2,Tahan,O2,-2.785,-0.515,-1.718,5,P09
E,Ngeed,2,Tahan,P4,-3.194,-0.81,-0.683,8,P09
E,Ngeed,2,Tahan,T4,-4.84,-3.03,-4.422,4,P09
E,Ngeed,2,Tahan,T5,-4.916,-3.867,-1.545,14,P09
E,Ngeed,2,Tahan,T6,-5.318,-2.568,-2.368,7,P09
E,Ngeed,3,Berdiri,C3,-0.617,-2.976,2.706,12,P09
E,Ngeed,3,Berdiri,C4,-6.069,-5.449,-1.096,14,P09
E,Ngeed,3,Berdiri,F3,-0.051,-2.621,3.453,13,P09
E,Ngeed,3,Berdiri,F4,-3.936,-4.491,-1.11,13,P09
E,Ngeed,3,Berdiri,F7,-0.17,2.197,5.811,17,P09
E,Ngeed,3,Berdiri,F8,-0.635,-3.282,1.866,3,P09
E,Ngeed,3,Berdiri,Fp1,-2.401,-2.265,0.859,21,P09
E,Ngeed,3,Berdiri,O1,-2.596,-4.057,-0.421,15,P09
E,Ngeed,3,Berdiri,O2,-2.144,-2.244,-2.05,16,P09
E,Ngeed,3,Berdiri,P3,-2.099,-3.825,2.138,15,P09
E,Ngeed,3,Berdiri,P4,-0.144,-1.54,-1.168,11,P09
E,Ngeed,3,Berdiri,T3,-5.494,-5.558,0.029,15,P09
E,Ngeed,3,Berdiri,T4,-2.84,-2.099,-0.176,19,P09
E,Ngeed,3,Berdiri,T5,-2.331,-1.87,2.763,12,P09
E,Ngeed,3,Berdiri,T6,-0.083,-2.633,0.249,10,P09
E,Ngeed,3,Gerak,C4,-8.406,-7.084,-5.69,2,P09
E,Ngeed,3,Gerak,F4,-5.025,-4.289,-3.411,6,P09
E,Ngeed,3,Gerak,F7,-2.042,5.909,-0.669,1,P09
E,Ngeed,3,Gerak,F8,-2.644,-2.567,-3.282,4,P09
E,Ngeed,3,Gerak,Fp1,-3.363,0.089,-3.428,4,P09
E,Ngeed,3,Gerak,O2,-0.776,-4.282,-1.775,6,P09
E,Ngeed,3,Gerak,P4,-6.591,-7.897,-5.962,6,P09
E,Ngeed,3,Gerak,T4,-24.807,-20.7,-15.705,1,P09
E,Ngeed,3,Naik,C3,1.124,2.468,2.695,2,P09
E,Ngeed,3,Naik,F3,-0.563,0.841,1.419,2,P09
E,Ngeed,3,Naik,F4,-4.857,-0.48,-0.509,2,P09
E,Ngeed,3,Naik,F7,-1.256,0.991,-0.953,6,P09
E,Ngeed,3,Naik,Fp1,-7.799,-4.452,-3.424,6,P09
E,Ngeed,3,Naik,Fp2,-4.981,-1.017,0.445,8,P09
E,Ngeed,3,Naik,O2,-9.042,0.781,-1.221,1,P09
E,Ngeed,3,Naik,P4,-8.638,0.884,2.18,2,P09
E,Ngeed,3,Naik,T5,-6.15,-1.327,0.21,3,P09
E,Ngeed,3,Tahan,C3,-1.899,0.249,-0.725,13,P09
E,Ngeed,3,Tahan,C4,-4.932,-4.669,-2.632,15,P09
E,Ngeed,3,Tahan,F3,-2.164,-1.298,-0.539,13,P09
E,Ngeed,3,Tahan,F4,-1.279,0.232,2.416,15,P09
E,Ngeed,3,Tahan,F7,-0.296,2.752,1.204,15,P09
E,Ngeed,3,Tahan,F8,2.275,3.8,1.436,5,P09
E,Ngeed,3,Tahan,Fp1,-1.776,-2.066,0.631,15,P09
E,Ngeed,3,Tahan,Fp2,-1.96,-0.676,3.523,14,P09
E,Ngeed,3,Tahan,O1,-5.253,-4.995,-3.822,15,P09
E,Ngeed,3,Tahan,O2,-4.698,-1.398,-0.65,15,P09
E,Ngeed,3,Tahan,P3,-3.034,-2.458,-2.089,15,P09
E,Ngeed,3,Tahan,P4,-5.522,-1.046,0.556,14,P09
E,Ngeed,3,Tahan,T3,-3.554,-4.519,-1.978,15,P09
E,Ngeed,3,Tahan,T4,-5.819,0.528,1.503,10,P09
E,Ngeed,3,Tahan,T5,-4.847,-4.659,-2.351,11,P09
E,Ngeed,3,Tahan,T6,-5.006,-7.02,-6.515,1,P09
E,Ngeed,4,Berdiri,C3,4.215,4.192,1.728,7,P09
E,Ngeed,4,Berdiri,C4,-4.784,-2.095,-4.798,4,P09
E,Ngeed,4,Berdiri,F3,5.417,7.397,0.778,2,P09
E,Ngeed,4,Berdiri,F4,0.754,-0.708,-0.173,3,P09
E,Ngeed,4,Berdiri,F7,2.642,3.717,2.703,14,P09
E,Ngeed,4,Berdiri,Fp1,-2.909,-1.18,-0.897,15,P09
E,Ngeed,4,Berdiri,Fp2,-0.222,3.458,2.788,3,P09
E,Ngeed,4,Berdiri,O1,-1.33,-4.506,-4.956,7,P09
E,Ngeed,4,Berdiri,O2,-0.316,2.609,2.036,7,P09
E,Ngeed,4,Berdiri,P3,-0.36,-0.126,0.274,3,P09
E,Ngeed,4,Berdiri,P4,0.146,1.844,2.169,7,P09
E,Ngeed,4,Berdiri,T3,-6.579,-3.512,-2.431,6,P09
E,Ngeed,4,Berdiri,T4,-1.358,0.147,-2.68,7,P09
E,Ngeed,4,Berdiri,T5,1.104,-1.279,0.394,7,P09
E,Ngeed,4,Berdiri,T6,0.548,0.169,-0.789,3,P09
E,Ngeed,4,Gerak,C3,3.679,4.259,3.905,3,P09
E,Ngeed,4,Gerak,F3,1.674,4.039,3.55,4,P09
E,Ngeed,4,Gerak,F4,0.877,0.506,1.908,6,P09
E,Ngeed,4,Gerak,F7,2.074,4.706,5.55,1,P09
E,Ngeed,4,Gerak,Fp1,-8.725,-4.115,-1.061,5,P09
E,Ngeed,4,Gerak,O1,-11.219,-4.972,-2.033,1,P09
E,Ngeed,4,Gerak,O2,4.993,5.621,2.895,3,P09
E,Ngeed,4,Gerak,P3,-6.076,-3.307,0.837,1,P09
E,Ngeed,4,Gerak,P4,2.082,6.236,3.291,4,P09
E,Ngeed,4,Gerak,T4,-4.073,-0.697,3.107,4,P09
E,Ngeed,4,Gerak,T5,2.405,2.299,6.308,6,P09
E,Ngeed,4,Naik,C3,-0.63,-0.182,0.67,5,P09
E,Ngeed,4,Naik,C4,-5.396,-3.093,-0.803,5,P09
E,Ngeed,4,Naik,F3,0.273,1.316,2.17,5,P09
E,Ngeed,4,Naik,F4,-1.743,-0.321,3.416,5,P09
E,Ngeed,4,Naik,F7,0.926,2.081,-0.2,5,P09
E,Ngeed,4,Naik,F8,-8.975,-2.692,-6.144,5,P09
E,Ngeed,4,Naik,Fp1,-2.046,1.209,2.881,5,P09
E,Ngeed,4,Naik,Fp2,-4.203,1.238,4.816,4,P09
E,Ngeed,4,Naik,O1,-5.757,-2.74,-2.489,5,P09
E,Ngeed,4,Naik,O2,-1.842,0.635,1.996,5,P09
E,Ngeed,4,Naik,P3,-0.251,-0.869,0.818,5,P09
E,Ngeed,4,Naik,P4,-2.16,-0.423,2.772,5,P09
E,Ngeed,4,Naik,T3,-2.509,-0.981,0.371,5,P09
