metode,gerakan,rep,fase,kanal,theta_db,mu_db,beta_db,n_potongan,participant_id
E,Ngeed,4,Naik,T4,-5.781,-3.908,0.23,5,P09
E,Ngeed,4,Naik,T5,-3.891,-3.122,-1.195,5,P09
E,Ngeed,4,Naik,T6,-0.829,0.108,0.781,2,P09
E,Ngeed,4,Tahan,C3,-4.925,0.961,-0.781,3,P09
E,Ngeed,4,Tahan,C4,-10.306,-4.302,-1.288,7,P09
E,Ngeed,4,Tahan,F3,-6.303,0.491,-1.004,5,P09
E,Ngeed,4,Tahan,F4,-4.616,-1.628,0.024,7,P09
E,Ngeed,4,Tahan,F7,-2.945,1.26,4.426,14,P09
E,Ngeed,4,Tahan,F8,-5.258,-5.036,-0.63,5,P09
E,Ngeed,4,Tahan,Fp1,-5.855,-2.408,0.32,15,P09
E,Ngeed,4,Tahan,Fp2,-6.166,-2.681,4.846,14,P09
E,Ngeed,4,Tahan,O1,-9.598,-5.342,-3.654,7,P09
E,Ngeed,4,Tahan,O2,-5.182,-0.168,0.107,7,P09
E,Ngeed,4,Tahan,P3,-8.839,-2.767,-2.825,6,P09
E,Ngeed,4,Tahan,P4,-8.791,1.014,1.773,4,P09
E,Ngeed,4,Tahan,T3,-10.766,-2.413,-0.995,9,P09
E,Ngeed,4,Tahan,T4,-9.65,-0.953,-1.946,5,P09
E,Ngeed,4,Tahan,T5,-10.351,-2.417,-3.917,4,P09
E,Ngeed,4,Tahan,T6,-11.901,-7.415,-3.628,7,P09
B,Agem Kanan,1,Berdiri,Fp1,4.577,2.551,1.317,1,P31
B,Agem Kanan,1,Gerak,C3,-2.489,-2.713,-2.798,1,P31
B,Agem Kanan,1,Gerak,F3,-7.752,-6.5,-5.542,1,P31
B,Agem Kanan,1,Gerak,F7,2.479,3.725,3.695,1,P31
B,Agem Kanan,1,Gerak,Fp1,-0.659,-1.102,2.873,1,P31
B,Agem Kanan,1,Gerak,O1,1.19,-5.061,-3.121,1,P31
B,Agem Kanan,1,Gerak,P3,-7.922,-6.258,-8.773,1,P31
B,Agem Kanan,1,Gerak,T3,3.079,-3.274,-2.092,1,P31
B,Agem Kanan,1,Gerak,T5,4.347,2.867,-0.727,1,P31
B,Agem Kanan,1,Naik,C3,2.28,4.984,1.072,1,P31
B,Agem Kanan,1,Naik,F3,6.156,5.392,-2.795,1,P31
B,Agem Kanan,1,Naik,F7,1.574,0.642,6.438,1,P31
B,Agem Kanan,1,Naik,Fp1,-5.083,-3.688,-2.263,1,P31
B,Agem Kanan,2,Tahan,F7,4.406,5.563,3.304,1,P31
B,Agem Kanan,2,Tahan,Fp1,6.403,4.456,0.866,1,P31
B,Agem Kanan,2,Tahan,T3,5.243,-0.514,2.519,1,P31
B,Agem Kanan,3,Gerak,C3,6.284,3.375,1.892,1,P31
B,Agem Kanan,3,Gerak,F3,-2.237,0.003,0.53,1,P31
B,Agem Kanan,3,Gerak,O1,-7.426,-7.276,-7.665,1,P31
B,Agem Kanan,3,Gerak,P3,-2.519,3.168,0.324,1,P31
B,Agem Kanan,3,Gerak,T3,4.414,0.268,0.071,1,P31
B,Agem Kanan,3,Gerak,T5,-2.236,-2.606,-3.909,1,P31
B,Agem Kanan,3,Naik,C3,2.996,0.021,0.171,1,P31
B,Agem Kanan,3,Naik,C4,1.086,-1.835,-2.721,1,P31
B,Agem Kanan,3,Naik,Fp1,-5.41,-6.369,-5.462,1,P31
B,Agem Kanan,3,Naik,O2,-0.373,-1.34,-2.531,1,P31
B,Agem Kanan,3,Naik,P4,6.185,3.101,1.347,1,P31
B,Agem Kanan,3,Naik,T4,9.233,10.301,8.413,1,P31
B,Agem Kanan,4,Berdiri,Fp1,3.723,0.124,-1.047,1,P31
B,Agem Kanan,4,Gerak,C3,2.417,4.116,0.535,1,P31
B,Agem Kanan,4,Gerak,F7,0.666,4.098,2.138,1,P31
B,Agem Kanan,4,Gerak,Fp1,-2.265,1.123,-0.355,1,P31
B,Agem Kanan,4,Naik,F7,-5.493,1.334,-1.854,1,P31
B,Agem Kanan,4,Naik,Fp1,-7.508,-3.884,-3.944,1,P31
B,Agem Kanan,4,Naik,O1,-7.488,-4.073,-0.689,1,P31
B,Agem Kanan,4,Naik,P3,-1.107,-0.808,-4.809,1,P31
B,Agem Kanan,4,Naik,T5,-2.967,0.073,1.744,1,P31
B,Agem Kiri,1,Berdiri,C3,-3.2,-0.864,-2.641,1,P31
B,Agem Kiri,1,Naik,C3,4.21,1.068,-1.344,1,P31
B,Agem Kiri,1,Naik,F3,1.069,-1.694,-2.359,1,P31
B,Agem Kiri,1,Naik,Fp1,5.465,3.559,2.018,1,P31
B,Agem Kiri,1,Naik,P3,0.564,-0.986,-2.368,1,P31
B,Agem Kiri,1,Naik,T3,8.177,3.761,1.526,1,P31
B,Agem Kiri,2,Gerak,O1,7.989,1.215,-0.489,1,P31
B,Agem Kiri,2,Tahan,C3,2.986,-0.113,1.351,1,P31
B,Agem Kiri,2,Tahan,F3,-3.928,-3.062,-2.507,1,P31
B,Agem Kiri,2,Tahan,F7,-6.776,-5.767,-2.167,1,P31
B,Agem Kiri,2,Tahan,Fp1,-3.075,-5.299,-2.313,1,P31
B,Agem Kiri,2,Tahan,O1,-0.523,-3.173,-2.389,1,P31
B,Agem Kiri,2,Tahan,P3,-2.305,-1.149,-0.723,1,P31
B,Agem Kiri,2,Tahan,T3,2.764,0.573,1.854,1,P31
B,Agem Kiri,3,Berdiri,F3,5.45,2.794,-0.245,1,P31
B,Agem Kiri,3,Gerak,F3,2.628,4.737,0.51,1,P31
B,Agem Kiri,3,Gerak,O1,-9.266,-7.09,-5.611,1,P31
B,Agem Kiri,3,Gerak,P3,1.833,5.283,1.57,1,P31
B,Agem Kiri,3,Gerak,T5,-4.751,-4.816,-4.414,1,P31
B,Agem Kiri,3,Naik,C3,1.871,0.5,-1.453,1,P31
B,Agem Kiri,3,Naik,P3,-4.261,-1.406,-1.515,1,P31
B,Agem Kiri,3,Naik,T3,-2.863,-6.893,-4.598,1,P31
B,Agem Kiri,3,Tahan,C3,-4.359,-12.048,-9.855,1,P31
B,Agem Kiri,3,Tahan,F7,4.445,-0.35,1.774,1,P31
B,Agem Kiri,3,Tahan,Fp1,-1.76,-0.797,0.281,1,P31
B,Agem Kiri,3,Tahan,O1,-2.657,-0.679,0.664,1,P31
B,Agem Kiri,3,Tahan,T5,4.429,-0.257,-2.592,1,P31
B,Agem Kiri,4,Berdiri,O1,-4.136,-8.637,-8.022,1,P31
B,Agem Kiri,4,Berdiri,T5,-1.108,-4.085,-4.9,1,P31
B,Agem Kiri,4,Gerak,F7,-1.886,-3.638,-1.407,1,P31
B,Agem Kiri,4,Gerak,Fp1,-4.246,-5.959,-2.689,1,P31
B,Agem Kiri,4,Gerak,O1,-6.556,-7.841,-4.816,1,P31
B,Agem Kiri,4,Gerak,T5,-7.776,-8.177,-3.912,1,P31
B,Agem Kiri,4,Naik,C3,-3.823,-5.16,-5.263,1,P31
B,Agem Kiri,4,Naik,F3,-0.267,-1.905,0.047,1,P31
B,Agem Kiri,4,Naik,P3,1.08,-1.13,1.227,1,P31
B,Agem Kiri,4,Naik,T3,5.795,-0.444,-0.539,1,P31
B,Agem Kiri,4,Tahan,C3,2.928,0.017,-1.206,1,P31
B,Agem Kiri,4,Tahan,T3,2.353,-6.838,-7.404,1,P31
B,Ngeed,3,Berdiri,F3,3.522,4.205,3.049,1,P31
B,Ngeed,3,Berdiri,F7,-0.363,1.544,0.519,1,P31
B,Ngeed,3,Berdiri,Fp1,-5.691,-3.514,-2.07,1,P31
B,Ngeed,3,Gerak,C4,6.743,1.709,2.375,1,P31
B,Ngeed,3,Gerak,F4,5.663,-0.276,-0.055,1,P31
B,Ngeed,3,Gerak,F7,-1.711,-8.254,-2.515,1,P31
B,Ngeed,3,Gerak,Fp1,-3.148,-7.597,-3.13,1,P31
B,Ngeed,3,Gerak,Fp2,9.281,7.805,2.738,1,P31
B,Ngeed,3,Gerak,O1,-2.529,-4.994,-1.367,1,P31
B,Ngeed,3,Gerak,O2,5.074,2.161,0.244,1,P31
B,Ngeed,3,Gerak,T3,-1.087,-6.148,-8.852,1,P31
B,Ngeed,3,Gerak,T5,-4.652,-5.506,-2.627,1,P31
B,Ngeed,3,Gerak,T6,10.685,3.798,3.557,1,P31
B,Ngeed,3,Naik,F7,4.908,-0.328,1.584,1,P31
B,Ngeed,3,Naik,Fp1,-2.783,-2.295,-0.635,1,P31
B,Ngeed,3,Tahan,C3,2.349,-0.421,-1.137,1,P31
B,Ngeed,3,Tahan,F7,0.861,-1.278,-3.04,1,P31
B,Ngeed,3,Tahan,Fp1,-2.721,-3.145,-3.292,1,P31
B,Ngeed,3,Tahan,O1,-2.004,-2.543,-1.467,1,P31
B,Ngeed,3,Tahan,T5,0.373,-2.939,-0.171,1,P31
B,Ngeed,4,Berdiri,F7,4.375,3.649,-0.138,1,P31
B,Ngeed,4,Berdiri,Fp1,-3.689,-1.905,-5.187,1,P31
B,Ngeed,4,Gerak,C3,10.323,5.785,3.697,1,P31
B,Ngeed,4,Gerak,F7,-0.738,-0.806,-2.576,1,P31
B,Ngeed,4,Gerak,Fp1,-4.5,-2.111,-2.495,1,P31
B,Ngeed,4,Gerak,O1,-2.978,-2.569,-2.733,1,P31
B,Ngeed,4,Gerak,T5,-5.987,-0.868,-2.542,1,P31
B,Ngeed,4,Naik,C3,1.99,-0.363,-2.034,1,P31
B,Ngeed,4,Naik,F4,6.075,-0.174,0.38,1,P31
B,Ngeed,4,Naik,F7,2.57,-2.033,0.305,1,P31
B,Ngeed,4,Naik,Fp1,-1.312,-4.821,-2.17,1,P31
B,Ngeed,4,Tahan,C3,3.057,1.928,1.897,1,P31
B,Ngeed,4,Tahan,F7,-0.826,-1.066,0.925,1,P31
B,Ngeed,4,Tahan,Fp1,-1.887,-2.356,-0.471,1,P31
B,Ngeed,4,Tahan,O1,-3.048,-5.195,-0.789,1,P31
B,Ngeed,4,Tahan,T3,-1.074,-0.445,2.572,1,P31
B,Ngeed,4,Tahan,T5,-0.332,-3.734,-1.406,1,P31
E,Agem Kanan,1,Berdiri,C3,5.048,1.585,3.52,14,P31
E,Agem Kanan,1,Berdiri,C4,3.442,-0.892,5.286,1,P31
E,Agem Kanan,1,Berdiri,F3,5.061,2.673,3.243,16,P31
E,Agem Kanan,1,Berdiri,F4,5.12,2.317,4.056,4,P31
E,Agem Kanan,1,Berdiri,F7,6.172,4.23,6.887,10,P31
E,Agem Kanan,1,Berdiri,Fp1,5.11,1.075,2.289,11,P31
E,Agem Kanan,1,Berdiri,Fp2,11.631,7.7,9.856,2,P31
E,Agem Kanan,1,Berdiri,O2,9.253,3.756,6.747,2,P31
E,Agem Kanan,1,Berdiri,P3,4.427,3.421,2.968,18,P31
E,Agem Kanan,1,Berdiri,P4,10.302,6.329,12.787,1,P31
E,Agem Kanan,1,Berdiri,T3,6.402,2.733,3.399,12,P31
E,Agem Kanan,1,Berdiri,T5,-4.626,1.365,5.62,2,P31
E,Agem Kanan,1,Berdiri,T6,1.676,3.547,10.931,1,P31
E,Agem Kanan,1,Gerak,C3,3.128,-0.276,0.058,11,P31
E,Agem Kanan,1,Gerak,F3,-1.631,-4.879,-3.385,11,P31
E,Agem Kanan,1,Gerak,F4,6.201,-3.758,-1.089,1,P31
E,Agem Kanan,1,Gerak,F7,5.122,3.626,2.458,11,P31
E,Agem Kanan,1,Gerak,Fp1,1.088,-0.728,1.176,11,P31
E,Agem Kanan,1,Gerak,Fp2,13.879,5.962,6.722,1,P31
E,Agem Kanan,1,Gerak,O1,0.281,-2.402,-2.619,11,P31
E,Agem Kanan,1,Gerak,O2,12.785,1.97,2.219,1,P31
E,Agem Kanan,1,Gerak,P3,-1.573,-3.573,-5.79,11,P31
E,Agem Kanan,1,Gerak,T3,4.583,-1.173,-0.794,7,P31
E,Agem Kanan,1,Gerak,T5,6.607,2.366,0.328,4,P31
E,Agem Kanan,1,Naik,C3,0.534,2.871,-0.623,2,P31
E,Agem Kanan,1,Naik,F3,7.581,4.503,-2.047,2,P31
E,Agem Kanan,1,Naik,F7,4.059,1.857,6.389,7,P31
E,Agem Kanan,1,Naik,Fp1,-0.925,-2.796,-1.802,7,P31
E,Agem Kanan,1,Naik,O1,-2.554,-3.424,-2.356,2,P31
E,Agem Kanan,1,Naik,P3,-0.934,-2.064,-2.484,1,P31
E,Agem Kanan,1,Naik,T3,-3.015,-1.731,-2.609,2,P31
E,Agem Kanan,1,Tahan,C3,0.38,-2.681,-0.765,9,P31
E,Agem Kanan,1,Tahan,F3,-1.581,-3.606,-2.757,10,P31
E,Agem Kanan,1,Tahan,F4,7.88,6.822,2.873,2,P31
E,Agem Kanan,1,Tahan,F7,1.23,-1.928,2.134,9,P31
E,Agem Kanan,1,Tahan,Fp1,-0.044,-2.79,-0.125,9,P31
E,Agem Kanan,1,Tahan,Fp2,11.837,10.863,6.314,2,P31
E,Agem Kanan,1,Tahan,O1,-0.157,-1.481,-2.842,7,P31
E,Agem Kanan,1,Tahan,O2,9.02,0.614,1.063,3,P31
E,Agem Kanan,1,Tahan,P3,-2.694,-6.409,-3.149,9,P31
E,Agem Kanan,1,Tahan,T3,-0.656,-5.042,-2.294,9,P31
E,Agem Kanan,2,Berdiri,C3,-0.139,-1.167,-0.298,14,P31
E,Agem Kanan,2,Berdiri,C4,4.226,3.949,2.07,11,P31
E,Agem Kanan,2,Berdiri,F3,-2.149,-3.564,-2.922,13,P31
E,Agem Kanan,2,Berdiri,F4,1.499,1.471,0.207,12,P31
E,Agem Kanan,2,Berdiri,F7,1.134,0.678,1.626,15,P31
E,Agem Kanan,2,Berdiri,F8,4.466,1.9,-1.34,5,P31
E,Agem Kanan,2,Berdiri,Fp1,0.237,-0.57,-0.662,16,P31
E,Agem Kanan,2,Berdiri,Fp2,8.688,11.057,6.505,12,P31
E,Agem Kanan,2,Berdiri,O1,3.619,-0.842,-2.085,13,P31
E,Agem Kanan,2,Berdiri,O2,4.882,2.872,0.439,12,P31
E,Agem Kanan,2,Berdiri,P3,-1.412,-2.198,-2.317,15,P31
E,Agem Kanan,2,Berdiri,P4,6.731,10.301,7.496,11,P31
E,Agem Kanan,2,Berdiri,T3,-2.759,-4.005,-2.409,18,P31
E,Agem Kanan,2,Berdiri,T4,11.7,9.75,10.0,2,P31
E,Agem Kanan,2,Berdiri,T5,5.382,-0.13,-0.975,8,P31
E,Agem Kanan,2,Berdiri,T6,9.135,11.111,7.974,7,P31
E,Agem Kanan,2,Gerak,F3,-1.551,0.302,-0.912,1,P31
E,Agem Kanan,2,Gerak,F4,-3.374,-2.356,-4.826,1,P31
E,Agem Kanan,2,Gerak,P3,-4.82,-6.289,-5.849,1,P31
E,Agem Kanan,2,Gerak,T3,1.929,-1.689,-8.617,1,P31
E,Agem Kanan,2,Naik,F3,2.706,3.394,1.82,1,P31
E,Agem Kanan,2,Tahan,C3,1.973,1.819,3.588,8,P31
E,Agem Kanan,2,Tahan,F3,4.473,4.002,3.621,3,P31
E,Agem Kanan,2,Tahan,F7,1.481,2.821,4.51,12,P31
E,Agem Kanan,2,Tahan,Fp1,1.948,0.771,2.014,13,P31
E,Agem Kanan,2,Tahan,O1,0.787,8.027,5.827,2,P31
E,Agem Kanan,2,Tahan,P3,2.296,2.301,2.518,9,P31
E,Agem Kanan,2,Tahan,T3,3.023,0.521,2.869,13,P31
E,Agem Kanan,3,Berdiri,C3,4.355,2.211,-0.157,16,P31
E,Agem Kanan,3,Berdiri,C4,1.642,-2.2,-0.93,18,P31
E,Agem Kanan,3,Berdiri,F3,2.474,-2.154,-0.382,25,P31
E,Agem Kanan,3,Berdiri,F4,1.804,-1.654,-1.283,21,P31
E,Agem Kanan,3,Berdiri,F7,-3.064,-2.128,-2.204,12,P31
E,Agem Kanan,3,Berdiri,F8,0.018,-3.894,-2.799,21,P31
E,Agem Kanan,3,Berdiri,Fp1,-3.898,-4.272,-4.423,14,P31
E,Agem Kanan,3,Berdiri,Fp2,0.316,2.045,-0.219,14,P31
E,Agem Kanan,3,Berdiri,O1,-4.743,-5.318,-4.741,19,P31
E,Agem Kanan,3,Berdiri,O2,-2.659,-2.312,-3.47,14,P31
E,Agem Kanan,3,Berdiri,P3,2.55,-0.955,0.821,22,P31
E,Agem Kanan,3,Berdiri,P4,-2.054,-1.855,-1.911,10,P31
E,Agem Kanan,3,Berdiri,T3,3.175,-2.079,-0.679,24,P31
E,Agem Kanan,3,Berdiri,T4,5.919,5.141,4.805,11,P31
E,Agem Kanan,3,Berdiri,T5,-3.372,-3.157,-2.535,22,P31
E,Agem Kanan,3,Berdiri,T6,11.312,6.922,8.467,4,P31
E,Agem Kanan,3,Gerak,C3,8.561,0.843,1.569,3,P31
E,Agem Kanan,3,Gerak,F3,3.829,2.076,1.822,6,P31
E,Agem Kanan,3,Gerak,F7,-1.686,-2.096,-3.426,6,P31
E,Agem Kanan,3,Gerak,Fp1,-3.763,-5.526,-5.795,6,P31
E,Agem Kanan,3,Gerak,O1,-4.434,-4.794,-6.019,7,P31
E,Agem Kanan,3,Gerak,O2,8.313,6.643,4.737,5,P31
E,Agem Kanan,3,Gerak,P3,4.932,5.192,1.075,7,P31
E,Agem Kanan,3,Gerak,P4,6.31,2.23,9.678,2,P31
E,Agem Kanan,3,Gerak,T3,5.052,4.976,-0.217,4,P31
E,Agem Kanan,3,Gerak,T5,-0.269,0.457,-2.828,7,P31
E,Agem Kanan,3,Naik,C3,2.886,1.124,0.856,4,P31
E,Agem Kanan,3,Naik,C4,1.344,-1.694,-2.622,4,P31
E,Agem Kanan,3,Naik,F7,-2.459,-0.296,-0.579,2,P31
E,Agem Kanan,3,Naik,Fp1,-6.103,-6.507,-5.596,3,P31
E,Agem Kanan,3,Naik,O2,-1.344,-2.266,-3.952,4,P31
E,Agem Kanan,3,Naik,P4,6.784,3.077,0.572,7,P31
E,Agem Kanan,3,Naik,T3,-15.38,-14.024,-12.511,3,P31
E,Agem Kanan,3,Naik,T4,10.429,10.097,8.461,3,P31
E,Agem Kanan,3,Naik,T6,8.205,4.869,5.447,2,P31
E,Agem Kanan,3,Tahan,C3,0.849,-7.363,-1.996,6,P31
E,Agem Kanan,3,Tahan,C4,-4.936,-9.116,-8.03,1,P31
E,Agem Kanan,3,Tahan,F3,-14.3,-12.584,-11.814,1,P31
E,Agem Kanan,3,Tahan,F7,5.73,3.012,2.077,7,P31
E,Agem Kanan,3,Tahan,F8,3.609,-1.44,-1.723,4,P31
E,Agem Kanan,3,Tahan,Fp1,-0.259,-0.456,-2.204,7,P31
E,Agem Kanan,3,Tahan,Fp2,6.668,5.479,3.715,4,P31
E,Agem Kanan,3,Tahan,O1,-3.265,-1.313,-2.743,5,P31
E,Agem Kanan,3,Tahan,O2,1.09,-3.203,-4.532,5,P31
E,Agem Kanan,3,Tahan,P4,8.019,4.517,0.939,4,P31
E,Agem Kanan,3,Tahan,T3,-0.493,-3.722,0.484,2,P31
E,Agem Kanan,3,Tahan,T4,10.625,5.053,5.811,3,P31
E,Agem Kanan,3,Tahan,T5,2.605,0.998,-0.6,2,P31
E,Agem Kanan,3,Tahan,T6,9.446,0.394,0.414,2,P31
E,Agem Kanan,4,Berdiri,C3,4.272,2.438,1.7,17,P31
E,Agem Kanan,4,Berdiri,C4,-3.937,-4.074,-0.031,1,P31
E,Agem Kanan,4,Berdiri,F3,-0.059,-2.027,0.52,9,P31
E,Agem Kanan,4,Berdiri,F7,5.424,0.758,3.53,4,P31
E,Agem Kanan,4,Berdiri,F8,-5.104,-5.189,-4.159,6,P31
E,Agem Kanan,4,Berdiri,Fp1,2.149,-2.733,-0.77,7,P31
E,Agem Kanan,4,Berdiri,Fp2,3.915,1.622,4.369,1,P31
E,Agem Kanan,4,Berdiri,O1,4.032,1.241,0.808,1,P31
E,Agem Kanan,4,Berdiri,P3,1.404,-1.08,1.55,9,P31
E,Agem Kanan,4,Berdiri,T3,0.069,-1.273,0.372,10,P31
E,Agem Kanan,4,Berdiri,T4,5.076,8.591,9.091,5,P31
E,Agem Kanan,4,Berdiri,T6,4.096,-0.624,3.563,4,P31
E,Agem Kanan,4,Gerak,C3,1.306,3.353,1.91,5,P31
E,Agem Kanan,4,Gerak,F7,-2.612,1.457,-0.75,10,P31
E,Agem Kanan,4,Gerak,Fp1,-2.738,0.515,-1.63,5,P31
E,Agem Kanan,4,Gerak,O2,7.347,3.188,2.055,3,P31
E,Agem Kanan,4,Naik,F3,3.574,5.124,2.405,2,P31
E,Agem Kanan,4,Naik,F7,-4.48,0.981,-2.125,3,P31
E,Agem Kanan,4,Naik,Fp1,0.567,-2.817,-2.201,5,P31
E,Agem Kanan,4,Naik,O1,-8.049,-4.497,-1.004,3,P31
E,Agem Kanan,4,Naik,O2,8.315,5.562,5.222,1,P31
E,Agem Kanan,4,Naik,P3,-1.02,-1.202,-4.94,3,P31
E,Agem Kanan,4,Naik,T5,-2.85,-0.159,1.671,3,P31
E,Agem Kanan,4,Tahan,C3,4.509,-1.634,1.099,8,P31
E,Agem Kanan,4,Tahan,F3,3.215,-3.207,-0.847,5,P31
E,Agem Kanan,4,Tahan,F7,-8.098,-4.114,-4.298,1,P31
E,Agem Kanan,4,Tahan,F8,1.774,-2.749,-4.482,6,P31
E,Agem Kanan,4,Tahan,Fp1,-11.629,-7.288,-5.632,2,P31
E,Agem Kanan,4,Tahan,Fp2,3.49,3.292,4.645,3,P31
E,Agem Kanan,4,Tahan,O1,-6.885,-8.902,-6.317,5,P31
E,Agem Kanan,4,Tahan,O2,9.461,5.957,5.218,3,P31
E,Agem Kanan,4,Tahan,P4,7.588,5.014,5.739,4,P31
E,Agem Kanan,4,Tahan,T3,4.303,-0.623,1.009,2,P31
E,Agem Kanan,4,Tahan,T5,-4.341,-7.162,-2.859,8,P31
E,Agem Kiri,1,Berdiri,C3,-2.443,-2.588,-2.712,9,P31
E,Agem Kiri,1,Berdiri,F3,4.863,-2.289,-4.192,2,P31
E,Agem Kiri,1,Berdiri,F7,7.289,7.793,5.159,3,P31
E,Agem Kiri,1,Berdiri,Fp1,5.779,1.943,1.449,3,P31
E,Agem Kiri,1,Berdiri,T3,-2.945,-9.893,-5.288,6,P31
E,Agem Kiri,1,Gerak,F3,-3.357,-5.727,-5.114,5,P31
E,Agem Kiri,1,Gerak,Fp1,5.728,4.068,4.979,2,P31
E,Agem Kiri,1,Gerak,P3,-3.511,-6.15,-1.816,2,P31
E,Agem Kiri,1,Gerak,T3,-0.507,-2.783,-2.621,4,P31
E,Agem Kiri,1,Naik,C3,5.552,2.009,-0.509,4,P31
E,Agem Kiri,1,Naik,F3,0.074,-2.318,-2.911,4,P31
E,Agem Kiri,1,Naik,F7,0.424,4.903,6.018,1,P31
E,Agem Kiri,1,Naik,Fp1,6.801,4.189,2.913,3,P31
E,Agem Kiri,1,Naik,P3,0.852,-2.778,-1.181,4,P31
E,Agem Kiri,1,Naik,T3,8.924,4.299,2.157,4,P31
E,Agem Kiri,1,Tahan,C3,2.523,-1.397,-0.107,24,P31
E,Agem Kiri,1,Tahan,C4,3.223,-1.981,-1.723,14,P31
E,Agem Kiri,1,Tahan,F3,0.677,-3.431,-1.023,23,P31
E,Agem Kiri,1,Tahan,F4,4.785,-0.33,-1.094,27,P31
E,Agem Kiri,1,Tahan,F7,1.592,1.435,2.896,26,P31
E,Agem Kiri,1,Tahan,F8,2.292,0.284,-0.586,13,P31
E,Agem Kiri,1,Tahan,Fp1,0.968,-3.251,-0.826,24,P31
E,Agem Kiri,1,Tahan,Fp2,10.506,9.355,4.225,23,P31
E,Agem Kiri,1,Tahan,O1,0.676,-1.526,-1.283,30,P31
E,Agem Kiri,1,Tahan,O2,5.646,3.246,-0.994,10,P31
E,Agem Kiri,1,Tahan,P3,1.584,-2.703,-0.662,22,P31
E,Agem Kiri,1,Tahan,P4,7.293,6.225,3.463,8,P31
E,Agem Kiri,1,Tahan,T3,1.507,-2.521,-1.716,25,P31
E,Agem Kiri,1,Tahan,T4,8.682,14.652,9.471,4,P31
E,Agem Kiri,1,Tahan,T5,3.534,1.53,0.239,24,P31
E,Agem Kiri,1,Tahan,T6,8.029,13.096,5.294,5,P31
E,Agem Kiri,2,Berdiri,C3,4.112,0.996,-0.573,20,P31
E,Agem Kiri,2,Berdiri,C4,1.422,0.081,-0.009,11,P31
E,Agem Kiri,2,Berdiri,F3,1.152,-0.883,-1.977,29,P31
E,Agem Kiri,2,Berdiri,F4,5.14,0.345,0.005,20,P31
E,Agem Kiri,2,Berdiri,F7,4.919,0.582,-0.38,26,P31
E,Agem Kiri,2,Berdiri,F8,1.942,0.96,-2.096,3,P31
E,Agem Kiri,2,Berdiri,Fp1,-0.445,-1.383,-2.405,24,P31
E,Agem Kiri,2,Berdiri,Fp2,10.418,7.129,4.634,23,P31
E,Agem Kiri,2,Berdiri,O1,2.175,-2.542,-1.809,20,P31
E,Agem Kiri,2,Berdiri,O2,7.012,1.577,0.735,23,P31
E,Agem Kiri,2,Berdiri,P3,-0.581,-1.5,-2.66,29,P31
E,Agem Kiri,2,Berdiri,P4,8.26,7.329,7.417,20,P31
E,Agem Kiri,2,Berdiri,T3,4.318,0.393,-0.336,28,P31
E,Agem Kiri,2,Berdiri,T4,9.574,4.102,5.747,5,P31
E,Agem Kiri,2,Berdiri,T5,5.337,-0.323,-1.503,13,P31
E,Agem Kiri,2,Berdiri,T6,6.408,1.386,6.298,5,P31
E,Agem Kiri,2,Gerak,C3,13.83,6.486,-1.042,1,P31
E,Agem Kiri,2,Gerak,F3,1.674,-0.45,-3.227,1,P31
E,Agem Kiri,2,Gerak,F7,12.841,9.387,4.638,3,P31
E,Agem Kiri,2,Gerak,Fp1,2.031,-1.644,-1.855,1,P31
E,Agem Kiri,2,Gerak,O1,7.299,-0.815,-1.326,7,P31
E,Agem Kiri,2,Gerak,P3,0.899,-0.718,-3.394,1,P31
E,Agem Kiri,2,Gerak,T3,7.725,1.1,1.689,3,P31
E,Agem Kiri,2,Naik,T3,-10.121,-7.218,-6.859,1,P31
E,Agem Kiri,2,Tahan,C3,4.126,0.815,1.171,15,P31
E,Agem Kiri,2,Tahan,C4,2.29,-2.062,-1.729,4,P31
E,Agem Kiri,2,Tahan,F3,0.109,-0.386,-0.825,13,P31
E,Agem Kiri,2,Tahan,F4,10.357,8.544,3.064,4,P31
E,Agem Kiri,2,Tahan,F7,5.0,1.962,2.061,15,P31
E,Agem Kiri,2,Tahan,Fp1,3.218,-1.897,-0.385,16,P31
E,Agem Kiri,2,Tahan,Fp2,14.082,13.175,8.716,11,P31
E,Agem Kiri,2,Tahan,O1,1.849,-0.612,-0.868,5,P31
E,Agem Kiri,2,Tahan,O2,5.739,3.042,3.018,9,P31
E,Agem Kiri,2,Tahan,P3,1.603,0.824,0.62,13,P31
E,Agem Kiri,2,Tahan,P4,3.481,3.348,6.75,8,P31
E,Agem Kiri,2,Tahan,T3,5.305,1.021,2.048,16,P31
E,Agem Kiri,2,Tahan,T5,4.598,1.365,1.834,6,P31
E,Agem Kiri,3,Berdiri,C3,3.671,-1.03,-0.524,18,P31
E,Agem Kiri,3,Berdiri,C4,4.336,3.899,-2.229,4,P31
E,Agem Kiri,3,Berdiri,F3,3.81,0.302,-0.036,22,P31
E,Agem Kiri,3,Berdiri,F4,4.595,2.99,0.348,14,P31
E,Agem Kiri,3,Berdiri,F7,0.12,-1.689,-2.28,15,P31
E,Agem Kiri,3,Berdiri,F8,2.27,0.275,-3.131,4,P31
E,Agem Kiri,3,Berdiri,Fp1,-3.633,-3.472,-4.6,15,P31
E,Agem Kiri,3,Berdiri,Fp2,9.164,5.909,4.13,17,P31
E,Agem Kiri,3,Berdiri,O1,-3.582,-4.084,-5.199,19,P31
