metode,gerakan,rep,fase,kanal,theta_db,mu_db,beta_db,n_potongan,participant_id,varian
TE,Agem Kanan,1,Berdiri,C3,-2.534,-1.537,-3.49,5,P08,A0_dasar
TE,Agem Kanan,1,Berdiri,C4,-2.364,-2.42,-1.603,11,P08,A0_dasar
TE,Agem Kanan,1,Berdiri,F3,2.904,0.824,1.174,2,P08,A0_dasar
TE,Agem Kanan,1,Berdiri,F4,4.743,3.506,2.582,9,P08,A0_dasar
TE,Agem Kanan,1,Berdiri,F7,-2.196,-7.457,-2.139,1,P08,A0_dasar
TE,Agem Kanan,1,Berdiri,F8,6.039,5.366,4.064,11,P08,A0_dasar
TE,Agem Kanan,1,Berdiri,Fp1,-2.004,0.541,-4.052,4,P08,A0_dasar
TE,Agem Kanan,1,Berdiri,Fp2,1.787,1.601,1.134,11,P08,A0_dasar
TE,Agem Kanan,1,Berdiri,O1,-8.25,-4.299,-6.937,1,P08,A0_dasar
TE,Agem Kanan,1,Berdiri,O2,3.073,1.14,1.966,10,P08,A0_dasar
TE,Agem Kanan,1,Berdiri,P3,-5.721,-4.699,-5.33,5,P08,A0_dasar
TE,Agem Kanan,1,Berdiri,P4,1.809,-0.978,-0.885,11,P08,A0_dasar
TE,Agem Kanan,1,Berdiri,T3,-0.549,-0.754,-2.441,1,P08,A0_dasar
TE,Agem Kanan,1,Berdiri,T4,8.411,6.572,2.802,11,P08,A0_dasar
TE,Agem Kanan,1,Berdiri,T5,-4.517,-1.885,-4.365,9,P08,A0_dasar
TE,Agem Kanan,1,Berdiri,T6,-2.478,-2.05,-2.418,10,P08,A0_dasar
TE,Agem Kanan,1,Gerak,F3,10.808,9.3,13.378,2,P08,A0_dasar
TE,Agem Kanan,1,Gerak,F7,-1.585,-8.642,-0.807,2,P08,A0_dasar
TE,Agem Kanan,1,Gerak,F8,-5.167,-4.181,0.614,2,P08,A0_dasar
TE,Agem Kanan,1,Gerak,Fp1,-2.086,1.716,1.074,2,P08,A0_dasar
TE,Agem Kanan,1,Gerak,Fp2,0.12,-0.438,2.803,2,P08,A0_dasar
TE,Agem Kanan,1,Gerak,O1,2.826,2.781,0.782,2,P08,A0_dasar
TE,Agem Kanan,1,Gerak,T3,2.956,-0.527,5.437,2,P08,A0_dasar
TE,Agem Kanan,1,Gerak,T4,2.027,1.288,4.104,2,P08,A0_dasar
TE,Agem Kanan,1,Naik,F7,2.745,7.27,3.812,2,P08,A0_dasar
TE,Agem Kanan,1,Naik,F8,4.058,5.486,4.542,2,P08,A0_dasar
TE,Agem Kanan,1,Naik,Fp1,-1.299,5.977,4.158,2,P08,A0_dasar
TE,Agem Kanan,1,Naik,Fp2,1.639,5.871,5.71,1,P08,A0_dasar
TE,Agem Kanan,1,Naik,O1,-2.524,-4.0,-1.767,2,P08,A0_dasar
TE,Agem Kanan,1,Naik,T3,-0.79,8.36,4.711,2,P08,A0_dasar
TE,Agem Kanan,1,Naik,T4,3.994,10.987,6.569,2,P08,A0_dasar
TE,Agem Kanan,1,Tahan,C3,-0.384,4.724,1.798,6,P08,A0_dasar
TE,Agem Kanan,1,Tahan,C4,5.634,5.665,4.599,10,P08,A0_dasar
TE,Agem Kanan,1,Tahan,F3,-4.458,0.853,0.315,3,P08,A0_dasar
TE,Agem Kanan,1,Tahan,F4,7.662,9.566,10.052,7,P08,A0_dasar
TE,Agem Kanan,1,Tahan,F7,2.256,4.946,2.216,10,P08,A0_dasar
TE,Agem Kanan,1,Tahan,F8,8.083,10.757,8.254,8,P08,A0_dasar
TE,Agem Kanan,1,Tahan,Fp1,4.049,5.746,1.899,9,P08,A0_dasar
TE,Agem Kanan,1,Tahan,Fp2,6.376,7.219,3.973,4,P08,A0_dasar
TE,Agem Kanan,1,Tahan,O1,-4.833,-2.302,-3.068,6,P08,A0_dasar
TE,Agem Kanan,1,Tahan,O2,3.955,3.801,4.621,9,P08,A0_dasar
TE,Agem Kanan,1,Tahan,P3,-0.866,1.895,1.347,3,P08,A0_dasar
TE,Agem Kanan,1,Tahan,P4,9.742,9.373,5.868,10,P08,A0_dasar
TE,Agem Kanan,1,Tahan,T3,-3.945,2.925,2.676,5,P08,A0_dasar
TE,Agem Kanan,1,Tahan,T4,12.552,10.19,10.693,8,P08,A0_dasar
TE,Agem Kanan,1,Tahan,T5,0.026,-1.256,-1.599,7,P08,A0_dasar
TE,Agem Kanan,1,Tahan,T6,1.604,4.346,0.659,6,P08,A0_dasar
TE,Agem Kanan,2,Berdiri,C3,1.495,0.036,-0.838,13,P08,A0_dasar
TE,Agem Kanan,2,Berdiri,C4,-4.574,-2.27,-2.952,9,P08,A0_dasar
TE,Agem Kanan,2,Berdiri,F3,-1.578,1.391,0.513,12,P08,A0_dasar
TE,Agem Kanan,2,Berdiri,F4,1.029,0.9,-1.017,13,P08,A0_dasar
TE,Agem Kanan,2,Berdiri,F7,-0.068,2.837,0.776,11,P08,A0_dasar
TE,Agem Kanan,2,Berdiri,F8,4.553,4.046,1.178,13,P08,A0_dasar
TE,Agem Kanan,2,Berdiri,Fp2,3.092,1.523,1.072,13,P08,A0_dasar
TE,Agem Kanan,2,Berdiri,O1,0.251,-0.597,-0.225,9,P08,A0_dasar
TE,Agem Kanan,2,Berdiri,O2,3.236,2.242,0.287,13,P08,A0_dasar
TE,Agem Kanan,2,Berdiri,P3,-2.678,-3.697,-1.754,13,P08,A0_dasar
TE,Agem Kanan,2,Berdiri,P4,0.204,0.846,-1.327,10,P08,A0_dasar
TE,Agem Kanan,2,Berdiri,T3,0.078,-0.613,-1.19,9,P08,A0_dasar
TE,Agem Kanan,2,Berdiri,T4,8.728,6.564,1.904,13,P08,A0_dasar
TE,Agem Kanan,2,Berdiri,T5,-0.469,-0.177,-2.718,13,P08,A0_dasar
TE,Agem Kanan,2,Berdiri,T6,-1.009,-0.875,-2.891,13,P08,A0_dasar
TE,Agem Kanan,2,Gerak,F3,3.531,6.122,7.112,1,P08,A0_dasar
TE,Agem Kanan,2,Gerak,F7,0.4,-1.428,-3.258,2,P08,A0_dasar
TE,Agem Kanan,2,Gerak,F8,-3.63,-1.36,-4.588,2,P08,A0_dasar
TE,Agem Kanan,2,Gerak,Fp1,0.899,5.029,-0.137,2,P08,A0_dasar
TE,Agem Kanan,2,Gerak,Fp2,-2.617,2.182,-3.268,2,P08,A0_dasar
TE,Agem Kanan,2,Gerak,O1,-0.92,4.029,-0.004,2,P08,A0_dasar
TE,Agem Kanan,2,Gerak,T3,-0.233,0.562,-0.546,2,P08,A0_dasar
TE,Agem Kanan,2,Gerak,T4,2.503,6.354,-0.159,2,P08,A0_dasar
TE,Agem Kanan,2,Naik,F8,14.208,7.563,7.319,1,P08,A0_dasar
TE,Agem Kanan,2,Naik,Fp1,3.2,-0.58,0.914,1,P08,A0_dasar
TE,Agem Kanan,2,Naik,Fp2,-1.579,2.4,0.017,2,P08,A0_dasar
TE,Agem Kanan,2,Naik,O1,4.501,1.331,2.488,1,P08,A0_dasar
TE,Agem Kanan,2,Naik,T4,9.271,5.316,2.351,1,P08,A0_dasar
TE,Agem Kanan,2,Naik,T6,3.266,-3.301,-0.743,1,P08,A0_dasar
TE,Agem Kanan,2,Tahan,C3,-1.193,0.436,0.246,7,P08,A0_dasar
TE,Agem Kanan,2,Tahan,C4,4.832,3.838,2.819,12,P08,A0_dasar
TE,Agem Kanan,2,Tahan,F3,0.201,-0.272,2.189,5,P08,A0_dasar
TE,Agem Kanan,2,Tahan,F4,8.384,7.807,8.011,8,P08,A0_dasar
TE,Agem Kanan,2,Tahan,F7,0.352,-1.252,0.309,4,P08,A0_dasar
TE,Agem Kanan,2,Tahan,F8,11.79,9.964,5.601,10,P08,A0_dasar
TE,Agem Kanan,2,Tahan,Fp1,-0.562,-1.586,-1.588,5,P08,A0_dasar
TE,Agem Kanan,2,Tahan,Fp2,6.039,6.833,6.051,8,P08,A0_dasar
TE,Agem Kanan,2,Tahan,O1,-0.713,-1.906,-2.556,3,P08,A0_dasar
TE,Agem Kanan,2,Tahan,O2,1.405,2.41,1.167,12,P08,A0_dasar
TE,Agem Kanan,2,Tahan,P3,-4.278,-2.352,-1.594,7,P08,A0_dasar
TE,Agem Kanan,2,Tahan,P4,12.487,9.376,10.291,12,P08,A0_dasar
TE,Agem Kanan,2,Tahan,T3,-2.758,-0.1,0.282,4,P08,A0_dasar
TE,Agem Kanan,2,Tahan,T4,8.477,5.684,3.488,12,P08,A0_dasar
TE,Agem Kanan,2,Tahan,T5,-2.66,-2.064,-2.456,12,P08,A0_dasar
TE,Agem Kanan,2,Tahan,T6,5.285,0.131,-2.516,12,P08,A0_dasar
TE,Agem Kanan,3,Berdiri,C3,-4.033,-9.216,-9.571,3,P08,A0_dasar
TE,Agem Kanan,3,Berdiri,C4,0.165,2.168,0.797,10,P08,A0_dasar
TE,Agem Kanan,3,Berdiri,F4,4.068,-1.303,-0.508,10,P08,A0_dasar
TE,Agem Kanan,3,Berdiri,F8,7.932,4.555,0.634,10,P08,A0_dasar
TE,Agem Kanan,3,Berdiri,Fp2,1.123,1.421,-0.631,10,P08,A0_dasar
TE,Agem Kanan,3,Berdiri,O1,-11.331,-12.171,-11.059,2,P08,A0_dasar
TE,Agem Kanan,3,Berdiri,O2,2.804,2.058,-0.947,10,P08,A0_dasar
TE,Agem Kanan,3,Berdiri,P4,7.907,-0.594,0.637,10,P08,A0_dasar
TE,Agem Kanan,3,Berdiri,T4,10.325,8.038,2.991,10,P08,A0_dasar
TE,Agem Kanan,3,Berdiri,T5,-9.864,-13.687,-12.487,5,P08,A0_dasar
TE,Agem Kanan,3,Berdiri,T6,-1.633,-1.689,-4.121,10,P08,A0_dasar
TE,Agem Kanan,3,Gerak,C3,-3.236,-11.193,-13.68,2,P08,A0_dasar
TE,Agem Kanan,3,Gerak,C4,-5.351,-1.252,1.132,1,P08,A0_dasar
TE,Agem Kanan,3,Gerak,F4,-1.954,-3.219,-0.22,2,P08,A0_dasar
TE,Agem Kanan,3,Gerak,F8,-0.974,-2.259,-2.07,2,P08,A0_dasar
TE,Agem Kanan,3,Gerak,Fp2,-0.799,3.2,-4.897,2,P08,A0_dasar
TE,Agem Kanan,3,Gerak,O1,-12.358,-12.185,-14.207,1,P08,A0_dasar
TE,Agem Kanan,3,Gerak,O2,0.365,-4.405,-1.695,1,P08,A0_dasar
TE,Agem Kanan,3,Gerak,P4,6.527,1.578,1.98,2,P08,A0_dasar
TE,Agem Kanan,3,Gerak,T4,-0.913,-2.3,-1.571,1,P08,A0_dasar
TE,Agem Kanan,3,Gerak,T5,-9.452,-9.829,-12.077,1,P08,A0_dasar
TE,Agem Kanan,3,Gerak,T6,-1.586,-2.572,-3.474,1,P08,A0_dasar
TE,Agem Kanan,3,Naik,C3,-4.605,-2.065,-6.544,2,P08,A0_dasar
TE,Agem Kanan,3,Naik,C4,2.161,-0.769,1.193,2,P08,A0_dasar
TE,Agem Kanan,3,Naik,F3,0.59,0.379,-2.781,2,P08,A0_dasar
TE,Agem Kanan,3,Naik,F4,1.767,-1.329,-0.56,1,P08,A0_dasar
TE,Agem Kanan,3,Naik,F7,-5.398,-6.15,-4.038,2,P08,A0_dasar
TE,Agem Kanan,3,Naik,Fp1,-3.27,-2.386,-4.72,2,P08,A0_dasar
TE,Agem Kanan,3,Naik,Fp2,4.188,-0.697,-0.741,1,P08,A0_dasar
TE,Agem Kanan,3,Naik,O1,1.28,-0.548,-1.381,2,P08,A0_dasar
TE,Agem Kanan,3,Naik,O2,-2.69,1.692,-4.726,1,P08,A0_dasar
TE,Agem Kanan,3,Naik,P3,-6.804,-5.715,-7.856,2,P08,A0_dasar
TE,Agem Kanan,3,Naik,P4,13.503,11.965,10.389,2,P08,A0_dasar
TE,Agem Kanan,3,Naik,T3,3.152,-0.508,-3.373,2,P08,A0_dasar
TE,Agem Kanan,3,Naik,T4,4.16,-0.135,2.402,1,P08,A0_dasar
TE,Agem Kanan,3,Naik,T5,0.687,-1.217,-0.607,2,P08,A0_dasar
TE,Agem Kanan,3,Naik,T6,0.973,-5.434,-9.625,1,P08,A0_dasar
TE,Agem Kanan,3,Tahan,C3,-4.618,-5.762,-7.94,9,P08,A0_dasar
TE,Agem Kanan,3,Tahan,C4,2.189,3.04,2.062,9,P08,A0_dasar
TE,Agem Kanan,3,Tahan,F3,-4.838,-3.928,-4.814,9,P08,A0_dasar
TE,Agem Kanan,3,Tahan,F4,1.994,2.244,0.804,7,P08,A0_dasar
TE,Agem Kanan,3,Tahan,F7,-7.053,-8.169,-8.743,9,P08,A0_dasar
TE,Agem Kanan,3,Tahan,F8,13.809,13.078,8.519,5,P08,A0_dasar
TE,Agem Kanan,3,Tahan,Fp1,-3.704,-3.672,-4.959,9,P08,A0_dasar
TE,Agem Kanan,3,Tahan,Fp2,5.902,4.841,1.735,7,P08,A0_dasar
TE,Agem Kanan,3,Tahan,O1,-1.081,-1.387,-3.016,9,P08,A0_dasar
TE,Agem Kanan,3,Tahan,O2,0.079,2.128,-1.603,9,P08,A0_dasar
TE,Agem Kanan,3,Tahan,P3,-3.664,-6.403,-7.228,9,P08,A0_dasar
TE,Agem Kanan,3,Tahan,P4,16.84,11.341,8.34,9,P08,A0_dasar
TE,Agem Kanan,3,Tahan,T3,-1.649,-5.895,-4.782,9,P08,A0_dasar
TE,Agem Kanan,3,Tahan,T4,10.642,8.918,7.373,9,P08,A0_dasar
TE,Agem Kanan,3,Tahan,T5,-3.344,-2.864,-3.143,9,P08,A0_dasar
TE,Agem Kanan,3,Tahan,T6,1.36,-1.772,-5.69,8,P08,A0_dasar
TE,Agem Kanan,4,Berdiri,C3,-2.913,-2.834,-4.678,10,P08,A0_dasar
TE,Agem Kanan,4,Berdiri,C4,2.161,1.24,0.069,10,P08,A0_dasar
TE,Agem Kanan,4,Berdiri,F3,-3.709,-5.921,-7.478,4,P08,A0_dasar
TE,Agem Kanan,4,Berdiri,F4,5.349,3.486,0.853,10,P08,A0_dasar
TE,Agem Kanan,4,Berdiri,F7,-0.982,-1.47,-1.871,6,P08,A0_dasar
TE,Agem Kanan,4,Berdiri,F8,8.54,4.618,3.603,10,P08,A0_dasar
TE,Agem Kanan,4,Berdiri,Fp1,-6.519,-8.486,-8.439,4,P08,A0_dasar
TE,Agem Kanan,4,Berdiri,Fp2,5.508,1.608,-0.947,9,P08,A0_dasar
TE,Agem Kanan,4,Berdiri,O1,-6.781,-5.712,-7.447,10,P08,A0_dasar
TE,Agem Kanan,4,Berdiri,O2,4.21,3.088,0.281,10,P08,A0_dasar
TE,Agem Kanan,4,Berdiri,P3,-5.836,-4.708,-7.169,7,P08,A0_dasar
TE,Agem Kanan,4,Berdiri,P4,3.982,2.538,1.842,10,P08,A0_dasar
TE,Agem Kanan,4,Berdiri,T4,9.765,4.969,2.505,10,P08,A0_dasar
TE,Agem Kanan,4,Berdiri,T5,-5.617,-6.065,-7.959,10,P08,A0_dasar
TE,Agem Kanan,4,Berdiri,T6,2.415,-1.028,-2.333,10,P08,A0_dasar
TE,Agem Kanan,4,Gerak,C3,-0.702,-5.276,-0.669,2,P08,A0_dasar
TE,Agem Kanan,4,Gerak,C4,0.37,1.494,-6.327,1,P08,A0_dasar
TE,Agem Kanan,4,Gerak,F3,-6.207,-6.978,-9.661,2,P08,A0_dasar
TE,Agem Kanan,4,Gerak,F4,4.289,-1.117,-1.896,2,P08,A0_dasar
TE,Agem Kanan,4,Gerak,F7,-2.587,-2.188,-8.104,2,P08,A0_dasar
TE,Agem Kanan,4,Gerak,F8,10.482,4.457,0.1,2,P08,A0_dasar
TE,Agem Kanan,4,Gerak,Fp1,-3.937,-12.698,-7.358,2,P08,A0_dasar
TE,Agem Kanan,4,Gerak,Fp2,0.835,-3.891,-3.684,1,P08,A0_dasar
TE,Agem Kanan,4,Gerak,O1,-11.43,-14.023,-13.23,1,P08,A0_dasar
TE,Agem Kanan,4,Gerak,O2,2.579,-1.913,-4.471,1,P08,A0_dasar
TE,Agem Kanan,4,Gerak,P3,-5.594,-4.863,-3.462,2,P08,A0_dasar
TE,Agem Kanan,4,Gerak,P4,4.233,-0.485,0.506,2,P08,A0_dasar
TE,Agem Kanan,4,Gerak,T3,-3.408,-4.798,-2.158,2,P08,A0_dasar
TE,Agem Kanan,4,Gerak,T4,6.935,6.46,4.182,2,P08,A0_dasar
TE,Agem Kanan,4,Gerak,T5,-13.25,-12.24,-10.52,1,P08,A0_dasar
TE,Agem Kanan,4,Gerak,T6,-0.033,-3.788,-7.811,1,P08,A0_dasar
TE,Agem Kanan,4,Naik,C3,1.748,2.228,5.497,2,P08,A0_dasar
TE,Agem Kanan,4,Naik,F3,-3.837,2.729,6.228,2,P08,A0_dasar
TE,Agem Kanan,4,Naik,F7,2.887,0.271,2.656,2,P08,A0_dasar
TE,Agem Kanan,4,Naik,Fp1,0.485,0.697,-0.684,2,P08,A0_dasar
TE,Agem Kanan,4,Naik,Fp2,13.4,13.739,5.32,1,P08,A0_dasar
TE,Agem Kanan,4,Naik,O1,-3.677,2.605,7.116,1,P08,A0_dasar
TE,Agem Kanan,4,Naik,O2,11.601,8.646,5.738,1,P08,A0_dasar
TE,Agem Kanan,4,Naik,P4,16.888,13.827,4.315,1,P08,A0_dasar
TE,Agem Kanan,4,Naik,T3,0.154,4.535,6.858,2,P08,A0_dasar
TE,Agem Kanan,4,Tahan,C3,2.76,2.987,3.002,11,P08,A0_dasar
TE,Agem Kanan,4,Tahan,C4,9.504,5.664,2.614,5,P08,A0_dasar
TE,Agem Kanan,4,Tahan,F3,-0.677,-0.501,0.189,11,P08,A0_dasar
TE,Agem Kanan,4,Tahan,F4,9.868,10.414,7.779,11,P08,A0_dasar
TE,Agem Kanan,4,Tahan,F7,-2.422,-1.93,-2.051,11,P08,A0_dasar
TE,Agem Kanan,4,Tahan,F8,14.984,14.22,9.133,6,P08,A0_dasar
TE,Agem Kanan,4,Tahan,Fp1,1.762,2.278,2.081,11,P08,A0_dasar
TE,Agem Kanan,4,Tahan,Fp2,10.586,11.224,5.904,11,P08,A0_dasar
TE,Agem Kanan,4,Tahan,O1,6.634,6.903,6.769,11,P08,A0_dasar
TE,Agem Kanan,4,Tahan,O2,7.299,9.69,6.939,11,P08,A0_dasar
TE,Agem Kanan,4,Tahan,P3,3.599,5.676,5.276,10,P08,A0_dasar
TE,Agem Kanan,4,Tahan,P4,12.056,10.932,5.789,7,P08,A0_dasar
TE,Agem Kanan,4,Tahan,T3,7.577,7.375,6.999,11,P08,A0_dasar
TE,Agem Kanan,4,Tahan,T4,19.786,17.144,12.857,7,P08,A0_dasar
TE,Agem Kanan,4,Tahan,T5,5.935,4.514,5.286,6,P08,A0_dasar
TE,Agem Kanan,4,Tahan,T6,8.583,4.03,0.951,7,P08,A0_dasar
TE,Agem Kiri,1,Berdiri,C3,-3.134,-1.144,-1.384,4,P08,A0_dasar
TE,Agem Kiri,1,Berdiri,C4,-1.149,-1.544,-1.071,9,P08,A0_dasar
TE,Agem Kiri,1,Berdiri,F4,1.328,1.097,2.566,9,P08,A0_dasar
TE,Agem Kiri,1,Berdiri,F7,0.168,-0.731,-2.086,3,P08,A0_dasar
TE,Agem Kiri,1,Berdiri,F8,9.213,6.3,6.103,9,P08,A0_dasar
TE,Agem Kiri,1,Berdiri,Fp1,2.703,1.276,1.633,9,P08,A0_dasar
TE,Agem Kiri,1,Berdiri,Fp2,1.3,3.143,3.187,9,P08,A0_dasar
TE,Agem Kiri,1,Berdiri,O1,-2.761,-6.83,-4.604,4,P08,A0_dasar
TE,Agem Kiri,1,Berdiri,O2,1.17,-0.07,1.797,9,P08,A0_dasar
TE,Agem Kiri,1,Berdiri,P3,-3.849,-1.413,-0.623,4,P08,A0_dasar
TE,Agem Kiri,1,Berdiri,P4,2.722,0.272,-0.032,9,P08,A0_dasar
TE,Agem Kiri,1,Berdiri,T3,0.865,-2.383,-0.199,4,P08,A0_dasar
TE,Agem Kiri,1,Berdiri,T4,11.242,7.114,3.477,9,P08,A0_dasar
TE,Agem Kiri,1,Berdiri,T5,-6.926,-4.89,-5.092,9,P08,A0_dasar
TE,Agem Kiri,1,Berdiri,T6,2.269,0.296,-1.839,9,P08,A0_dasar
TE,Agem Kiri,1,Gerak,C4,-3.79,9.058,2.196,2,P08,A0_dasar
TE,Agem Kiri,1,Gerak,F4,2.241,1.981,0.713,2,P08,A0_dasar
TE,Agem Kiri,1,Gerak,F8,13.181,14.794,2.369,2,P08,A0_dasar
TE,Agem Kiri,1,Gerak,Fp1,-1.371,-2.126,-2.753,1,P08,A0_dasar
TE,Agem Kiri,1,Gerak,Fp2,7.714,11.184,3.645,2,P08,A0_dasar
TE,Agem Kiri,1,Gerak,P4,8.067,4.309,2.577,2,P08,A0_dasar
TE,Agem Kiri,1,Gerak,T4,14.169,13.996,2.451,2,P08,A0_dasar
TE,Agem Kiri,1,Gerak,T5,-2.07,-1.754,-1.781,1,P08,A0_dasar
TE,Agem Kiri,1,Naik,C3,2.908,-0.064,2.296,2,P08,A0_dasar
TE,Agem Kiri,1,Naik,F3,8.633,6.166,4.402,2,P08,A0_dasar
TE,Agem Kiri,1,Naik,F4,8.21,0.075,2.927,2,P08,A0_dasar
TE,Agem Kiri,1,Naik,F7,4.045,1.062,3.278,2,P08,A0_dasar
TE,Agem Kiri,1,Naik,F8,7.699,8.804,3.931,2,P08,A0_dasar
TE,Agem Kiri,1,Naik,Fp1,5.211,-1.313,0.854,2,P08,A0_dasar
TE,Agem Kiri,1,Naik,O1,0.727,-3.178,3.229,2,P08,A0_dasar
TE,Agem Kiri,1,Naik,O2,9.063,9.243,4.347,2,P08,A0_dasar
TE,Agem Kiri,1,Naik,P3,-1.054,-1.229,2.385,2,P08,A0_dasar
TE,Agem Kiri,1,Naik,T3,-1.209,1.296,2.87,2,P08,A0_dasar
TE,Agem Kiri,1,Naik,T4,13.235,13.319,12.101,1,P08,A0_dasar
TE,Agem Kiri,1,Naik,T5,-2.759,-2.57,1.693,2,P08,A0_dasar
TE,Agem Kiri,1,Naik,T6,7.433,5.494,3.524,1,P08,A0_dasar
TE,Agem Kiri,1,Tahan,C3,5.836,6.414,3.576,10,P08,A0_dasar
TE,Agem Kiri,1,Tahan,F3,0.681,-1.743,0.546,8,P08,A0_dasar
TE,Agem Kiri,1,Tahan,F4,6.238,2.487,1.103,1,P08,A0_dasar
TE,Agem Kiri,1,Tahan,F7,2.157,0.23,0.071,10,P08,A0_dasar
TE,Agem Kiri,1,Tahan,F8,2.539,-1.766,2.507,1,P08,A0_dasar
TE,Agem Kiri,1,Tahan,Fp1,1.46,-0.431,0.718,8,P08,A0_dasar
TE,Agem Kiri,1,Tahan,Fp2,5.308,4.838,3.295,6,P08,A0_dasar
TE,Agem Kiri,1,Tahan,O1,3.54,2.055,0.446,10,P08,A0_dasar
TE,Agem Kiri,1,Tahan,O2,4.044,3.097,-2.677,2,P08,A0_dasar
TE,Agem Kiri,1,Tahan,P3,4.801,3.77,3.809,8,P08,A0_dasar
TE,Agem Kiri,1,Tahan,T3,0.784,0.056,0.314,10,P08,A0_dasar
TE,Agem Kiri,1,Tahan,T4,11.069,7.549,6.768,8,P08,A0_dasar
TE,Agem Kiri,1,Tahan,T6,7.005,1.194,-1.236,2,P08,A0_dasar
TE,Agem Kiri,2,Berdiri,C3,1.676,2.055,3.884,15,P08,A0_dasar
TE,Agem Kiri,2,Berdiri,F3,5.652,5.827,3.271,15,P08,A0_dasar
TE,Agem Kiri,2,Berdiri,F4,3.136,3.085,1.55,15,P08,A0_dasar
TE,Agem Kiri,2,Berdiri,F7,8.953,8.253,6.046,15,P08,A0_dasar
TE,Agem Kiri,2,Berdiri,F8,7.793,6.476,3.591,15,P08,A0_dasar
TE,Agem Kiri,2,Berdiri,Fp1,6.977,6.09,3.751,11,P08,A0_dasar
TE,Agem Kiri,2,Berdiri,Fp2,8.548,7.449,5.204,15,P08,A0_dasar
TE,Agem Kiri,2,Berdiri,O1,3.868,5.233,4.018,15,P08,A0_dasar
TE,Agem Kiri,2,Berdiri,O2,5.175,2.051,2.042,15,P08,A0_dasar
TE,Agem Kiri,2,Berdiri,P3,-0.252,2.262,2.996,15,P08,A0_dasar
TE,Agem Kiri,2,Berdiri,T3,6.614,7.603,5.147,15,P08,A0_dasar
TE,Agem Kiri,2,Berdiri,T4,13.108,11.523,6.811,15,P08,A0_dasar
TE,Agem Kiri,2,Berdiri,T5,6.648,7.195,4.294,15,P08,A0_dasar
TE,Agem Kiri,2,Berdiri,T6,4.315,2.641,-0.018,15,P08,A0_dasar
TE,Agem Kiri,2,Gerak,C4,3.469,2.776,0.632,2,P08,A0_dasar
TE,Agem Kiri,2,Gerak,F7,6.517,-3.044,-2.085,2,P08,A0_dasar
TE,Agem Kiri,2,Gerak,F8,10.305,5.734,4.095,2,P08,A0_dasar
TE,Agem Kiri,2,Gerak,Fp1,9.07,-3.176,-0.185,1,P08,A0_dasar
TE,Agem Kiri,2,Gerak,Fp2,9.288,5.389,5.94,1,P08,A0_dasar
TE,Agem Kiri,2,Gerak,O1,-0.531,-6.205,-4.078,2,P08,A0_dasar
TE,Agem Kiri,2,Gerak,O2,6.099,6.084,-3.668,2,P08,A0_dasar
TE,Agem Kiri,2,Gerak,P4,8.58,5.688,1.938,2,P08,A0_dasar
TE,Agem Kiri,2,Gerak,T3,4.3,-3.832,-1.835,2,P08,A0_dasar
TE,Agem Kiri,2,Gerak,T4,10.433,7.255,4.427,2,P08,A0_dasar
TE,Agem Kiri,2,Gerak,T6,4.442,-4.863,-5.702,2,P08,A0_dasar
TE,Agem Kiri,2,Naik,C3,7.798,9.441,4.876,2,P08,A0_dasar
TE,Agem Kiri,2,Naik,F3,1.923,-1.356,1.012,2,P08,A0_dasar
TE,Agem Kiri,2,Naik,F7,3.877,2.539,1.193,2,P08,A0_dasar
TE,Agem Kiri,2,Naik,Fp1,-1.609,3.774,1.921,2,P08,A0_dasar
TE,Agem Kiri,2,Naik,Fp2,-1.14,1.297,2.405,2,P08,A0_dasar
TE,Agem Kiri,2,Naik,O1,4.536,5.402,3.132,2,P08,A0_dasar
TE,Agem Kiri,2,Naik,P3,10.929,11.414,9.56,2,P08,A0_dasar
TE,Agem Kiri,2,Naik,T3,4.377,2.8,3.712,2,P08,A0_dasar
TE,Agem Kiri,2,Naik,T4,3.469,6.203,7.508,2,P08,A0_dasar
TE,Agem Kiri,2,Tahan,C3,11.382,7.705,6.392,5,P08,A0_dasar
TE,Agem Kiri,2,Tahan,F3,7.958,5.383,7.559,11,P08,A0_dasar
TE,Agem Kiri,2,Tahan,F7,3.285,1.913,1.506,11,P08,A0_dasar
TE,Agem Kiri,2,Tahan,Fp1,4.134,1.269,1.393,11,P08,A0_dasar
TE,Agem Kiri,2,Tahan,Fp2,9.28,8.066,4.701,9,P08,A0_dasar
TE,Agem Kiri,2,Tahan,O1,4.136,2.397,2.849,11,P08,A0_dasar
TE,Agem Kiri,2,Tahan,P3,15.219,10.846,7.424,1,P08,A0_dasar
TE,Agem Kiri,2,Tahan,T3,0.173,0.707,2.168,11,P08,A0_dasar
TE,Agem Kiri,2,Tahan,T4,13.474,12.612,9.058,7,P08,A0_dasar
TE,Agem Kiri,3,Berdiri,C3,2.98,-1.235,-1.374,10,P08,A0_dasar
TE,Agem Kiri,3,Berdiri,C4,7.48,7.256,5.63,10,P08,A0_dasar
TE,Agem Kiri,3,Berdiri,F3,1.402,2.189,-0.795,10,P08,A0_dasar
TE,Agem Kiri,3,Berdiri,F4,10.426,4.814,5.213,10,P08,A0_dasar
TE,Agem Kiri,3,Berdiri,F7,1.488,2.385,1.028,10,P08,A0_dasar
TE,Agem Kiri,3,Berdiri,F8,11.331,8.462,6.321,10,P08,A0_dasar
