participant_id,task,rep,compliance,phase_source,dur_turun,dur_tahan,dur_naik,latency_hud,arm_lead,depth_px,is_simulated
P34,NGEED,1,incomplete,video,2.0,2.6660000000000004,,1.6524999999999999,4.735,51.96854267269373,False
P34,NGEED,2,ok,video,2.068999999999999,1.8049999999999997,1.389000000000003,1.6179999999999986,1.1389999999999993,49.88894034177065,False
P34,AGEM KANAN,1,ok,video,1.8059999999999974,1.8049999999999997,1.0690000000000026,2.540999999999997,1.7220000000000013,54.62467335164547,False
P34,AGEM KANAN,2,ok,video,1.6110000000000042,1.7909999999999968,1.264000000000003,2.346499999999999,3.4579999999999984,49.87176679074764,False
P34,AGEM KIRI,1,ok,video,1.402000000000001,2.0010000000000048,1.1230000000000047,2.5209999999999866,7.595999999999989,46.138130500912666,False
P34,AGEM KIRI,2,ok,video,1.6659999999999968,1.8619999999999948,1.6650000000000063,1.9585000000000008,1.2780000000000058,47.10213307291269,False
P34,NGEED,3,ok,video,1.9449999999999932,2.055000000000007,1.33299999999997,1.9780000000000086,0.38800000000003365,49.70705658197403,False
P34,NGEED,4,ok,video,2.0,2.5270000000000437,1.5409999999999968,1.55499999999995,0.875,52.42381736636162,False
P34,AGEM KANAN,3,ok,video,1.6659999999999968,2.47199999999998,1.0550000000000068,1.819500000000005,2.26400000000001,51.62338539958,False
P34,AGEM KANAN,4,ok,video,2.20799999999997,2.5960000000000036,1.26400000000001,1.25,0.93100000000004,53.26213449239731,False
P34,AGEM KIRI,3,ok,video,1.5269999999999868,2.33299999999997,1.177000000000021,2.048000000000002,1.1940000000000168,55.97629234194756,False
P34,AGEM KIRI,4,ok,video,1.8059999999999832,2.9289999999999736,1.26400000000001,1.5830000000000268,3.805000000000007,55.04647254943848,False
