participant_id,kondisi,area,cakupan,n_win,artifact_prone,is_simulated,offset_db,exponent,theta_periodic_db,mu_periodic_db,beta_periodic_db
P31,EO,frontopolar,1.0,11,True,False,32.446129655236405,0.9329948360621495,0.8263523650796273,2.49851995266988,1.109623684907337
P31,EO,frontal,1.0,5,False,False,35.27103130081401,0.962287006802681,0.9897223839195923,-0.10578048261722062,0.7079313775547657
P31,EO,frontotemporal,1.0,7,True,False,34.2963065283841,0.9836004069872186,-0.033938711863238935,0.2572762882741757,0.6357536584379335
P31,EO,sentral,1.0,6,False,False,36.16460158168506,0.9739644345207513,-0.3908427837616163,0.857446054001755,1.2505704065006942
P31,EO,temporal,1.0,7,True,False,34.451887250184356,0.8851515895737029,0.6276471844483289,1.2882776128786362,1.1201765227884584
P31,EO,parietal,1.0,0,False,False,,,,,
P31,EO,temporo-posterior,1.0,8,False,False,32.76075351492666,1.1464180947390683,-0.14832339099593472,1.4717320316072917,1.3372613222094352
P31,EO,oksipital,1.0,10,False,False,33.133626221850456,1.1065450905071952,-0.2776301513654844,1.4906548007354439,1.2873393443350558
P31,EC,frontopolar,1.0,18,True,False,32.36870862717647,0.6235485877652941,0.9537426949749112,3.1382422799260667,1.535030871255376
P31,EC,frontal,1.0,10,False,False,32.0522983359615,0.5274049937625448,0.35355184857801314,2.9058858537304677,1.518922341251111
P31,EC,frontotemporal,1.0,19,True,False,34.113082487652825,0.6242899839081436,0.5139329693623429,2.825882932055832,1.258703221803619
P31,EC,sentral,1.0,16,False,False,33.95252703835972,0.6533697877485105,1.230562473318309,2.869680997723505,1.3141315568771448
P31,EC,temporal,1.0,18,True,False,31.335487202658253,0.558178848775988,0.4651777955101699,3.2696570161343956,1.387657637867462
P31,EC,parietal,1.0,9,False,False,30.086571094609326,0.3968410915842307,1.1084587982498477,2.0225714492998295,0.8336517345307742
P31,EC,temporo-posterior,1.0,19,False,False,33.85373512802272,0.8758280515150982,0.35724079009571474,2.9404457378131683,1.6015255663726589
P31,EC,oksipital,1.0,10,False,False,32.73296112830226,0.8053374702816393,1.1532938139654014,1.974152531733786,1.6018079917381733
