participant_id,kondisi,area,cakupan,n_win,artifact_prone,is_simulated,offset_db,exponent,theta_periodic_db,mu_periodic_db,beta_periodic_db
P28,EO,frontopolar,1.0,23,True,False,35.29526500158739,1.0825334293166526,0.13016064298186303,0.8188713401221364,0.6986943396775386
P28,EO,frontal,1.0,23,False,False,38.63486820310909,1.4207126108071848,0.3893664545980996,0.5680501023323337,0.593223210283298
P28,EO,frontotemporal,1.0,12,True,False,42.427955414560955,1.9247329771754687,-0.03382246233731456,0.44007479307264896,0.7747540517981045
P28,EO,sentral,1.0,23,False,False,39.468045088640174,1.651330326339813,0.6132380957607209,0.7978193852029065,0.9519859404732505
P28,EO,temporal,1.0,18,True,False,38.57552548634697,1.8077351977362037,0.6953533843615123,1.5935550627004487,0.7751503504352598
P28,EO,parietal,1.0,16,False,False,39.82500504387964,1.8369692694460418,0.05334399924740052,0.3751939454760913,0.882172735992741
P28,EO,temporo-posterior,1.0,19,False,False,39.43408565570416,1.8561361066001245,0.9674407000190721,1.3199535531863842,0.7193768486159791
P28,EO,oksipital,1.0,22,False,False,39.239179983584,1.554464978726672,0.2118943102903209,0.6820858358060775,0.5340293883482721
P28,EC,frontopolar,0.896,21,True,False,35.88632569043963,1.1052292943604676,-0.2786042177097581,0.9887879285573891,1.0069888473223205
P28,EC,frontal,0.896,21,False,False,37.78597559770744,1.271728444068332,0.017474354052626206,0.6199607324434266,0.5587517546005466
P28,EC,frontotemporal,0.896,11,True,False,39.82795797161407,1.7778878620381493,0.25893524107999055,0.6726985853692979,0.7059962907381955
P28,EC,sentral,0.896,21,False,False,39.034041601403246,1.6224591184528414,0.4251489168433348,1.8461802047986895,0.6267979237375488
P28,EC,temporal,0.896,19,True,False,38.91432929303821,1.779098740123609,0.6312481344403836,0.7067938178117612,0.5026156878860922
P28,EC,parietal,0.896,17,False,False,37.303936276811555,1.6033261124184157,-0.26594373013751615,0.27732925893534266,0.3911647735245666
P28,EC,temporo-posterior,0.896,21,False,False,35.282862745910386,1.4558807208381543,0.7369016928492156,1.281394218406195,0.7327501514549442
P28,EC,oksipital,0.896,20,False,False,41.450682061564365,1.7053435015737177,1.6823091180489314,1.427247557588545,0.44902199130656967
