participant_id,task,rep,compliance,phase_source,dur_turun,dur_tahan,dur_naik,latency_hud,arm_lead,depth_px,is_simulated
P33,NGEED,1,incomplete,video,2.54,3.9299999999999997,,1.9165,1.1260000000000003,41.16870786994696,False
P33,NGEED,2,ok,video,1.4719999999999978,1.333000000000002,2.7349999999999994,1.1999999999999993,0.0,32.43517838418484,False
P33,AGEM KANAN,1,ok,video,2.418999999999997,1.9140000000000015,0.4029999999999987,1.7779999999999987,7.658000000000001,22.117424979805943,False
P33,AGEM KANAN,2,ok,video,1.8049999999999997,2.5970000000000013,0.7359999999999971,1.5135000000000005,7.387999999999998,34.85312536358833,False
P33,AGEM KIRI,1,ok,video,1.541000000000011,2.263999999999996,0.4719999999999942,2.54849999999999,1.3329999999999984,25.364209190011024,False
P33,AGEM KIRI,2,ok,video,1.5280000000000058,2.4710000000000036,0.6670000000000016,2.0549999999999926,2.596999999999994,35.50176098942757,False
P33,NGEED,3,ok,video,1.4019999999999868,2.59699999999998,0.8050000000000068,1.54849999999999,5.402000000000044,32.39793371409178,False
P33,NGEED,4,ok,video,1.8059999999999832,2.3319999999999936,1.4590000000000032,0.9785000000000537,6.860000000000014,31.95679198950529,False
P33,AGEM KANAN,3,ok,video,2.0,2.4710000000000036,0.45800000000002683,1.64549999999997,7.401999999999987,31.925389170646667,False
P33,AGEM KANAN,4,ok,video,1.9440000000000168,1.6669999999999732,0.79200000000003,1.61099999999999,0.0,28.52267473936081,False
P33,AGEM KIRI,3,ok,video,2.1380000000000337,2.527999999999963,0.6110000000000468,1.34699999999998,0.40299999999996317,40.654002502560616,False
P33,AGEM KIRI,4,ok,video,1.3330000000000268,2.73599999999999,0.33299999999997,1.646000000000015,1.125,35.31063746660948,False
