participant_id,kondisi,area,cakupan,n_win,artifact_prone,is_simulated,offset_db,exponent,theta_periodic_db,mu_periodic_db,beta_periodic_db
P26,EO,frontopolar,1.0,27,True,False,38.02904545694688,1.7247898678963516,-0.1164924493262387,0.20628918577455813,0.4377517601916916
P26,EO,frontal,1.0,26,False,False,35.19528562161041,1.1104185767397898,0.08625511983735457,0.6393504071609031,1.123040909204853
P26,EO,frontotemporal,1.0,20,True,False,39.16378246127171,1.2113104432410695,-0.10938493697936591,0.06961564401696618,0.8406904897217189
P26,EO,sentral,1.0,3,False,False,35.03483196744852,1.0228497352611066,0.917812812383112,3.3307804563106833,1.1827326732435874
P26,EO,temporal,1.0,10,True,False,41.46508575774103,1.5706567355528265,0.8674714588891025,-0.13671121676866482,0.887355084433006
P26,EO,parietal,1.0,7,False,False,41.70880014724247,1.69078395348108,0.6061832485982999,2.2513645354189724,1.111941075089661
P26,EO,temporo-posterior,1.0,5,False,False,38.55838920469189,1.4003603101382915,0.8583706264987678,1.8047813026991402,1.761808197809974
P26,EO,oksipital,1.0,5,False,False,37.487387104243155,1.2873804921882632,1.572649432872103,1.9232237078656418,1.0874387764182252
P26,EC,frontopolar,1.0,26,True,False,30.20185805995322,1.1469726540822156,-0.2539964404276307,0.34972437437541726,0.8576867230267284
P26,EC,frontal,1.0,26,False,False,30.689047910710606,0.7970760629459201,0.5718279077974864,0.9217894493888616,0.6773071585542387
P26,EC,frontotemporal,1.0,26,True,False,32.49224606117123,0.7285924874235082,-0.06072038116271217,0.8953264676851775,1.0311065602129867
P26,EC,sentral,1.0,22,False,False,41.697301811726426,1.5366020988598652,-0.10762008725963002,0.5522399170058798,0.331180168870169
P26,EC,temporal,1.0,12,True,False,33.59215645645442,1.096174703047079,-0.520569448848745,0.29147920345435274,1.1746156529563834
P26,EC,parietal,1.0,12,False,False,34.159624587656666,1.2049341721655464,0.2781744591625912,0.6037713349510856,0.6239105944632223
P26,EC,temporo-posterior,1.0,14,False,False,36.91069352393234,1.3122050284205713,-0.5384701761865213,0.3266481141067734,0.516494124991577
P26,EC,oksipital,1.0,24,False,False,40.2231328380877,1.3925066038736946,-0.4196327561554636,0.015567953569649351,0.5429094017154761
