task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,5.1135,8.1135,10.1135,13.1135,0.0005000000000006111,6.898,9.107,11.231,12.369,41.2593963623047,6.613249999999999,1.09173583984375,1.0,ok,video,6.37,lengan,0.09631743005984,True,1.416000000000011,NGEED,1,,36.437286376953125,False,
NGEED,2,21.146,24.146,26.146,29.146,0.028000000000002245,22.493,24.632,26.77,28.104,42.487820434570324,22.340249999999997,1.047271728515625,1.0,ok,video,22.493,batang_tubuh,0.06143620690930713,True,1.416000000000011,NGEED,2,,25.02191162109375,False,
AGEM KIRI,11,37.1505,40.1505,42.1505,45.1505,0.0005000000000023874,39.296,41.504,43.893,45.365,21.621856689453125,39.05975,1.304779052734375,1.0,ok,video,38.102,lengan,0.08442283399552579,True,1.416000000000011,AGEM KANAN,1,salah_sisi,77.5269775390625,True,gerak_lain
AGEM KIRI,12,53.148,56.148,58.148,61.148,0.03450000000000131,54.231,55.093,59.231,59.897,22.494552612304688,54.165000000000006,1.474029541015625,1.0,ok,video,47.24,lengan,0.6752217978121059,False,1.416000000000011,AGEM KANAN,2,salah_sisi,85.53507995605469,True,gerak_lain
AGEM KANAN,11,69.181,72.181,74.181,77.181,0.034000000000006025,70.965,72.159,74.839,75.7,28.86463317871096,70.84700000000001,1.320892333984375,1.0,ok,video,70.229,lengan,0.06124104139373796,True,1.416000000000011,AGEM KIRI,1,salah_sisi,-46.81793212890625,True,gerak_lain
AGEM KANAN,12,85.213,88.213,90.213,93.213,0.9710000000000036,86.629,87.504,88.698,92.504,37.23406982421875,86.563,1.332305908203125,1.0,ok,video,79.77,lengan,0.87200246539998,False,1.416000000000011,AGEM KIRI,2,salah_sisi,-39.15380859375,True,gerak_lain
NGEED,3,278.246,281.246,283.246,286.246,0.9995000000000118,279.504,282.03,284.03,284.891,34.085845947265625,279.42100000000005,1.0430908203125,1.0,ok,video,278.961,lengan,0.09130245987868478,True,1.416000000000011,NGEED,3,,34.44329833984375,False,
NGEED,4,294.24350000000004,297.24350000000004,299.24350000000004,302.24350000000004,0.006499999999959982,296.292,297.765,299.958,300.833,29.10986328125,296.20874999999995,1.26275634765625,1.0,ok,video,293.431,lengan,0.0872454585101565,True,1.416000000000011,NGEED,4,,26.351211547851562,False,
AGEM KANAN,3,310.31100000000004,313.31100000000004,315.31100000000004,318.31100000000004,0.9989999999999668,311.762,312.832,313.359,317.025,28.044677734375,311.66125,1.550018310546875,1.0,short_hold,video,304.957,lengan,1.1547779683296915,False,1.416000000000011,AGEM KANAN,3,,-109.20245361328125,False,
AGEM KANAN,4,326.31550000000004,329.31550000000004,331.31550000000004,334.31550000000004,0.007000000000061846,327.767,329.1,329.225,333.03,33.5250183105469,327.736,1.422760009765625,1.0,short_hold,video,327.17,lengan,0.09852279527572667,True,1.416000000000011,AGEM KANAN,4,,,False,
AGEM KIRI,3,342.313,345.313,347.313,350.313,0.0009999999999763531,343.223,344.292,345.167,349.097,29.30474853515625,342.987,1.233062744140625,1.0,short_hold,video,343.223,batang_tubuh,0.08739942807037275,True,1.416000000000011,AGEM KIRI,3,,67.51458740234375,False,
AGEM KIRI,4,358.38,361.38,363.38,366.38,0.9644999999999868,359.095,360.23,362.366,365.226,30.958026123046864,358.963,1.5504150390625,1.0,ok,video,359.095,batang_tubuh,0.15354198987690268,True,1.416000000000011,AGEM KIRI,4,,76.14764404296875,False,
