frame,t,raw,task,subphase
0,0.0,,UNKNOWN,
1,0.134,"BERSIAP
¥
| 5
Nes
",BERSIAP,
3,0.21,"BERSIAP
rr S
( 5 |
ae,
",BERSIAP,
6,0.295,"BERSIAP
o
Neus
",BERSIAP,
13,0.539,"=m
BERSIAP
(s)
",BERSIAP,
27,1.005,"=z""
BERSIAP
(s)
",BERSIAP,
43,1.531,"=z""
BERSIAP
)
",BERSIAP,
44,1.566,"Bens
4)
",UNKNOWN,
46,1.635,"Bens
4)
",UNKNOWN,
50,1.76,"Bens
4)
",UNKNOWN,
58,2.031,"Bens
4)
",UNKNOWN,
61,2.128,"Bens
(3)
",UNKNOWN,
63,2.197,"Bens
(3)
",UNKNOWN,
64,2.232,"BERSIAP
(3)
",BERSIAP,
65,2.26,"BERSIAP
(3)
",BERSIAP,
73,2.538,"BERSIAP
(3)
",BERSIAP,
88,3.038,"BERSIAP
(3)
",BERSIAP,
103,3.538,"=
BERSIAP
(2)
",BERSIAP,
118,4.038,"P|
BERSIAP
(2)
",BERSIAP,
133,4.537,"BERSIAP
®)
",BERSIAP,
148,5.037,"BERSIAP
®)
",BERSIAP,
149,5.065,"BERSIAP
®)
",BERSIAP,
150,5.093,"BERSIAP
®)
",BERSIAP,
151,5.134,"NGEED
~
1
TURUN
",NGEED,TURUN
155,5.259,"NGEED
~
1
TURUN
",NGEED,TURUN
163,5.537,"NGEED
~
1
TURUN
",NGEED,TURUN
178,6.037,"NGEED
~
1
TURUN
",NGEED,TURUN
193,6.537,"NGEED
2 \
TURUN
",NGEED,TURUN
208,7.037,"NGEED
2
TURUN
",NGEED,TURUN
211,7.134,"NGEED
TURUN
",NGEED,TURUN
212,7.162,"NGEED
3)
",NGEED,
213,7.204,"NGEED
3)
",NGEED,
215,7.274,"NGEED
3)
",NGEED,
223,7.537,"NGEED
3)
",NGEED,
238,8.037,"NGEED
3)
",NGEED,
239,8.065,"NGEED
3)
",NGEED,
240,8.092,"NGEED
3)
",NGEED,
241,8.134,"NGEED
+)
TAHAN
",NGEED,TAHAN
245,8.274,"NGEED
>
TAHAN
",NGEED,TAHAN
253,8.537,"NGEED
>
TAHAN
",NGEED,TAHAN
