frame,t,raw,task,subphase
0,0.0,,UNKNOWN,
12,0.501,"Fa
ud
",UNKNOWN,
27,1.002,"rae
a
",UNKNOWN,
42,1.502,"a
4)
",UNKNOWN,
57,2.002,"at
4)
",UNKNOWN,
60,2.098,"at
4)
",UNKNOWN,
61,2.133,"at
4)
",UNKNOWN,
62,2.168,"=""
BERSIAP
(3)
",BERSIAP,
64,2.237,"=""
BERSIAP
(3)
",BERSIAP,
72,2.501,"=z""
BERSIAP
(3)
",BERSIAP,
87,3.002,"=z""
BERSIAP
(3)
",BERSIAP,
102,3.501,"=z
BERSIAP
2)
",BERSIAP,
117,4.002,"=z
BERSIAP
2)
",BERSIAP,
120,4.099,"™
BERSIAP
",BERSIAP,
122,4.167,"=n
BERSIAP
",BERSIAP,
123,4.209,"Pav]
BERSIAP
",BERSIAP,
124,4.237,"bes
LY
",UNKNOWN,
132,4.501,"BERSP
FD
",UNKNOWN,
133,4.542,"BERsiP
FD
",BERSIAP,
135,4.612,"BERsiP
FD
",BERSIAP,
139,4.737,"BERsiP
FD
",BERSIAP,
147,5.001,"BERsiP
FD
",BERSIAP,
150,5.112,"BERsiP
FD
",BERSIAP,
151,5.14,"BERsiP
FD
",BERSIAP,
152,5.167,"NGEED
~
1
TURUN
",NGEED,TURUN
154,5.237,"NGEED
~
1
TURUN
",NGEED,TURUN
162,5.5,"NGEED
~
1
TURUN
",NGEED,TURUN
177,6.001,"NGEED
~
1
TURUN
",NGEED,TURUN
192,6.5,"NGEED
2
TURUN
",NGEED,TURUN
207,7.001,"NGEED
2 \
TURUN
",NGEED,TURUN
210,7.098,"NGEED
2 \
TURUN
",NGEED,TURUN
212,7.167,"NGEED
TURUN
",NGEED,TURUN
213,7.209,"NGEED
3)
",NGEED,
214,7.236,"NGEED
3)
",NGEED,
222,7.5,"NGEED
3)
",NGEED,
237,8.001,"NGEED
3)
",NGEED,
240,8.097,"NGEED
3)
",NGEED,
241,8.139,"NGEED
3)
",NGEED,
242,8.167,"NGEED
+)
TAHAN
",NGEED,TAHAN
244,8.236,"NGEED
+)
TAHAN
",NGEED,TAHAN
252,8.5,"NGEED
>
TAHAN
",NGEED,TAHAN
267,9.001,"NGEED
>
TAHAN
",NGEED,TAHAN
282,9.5,"NGEED
TAHAN
",NGEED,TAHAN
297,10.0,"NGEED
TAHAN
",NGEED,TAHAN
300,10.111,"NGEED
TAHAN
",NGEED,TAHAN
301,10.139,"NGEED
TAHAN
",NGEED,TAHAN
302,10.167,"NGEED
NAIK )
",NGEED,NAIK
303,10.208,"NGEED
",NGEED,
304,10.236,"NGEED
",NGEED,
312,10.5,"NGEED
Y
",NGEED,
327,11.0,"NGEED
Y
",NGEED,
330,11.097,"NGEED
Y
",NGEED,
331,11.138,"NGEED
Y
",NGEED,
332,11.166,"NGEED
QD
NAIK
",NGEED,NAIK
334,11.237,"NGEED
(Z)
NAIK
",NGEED,NAIK
342,11.5,"NGEED
(2)
NAIK
",NGEED,NAIK
357,12.0,"NGEED
(2)
NAIK
",NGEED,NAIK
361,12.138,"NGEED
(2)
NAIK
",NGEED,NAIK
362,12.166,"NGEED
(2)
",NGEED,
363,12.208,"NGEED
(2)
",NGEED,
365,12.277,"NGEED
(2)
",NGEED,
373,12.541,"NGEED
",NGEED,
387,13.014,"NGEED
",NGEED,
391,13.138,"NGEED
",NGEED,
392,13.166,"BERDIRI RILEKS
(g
Ye
",BERDIRI RILEKS,
393,13.208,"BERDIRI RILEKS
(g
Ye
",BERDIRI RILEKS,
