task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,5.152,8.152000000000001,10.152000000000001,13.152000000000001,0.0010000000000012221,6.679,9.068,11.401,13.665,36.4503143310547,6.4985,0.998382568359375,1.0,ok,video,2.069,lengan,,False,2.048999999999978,NGEED,1,,6.9692230224609375,False,
NGEED,2,21.191,24.191,26.191,29.191,0.03549999999999898,22.677,24.469,25.538,29.87,35.914825439453125,22.5625,1.35113525390625,1.0,ok,video,22.677,batang_tubuh,0.0631062227611341,True,2.048999999999978,NGEED,2,,3.742431640625,False,
AGEM KANAN,1,37.1885,40.1885,42.1885,45.1885,0.0005000000000023874,40.272,43.604,45.139,45.944,26.38506774902345,39.772,1.509063720703125,1.0,late,video,31.343,lengan,0.3947161294210325,False,2.048999999999978,AGEM KANAN,1,,-101.73765563964844,False,
AGEM KANAN,2,53.1865,56.1865,58.1865,61.1865,0.0344999999999942,55.401,56.873,58.277,61.137,24.165191650390625,55.2655,1.741943359375,0.9888888888888889,ok,video,48.333,lengan,0.5746490790495614,False,2.048999999999978,AGEM KANAN,2,,-46.41233825683594,False,
AGEM KANAN,11,69.2185,72.2185,74.2185,77.2185,0.04149999999998499,75.065,76.204,77.065,,34.450277709960915,70.67949999999999,2.068695068359375,1.0,incomplete,video,72.204,lengan,0.09671735378499523,True,2.048999999999978,AGEM KIRI,1,salah_sisi,167.9058837890625,False,gerak_lain
AGEM KIRI,2,85.25800000000001,88.25800000000001,90.25800000000001,93.25800000000001,0.00750000000000739,86.674,88.868,91.271,93.534,29.172119140625,86.62525000000001,1.78643798828125,0.9888888888888889,ok,video,79.342,lengan,0.5870174241980434,False,2.048999999999978,AGEM KIRI,2,,106.93063354492188,False,
NGEED,3,278.2845,281.2845,283.2845,286.2845,0.9990000000000236,279.465,281.007,284.741,286.672,38.67327880859375,279.28099999999995,1.2308349609375,0.9888888888888889,ok,video,274.937,lengan,0.06870804879242073,True,2.048999999999978,NGEED,3,,11.865447998046875,False,
NGEED,4,294.254,297.254,299.254,302.254,0.026999999999986812,295.795,297.74,298.004,302.67,31.208782958984386,295.69425,0.802154541015625,1.0,short_hold,video,288.338,lengan,0.0720452190164097,True,2.048999999999978,NGEED,4,,4.71728515625,False,
AGEM KANAN,3,310.3215,313.3215,315.3215,318.3215,0.0009999999999763531,313.071,314.265,316.334,318.598,27.439962768554665,312.90450000000004,1.380950927734375,1.0,ok,video,304.405,lengan,0.09756629769337297,True,2.048999999999978,AGEM KANAN,3,,-69.43916320800781,False,
AGEM KANAN,4,326.35350000000005,329.35350000000005,331.35350000000005,334.35350000000005,0.03550000000007003,328.735,329.874,332.54,334.137,31.576080322265625,328.65125,1.826873779296875,1.0,ok,video,327.596,lengan,0.13322702078410337,True,2.048999999999978,AGEM KANAN,4,,-59.20965576171875,False,
AGEM KIRI,3,342.351,345.351,347.351,350.351,0.0004999999999881766,344.4,345.468,347.135,350.468,27.138458251953125,344.28225,1.562530517578125,0.9333333333333333,ok,video,340.997,lengan,0.6121438523378085,False,2.048999999999978,AGEM KIRI,3,,71.38203430175781,False,
AGEM KIRI,4,358.3835,361.3835,363.3835,366.3835,0.999499999999955,360.133,361.675,361.994,367.632,25.542333984374977,359.914,1.6468353271484375,0.9831460674157303,short_hold,video,359.536,lengan,0.06328294211318149,True,2.048999999999978,AGEM KIRI,4,,-28.499923706054688,True,turun_tidak_terdeteksi
