frame,t,raw,task,subphase
0,0.0,,UNKNOWN,
13,0.5,"ta
Ce
",UNKNOWN,
20,0.736,"fa
cy
",UNKNOWN,
21,0.764,"fa
cs
",UNKNOWN,
22,0.805,"=m
BERSIAP
(s)
",BERSIAP,
24,0.875,"=m
BERSIAP
(s)
",BERSIAP,
28,1.001,"=m
BERSIAP
(s)
",BERSIAP,
31,1.097,"=m
BERSIAP
(s)
",BERSIAP,
32,1.139,"as
(5)
",UNKNOWN,
33,1.167,"ras
4)
",UNKNOWN,
35,1.236,"ras
4)
",UNKNOWN,
43,1.5,"ras
4)
",UNKNOWN,
58,2.0,"ras
4)
",UNKNOWN,
74,2.541,"tae
3)
",UNKNOWN,
88,3.0,"ras
(3)
",UNKNOWN,
95,3.235,"ras
2)
",UNKNOWN,
99,3.374,"ras
2)
",UNKNOWN,
100,3.402,"ras
2)
",UNKNOWN,
101,3.444,"=
BERSIAP
2)
",BERSIAP,
103,3.5,"=
BERSIAP
(2)
",BERSIAP,
118,4.0,"=
BERSIAP
(2)
",BERSIAP,
134,4.541,"BERSIAP
)
",BERSIAP,
148,5.0,"BERSIAP
®)
",BERSIAP,
152,5.138,"BERSIAP
®)
",BERSIAP,
153,5.166,"NGEED
~
1
TURUN
",NGEED,TURUN
154,5.207,"NGEED
~
1
TURUN
",NGEED,TURUN
156,5.277,"NGEED
~
1
TURUN
",NGEED,TURUN
164,5.541,"NGEED
~
1
TURUN
",NGEED,TURUN
178,6.0,"NGEED
~
1
TURUN
",NGEED,TURUN
194,6.54,"NGEED
2
TURUN
",NGEED,TURUN
208,7.0,"NGEED
2
TURUN
",NGEED,TURUN
212,7.138,"NGEED
2
TURUN
",NGEED,TURUN
213,7.166,"NGEED
TURUN
",NGEED,TURUN
214,7.207,"NGEED
3)
",NGEED,
216,7.277,"NGEED
3)
",NGEED,
224,7.54,"NGEED
3)
",NGEED,
239,8.04,"NGEED
3)
",NGEED,
242,8.137,"NGEED
3)
",NGEED,
243,8.165,"NGEED
+)
TAHAN
",NGEED,TAHAN
244,8.207,"NGEED
)
TAHAN
",NGEED,TAHAN
246,8.277,"NGEED
>
TAHAN
",NGEED,TAHAN
254,8.54,"NGEED
>
TAHAN
",NGEED,TAHAN
269,9.04,"NGEED
>
TAHAN
",NGEED,TAHAN
284,9.54,"NGEED
TAHAN
",NGEED,TAHAN
299,10.04,"NGEED
TAHAN
",NGEED,TAHAN
302,10.137,"NGEED
TAHAN
",NGEED,TAHAN
303,10.165,"NGEED
NAIK )
",NGEED,NAIK
304,10.207,"NGEED
",NGEED,
306,10.276,"NGEED
",NGEED,
314,10.54,"NGEED
Y
",NGEED,
329,11.04,"NGEED
3
",NGEED,
332,11.137,"NGEED
3
",NGEED,
333,11.165,"NGEED
QD
NAIK
",NGEED,NAIK
334,11.207,"NGEED
)
NAIK
",NGEED,NAIK
336,11.276,"NGEED
(z)
NAIK
",NGEED,NAIK
343,11.512,"NGEED
(2)
NAIK
",NGEED,NAIK
359,12.04,"NGEED
(2)
NAIK
",NGEED,NAIK
362,12.137,"NGEED
(2)
NAIK
",NGEED,NAIK
363,12.179,"NGEED
(2)
",NGEED,
364,12.206,"NGEED
(2)
",NGEED,
366,12.276,"NGEED
(2)
",NGEED,
373,12.512,"NGEED
",NGEED,
389,13.039,"NGEED
",NGEED,
392,13.136,"NGEED
",NGEED,
393,13.164,"ae
8
ey,
",UNKNOWN,
394,13.206,"BERDIRI RILEKS
(8 )
Koad
",BERDIRI RILEKS,
396,13.276,"BERDIRI RILEKS
(sg )
Ral
",BERDIRI RILEKS,
404,13.539,"BERDIRI RILEKS
fo»
| 8 |
Yo
",BERDIRI RILEKS,
419,14.04,"BERDIRI RILEKS
fo»
| 8 |
Ne,
",BERDIRI RILEKS,
