frame,t,raw,task,subphase
0,0.0,,UNKNOWN,
1,0.042,"|
| —
|
",UNKNOWN,
2,0.116,"BERSIAP
is)
ae
",BERSIAP,
3,0.146,"BERSIAP
)
",BERSIAP,
7,0.27,"BERSIAP
(5)
",BERSIAP,
14,0.505,"BERSIAP
(s)
",BERSIAP,
30,1.04,"BERSIAP
(s)
",BERSIAP,
44,1.512,"BERSIAP
)
",BERSIAP,
59,2.029,"BERSIAP
)
",BERSIAP,
74,2.502,"BERSIAP
@)
",BERSIAP,
89,3.005,"BERSIAP
(3)
",BERSIAP,
104,3.505,"=
BERSIAP
(2)
",BERSIAP,
119,4.005,"=
BERSIAP
2)
",BERSIAP,
134,4.505,"BERSIAP
@)
",BERSIAP,
149,5.005,"BERSIAP
@)
",BERSIAP,
152,5.103,"BERSIAP
@)
",BERSIAP,
153,5.13,"NGEED
~
1
TURUN
",NGEED,TURUN
154,5.171,"NGEED
~
1
TURUN
",NGEED,TURUN
156,5.241,"NGEED
~
1
TURUN
",NGEED,TURUN
164,5.504,"NGEED
~
1
TURUN
",NGEED,TURUN
179,6.005,"NGEED
~
1
TURUN
",NGEED,TURUN
194,6.504,"NGEED
2
TURUN
",NGEED,TURUN
209,7.005,"NGEED
2
TURUN
",NGEED,TURUN
212,7.102,"NGEED
2
TURUN
",NGEED,TURUN
213,7.129,"NGEED
TURUN
",NGEED,TURUN
214,7.171,"NGEED
3)
",NGEED,
216,7.24,"NGEED
3)
",NGEED,
224,7.504,"NGEED
3)
",NGEED,
239,8.005,"NGEED
3)
",NGEED,
242,8.103,"NGEED
3)
",NGEED,
243,8.143,"NGEED
+)
TAHAN
",NGEED,TAHAN
244,8.171,"NGEED
4)
TAHAN
",NGEED,TAHAN
246,8.24,"NGEED
>
TAHAN
",NGEED,TAHAN
254,8.504,"NGEED
>
TAHAN
",NGEED,TAHAN
269,9.005,"NGEED
>
TAHAN
",NGEED,TAHAN
284,9.504,"NGEED
TAHAN
",NGEED,TAHAN
299,10.005,"NGEED
TAHAN
",NGEED,TAHAN
301,10.073,"NGEED
TAHAN
",NGEED,TAHAN
302,10.102,"NGEED
TAHAN
",NGEED,TAHAN
303,10.129,"NGEED
NAIK )
",NGEED,NAIK
304,10.17,"NGEED
",NGEED,
305,10.199,"NGEED
",NGEED,
307,10.268,"NGEED
3
",NGEED,
315,10.531,"NGEED
3
",NGEED,
329,11.004,"NGEED
3
",NGEED,
332,11.102,"NGEED
3
",NGEED,
333,11.129,"NGEED
QD
NAIK
",NGEED,NAIK
334,11.171,"NGEED
)
NAIK
",NGEED,NAIK
336,11.24,"NGEED
(z)
NAIK
",NGEED,NAIK
344,11.504,"NGEED
(2)
NAIK
",NGEED,NAIK
359,12.004,"NGEED
(2)
NAIK
",NGEED,NAIK
362,12.101,"NGEED
(2)
NAIK
",NGEED,NAIK
363,12.143,"NGEED
(2)
",NGEED,
364,12.17,"NGEED
(2)
",NGEED,
366,12.24,"NGEED
(2)
",NGEED,
374,12.503,"NGEED
",NGEED,
389,13.004,"NGEED
",NGEED,
392,13.102,"NGEED
",NGEED,
393,13.143,"BERDIRI RILEKS
fo»
| 8 |
G7
",BERDIRI RILEKS,
394,13.17,"BERDIRI RILEKS
fo»
| 8 |
G7
",BERDIRI RILEKS,
396,13.239,"BERDIRI RILEKS
fo»
| 8 |
G7
",BERDIRI RILEKS,
404,13.503,"BERDIRI RILEKS
fo»
| 8 |
Yo
",BERDIRI RILEKS,
420,14.031,"BERDIRI RILEKS
fo»
| 8 |
Ne,
",BERDIRI RILEKS,
435,14.538,"BERDIRI RILEKS
(7
Ye
",BERDIRI RILEKS,
450,15.038,"BERDIRI RILEKS
(7
Ye
",BERDIRI RILEKS,
465,15.538,"BERDIRI RILEKS
(6
Nee
",BERDIRI RILEKS,
480,16.031,"BERDIRI RILEKS
(6
Nee
",BERDIRI RILEKS,
493,16.513,"BERDIRI RILEKS
(5 \
Nee
",BERDIRI RILEKS,
509,17.036,"BERDIRI RILEKS
(5 )
VE
",BERDIRI RILEKS,
523,17.507,"BERDIRI RILEKS
f,»
| 4 |
ae
",BERDIRI RILEKS,
538,18.003,"BERDIRI RILEKS
{,
| 4 |
ae
",BERDIRI RILEKS,
554,18.537,"BERDIRI RILEKS
(3
Ne
",BERDIRI RILEKS,
569,19.038,"BERDIRI RILEKS
(3
Ne
",BERDIRI RILEKS,
583,19.51,"BERDIRI RILEKS
(2
Ne
",BERDIRI RILEKS,
599,20.037,"BERDIRI RILEKS
(2
Ne
",BERDIRI RILEKS,
613,20.509,"BERDIRI RILEKS
( 1
7
",BERDIRI RILEKS,
628,21.01,"BERDIRI RILEKS
( 1
7
",BERDIRI RILEKS,
631,21.124,"BERDIRI RILEKS
( 1
7
",BERDIRI RILEKS,
632,21.134,"NGEED
~
1
TURUN
",NGEED,TURUN
633,21.162,"NGEED
~
1
TURUN
",NGEED,TURUN
635,21.231,"NGEED
~
1
TURUN
",NGEED,TURUN
643,21.509,"NGEED
~
1
TURUN
",NGEED,TURUN
658,22.01,"NGEED
~
1
TURUN
",NGEED,TURUN
673,22.509,"NGEED
2 \
TURUN
",NGEED,TURUN
688,23.009,"NGEED
2 \
TURUN
",NGEED,TURUN
691,23.106,"NGEED
2 \
TURUN
",NGEED,TURUN
692,23.134,"NGEED
2 \
TURUN
",NGEED,TURUN
693,23.176,"NGEED
3)
",NGEED,
695,23.232,"NGEED
3)
",NGEED,
703,23.509,"NGEED
3)
",NGEED,
718,24.009,"NGEED
3)
",NGEED,
721,24.106,"NGEED
3)
",NGEED,
722,24.134,"NGEED
3)
",NGEED,
723,24.175,"NGEED
+)
TAHAN
",NGEED,TAHAN
725,24.231,"NGEED
+)
TAHAN
",NGEED,TAHAN
733,24.509,"NGEED
>
TAHAN
",NGEED,TAHAN
748,25.009,"NGEED
>
TAHAN
",NGEED,TAHAN
763,25.508,"NGEED
TAHAN
",NGEED,TAHAN
778,26.009,"NGEED
TAHAN
",NGEED,TAHAN
781,26.106,"NGEED
TAHAN
",NGEED,TAHAN
782,26.134,"NGEED
NAIK )
",NGEED,NAIK
783,26.175,"NGEED
NAIK )
",NGEED,NAIK
784,26.203,"| NGEED
",NGEED,
785,26.231,"| NGEED
",NGEED,
793,26.508,"NGEED
Y
",NGEED,
808,27.009,"NGEED
3
",NGEED,
811,27.106,"NGEED
Y
",NGEED,
812,27.134,"NGEED
3
",NGEED,
813,27.175,"NGEED
YD
NAIK
",NGEED,NAIK
815,27.231,"NGEED
(Z)
NAIK
",NGEED,NAIK
823,27.508,"NGEED
(2)
NAIK
",NGEED,NAIK
838,28.009,"NGEED
(2)
NAIK
",NGEED,NAIK
841,28.106,"NGEED
(2)
NAIK
",NGEED,NAIK
842,28.134,"NGEED
(2)
NAIK
",NGEED,NAIK
843,28.175,"NGEED
(2)
",NGEED,
845,28.232,"NGEED
(2)
",NGEED,
853,28.508,"NGEED
",NGEED,
868,29.009,"NGEED
",NGEED,
871,29.105,"NGEED
",NGEED,
872,29.133,"NGEED
",NGEED,
873,29.175,"BERDIRI RILEKS
fe
| 8 |
",BERDIRI RILEKS,
875,29.231,"BERDIRI RILEKS
fe
| 8 |
",BERDIRI RILEKS,
883,29.508,"BERDIRI RILEKS
fe
| 8 |
",BERDIRI RILEKS,
898,30.009,"BERDIRI RILEKS
fe
| 8 |
",BERDIRI RILEKS,
913,30.508,"BERDIRI RILEKS
(7
""7
",BERDIRI RILEKS,
928,31.008,"BERDIRI RILEKS
(7
""7
",BERDIRI RILEKS,
943,31.507,"BERDIRI RILEKS
(6
7
",BERDIRI RILEKS,
958,32.008,"BERDIRI RILEKS
(6
7
",BERDIRI RILEKS,
973,32.507,"BERDIRI RILEKS
(5
Ye
",BERDIRI RILEKS,
988,33.008,"BERDIRI RILEKS
(5
Yey
",BERDIRI RILEKS,
1003,33.507,"BERDIRI RILEKS
i,»
| 4 |
Vey
",BERDIRI RILEKS,
1018,34.009,"BERDIRI RILEKS
f,
| 4 |
ae
",BERDIRI RILEKS,
1033,34.507,"BERDIRI RILEKS
(3
VE
",BERDIRI RILEKS,
1048,35.008,"BERDIRI RILEKS
(3
VE
",BERDIRI RILEKS,
1063,35.507,"BERDIRI RILEKS
(2
VE
",BERDIRI RILEKS,
1078,36.008,"BERDIRI RILEKS
(2
VE
",BERDIRI RILEKS,
1093,36.507,"BERDIRI RILEKS
(1
VE
",BERDIRI RILEKS,
1108,37.008,"BERDIRI RILEKS
(1
wef
",BERDIRI RILEKS,
1111,37.107,"BERDIRI RILEKS
(1
VE
",BERDIRI RILEKS,
1112,37.13,"BERDIRI RILEKS
(1
wef
",BERDIRI RILEKS,
1113,37.174,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1115,37.246,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1123,37.507,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1138,38.007,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1153,38.507,"AGEM KANAN
2 \
TURUN
",AGEM KANAN,TURUN
1168,39.0,"AGEM KANAN
2
TURUN
",AGEM KANAN,TURUN
1171,39.097,"AGEM KANAN
2
TURUN
",AGEM KANAN,TURUN
1173,39.166,"AGEM KANAN
TURUN
",AGEM KANAN,TURUN
1174,39.208,"AGEM KANAN
TURUN
",AGEM KANAN,TURUN
1175,39.236,"AGEM KANAN
3)
",AGEM KANAN,
1183,39.5,"AGEM KANAN
3)
",AGEM KANAN,
1198,40.0,"AGEM KANAN
3)
",AGEM KANAN,
1201,40.098,"AGEM KANAN
3)
",AGEM KANAN,
1202,40.138,"AGEM KANAN
3)
",AGEM KANAN,
1203,40.166,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1205,40.236,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1213,40.5,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1228,41.0,"AGEM KANAN
>
TAHAN
",AGEM KANAN,TAHAN
1243,41.5,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1258,42.0,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1262,42.138,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1263,42.166,"AGEM KANAN
NAIK )
",AGEM KANAN,NAIK
1264,42.207,"AGEM KANAN
4 NAIK )
",AGEM KANAN,NAIK
1265,42.235,"AGEM KANAN
",AGEM KANAN,
1266,42.263,"AGEM KANAN
",AGEM KANAN,
1274,42.541,"AGEM KANAN
2
",AGEM KANAN,
1288,43.0,"AGEM KANAN
3
",AGEM KANAN,
1292,43.138,"AGEM KANAN
3
",AGEM KANAN,
1293,43.166,"AGEM KANAN
3
",AGEM KANAN,
1294,43.208,"AGEM KANAN
2D
NAIK
",AGEM KANAN,NAIK
1296,43.263,"AGEM KANAN
(Z)
NAIK
",AGEM KANAN,NAIK
1304,43.541,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1318,44.0,"| AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1322,44.138,"| AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1323,44.166,"| AGEM KANAN
(2)
",AGEM KANAN,
1324,44.207,"| AGEM KANAN
(2)
",AGEM KANAN,
1326,44.263,"| AGEM KANAN
(2)
",AGEM KANAN,
1334,44.54,"AGEM KANAN
",AGEM KANAN,
1348,45.0,"AGEM KANAN
",AGEM KANAN,
1352,45.137,"AGEM KANAN
",AGEM KANAN,
1353,45.165,"BERDIRI RILEKS
(g
Yes
",BERDIRI RILEKS,
1354,45.208,"BERDIRI RILEKS
(g
Yey
",BERDIRI RILEKS,
1356,45.263,"BERDIRI RILEKS
(g
Yey
",BERDIRI RILEKS,
