task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,5.054,8.054,10.054,13.054,0.0039999999999995595,6.269,7.866,10.678,11.4,69.75038757324216,6.11975,0.90411376953125,1.0,ok,video,5.811,lengan,0.04142798370672277,True,1.6869999999999905,NGEED,1,,8.214599609375,False,
NGEED,2,21.093,24.093,26.093,29.093,0.03500000000000014,22.468,24.079,26.87,27.606,69.52099609375,22.31875,0.78021240234375,1.0,ok,video,21.871,lengan,0.044125187000891984,True,1.6869999999999905,NGEED,2,,5.891937255859375,False,
AGEM KANAN,1,37.091,40.091,42.091,45.091,0.0009999999999976694,39.008,40.604,43.145,43.743,54.50775146484375,38.925000000000004,0.9774169921875,1.0,ok,video,38.132,lengan,0.03925122192922049,True,1.6869999999999905,AGEM KANAN,1,,22.994049072265625,False,
AGEM KANAN,2,53.088,56.088,58.088,61.088,0.041499999999999204,54.943,56.47,59.275,59.803,56.4139465332031,54.82875,0.75018310546875,1.0,ok,video,53.942,lengan,0.06571774691840548,True,1.6869999999999905,AGEM KANAN,2,,16.3477783203125,False,
AGEM KIRI,1,69.12100000000001,72.12100000000001,74.12100000000001,77.12100000000001,0.04149999999998499,70.87,72.342,74.87,75.467,63.951068115234364,70.738,1.046234130859375,1.0,ok,video,70.065,lengan,0.054613861019496286,True,1.6869999999999905,AGEM KIRI,1,,82.22607421875,False,
AGEM KIRI,2,85.153,88.153,90.153,93.153,0.0059999999999860165,86.868,87.868,90.937,91.478,59.00211181640623,86.75,1.144927978515625,1.0,ok,video,86.008,lengan,0.035345331794888676,True,1.6869999999999905,AGEM KIRI,2,,85.64260864257812,False,
NGEED,3,278.18600000000004,281.18600000000004,283.18600000000004,286.18600000000004,0.9989999999999668,279.797,281.603,284.268,285.074,70.35794067382812,279.67900000000003,0.901824951171875,1.0,ok,video,279.13,lengan,0.015645270916495372,True,1.6869999999999905,NGEED,3,,6.240966796875,False,
NGEED,4,294.149,297.149,299.149,302.149,0.03449999999997999,295.808,297.405,299.863,300.599,77.00092163085935,295.71074999999996,0.885589599609375,1.0,ok,video,295.197,lengan,0.036745102244949236,True,1.6869999999999905,NGEED,4,,5.16192626953125,False,
AGEM KANAN,3,310.223,313.223,315.223,318.223,0.9989999999999668,312.07,313.528,316.208,316.805,60.47906799316405,311.98675,0.933074951171875,1.0,ok,video,311.334,lengan,0.04085321156793489,True,1.6869999999999905,AGEM KANAN,3,,19.567657470703125,False,
AGEM KANAN,4,326.283,329.283,331.283,334.283,0.06299999999998818,327.873,329.401,332.275,333.067,61.801483154296875,327.77575,1.057647705078125,1.0,ok,video,326.999,lengan,0.02721480452182621,True,1.6869999999999905,AGEM KANAN,4,,25.679046630859375,False,
AGEM KIRI,3,342.25300000000004,345.25300000000004,347.25300000000004,350.25300000000004,0.0010000000000331966,344.065,345.134,348.203,348.801,62.412841796875,343.98175,0.99005126953125,1.0,ok,video,343.273,lengan,0.04275640248315033,True,1.6869999999999905,AGEM KIRI,3,,81.53366088867188,False,
AGEM KIRI,4,358.285,361.285,363.285,366.285,0.9989999999999668,359.868,360.729,364.34,364.937,64.71706542968752,359.802,0.8394317626953125,1.0,ok,video,359.132,lengan,0.0645976835013888,True,1.6869999999999905,AGEM KIRI,4,,90.93133544921875,False,
