frame,t,raw,task,subphase
0,0.0,,UNKNOWN,
1,0.05,"=
",UNKNOWN,
2,0.075,"BERSIAP
is)
ae
",BERSIAP,
3,0.109,"BERSIAP
)
",BERSIAP,
7,0.23,"=
BERSIAP
",BERSIAP,
15,0.501,"BERSIAP
G
",BERSIAP,
30,1.001,"BERSIAP
(s)
",BERSIAP,
45,1.501,"BERSIAP
)
",BERSIAP,
60,2.001,"BERSIAP
)
",BERSIAP,
75,2.501,"BERSIAP
@)
",BERSIAP,
90,3.001,"BERSIAP
@)
",BERSIAP,
105,3.5,"==
BERSIAP
(2)
",BERSIAP,
120,4.001,"=z
BERSIAP
2)
",BERSIAP,
135,4.5,"BERSIAP
@)
",BERSIAP,
150,5.001,"BERSIAP
@)
",BERSIAP,
151,5.042,"BERSIAP
@)
",BERSIAP,
152,5.07,"BERSIAP
@)
",BERSIAP,
153,5.097,"NGEED
~
1
TURUN
",NGEED,TURUN
157,5.236,"NGEED
~
1
TURUN
",NGEED,TURUN
165,5.5,"NGEED
~
1
TURUN
",NGEED,TURUN
180,6.001,"NGEED
~
1
TURUN
",NGEED,TURUN
195,6.5,"NGEED
2
TURUN
",NGEED,TURUN
210,7.0,"NGEED
2
TURUN
",NGEED,TURUN
213,7.111,"NGEED
TURUN
",NGEED,TURUN
214,7.139,"NGEED
3)
",NGEED,
215,7.166,"NGEED
3)
",NGEED,
217,7.236,"NGEED
3)
",NGEED,
225,7.5,"NGEED
3)
",NGEED,
240,8.0,"NGEED
3)
",NGEED,
241,8.041,"NGEED
3)
",NGEED,
242,8.069,"NGEED
3)
",NGEED,
243,8.097,"NGEED
+)
TAHAN
",NGEED,TAHAN
247,8.236,"NGEED
>
TAHAN
",NGEED,TAHAN
255,8.5,"NGEED
>
TAHAN
",NGEED,TAHAN
270,9.0,"NGEED
>
TAHAN
",NGEED,TAHAN
286,9.541,"NGEED
TAHAN
",NGEED,TAHAN
300,10.0,"NGEED
TAHAN
",NGEED,TAHAN
302,10.069,"NGEED
TAHAN
",NGEED,TAHAN
303,10.111,"NGEED
NAIK
",NGEED,NAIK
304,10.139,"NGEED
",NGEED,
308,10.263,"NGEED
Y
",NGEED,
316,10.541,"NGEED
Y
",NGEED,
330,11.0,"NGEED
Y
",NGEED,
332,11.069,"NGEED
Y
",NGEED,
333,11.096,"NGEED
QD
NAIK
",NGEED,NAIK
334,11.138,"NGEED
)
NAIK
",NGEED,NAIK
338,11.263,"NGEED
(2)
NAIK
",NGEED,NAIK
346,11.541,"NGEED
(2)
NAIK
",NGEED,NAIK
360,12.0,"NGEED
(2)
NAIK
",NGEED,NAIK
362,12.068,"NGEED
(2)
NAIK
",NGEED,NAIK
363,12.096,"NGEED
(2)
",NGEED,
364,12.138,"NGEED
(2)
",NGEED,
368,12.263,"NGEED
",NGEED,
376,12.541,"NGEED
",NGEED,
390,13.0,"NGEED
",NGEED,
392,13.069,"NGEED
",NGEED,
393,13.096,"BERDIRI RILEKS
( 8 )
a
",BERDIRI RILEKS,
394,13.138,"BERDIRI RILEKS
(8 \
Oo
",BERDIRI RILEKS,
398,13.277,"BERDIRI RILEKS
(8 \
Oo
",BERDIRI RILEKS,
406,13.541,"BERDIRI RILEKS
fo»
8 |
Yo
",BERDIRI RILEKS,
420,14.0,"BERDIRI RILEKS
fo»
8 |
Yo
",BERDIRI RILEKS,
436,14.541,"BERDIRI RILEKS
(om \
7 |
Yo
",BERDIRI RILEKS,
450,15.0,"BERDIRI RILEKS
(om \
7 |
Yo
",BERDIRI RILEKS,
465,15.513,"BERDIRI RILEKS
(6 )
Ne,
",BERDIRI RILEKS,
481,16.04,"BERDIRI RILEKS
(6 )
Ne,
",BERDIRI RILEKS,
496,16.54,"BERDIRI RILEKS
(5 )
Nee
",BERDIRI RILEKS,
511,17.041,"BERDIRI RILEKS
(5 )
Nee,
",BERDIRI RILEKS,
526,17.541,"BERDIRI RILEKS
f.»
| 4 |
Vey
",BERDIRI RILEKS,
541,18.04,"BERDIRI RILEKS
f.»
| 4 |
Vey
",BERDIRI RILEKS,
556,18.54,"BERDIRI RILEKS
(3
Nee,
",BERDIRI RILEKS,
571,19.04,"BERDIRI RILEKS
(3
Yey
",BERDIRI RILEKS,
586,19.54,"BERDIRI RILEKS
(2
Nee,
",BERDIRI RILEKS,
601,20.04,"BERDIRI RILEKS
(2
Nee,
",BERDIRI RILEKS,
616,20.54,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
631,21.04,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
632,21.067,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
633,21.109,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
634,21.137,"NGEED
~
1
TURUN
",NGEED,TURUN
638,21.276,"NGEED
~
1
TURUN
",NGEED,TURUN
646,21.539,"NGEED
~
1
TURUN
",NGEED,TURUN
661,22.04,"NGEED
~
1
TURUN
",NGEED,TURUN
676,22.539,"NGEED
2
TURUN
",NGEED,TURUN
691,23.039,"NGEED
2
TURUN
",NGEED,TURUN
692,23.067,"NGEED
2
TURUN
",NGEED,TURUN
693,23.108,"NGEED
2
TURUN
",NGEED,TURUN
694,23.136,"NGEED
3)
",NGEED,
698,23.275,"NGEED
3)
",NGEED,
706,23.539,"NGEED
3)
",NGEED,
721,24.039,"NGEED
3)
",NGEED,
722,24.067,"NGEED
3)
",NGEED,
723,24.109,"NGEED
3)
",NGEED,
724,24.136,"NGEED
+)
TAHAN
",NGEED,TAHAN
728,24.275,"NGEED
>
TAHAN
",NGEED,TAHAN
736,24.539,"NGEED
>
TAHAN
",NGEED,TAHAN
751,25.039,"NGEED
>
TAHAN
",NGEED,TAHAN
766,25.539,"NGEED
TAHAN
",NGEED,TAHAN
781,26.039,"NGEED
TAHAN
",NGEED,TAHAN
782,26.067,"NGEED
TAHAN
",NGEED,TAHAN
783,26.108,"NGEED
NAIK )
",NGEED,NAIK
784,26.136,"NGEED
NAIK )
",NGEED,NAIK
785,26.164,"| NGEED
",NGEED,
786,26.205,"| NGEED
",NGEED,
788,26.275,"| NGEED
Y)
",NGEED,
796,26.539,"NGEED
Y
",NGEED,
811,27.039,"NGEED
Y)
",NGEED,
812,27.067,"NGEED
Y)
",NGEED,
813,27.108,"NGEED
Y)
",NGEED,
814,27.136,"NGEED
YD
NAIK
",NGEED,NAIK
818,27.274,"NGEED
(2)
NAIK
",NGEED,NAIK
826,27.539,"NGEED
(z)
NAIK
",NGEED,NAIK
841,28.038,"NGEED
(2)
NAIK
",NGEED,NAIK
842,28.067,"NGEED
(2)
NAIK
",NGEED,NAIK
843,28.108,"NGEED
(2)
NAIK
",NGEED,NAIK
844,28.136,"NGEED
(2)
",NGEED,
848,28.274,"NGEED
",NGEED,
856,28.539,"NGEED
",NGEED,
871,29.039,"NGEED
",NGEED,
872,29.066,"NGEED
",NGEED,
873,29.108,"NGEED
",NGEED,
874,29.136,"sg)
8
Se,
",UNKNOWN,
878,29.274,"fay
8
ee,
",UNKNOWN,
880,29.33,"ih
8
ew,
",UNKNOWN,
881,29.372,"ih
8
ee,
",UNKNOWN,
882,29.399,"BERDIRI RILEKS
(3g
7
",BERDIRI RILEKS,
886,29.538,"BERDIRI RILEKS
(g
7
",BERDIRI RILEKS,
901,30.038,"BERDIRI RILEKS
(g
7
",BERDIRI RILEKS,
916,30.538,"BERDIRI RILEKS
(om
7 |
Vey
",BERDIRI RILEKS,
931,31.038,"BERDIRI RILEKS
(om
7 |
Vey
",BERDIRI RILEKS,
945,31.51,"BERDIRI RILEKS
(6
4 /
",BERDIRI RILEKS,
961,32.038,"BERDIRI RILEKS
(6
4 /
",BERDIRI RILEKS,
975,32.51,"BERDIRI RILEKS
(5
4 /
",BERDIRI RILEKS,
991,33.039,"BERDIRI RILEKS
(5
4 /
",BERDIRI RILEKS,
1005,33.51,"BERDIRI RILEKS
a
4 |
Vey
",BERDIRI RILEKS,
1020,34.011,"BERDIRI RILEKS
fa»
4 |
Vey
",BERDIRI RILEKS,
1035,34.51,"BERDIRI RILEKS
(3
Ve /
",BERDIRI RILEKS,
1051,35.037,"BERDIRI RILEKS
(3
Ve /
",BERDIRI RILEKS,
1066,35.537,"BERDIRI RILEKS
(2
Ve /
",BERDIRI RILEKS,
1081,36.037,"BERDIRI RILEKS
(2
Ve /
",BERDIRI RILEKS,
1095,36.509,"BERDIRI RILEKS
(1
V7
",BERDIRI RILEKS,
1110,37.01,"BERDIRI RILEKS
(1
V7
",BERDIRI RILEKS,
1113,37.107,"BERDIRI RILEKS
(1
V7
",BERDIRI RILEKS,
1114,37.134,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1115,37.176,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1117,37.232,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1125,37.509,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1140,38.01,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1155,38.509,"AGEM KANAN
2
TURUN
",AGEM KANAN,TURUN
1170,39.01,"AGEM KANAN
2
TURUN
",AGEM KANAN,TURUN
1173,39.106,"AGEM KANAN
2
TURUN
",AGEM KANAN,TURUN
1175,39.176,"AGEM KANAN
TURUN
",AGEM KANAN,TURUN
1176,39.203,"AGEM KANAN
3)
",AGEM KANAN,
1177,39.231,"AGEM KANAN
3)
",AGEM KANAN,
1185,39.509,"AGEM KANAN
3)
",AGEM KANAN,
1200,40.009,"AGEM KANAN
3)
",AGEM KANAN,
1203,40.106,"AGEM KANAN
3)
",AGEM KANAN,
1204,40.134,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1205,40.175,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1207,40.231,"AGEM KANAN
*)
TAHAN
",AGEM KANAN,TAHAN
1215,40.509,"AGEM KANAN
>
TAHAN
",AGEM KANAN,TAHAN
1230,41.009,"AGEM KANAN
>
TAHAN
",AGEM KANAN,TAHAN
1245,41.509,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1260,42.009,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1263,42.106,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1264,42.133,"AGEM KANAN
NAIK )
",AGEM KANAN,NAIK
1265,42.175,"AGEM KANAN
Q NAIK )
",AGEM KANAN,NAIK
1266,42.203,"AGEM KANAN
",AGEM KANAN,
1267,42.231,"AGEM KANAN
",AGEM KANAN,
1275,42.509,"AGEM KANAN
3
",AGEM KANAN,
1290,43.009,"AGEM KANAN
Y)
",AGEM KANAN,
1293,43.106,"AGEM KANAN
Y
",AGEM KANAN,
1294,43.133,"AGEM KANAN
Y
",AGEM KANAN,
1295,43.175,"AGEM KANAN
2D
NAIK
",AGEM KANAN,NAIK
1297,43.231,"AGEM KANAN
(Z)
NAIK
",AGEM KANAN,NAIK
1305,43.508,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1320,44.009,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1323,44.105,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1324,44.133,"AGEM KANAN
(8)
",AGEM KANAN,
1325,44.176,"AGEM KANAN
(8)
",AGEM KANAN,
1327,44.23,"AGEM KANAN
(2)
",AGEM KANAN,
1335,44.508,"| AGEM KANAN
",AGEM KANAN,
1350,45.009,"| AGEM KANAN
",AGEM KANAN,
1353,45.105,"| AGEM KANAN
",AGEM KANAN,
1354,45.133,"sey
8
Ye
",UNKNOWN,
1355,45.176,"BERDIRI RILEKS
(8)
Xo
",BERDIRI RILEKS,
1357,45.23,"BERDIRI RILEKS
\o
",BERDIRI RILEKS,
1365,45.508,"BERDIRI RILEKS
(g
ew,
",BERDIRI RILEKS,
1380,46.009,"BERDIRI RILEKS
(g
7
",BERDIRI RILEKS,
1395,46.508,"BERDIRI RILEKS
_
| 7 |
a
",BERDIRI RILEKS,
1410,47.009,"BERDIRI RILEKS
~
| 7 |
aa
",BERDIRI RILEKS,
1425,47.508,"BERDIRI RILEKS
(6
\S 7
",BERDIRI RILEKS,
1440,48.009,"BERDIRI RILEKS
(6
\S 7
",BERDIRI RILEKS,
1455,48.508,"BERDIRI RILEKS
(5 )
Ve 7
",BERDIRI RILEKS,
1470,49.009,"BERDIRI RILEKS
(5 )
Ve 7
",BERDIRI RILEKS,
1485,49.508,"BERDIRI RILEKS
f.»
| 4 |
Vey
",BERDIRI RILEKS,
1500,50.008,"BERDIRI RILEKS
f.»
| 4 |
Vey
",BERDIRI RILEKS,
1515,50.507,"BERDIRI RILEKS
(3
4 /
",BERDIRI RILEKS,
1530,51.008,"BERDIRI RILEKS
(3
4 /
",BERDIRI RILEKS,
1545,51.507,"BERDIRI RILEKS
(2
4 /
",BERDIRI RILEKS,
1560,52.008,"BERDIRI RILEKS
(2
4 /
",BERDIRI RILEKS,
1575,52.507,"BERDIRI RILEKS
( 1»
4 /
",BERDIRI RILEKS,
1590,53.008,"BERDIRI RILEKS
( 1»
4 /
",BERDIRI RILEKS,
1593,53.104,"BERDIRI RILEKS
( 1»
4 /
",BERDIRI RILEKS,
1594,53.132,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1595,53.173,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1597,53.244,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1605,53.507,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1620,54.007,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1635,54.507,"AGEM KANAN
2
TURUN
",AGEM KANAN,TURUN
1650,55.008,"AGEM KANAN
2 \
TURUN
",AGEM KANAN,TURUN
1653,55.104,"AGEM KANAN
2 \
TURUN
",AGEM KANAN,TURUN
1655,55.173,"AGEM KANAN
TURUN
",AGEM KANAN,TURUN
1656,55.201,"AGEM KANAN
3)
",AGEM KANAN,
1657,55.243,"AGEM KANAN
3)
",AGEM KANAN,
1665,55.507,"AGEM KANAN
3)
",AGEM KANAN,
1680,56.007,"AGEM KANAN
3)
",AGEM KANAN,
1683,56.104,"AGEM KANAN
3)
",AGEM KANAN,
1684,56.131,"AGEM KANAN
3)
",AGEM KANAN,
1685,56.173,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1687,56.243,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1695,56.506,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1710,57.007,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1725,57.506,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1740,58.007,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1743,58.103,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1744,58.131,"AGEM KANAN
NAIK )
",AGEM KANAN,NAIK
1745,58.173,"AGEM KANAN
Q NAIK )
",AGEM KANAN,NAIK
1746,58.2,"AGEM KANAN
",AGEM KANAN,
1747,58.242,"AGEM KANAN
",AGEM KANAN,
1755,58.506,"AGEM KANAN
3
",AGEM KANAN,
1770,59.007,"AGEM KANAN
Y
",AGEM KANAN,
1773,59.104,"AGEM KANAN
Y
",AGEM KANAN,
1774,59.131,"AGEM KANAN
Y
",AGEM KANAN,
1775,59.172,"AGEM KANAN
2)
NAIK
",AGEM KANAN,NAIK
1777,59.242,"AGEM KANAN
(Z)
NAIK
",AGEM KANAN,NAIK
1785,59.506,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1800,60.006,"| AGEM KANAN
(Z)
NAIK
",AGEM KANAN,NAIK
1803,60.103,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1804,60.131,"| AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1805,60.173,"AGEM KANAN
(2)
",AGEM KANAN,
1807,60.242,"AGEM KANAN
(8)
",AGEM KANAN,
1815,60.506,"AGEM KANAN
",AGEM KANAN,
1830,61.007,"| AGEM KANAN
",AGEM KANAN,
1833,61.103,"AGEM KANAN
",AGEM KANAN,
1834,61.131,"AGEM KANAN
",AGEM KANAN,
1835,61.172,"fh
8
ey,
",UNKNOWN,
1836,61.2,"fh
8
ey,
",UNKNOWN,
1837,61.242,"BERDIRI RILEKS
( 8 )
G7
",BERDIRI RILEKS,
1845,61.506,"BERDIRI RILEKS
( 8 )
7
",BERDIRI RILEKS,
1860,62.006,"BERDIRI RILEKS
( 8 )
7
",BERDIRI RILEKS,
1875,62.505,"BERDIRI RILEKS
(7
f |
Vey
",BERDIRI RILEKS,
1890,63.006,"BERDIRI RILEKS
(7
f |
Vey
",BERDIRI RILEKS,
1905,63.505,"BERDIRI RILEKS
( 6 )
ed
",BERDIRI RILEKS,
1920,64.006,"BERDIRI RILEKS
(6
V7
",BERDIRI RILEKS,
1935,64.505,"BERDIRI RILEKS
(5)
uh /
",BERDIRI RILEKS,
1950,65.006,"BERDIRI RILEKS
(5)
uh /
",BERDIRI RILEKS,
1965,65.505,"BERDIRI RILEKS
f.»
4 |
Vey
",BERDIRI RILEKS,
1980,66.006,"BERDIRI RILEKS
f.»
4 |
Vey
",BERDIRI RILEKS,
1995,66.505,"BERDIRI RILEKS
(3
V7
",BERDIRI RILEKS,
2010,67.005,"BERDIRI RILEKS
(3
Ve /
",BERDIRI RILEKS,
2025,67.505,"BERDIRI RILEKS
(2
Ve /
",BERDIRI RILEKS,
2040,68.005,"BERDIRI RILEKS
(2
Ve /
",BERDIRI RILEKS,
2055,68.505,"BERDIRI RILEKS
(1
Ve /
",BERDIRI RILEKS,
2070,69.005,"BERDIRI RILEKS
(1
Ve /
",BERDIRI RILEKS,
2073,69.102,"BERDIRI RILEKS
(1
Ve /
",BERDIRI RILEKS,
2074,69.143,"BERDIRI RILEKS
(1
Ve /
",BERDIRI RILEKS,
2075,69.171,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2077,69.241,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2085,69.504,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2100,70.005,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2115,70.504,"AGEM KIRI
2
TURUN
",AGEM KIRI,TURUN
2130,71.005,"AGEM KIRI
2
TURUN
",AGEM KIRI,TURUN
2133,71.101,"AGEM KIRI
2
TURUN
",AGEM KIRI,TURUN
2135,71.171,"AGEM KIRI
2
TURUN
",AGEM KIRI,TURUN
2136,71.198,"AGEM KIRI
3)
",AGEM KIRI,
2137,71.241,"AGEM KIRI
3)
",AGEM KIRI,
2145,71.504,"AGEM KIRI
3)
",AGEM KIRI,
2160,72.005,"AGEM KIRI
3)
",AGEM KIRI,
2163,72.101,"AGEM KIRI
3)
",AGEM KIRI,
2165,72.171,"AGEM KIRI
3)
",AGEM KIRI,
2166,72.198,"AGEM KIRI
+)
TAHAN
",AGEM KIRI,TAHAN
2167,72.24,"AGEM KIRI
4.)
TAHAN
",AGEM KIRI,TAHAN
2175,72.504,"AGEM KIRI
>
TAHAN
",AGEM KIRI,TAHAN
2190,73.004,"AGEM KIRI
+)
TAHAN
",AGEM KIRI,TAHAN
2205,73.504,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2220,74.004,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2223,74.101,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2224,74.142,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2225,74.17,"AGEM KIRI
NAIK )
",AGEM KIRI,NAIK
2226,74.198,"AGEM KIRI
",AGEM KIRI,
2227,74.241,"AGEM KIRI
",AGEM KIRI,
2235,74.504,"AGEM KIRI
Y
",AGEM KIRI,
2250,75.004,"AGEM KIRI
3
",AGEM KIRI,
2253,75.101,"AGEM KIRI
Y
",AGEM KIRI,
2255,75.17,"AGEM KIRI
Y
",AGEM KIRI,
2256,75.198,"AGEM KIRI
YD)
NAIK
",AGEM KIRI,NAIK
2257,75.24,"AGEM KIRI
(Z)
NAIK
",AGEM KIRI,NAIK
2265,75.504,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2280,76.004,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2283,76.1,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2284,76.142,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2285,76.17,"AGEM KIRI
(8)
",AGEM KIRI,
2287,76.24,"AGEM KIRI
(2)
",AGEM KIRI,
2295,76.504,"AGEM KIRI
",AGEM KIRI,
2310,77.004,"AGEM KIRI
",AGEM KIRI,
2313,77.1,"AGEM KIRI
",AGEM KIRI,
2314,77.142,"AGEM KIRI
",AGEM KIRI,
2315,77.17,"BERDIRI RILEKS
( 8 )
ome
",BERDIRI RILEKS,
2317,77.239,"BERDIRI RILEKS
(g
wares
",BERDIRI RILEKS,
2325,77.503,"BERDIRI RILEKS
(— 8 )
Nae,
",BERDIRI RILEKS,
2340,78.004,"BERDIRI RILEKS
(— 8 )
Nae,
",BERDIRI RILEKS,
2355,78.503,"BERDIRI RILEKS
(— 7)
Le)
",BERDIRI RILEKS,
2370,79.004,"BERDIRI RILEKS
(— 7)
Ley
",BERDIRI RILEKS,
2385,79.503,"BERDIRI RILEKS
(— 6
Ney,
",BERDIRI RILEKS,
2400,80.004,"BERDIRI RILEKS
(— 6 )
Ney,
",BERDIRI RILEKS,
2415,80.503,"BERDIRI RILEKS
(— 5 \
|
ey,
",BERDIRI RILEKS,
2430,81.003,"BERDIRI RILEKS
(5
Ve /
",BERDIRI RILEKS,
2445,81.503,"BERDIRI RILEKS
a
4 |
Vey
",BERDIRI RILEKS,
2460,82.003,"BERDIRI RILEKS
a
4 |
Vey
",BERDIRI RILEKS,
2475,82.502,"BERDIRI RILEKS
(3
Ve /
",BERDIRI RILEKS,
2490,83.003,"BERDIRI RILEKS
(3
Ve /
",BERDIRI RILEKS,
2505,83.503,"BERDIRI RILEKS
(2
V7
",BERDIRI RILEKS,
2520,84.003,"BERDIRI RILEKS
(2
Ve /
",BERDIRI RILEKS,
2535,84.502,"BERDIRI RILEKS
(1
Ve /
",BERDIRI RILEKS,
2550,85.003,"BERDIRI RILEKS
(1
Ve /
",BERDIRI RILEKS,
2553,85.1,"BERDIRI RILEKS
(1
Ve /
",BERDIRI RILEKS,
2555,85.169,"BERDIRI RILEKS
(1
Ve /
",BERDIRI RILEKS,
2556,85.196,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2557,85.239,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2565,85.502,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2580,86.016,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2595,86.502,"AGEM KIRI
2
TURUN
",AGEM KIRI,TURUN
2610,87.003,"AGEM KIRI
2
TURUN
",AGEM KIRI,TURUN
2613,87.099,"AGEM KIRI
2
TURUN
",AGEM KIRI,TURUN
2615,87.169,"AGEM KIRI
2
TURUN
",AGEM KIRI,TURUN
2616,87.21,"AGEM KIRI
TURUN
",AGEM KIRI,TURUN
2617,87.238,"AGEM KIRI
3)
",AGEM KIRI,
2625,87.502,"AGEM KIRI
3)
",AGEM KIRI,
2640,88.002,"AGEM KIRI
3)
",AGEM KIRI,
2643,88.113,"AGEM KIRI
3)
",AGEM KIRI,
2645,88.168,"AGEM KIRI
3)
",AGEM KIRI,
2646,88.196,"AGEM KIRI
+)
TAHAN
",AGEM KIRI,TAHAN
2647,88.238,"AGEM KIRI
+)
TAHAN
",AGEM KIRI,TAHAN
2655,88.501,"AGEM KIRI
+)
TAHAN
",AGEM KIRI,TAHAN
2670,89.002,"AGEM KIRI
>
TAHAN
",AGEM KIRI,TAHAN
2685,89.501,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2700,90.002,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2703,90.098,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2705,90.168,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2706,90.196,"AGEM KIRI
NAIK )
",AGEM KIRI,NAIK
2707,90.237,"AGEM KIRI
",AGEM KIRI,
2715,90.501,"| AGEM KIRI
Y
",AGEM KIRI,
