task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,5.083500000000001,8.0835,10.0835,13.0835,0.006499999999999062,6.875,9.333,12.138,13.943,59.15206298828127,6.54175,0.844696044921875,1.0,ok,video,2.001,lengan,,False,1.4089999999999918,NGEED,1,,14.67041015625,False,
NGEED,2,21.123,24.123,26.123,29.123,0.03550000000000253,22.4,25.733,29.802,31.274,65.6778564453125,22.049249999999997,1.0684814453125,1.0,ok,video,21.998,lengan,0.01961729113270004,True,1.4089999999999918,NGEED,2,,20.141189575195312,False,
AGEM KANAN,1,37.1205,40.1205,42.1205,45.1205,0.0009999999999976694,38.203,40.731,43.342,45.064,64.35714416503907,37.821000000000005,0.917877197265625,1.0,ok,video,31.205,lengan,0.19729332729340454,True,1.4089999999999918,AGEM KANAN,1,,27.967880249023438,False,
AGEM KANAN,2,53.118,56.118,58.118,61.118,0.03399999999999892,54.41,57.007,59.937,61.742,65.50982666015625,54.04575,1.2568359375,1.0,ok,video,54.41,batang_tubuh,0.02274499610085781,True,1.4089999999999918,AGEM KANAN,2,,27.889495849609375,False,
AGEM KIRI,1,69.15700000000001,72.15700000000001,74.15700000000001,77.15700000000001,0.0274999999999892,70.408,72.462,75.462,76.809,61.016818237304676,70.10975,0.992919921875,1.0,ok,video,64.672,lengan,0.588356771792085,False,1.4089999999999918,AGEM KIRI,1,,30.458282470703125,False,
AGEM KIRI,2,85.1825,88.1825,90.1825,93.1825,0.0005000000000023874,86.072,87.405,88.863,94.265,45.83909606933594,85.87425,1.4658203125,1.0,ok,video,79.267,lengan,0.1307574853259417,True,1.4089999999999918,AGEM KIRI,2,,35.607940673828125,False,
NGEED,3,278.216,281.216,283.216,286.216,0.9990000000000236,279.737,281.333,283.861,285.0,59.968231201171875,279.52200000000005,0.96185302734375,1.0,ok,video,275.807,lengan,0.023879424276057624,True,1.4089999999999918,NGEED,3,,22.119171142578125,False,
NGEED,4,294.18600000000004,297.18600000000004,299.18600000000004,302.18600000000004,0.033999999999991815,295.595,297.262,299.928,301.136,57.49541320800779,295.32750000000004,1.0299072265625,1.0,ok,video,289.138,lengan,0.9689010624520674,False,1.4089999999999918,NGEED,4,,25.104339599609375,False,
AGEM KANAN,3,310.246,313.246,315.246,318.246,1.0060000000000286,311.995,314.134,316.328,317.397,61.020913696289085,311.67875000000004,1.395782470703125,1.0,ok,video,304.802,lengan,0.6846062528691067,False,1.4089999999999918,AGEM KANAN,3,,-2.2877655029296875,False,
AGEM KANAN,4,326.29200000000003,329.29200000000003,331.29200000000003,334.29200000000003,0.04200000000003001,328.132,330.201,332.465,333.395,72.65615234375002,327.84725000000003,1.575347900390625,1.0,ok,video,320.397,lengan,0.1654332700715995,True,1.4089999999999918,AGEM KANAN,4,,8.37969970703125,False,
AGEM KIRI,3,342.2825,345.2825,347.2825,350.2825,0.00050000000004502,344.671,345.199,346.074,346.199,25.453582763671932,344.605,1.8133544921875,0.9944444444444445,short_hold,video,343.796,lengan,0.1059356427512068,True,1.4089999999999918,AGEM KIRI,3,,28.057388305664062,False,
AGEM KIRI,4,358.315,361.315,363.315,366.315,1.0060000000000286,360.405,361.196,362.46,365.335,38.07278747558598,360.35624999999993,1.78619384765625,1.0,ok,video,352.393,lengan,0.47889932509549915,False,1.4089999999999918,AGEM KIRI,4,,56.19978332519531,False,
