task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,5.113,8.113,10.113,13.113,0.9720000000000013,7.773,8.828,11.106,11.966,34.38404846191406,7.6585,1.03424072265625,1.0,ok,video,6.37,lengan,0.09511967064777427,True,1.9794999999999732,NGEED,1,,8.7734375,False,
NGEED,2,21.118,24.118,26.118,29.118,0.03599999999999781,22.367,23.437,25.437,29.63,81.53038024902344,22.217750000000002,1.382476806640625,1.0,ok,video,20.034,lengan,0.020330608673681846,True,1.9794999999999732,NGEED,2,,16.855621337890625,False,
AGEM KANAN,1,37.15,40.15,42.15,45.15,0.0009999999999976694,39.629,41.434,43.767,46.628,21.428375244140625,39.54575,1.25311279296875,1.0,ok,video,31.172,lengan,2.224113990301425,False,1.9794999999999732,AGEM KANAN,1,,19.639358520507812,False,
AGEM KIRI,12,53.1475,56.1475,58.1475,61.1475,0.0005000000000023874,,,,,14.580624389648449,54.99425000000001,1.128082275390625,1.0,incomplete,video,47.239,batang_tubuh,0.43379360995977384,False,1.9794999999999732,AGEM KANAN,2,salah_sisi,,False,gerak_lain
AGEM KIRI,1,69.1525,72.1525,74.1525,77.1525,0.06199999999999761,71.499,71.693,72.429,78.567,13.391845703125,71.48174999999999,1.190155029296875,1.0,short_hold,video_longgar,63.973,lengan,0.12803766430277286,True,1.9794999999999732,AGEM KIRI,1,,64.56291961669922,False,turun_tidak_terdeteksi
AGEM KIRI,2,85.212,88.212,90.212,93.212,0.028000000000005798,86.691,86.761,87.302,87.427,13.245123291015602,86.60475,1.27655029296875,1.0,short_hold,video_longgar,79.304,lengan,0.08101310504077973,True,1.9794999999999732,AGEM KIRI,2,,0.059600830078125,True,turun_tidak_terdeteksi
NGEED,3,278.211,281.211,283.211,286.211,1.00649999999996,280.564,281.828,284.231,286.967,61.32666015625,280.432,1.227783203125,1.0,ok,video,275.024,lengan,0.04086134621049866,True,1.9794999999999732,NGEED,3,,8.373260498046875,False,
NGEED,4,294.1815,297.1815,299.1815,302.1815,0.0614999999999668,295.701,296.632,300.034,302.964,64.12167663574218,295.6175,1.095855712890625,1.0,ok,video,288.3,lengan,0.1486669778312155,True,1.9794999999999732,NGEED,4,,10.934066772460938,False,
AGEM KANAN,3,310.248,313.248,315.248,318.248,0.0009999999999763531,312.032,312.435,314.365,320.434,31.008819580078125,311.98325,1.07855224609375,1.0,ok,video,304.367,lengan,0.4793449837958384,False,1.9794999999999732,AGEM KANAN,3,,1.6333160400390625,False,
AGEM KANAN,4,326.315,329.315,331.315,334.315,0.9615000000000009,328.03,328.224,330.891,336.223,18.40089111328126,328.01275,1.159088134765625,1.0,ok,video,328.03,batang_tubuh,0.3426526849856141,False,1.9794999999999732,AGEM KANAN,4,,40.944732666015625,False,
AGEM KIRI,3,342.3125,345.3125,347.3125,350.3125,0.9705000000000155,344.292,344.5,347.096,352.095,12.589465332031239,344.27475,0.977142333984375,1.0,ok,video_longgar,336.362,lengan,0.2673395201725155,False,1.9794999999999732,AGEM KIRI,3,,48.544158935546875,False,turun_tidak_terdeteksi
AGEM KIRI,4,358.344,361.344,363.344,366.344,0.9995000000000118,360.691,360.969,362.024,367.759,10.825439453125,360.65625,0.9307708740234375,1.0,ok,video_longgar,352.428,lengan,0.17553449403486615,True,1.9794999999999732,AGEM KIRI,4,,47.727996826171875,False,turun_tidak_terdeteksi
