frame,t,raw,task,subphase
1207,40.231,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1215,40.508,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1230,41.009,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1245,41.508,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1260,42.009,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1263,42.106,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1264,42.133,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1265,42.175,"AGEM KANAN
Q NAIK )
",AGEM KANAN,NAIK
1266,42.202,"AGEM KANAN
",AGEM KANAN,
1267,42.23,"AGEM KANAN
",AGEM KANAN,
1275,42.508,"AGEM KANAN
Y
",AGEM KANAN,
1290,43.009,"AGEM KANAN
Y
",AGEM KANAN,
1293,43.105,"AGEM KANAN
Y
",AGEM KANAN,
1294,43.133,"AGEM KANAN
Y
",AGEM KANAN,
1295,43.175,"AGEM KANAN
2D
NAIK
",AGEM KANAN,NAIK
1297,43.244,"AGEM KANAN
(Z)
NAIK
",AGEM KANAN,NAIK
1305,43.508,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1320,44.009,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1323,44.105,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1324,44.133,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1325,44.174,"AGEM KANAN
(8)
",AGEM KANAN,
1327,44.244,"AGEM KANAN
(2)
",AGEM KANAN,
1335,44.508,"AGEM KANAN
",AGEM KANAN,
1350,45.008,"AGEM KANAN
",AGEM KANAN,
1353,45.105,"AGEM KANAN
",AGEM KANAN,
1354,45.132,"AGEM KANAN
",AGEM KANAN,
1355,45.175,"BERDIRI RILEKS
ho \
8 |
Ne,
",BERDIRI RILEKS,
1357,45.244,"BERDIRI RILEKS
ho \
| 8 |
Ne,
",BERDIRI RILEKS,
1365,45.508,"BERDIRI RILEKS
(g
\e/
",BERDIRI RILEKS,
1380,46.008,"BERDIRI RILEKS
(eg
\e/
",BERDIRI RILEKS,
1395,46.508,"BERDIRI RILEKS
(7)
La
",BERDIRI RILEKS,
1410,47.008,"BERDIRI RILEKS
(7)
La
",BERDIRI RILEKS,
1425,47.507,"BERDIRI RILEKS
(6
Nee
",BERDIRI RILEKS,
1440,48.008,"BERDIRI RILEKS
(6
Nee
",BERDIRI RILEKS,
1455,48.508,"BERDIRI RILEKS
(5 \
Nee
",BERDIRI RILEKS,
1470,49.008,"BERDIRI RILEKS
(5 \
Nee
",BERDIRI RILEKS,
1485,49.507,"BERDIRI RILEKS
f,
4 |
ae
",BERDIRI RILEKS,
1500,50.007,"BERDIRI RILEKS
f,
4 |
nae
",BERDIRI RILEKS,
1515,50.507,"BERDIRI RILEKS
(3
ey,
",BERDIRI RILEKS,
1530,51.007,"BERDIRI RILEKS
(3
EY
",BERDIRI RILEKS,
1545,51.507,"BERDIRI RILEKS
(2)
Nee
",BERDIRI RILEKS,
1560,52.007,"BERDIRI RILEKS
(2)
Nee
",BERDIRI RILEKS,
1575,52.507,"BERDIRI RILEKS
(1)
Nea
",BERDIRI RILEKS,
1590,53.007,"BERDIRI RILEKS
(1)
Nea
",BERDIRI RILEKS,
1593,53.104,"BERDIRI RILEKS
(1)
Nea
",BERDIRI RILEKS,
1594,53.132,"BERDIRI RILEKS
(1)
Nea
",BERDIRI RILEKS,
1595,53.173,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1597,53.244,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1605,53.506,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1620,54.007,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1635,54.506,"AGEM KANAN
2
TURUN
",AGEM KANAN,TURUN
1650,55.007,"AGEM KANAN
2 \
TURUN
",AGEM KANAN,TURUN
1653,55.104,"AGEM KANAN
2
TURUN
",AGEM KANAN,TURUN
1655,55.173,"AGEM KANAN
TURUN
",AGEM KANAN,TURUN
1656,55.201,"AGEM KANAN
TURUN
",AGEM KANAN,TURUN
1657,55.242,"AGEM KANAN
3)
",AGEM KANAN,
1665,55.506,"AGEM KANAN
3)
",AGEM KANAN,
1680,56.007,"AGEM KANAN
3)
",AGEM KANAN,
1683,56.103,"AGEM KANAN
3)
",AGEM KANAN,
1684,56.131,"AGEM KANAN
3)
",AGEM KANAN,
1685,56.173,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1687,56.242,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1695,56.506,"AGEM KANAN
>
TAHAN
",AGEM KANAN,TAHAN
1710,57.007,"AGEM KANAN
>
TAHAN
",AGEM KANAN,TAHAN
1725,57.506,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1740,58.006,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1743,58.103,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1744,58.13,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1745,58.172,"AGEM KANAN
Q NAIK )
",AGEM KANAN,NAIK
1746,58.2,"AGEM KANAN
Q NAIK )
",AGEM KANAN,NAIK
1747,58.242,"AGEM KANAN
",AGEM KANAN,
1755,58.505,"AGEM KANAN
Y
",AGEM KANAN,
1770,59.006,"AGEM KANAN
Y
",AGEM KANAN,
1773,59.103,"AGEM KANAN
Y
",AGEM KANAN,
1774,59.13,"AGEM KANAN
Y
",AGEM KANAN,
1775,59.172,"AGEM KANAN
2)
NAIK
",AGEM KANAN,NAIK
1777,59.241,"AGEM KANAN
(Z)
NAIK
",AGEM KANAN,NAIK
1785,59.506,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1800,60.006,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1803,60.103,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1804,60.13,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1805,60.172,"AGEM KANAN
(8)
",AGEM KANAN,
1807,60.241,"AGEM KANAN
(2)
",AGEM KANAN,
1815,60.506,"AGEM KANAN
",AGEM KANAN,
1830,61.006,"AGEM KANAN
",AGEM KANAN,
1833,61.102,"AGEM KANAN
",AGEM KANAN,
1834,61.13,"AGEM KANAN
",AGEM KANAN,
1835,61.172,"se)
8
ew,
",UNKNOWN,
1837,61.241,"sg)
8
ey,
",UNKNOWN,
1841,61.366,"se)
8
ey,
",UNKNOWN,
1842,61.408,"BERDIRI RILEKS
fo»
8 |
Lae 4
",BERDIRI RILEKS,
1843,61.436,"BERDIRI RILEKS
fo»
8 |
Lae 4
",BERDIRI RILEKS,
1845,61.505,"BERDIRI RILEKS
fo»
8 |
Lae 4
",BERDIRI RILEKS,
1860,62.006,"BERDIRI RILEKS
fo»
8 |
Lae 4
",BERDIRI RILEKS,
1875,62.505,"BERDIRI RILEKS
i,
| ff |
Lae 4
",BERDIRI RILEKS,
1890,63.006,"BERDIRI RILEKS
_,
| fj |
“7
",BERDIRI RILEKS,
1905,63.505,"BERDIRI RILEKS
(6 )
KS 7
",BERDIRI RILEKS,
1920,64.006,"BERDIRI RILEKS
(6)
Yey
",BERDIRI RILEKS,
1935,64.505,"BERDIRI RILEKS
(5 )
Yey
",BERDIRI RILEKS,
1950,65.006,"BERDIRI RILEKS
(5 )
Yey
",BERDIRI RILEKS,
1965,65.505,"BERDIRI RILEKS
f.»
| 4 |
Vey
",BERDIRI RILEKS,
1980,66.005,"BERDIRI RILEKS
f.»
| 4 |
Vey
",BERDIRI RILEKS,
1995,66.504,"BERDIRI RILEKS
(3
Yey
",BERDIRI RILEKS,
2010,67.005,"BERDIRI RILEKS
(3
Ye
",BERDIRI RILEKS,
2025,67.504,"BERDIRI RILEKS
(2
Ye
",BERDIRI RILEKS,
2040,68.005,"BERDIRI RILEKS
(2
Ye
",BERDIRI RILEKS,
2055,68.504,"BERDIRI RILEKS
(1
Nee
",BERDIRI RILEKS,
2070,69.005,"BERDIRI RILEKS
(1
Nee
",BERDIRI RILEKS,
2073,69.101,"BERDIRI RILEKS
(1
Nee
",BERDIRI RILEKS,
2074,69.143,"BERDIRI RILEKS
(1
Nee
",BERDIRI RILEKS,
2075,69.17,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2077,69.24,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2085,69.504,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2100,70.005,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2115,70.504,"AGEM KIRI
2 \
TURUN
",AGEM KIRI,TURUN
2130,71.004,"AGEM KIRI
2
TURUN
",AGEM KIRI,TURUN
2133,71.101,"AGEM KIRI
2 \
TURUN
",AGEM KIRI,TURUN
2135,71.172,"AGEM KIRI
2 \
TURUN
",AGEM KIRI,TURUN
2136,71.198,"AGEM KIRI
2 \
TURUN
",AGEM KIRI,TURUN
2137,71.24,"AGEM KIRI
3)
",AGEM KIRI,
2145,71.504,"AGEM KIRI
3)
",AGEM KIRI,
2160,72.004,"AGEM KIRI
3)
",AGEM KIRI,
2163,72.101,"AGEM KIRI
3)
",AGEM KIRI,
2165,72.17,"AGEM KIRI
3)
",AGEM KIRI,
2166,72.198,"AGEM KIRI
3)
",AGEM KIRI,
2167,72.24,"AGEM KIRI
>
TAHAN
",AGEM KIRI,TAHAN
2175,72.504,"AGEM KIRI
+)
TAHAN
",AGEM KIRI,TAHAN
2190,73.004,"AGEM KIRI
+)
TAHAN
",AGEM KIRI,TAHAN
2205,73.503,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2220,74.004,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2223,74.1,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2224,74.142,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2225,74.17,"AGEM KIRI
NAIK )
",AGEM KIRI,NAIK
2226,74.198,"AGEM KIRI
NAIK )
",AGEM KIRI,NAIK
2227,74.239,"AGEM KIRI
",AGEM KIRI,
2235,74.503,"AGEM KIRI
3
",AGEM KIRI,
2250,75.004,"AGEM KIRI
Y
",AGEM KIRI,
2253,75.1,"AGEM KIRI
Y
",AGEM KIRI,
2255,75.17,"AGEM KIRI
Y
",AGEM KIRI,
2256,75.198,"AGEM KIRI
Y
",AGEM KIRI,
2257,75.239,"AGEM KIRI
(Z)
NAIK
",AGEM KIRI,NAIK
2265,75.503,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2280,76.003,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2283,76.1,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2284,76.142,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2285,76.17,"AGEM KIRI
(8)
",AGEM KIRI,
2287,76.239,"AGEM KIRI
(8)
",AGEM KIRI,
2295,76.503,"AGEM KIRI
",AGEM KIRI,
2310,77.003,"AGEM KIRI
",AGEM KIRI,
2313,77.1,"AGEM KIRI
",AGEM KIRI,
2314,77.142,"AGEM KIRI
",AGEM KIRI,
2315,77.169,"BERDIRI RILEKS
a g )
ew,
",BERDIRI RILEKS,
2317,77.239,"BERDIRI RILEKS
LS
",BERDIRI RILEKS,
2325,77.503,"BERDIRI RILEKS
fo»
8 |
Va
",BERDIRI RILEKS,
2340,78.003,"BERDIRI RILEKS
fo»
8 |
Va
",BERDIRI RILEKS,
2355,78.503,"BERDIRI RILEKS
{om \
7 |
Va
",BERDIRI RILEKS,
2370,79.003,"BERDIRI RILEKS
{om \
7 |
Va
",BERDIRI RILEKS,
2385,79.502,"BERDIRI RILEKS
(6)
Ne
",BERDIRI RILEKS,
2400,80.003,"BERDIRI RILEKS
(6
Nee
",BERDIRI RILEKS,
2415,80.502,"BERDIRI RILEKS
(5 )
Ye
",BERDIRI RILEKS,
2430,81.003,"BERDIRI RILEKS
_,
| 5
",BERDIRI RILEKS,
2445,81.502,"BERDIRI RILEKS
(4)
Nee
",BERDIRI RILEKS,
2460,82.003,"BERDIRI RILEKS
(4)
Nee
",BERDIRI RILEKS,
2475,82.502,"BERDIRI RILEKS
(3
EY)
",BERDIRI RILEKS,
2490,83.002,"BERDIRI RILEKS
(3
EY)
",BERDIRI RILEKS,
2505,83.502,"BERDIRI RILEKS
(2)
Nee
",BERDIRI RILEKS,
2520,84.003,"BERDIRI RILEKS
(2)
Nee
",BERDIRI RILEKS,
2535,84.502,"BERDIRI RILEKS
(1
Nee
",BERDIRI RILEKS,
2550,85.002,"BERDIRI RILEKS
(1
Nee
",BERDIRI RILEKS,
2553,85.099,"BERDIRI RILEKS
(1
Nee
",BERDIRI RILEKS,
2555,85.168,"BERDIRI RILEKS
(1
Nee
",BERDIRI RILEKS,
2556,85.21,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2557,85.238,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2565,85.502,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2580,86.002,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2595,86.501,"AGEM KIRI
2
TURUN
",AGEM KIRI,TURUN
2610,87.002,"AGEM KIRI
2 \
TURUN
",AGEM KIRI,TURUN
2613,87.099,"AGEM KIRI
2
TURUN
",AGEM KIRI,TURUN
2615,87.168,"AGEM KIRI
2
TURUN
",AGEM KIRI,TURUN
2616,87.21,"AGEM KIRI
TURUN
",AGEM KIRI,TURUN
2617,87.237,"AGEM KIRI
3)
",AGEM KIRI,
2625,87.501,"AGEM KIRI
3)
",AGEM KIRI,
2640,88.002,"AGEM KIRI
3)
",AGEM KIRI,
2643,88.098,"AGEM KIRI
3)
",AGEM KIRI,
2645,88.168,"AGEM KIRI
3)
",AGEM KIRI,
2646,88.21,"AGEM KIRI
+)
TAHAN
",AGEM KIRI,TAHAN
2647,88.237,"AGEM KIRI
+)
TAHAN
",AGEM KIRI,TAHAN
2655,88.501,"AGEM KIRI
+)
TAHAN
",AGEM KIRI,TAHAN
2670,89.002,"AGEM KIRI
+)
TAHAN
",AGEM KIRI,TAHAN
2685,89.501,"AGEM KIRI
TAHAN
",AGEM KIRI,TAHAN
2700,90.001,"AGEM KIRI
TAHAN
",AGEM KIRI,TAHAN
2703,90.098,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2705,90.167,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2706,90.209,"AGEM KIRI
NAIK )
",AGEM KIRI,NAIK
2707,90.237,"AGEM KIRI
",AGEM KIRI,
2715,90.5,"AGEM KIRI
Y
",AGEM KIRI,
2730,91.001,"AGEM KIRI
Y
",AGEM KIRI,
2733,91.098,"AGEM KIRI
Y
",AGEM KIRI,
2735,91.167,"AGEM KIRI
Y
",AGEM KIRI,
2736,91.209,"AGEM KIRI
2D
NAIK
",AGEM KIRI,NAIK
2737,91.237,"AGEM KIRI
)
NAIK
",AGEM KIRI,NAIK
2745,91.501,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2760,92.001,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2763,92.098,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2765,92.167,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2766,92.209,"AGEM KIRI
(8)
",AGEM KIRI,
2767,92.236,"AGEM KIRI
(2)
",AGEM KIRI,
2775,92.5,"AGEM KIRI
",AGEM KIRI,
2790,93.001,"AGEM KIRI
",AGEM KIRI,
2793,93.098,"AGEM KIRI
",AGEM KIRI,
2795,93.167,"AGEM KIRI
",AGEM KIRI,
2796,93.209,,UNKNOWN,
2797,93.236,,UNKNOWN,
2805,93.5,,UNKNOWN,
2820,94.001,,UNKNOWN,
2821,94.042,,UNKNOWN,
2822,94.07,"ISTIRAHAT UTAMA
3:00
.
[-on lf oo | EE
",ISTIRAHAT UTAMA,
2823,94.098,"ISTIRAHAT UTAMA
3:00
.
[-on lf oo | EE
",ISTIRAHAT UTAMA,
2827,94.236,"ISTIRAHAT UTAMA
[-on lf oo | EE
",ISTIRAHAT UTAMA,
2835,94.5,"ISTIRAHAT UTAMA
[-on lf on | EE
",ISTIRAHAT UTAMA,
2850,95.001,"ISTIRAHAT UTAMA
[-on lf on | EE
",ISTIRAHAT UTAMA,
2865,95.5,"ISTIRAHAT UTAMA
[-on lf on | EE
",ISTIRAHAT UTAMA,
2880,96.001,"ISTIRAHAT UTAMA
[-on lf on | EE
",ISTIRAHAT UTAMA,
2895,96.5,"ISTIRAHAT UTAMA
[-on lf on | EE
",ISTIRAHAT UTAMA,
2910,97.0,"ISTIRAHAT UTAMA
[-on lf on | EE
",ISTIRAHAT UTAMA,
2925,97.5,"ISTIRAHAT UTAMA
[-on lf on | EE
",ISTIRAHAT UTAMA,
2940,98.0,"ISTIRAHAT UTAMA
[-an lf oo | EEE
",ISTIRAHAT UTAMA,
2956,98.541,"ISTIRAHAT UTAMA
[-an lf oo | ECE
",ISTIRAHAT UTAMA,
2970,99.0,"ISTIRAHAT UTAMA
[-an lf oo | ECE
",ISTIRAHAT UTAMA,
2986,99.541,"ISTIRAHAT UTAMA
[-an lf oo | EEE
",ISTIRAHAT UTAMA,
