task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,5.118,8.118,10.118,13.118,0.028999999999999915,7.0,8.208,14.276,15.137,51.07708740234375,6.882,0.777984619140625,1.0,ok,video,7.0,batang_tubuh,0.03557042087741248,True,1.5525000000000038,NGEED,1,,-8.575225830078125,False,
NGEED,2,21.122,24.122,26.122,29.122,0.03500000000000014,22.678,23.802,28.205,29.011,57.4453125,22.546,0.801666259765625,1.0,ok,video,15.207,lengan,0.07643935723514211,True,1.5525000000000038,NGEED,2,,-7.8858642578125,False,
AGEM KANAN,1,37.155,40.155,42.155,45.155,0.02850000000000108,39.009,40.605,43.133,44.009,61.02289428710935,38.8285,0.923614501953125,1.0,ok,video,38.87,lengan,0.07137233870284543,True,1.5525000000000038,AGEM KANAN,1,,0.231109619140625,False,
AGEM KANAN,2,53.1525,56.1525,58.1525,61.1525,0.0015000000000000568,54.867,56.742,59.533,60.797,54.09963378906252,54.634249999999994,0.9354248046875,1.0,ok,video,54.34,lengan,0.0656019551238514,True,1.5525000000000038,AGEM KANAN,2,,-5.243682861328125,False,
AGEM KIRI,1,69.1565,72.1565,74.1565,77.1565,0.0625,70.476,72.073,75.267,76.267,51.3258056640625,70.2435,0.921875,1.0,ok,video,63.269,lengan,0.15249928055158504,True,1.5525000000000038,AGEM KIRI,1,,62.184814453125,False,
AGEM KIRI,2,85.189,88.189,90.189,93.189,0.000999999999990564,86.738,88.334,91.473,93.139,49.22126464843751,86.60625,0.799713134765625,1.0,ok,video,86.14,lengan,0.032886464630031295,True,1.5525000000000038,AGEM KIRI,2,,52.08338928222656,False,
NGEED,3,278.2225,281.2225,283.2225,286.2225,1.0264999999999986,280.132,281.673,284.603,285.673,51.41037597656248,280.02775,0.79803466796875,1.0,ok,video,279.674,lengan,0.06026480112490974,True,1.5525000000000038,NGEED,3,,-7.52325439453125,False,
NGEED,4,294.213,297.213,299.213,302.213,0.005999999999971806,295.671,297.268,300.67,302.198,60.321981811523415,295.539,0.8597412109375,1.0,ok,video,295.671,batang_tubuh,0.04851538529680837,True,1.5525000000000038,NGEED,4,,1.51416015625,False,
AGEM KANAN,3,310.28700000000003,313.28700000000003,315.28700000000003,318.28700000000003,0.9989999999999668,311.863,313.599,316.265,317.598,59.616436767578136,311.679,0.964141845703125,1.0,ok,video,304.406,lengan,0.09316454462461798,True,1.5525000000000038,AGEM KANAN,3,,-22.20513916015625,False,
AGEM KANAN,4,326.284,329.284,331.284,334.284,0.0004999999999881766,327.402,329.333,333.193,334.54,61.81198730468748,327.152,0.972320556640625,1.0,ok,video,327.402,batang_tubuh,0.048861608985476465,True,1.5525000000000038,AGEM KANAN,4,,-17.908294677734375,False,
AGEM KIRI,3,342.28200000000004,345.28200000000004,347.28200000000004,350.28200000000004,0.033999999999991815,343.733,345.261,348.594,350.204,59.32410888671876,343.549,0.9466552734375,1.0,ok,video,343.733,batang_tubuh,0.0402853514865023,True,1.5525000000000038,AGEM KIRI,3,,-9.530364990234375,True,sesuai
AGEM KIRI,4,358.349,361.349,363.349,366.349,0.9990000000000236,359.467,361.536,364.466,366.063,64.53284301757816,359.25174999999996,0.9257049560546875,1.0,ok,video,352.468,lengan,0.055091425274099874,True,1.5525000000000038,AGEM KIRI,4,,-9.6505126953125,True,sesuai
