gerakan,rep,fase,bagian,mulai,dalam_fase,delta_db,otot_db,mu_sm_db,beta_sm_db,pct_kanal_bersih,sm_bersih,participant_id
Ngeed,1,Gerak,pra-onset,5.088,False,7.529,4.313,-0.404,-3.473,25.0,True,P08
Ngeed,1,Gerak,pra-onset,5.338,False,2.197,4.669,4.375,-2.666,31.25,True,P08
Ngeed,1,Gerak,awal,5.588,True,1.071,5.169,6.818,1.653,31.25,True,P08
Ngeed,1,Gerak,awal,5.838,True,-0.266,1.07,4.746,0.032,31.25,True,P08
Ngeed,1,Gerak,awal,6.088,True,-4.017,-0.561,3.193,2.324,43.75,True,P08
Ngeed,1,Gerak,awal,6.338,True,3.165,-1.348,0.482,1.407,62.5,True,P08
Ngeed,1,Gerak,awal,6.588,True,5.449,-1.844,1.472,-1.785,75.0,True,P08
Ngeed,1,Gerak,awal,6.838,True,4.827,-0.048,5.786,-0.866,75.0,True,P08
Ngeed,1,Gerak,tengah,7.088,True,3.157,0.149,7.416,0.82,75.0,True,P08
Ngeed,1,Gerak,tengah,7.338,True,1.57,-0.099,-0.553,-1.165,81.25,True,P08
Ngeed,1,Gerak,tengah,7.588,True,1.762,0.98,0.272,-0.296,81.25,True,P08
Ngeed,1,Gerak,tengah,7.838,True,2.009,1.754,1.594,1.801,81.25,True,P08
Ngeed,1,Gerak,tengah,8.088,True,6.641,2.368,-1.42,2.708,37.5,True,P08
Ngeed,1,Gerak,akhir,8.338,True,12.887,3.422,-1.656,2.225,37.5,True,P08
Ngeed,1,Gerak,akhir,8.588,True,13.562,4.611,1.408,1.536,37.5,True,P08
Ngeed,1,Gerak,akhir,8.838,True,7.632,2.002,-0.016,0.866,43.75,True,P08
Ngeed,1,Gerak,akhir,9.088,True,3.276,2.606,2.155,2.834,87.5,True,P08
Ngeed,1,Gerak,akhir,9.338,False,2.959,0.885,1.067,1.48,87.5,True,P08
Ngeed,1,Gerak,akhir,9.588,False,1.198,-0.172,-3.105,-0.849,68.75,True,P08
Ngeed,1,Tahan,pra-onset,9.188,False,1.734,2.3,2.207,2.889,87.5,True,P08
Ngeed,1,Tahan,pra-onset,9.438,False,1.745,-0.753,-0.495,0.178,87.5,True,P08
Ngeed,1,Tahan,awal,9.688,True,2.826,0.531,-3.671,-1.022,75.0,True,P08
Ngeed,1,Tahan,awal,9.938,True,2.146,0.23,-1.511,-2.774,62.5,True,P08
Ngeed,1,Tahan,awal,10.188,True,2.096,-3.835,-1.8,-3.856,50.0,True,P08
Ngeed,1,Tahan,awal,10.438,True,2.084,-3.525,-2.386,-4.414,56.25,True,P08
Ngeed,1,Tahan,awal,10.688,True,1.27,-2.335,-0.08,-5.588,56.25,True,P08
Ngeed,1,Tahan,awal,10.938,True,-1.833,-1.733,-3.07,-4.117,50.0,True,P08
Ngeed,1,Tahan,tengah,11.188,True,-1.283,-3.156,-4.64,-4.567,37.5,True,P08
Ngeed,1,Tahan,tengah,11.438,True,1.615,-4.369,-5.345,-5.104,31.25,True,P08
Ngeed,1,Tahan,tengah,11.688,True,0.355,-3.528,-4.743,-7.738,31.25,True,P08
Ngeed,1,Tahan,tengah,11.938,True,-2.76,-1.614,,,37.5,False,P08
Ngeed,1,Tahan,tengah,12.188,True,0.427,2.072,,,31.25,False,P08
Ngeed,1,Tahan,akhir,12.438,True,1.719,-1.014,,,37.5,False,P08
Ngeed,1,Tahan,akhir,12.688,True,4.311,-1.87,,,37.5,False,P08
Ngeed,1,Tahan,akhir,12.938,True,4.337,-0.866,,,37.5,False,P08
Ngeed,1,Tahan,akhir,13.188,False,-0.623,-0.916,-10.16,-11.058,50.0,True,P08
Ngeed,1,Tahan,akhir,13.438,False,0.518,-1.617,-7.235,-7.686,25.0,True,P08
Ngeed,1,Naik,pra-onset,12.955,False,4.014,-0.703,,,37.5,False,P08
Ngeed,1,Naik,pra-onset,13.205,False,-0.71,-1.007,-10.114,-11.006,50.0,True,P08
Ngeed,1,Naik,awal,13.455,True,0.574,-1.375,-6.641,-7.097,25.0,True,P08
Ngeed,1,Naik,awal,13.705,True,0.014,4.732,-1.999,0.459,25.0,True,P08
Ngeed,1,Naik,tengah,13.955,True,-0.607,4.251,-4.328,1.31,31.25,True,P08
Ngeed,1,Naik,tengah,14.205,True,3.366,0.292,-3.042,0.416,25.0,True,P08
Ngeed,1,Naik,akhir,14.455,False,6.331,0.151,2.297,1.915,37.5,True,P08
Ngeed,1,Naik,akhir,14.705,False,8.461,-0.3,2.551,2.208,43.75,True,P08
Ngeed,1,Berdiri,pra-onset,14.255,False,4.151,0.209,-1.44,0.607,25.0,True,P08
Ngeed,1,Berdiri,pra-onset,14.505,False,6.338,-0.21,2.633,2.211,37.5,True,P08
Ngeed,1,Berdiri,awal,14.755,True,9.498,-0.052,2.436,1.551,50.0,True,P08
Ngeed,1,Berdiri,awal,15.005,True,11.69,1.088,3.46,-2.492,62.5,True,P08
Ngeed,1,Berdiri,awal,15.255,True,11.711,1.255,3.05,0.039,56.25,True,P08
Ngeed,1,Berdiri,awal,15.505,True,9.138,-0.328,-3.606,-4.368,62.5,True,P08
Ngeed,1,Berdiri,awal,15.755,True,7.025,1.127,-0.999,-2.323,62.5,True,P08
Ngeed,1,Berdiri,awal,16.005,True,3.489,3.889,5.746,2.815,62.5,True,P08
Ngeed,1,Berdiri,awal,16.255,True,1.102,3.3,5.965,3.171,56.25,True,P08
Ngeed,1,Berdiri,awal,16.505,True,4.967,3.565,8.138,1.369,62.5,True,P08
Ngeed,1,Berdiri,awal,16.755,True,4.717,4.934,5.984,3.131,75.0,True,P08
Ngeed,1,Berdiri,awal,17.005,True,4.273,1.367,-0.064,4.294,75.0,True,P08
Ngeed,1,Berdiri,tengah,17.255,True,2.681,0.542,1.86,5.226,93.75,True,P08
Ngeed,1,Berdiri,tengah,17.505,True,0.498,1.041,2.301,2.666,93.75,True,P08
Ngeed,1,Berdiri,tengah,17.755,True,0.572,-0.202,-2.486,-0.755,93.75,True,P08
Ngeed,1,Berdiri,tengah,18.005,True,1.738,-2.048,-1.976,-2.531,93.75,True,P08
Ngeed,1,Berdiri,tengah,18.255,True,-1.67,0.036,0.303,-2.777,93.75,True,P08
Ngeed,1,Berdiri,tengah,18.505,True,-1.806,3.001,-4.342,-3.486,81.25,True,P08
Ngeed,1,Berdiri,tengah,18.755,True,-0.685,1.23,-1.058,0.525,68.75,True,P08
Ngeed,1,Berdiri,tengah,19.005,True,0.187,-0.716,-2.808,0.492,68.75,True,P08
Ngeed,1,Berdiri,tengah,19.255,True,0.481,0.172,-2.824,-0.817,56.25,True,P08
Ngeed,1,Berdiri,akhir,19.505,True,-0.994,-1.768,-3.278,-5.215,43.75,True,P08
Ngeed,1,Berdiri,akhir,19.755,True,-3.905,-1.594,-5.712,-7.774,31.25,True,P08
Ngeed,1,Berdiri,akhir,20.005,True,-4.643,-0.424,-2.914,-6.232,25.0,True,P08
Ngeed,1,Berdiri,akhir,20.255,True,-1.128,-0.649,1.036,-5.917,43.75,True,P08
Ngeed,1,Berdiri,akhir,20.505,True,-1.795,3.127,,,37.5,False,P08
Ngeed,1,Berdiri,akhir,20.755,True,-0.545,1.966,,,43.75,False,P08
Ngeed,1,Berdiri,akhir,21.005,True,0.087,-2.243,,,50.0,False,P08
Ngeed,1,Berdiri,akhir,21.255,True,1.244,-3.329,,,50.0,False,P08
Ngeed,1,Berdiri,akhir,21.505,False,-3.489,-2.331,,,50.0,False,P08
Ngeed,2,Gerak,pra-onset,21.255,False,1.244,-3.329,,,50.0,False,P08
Ngeed,2,Gerak,pra-onset,21.505,False,-3.105,-2.38,,,50.0,False,P08
Ngeed,2,Gerak,awal,21.755,True,-6.068,-3.018,-3.238,-8.79,50.0,True,P08
Ngeed,2,Gerak,awal,22.005,True,1.666,-1.106,-1.019,-5.393,50.0,True,P08
Ngeed,2,Gerak,awal,22.255,True,2.774,-2.123,-3.735,-3.335,56.25,True,P08
Ngeed,2,Gerak,tengah,22.505,True,5.319,-2.633,-0.588,-1.587,37.5,True,P08
Ngeed,2,Gerak,tengah,22.755,True,9.608,2.753,7.068,2.084,37.5,True,P08
Ngeed,2,Gerak,tengah,23.005,True,7.755,4.047,7.118,3.939,37.5,True,P08
Ngeed,2,Gerak,akhir,23.255,True,1.353,2.073,5.052,2.114,37.5,True,P08
Ngeed,2,Gerak,akhir,23.505,False,-0.996,1.533,-0.353,2.032,56.25,True,P08
Ngeed,2,Gerak,akhir,23.755,False,1.018,2.417,3.215,3.043,75.0,True,P08
Ngeed,2,Tahan,pra-onset,23.39,False,-0.084,1.281,2.314,1.708,62.5,True,P08
Ngeed,2,Tahan,pra-onset,23.64,False,-0.021,2.121,0.685,2.815,68.75,True,P08
Ngeed,2,Tahan,awal,23.89,True,1.909,1.653,4.881,2.284,75.0,True,P08
Ngeed,2,Tahan,awal,24.14,True,2.268,0.795,6.86,0.654,56.25,True,P08
Ngeed,2,Tahan,awal,24.39,True,3.746,4.853,,,50.0,False,P08
Ngeed,2,Tahan,awal,24.64,True,4.87,8.188,,,50.0,False,P08
Ngeed,2,Tahan,awal,24.89,True,7.84,7.094,1.657,6.142,62.5,True,P08
Ngeed,2,Tahan,awal,25.14,True,6.674,5.5,3.765,2.034,56.25,True,P08
Ngeed,2,Tahan,awal,25.39,True,2.497,2.883,3.39,0.208,68.75,True,P08
Ngeed,2,Tahan,awal,25.64,True,1.788,4.913,2.924,4.101,87.5,True,P08
Ngeed,2,Tahan,tengah,25.89,True,4.278,3.767,4.525,3.577,87.5,True,P08
Ngeed,2,Tahan,tengah,26.14,True,4.671,2.371,3.599,2.927,87.5,True,P08
Ngeed,2,Tahan,tengah,26.39,True,0.333,1.095,0.747,3.778,93.75,True,P08
Ngeed,2,Tahan,tengah,26.64,True,-0.982,1.296,0.816,2.891,93.75,True,P08
Ngeed,2,Tahan,tengah,26.89,True,-0.443,-0.013,3.472,2.153,93.75,True,P08
Ngeed,2,Tahan,tengah,27.14,True,-0.164,1.851,1.849,1.196,81.25,True,P08
Ngeed,2,Tahan,tengah,27.39,True,-0.54,3.303,2.786,2.035,62.5,True,P08
Ngeed,2,Tahan,tengah,27.64,True,-1.714,0.547,0.615,0.786,56.25,True,P08
Ngeed,2,Tahan,akhir,27.89,True,-2.176,1.041,-1.274,1.068,56.25,True,P08
Ngeed,2,Tahan,akhir,28.14,True,-1.787,3.72,4.016,3.596,56.25,True,P08
Ngeed,2,Tahan,akhir,28.39,True,-2.188,0.739,3.299,3.184,50.0,True,P08
Ngeed,2,Tahan,akhir,28.64,True,-2.675,0.603,1.729,-0.731,43.75,True,P08
Ngeed,2,Tahan,akhir,28.89,True,-2.107,1.173,-2.908,-4.719,43.75,True,P08
Ngeed,2,Tahan,akhir,29.14,False,-0.086,1.187,,,31.25,False,P08
Ngeed,2,Tahan,akhir,29.39,False,0.122,2.38,,,25.0,False,P08
Ngeed,2,Naik,pra-onset,29.131,False,-0.152,1.222,,,31.25,False,P08
Ngeed,2,Naik,pra-onset,29.381,False,0.453,2.315,,,25.0,False,P08
Ngeed,2,Naik,awal,29.631,True,0.767,4.126,,,25.0,False,P08
Ngeed,2,Naik,awal,29.881,True,3.766,6.07,,,12.5,False,P08
Ngeed,2,Naik,awal,30.131,True,2.406,4.782,-4.339,-5.544,25.0,True,P08
Ngeed,2,Naik,tengah,30.381,True,3.682,6.301,1.559,-1.496,25.0,True,P08
Ngeed,2,Naik,tengah,30.631,True,6.244,7.164,2.033,2.318,31.25,True,P08
Ngeed,2,Naik,akhir,30.881,False,5.897,7.046,-0.448,6.395,18.75,True,P08
Ngeed,2,Naik,akhir,31.131,False,8.457,7.33,2.266,9.116,18.75,True,P08
Ngeed,2,Berdiri,pra-onset,30.838,False,5.595,7.18,-0.258,5.7,18.75,True,P08
Ngeed,2,Berdiri,pra-onset,31.088,False,7.8,7.155,1.863,8.933,18.75,True,P08
Ngeed,2,Berdiri,awal,31.338,True,8.291,6.987,,,12.5,False,P08
Ngeed,2,Berdiri,awal,31.588,True,10.629,4.509,,,18.75,False,P08
Ngeed,2,Berdiri,awal,31.838,True,10.834,4.395,,,37.5,False,P08
Ngeed,2,Berdiri,awal,32.088,True,6.97,4.759,,,37.5,False,P08
Ngeed,2,Berdiri,awal,32.338,True,1.513,3.331,,,56.25,False,P08
Ngeed,2,Berdiri,awal,32.588,True,2.172,3.47,-2.768,10.252,75.0,True,P08
Ngeed,2,Berdiri,awal,32.838,True,-0.181,4.391,-4.913,9.862,75.0,True,P08
Ngeed,2,Berdiri,awal,33.088,True,-2.311,2.846,0.347,7.754,81.25,True,P08
Ngeed,2,Berdiri,awal,33.338,True,-1.456,1.671,4.198,6.218,93.75,True,P08
Ngeed,2,Berdiri,tengah,33.588,True,-0.544,1.934,4.842,7.431,93.75,True,P08
Ngeed,2,Berdiri,tengah,33.838,True,0.845,1.423,-2.042,7.789,93.75,True,P08
Ngeed,2,Berdiri,tengah,34.088,True,0.112,1.565,-4.115,7.617,93.75,True,P08
Ngeed,2,Berdiri,tengah,34.338,True,-1.289,2.196,-8.358,7.505,93.75,True,P08
Ngeed,2,Berdiri,tengah,34.588,True,0.864,3.286,-3.186,5.593,93.75,True,P08
Ngeed,2,Berdiri,tengah,34.838,True,-1.506,3.007,-2.942,3.42,93.75,True,P08
Ngeed,2,Berdiri,tengah,35.088,True,0.897,1.489,-2.422,3.151,93.75,True,P08
Ngeed,2,Berdiri,tengah,35.338,True,0.602,0.869,-0.558,2.404,100.0,True,P08
Ngeed,2,Berdiri,tengah,35.588,True,-0.828,0.287,-3.588,1.402,93.75,True,P08
Ngeed,2,Berdiri,akhir,35.838,True,-0.183,0.867,-9.782,-1.335,81.25,True,P08
Ngeed,2,Berdiri,akhir,36.088,True,-3.967,0.285,-14.908,3.687,75.0,True,P08
Ngeed,2,Berdiri,akhir,36.338,True,-0.827,-0.889,-9.276,1.761,75.0,True,P08
Ngeed,2,Berdiri,akhir,36.588,True,-1.268,-0.714,-7.485,1.318,75.0,True,P08
Ngeed,2,Berdiri,akhir,36.838,True,-1.548,0.353,-5.476,0.566,50.0,True,P08
Ngeed,2,Berdiri,akhir,37.088,True,-4.045,-1.401,-4.667,-0.845,50.0,True,P08
Ngeed,2,Berdiri,akhir,37.338,True,-7.381,3.786,,,37.5,False,P08
Ngeed,2,Berdiri,akhir,37.588,False,-5.156,5.406,,,25.0,False,P08
Ngeed,2,Berdiri,akhir,37.838,False,-5.013,6.3,,,25.0,False,P08
Agem Kanan,1,Gerak,pra-onset,37.34,False,-7.381,3.786,,,37.5,False,P08
Agem Kanan,1,Gerak,pra-onset,37.59,False,-5.156,5.406,,,25.0,False,P08
Agem Kanan,1,Gerak,awal,37.84,True,-5.013,6.3,,,25.0,False,P08
Agem Kanan,1,Gerak,awal,38.09,True,-5.166,6.297,,,25.0,False,P08
Agem Kanan,1,Gerak,awal,38.34,True,4.744,4.965,,,25.0,False,P08
Agem Kanan,1,Gerak,awal,38.59,True,11.552,4.526,-4.443,-1.255,12.5,True,P08
Agem Kanan,1,Gerak,tengah,38.84,True,14.447,5.751,0.643,1.205,18.75,True,P08
Agem Kanan,1,Gerak,tengah,39.09,True,15.352,8.063,5.005,2.857,12.5,True,P08
Agem Kanan,1,Gerak,tengah,39.34,True,13.21,7.498,,,6.25,False,P08
Agem Kanan,1,Gerak,akhir,39.59,True,8.58,9.302,,,6.25,False,P08
Agem Kanan,1,Gerak,akhir,39.84,True,8.509,7.75,,,12.5,False,P08
Agem Kanan,1,Gerak,akhir,40.09,False,8.14,6.258,,,6.25,False,P08
Agem Kanan,1,Gerak,akhir,40.34,False,10.985,8.887,,,12.5,False,P08
Agem Kanan,1,Tahan,pra-onset,39.86,False,8.08,7.336,,,12.5,False,P08
Agem Kanan,1,Tahan,pra-onset,40.11,False,7.99,6.473,,,6.25,False,P08
Agem Kanan,1,Tahan,awal,40.36,True,11.299,9.002,,,12.5,False,P08
Agem Kanan,1,Tahan,awal,40.61,True,11.99,8.577,,,18.75,False,P08
Agem Kanan,1,Tahan,awal,40.86,True,10.559,8.178,,,25.0,False,P08
Agem Kanan,1,Tahan,awal,41.11,True,6.23,9.257,,,12.5,False,P08
Agem Kanan,1,Tahan,awal,41.36,True,10.268,9.992,,,6.25,False,P08
Agem Kanan,1,Tahan,awal,41.61,True,13.416,12.203,,,12.5,False,P08
Agem Kanan,1,Tahan,awal,41.86,True,15.036,13.989,,,6.25,False,P08
Agem Kanan,1,Tahan,tengah,42.11,True,7.234,15.025,,,6.25,False,P08
Agem Kanan,1,Tahan,tengah,42.36,True,7.9,16.566,,,18.75,False,P08
Agem Kanan,1,Tahan,tengah,42.61,True,6.519,12.029,,,18.75,False,P08
Agem Kanan,1,Tahan,tengah,42.86,True,2.606,10.854,,,31.25,False,P08
Agem Kanan,1,Tahan,tengah,43.11,True,1.507,11.745,5.64,2.878,50.0,True,P08
Agem Kanan,1,Tahan,tengah,43.36,True,2.979,8.905,1.666,1.747,37.5,True,P08
Agem Kanan,1,Tahan,tengah,43.61,True,1.542,6.371,1.614,-0.44,68.75,True,P08
Agem Kanan,1,Tahan,akhir,43.86,True,1.262,2.216,-5.364,-4.725,68.75,True,P08
Agem Kanan,1,Tahan,akhir,44.11,True,2.335,1.092,5.279,1.777,62.5,True,P08
Agem Kanan,1,Tahan,akhir,44.36,True,2.717,-1.441,6.515,1.7,62.5,True,P08
Agem Kanan,1,Tahan,akhir,44.61,True,-2.727,-0.958,-0.315,0.708,62.5,True,P08
Agem Kanan,1,Tahan,akhir,44.86,True,-4.179,0.716,-0.148,1.237,62.5,True,P08
Agem Kanan,1,Tahan,akhir,45.11,False,-3.47,9.478,,,31.25,False,P08
Agem Kanan,1,Tahan,akhir,45.36,False,-1.173,10.206,,,12.5,False,P08
Agem Kanan,1,Naik,pra-onset,45.012,False,-3.539,1.869,-1.728,1.321,50.0,True,P08
Agem Kanan,1,Naik,pra-onset,45.262,False,-2.948,10.772,,,31.25,False,P08
Agem Kanan,1,Naik,awal,45.512,True,-3.804,8.367,,,12.5,False,P08
Agem Kanan,1,Naik,awal,45.762,True,-0.547,6.251,,,12.5,False,P08
Agem Kanan,1,Naik,awal,46.012,True,2.51,4.479,,,18.75,False,P08
Agem Kanan,1,Naik,tengah,46.262,True,2.906,6.514,,,12.5,False,P08
Agem Kanan,1,Naik,tengah,46.512,True,7.385,8.529,1.294,-1.126,6.25,True,P08
Agem Kanan,1,Naik,akhir,46.762,True,9.832,7.307,,,0.0,False,P08
Agem Kanan,1,Naik,akhir,47.012,False,16.385,10.075,,,6.25,False,P08
Agem Kanan,1,Naik,akhir,47.262,False,17.014,6.817,,,12.5,False,P08
Agem Kanan,1,Berdiri,pra-onset,46.815,False,12.451,7.496,,,0.0,False,P08
Agem Kanan,1,Berdiri,pra-onset,47.065,False,16.754,9.211,,,6.25,False,P08
Agem Kanan,1,Berdiri,awal,47.315,True,15.799,6.474,,,12.5,False,P08
Agem Kanan,1,Berdiri,awal,47.565,True,16.774,6.954,,,12.5,False,P08
Agem Kanan,1,Berdiri,awal,47.815,True,15.613,9.929,,,25.0,False,P08
Agem Kanan,1,Berdiri,awal,48.065,True,12.421,7.785,,,31.25,False,P08
Agem Kanan,1,Berdiri,awal,48.315,True,9.044,6.905,,,31.25,False,P08
Agem Kanan,1,Berdiri,awal,48.565,True,7.873,6.388,,,6.25,False,P08
Agem Kanan,1,Berdiri,awal,48.815,True,9.043,7.431,,,12.5,False,P08
Agem Kanan,1,Berdiri,awal,49.065,True,10.183,6.865,5.077,7.679,25.0,True,P08
Agem Kanan,1,Berdiri,awal,49.315,True,9.185,4.194,6.235,4.714,31.25,True,P08
Agem Kanan,1,Berdiri,tengah,49.565,True,6.47,3.199,4.861,5.236,50.0,True,P08
Agem Kanan,1,Berdiri,tengah,49.815,True,3.572,4.113,3.26,4.992,81.25,True,P08
Agem Kanan,1,Berdiri,tengah,50.065,True,3.287,2.495,5.321,3.156,93.75,True,P08
Agem Kanan,1,Berdiri,tengah,50.315,True,3.869,0.391,2.976,0.176,81.25,True,P08
Agem Kanan,1,Berdiri,tengah,50.565,True,2.32,4.849,3.065,3.075,75.0,True,P08
Agem Kanan,1,Berdiri,tengah,50.815,True,1.98,2.818,-1.085,0.91,68.75,True,P08
Agem Kanan,1,Berdiri,tengah,51.065,True,2.453,1.303,-8.825,-6.038,68.75,True,P08
Agem Kanan,1,Berdiri,tengah,51.315,True,0.611,-0.102,-7.722,-2.08,62.5,True,P08
Agem Kanan,1,Berdiri,tengah,51.565,True,1.159,-4.669,-4.758,-4.677,62.5,True,P08
Agem Kanan,1,Berdiri,akhir,51.815,True,2.628,0.186,-0.68,-0.155,62.5,True,P08
Agem Kanan,1,Berdiri,akhir,52.065,True,1.26,1.253,-2.102,0.422,62.5,True,P08
Agem Kanan,1,Berdiri,akhir,52.315,True,-0.226,-0.859,-6.758,-5.051,56.25,True,P08
Agem Kanan,1,Berdiri,akhir,52.565,True,-2.024,-2.943,-7.367,-6.117,50.0,True,P08
Agem Kanan,1,Berdiri,akhir,52.815,True,-3.826,-2.081,-6.57,-4.876,37.5,True,P08
Agem Kanan,1,Berdiri,akhir,53.065,True,-8.781,-3.022,-3.221,-7.107,50.0,True,P08
Agem Kanan,1,Berdiri,akhir,53.315,True,-2.271,2.128,,,43.75,False,P08
Agem Kanan,1,Berdiri,akhir,53.565,False,-1.876,0.514,,,37.5,False,P08
Agem Kanan,1,Berdiri,akhir,53.815,False,-4.991,-0.58,,,37.5,False,P08
Agem Kanan,2,Gerak,pra-onset,53.381,False,-1.453,2.224,,,37.5,False,P08
Agem Kanan,2,Gerak,pra-onset,53.631,False,-3.547,0.286,,,37.5,False,P08
Agem Kanan,2,Gerak,awal,53.881,True,-5.151,-1.135,,,43.75,False,P08
Agem Kanan,2,Gerak,awal,54.131,True,4.05,0.463,,,37.5,False,P08
Agem Kanan,2,Gerak,awal,54.381,True,12.454,1.893,,,0.0,False,P08
Agem Kanan,2,Gerak,tengah,54.631,True,15.579,1.62,-3.651,-7.323,12.5,True,P08
Agem Kanan,2,Gerak,tengah,54.881,True,18.928,5.331,-0.006,-3.489,12.5,True,P08
Agem Kanan,2,Gerak,tengah,55.131,True,16.762,18.62,6.488,1.996,12.5,True,P08
Agem Kanan,2,Gerak,akhir,55.381,True,15.159,16.863,9.11,4.919,12.5,True,P08
Agem Kanan,2,Gerak,akhir,55.631,False,12.317,13.283,5.274,2.758,12.5,True,P08
Agem Kanan,2,Gerak,akhir,55.881,False,9.542,9.238,7.049,4.458,25.0,True,P08
Agem Kanan,2,Tahan,pra-onset,55.485,False,16.282,16.355,7.873,4.632,12.5,True,P08
Agem Kanan,2,Tahan,pra-onset,55.735,False,12.796,12.18,4.74,0.407,12.5,True,P08
Agem Kanan,2,Tahan,awal,55.985,True,7.29,6.275,4.533,3.028,31.25,True,P08
Agem Kanan,2,Tahan,awal,56.235,True,9.651,4.653,0.619,1.947,31.25,True,P08
Agem Kanan,2,Tahan,awal,56.485,True,9.49,4.222,-0.516,3.263,43.75,True,P08
Agem Kanan,2,Tahan,awal,56.735,True,5.234,2.247,2.528,2.775,50.0,True,P08
Agem Kanan,2,Tahan,awal,56.985,True,2.821,2.239,3.735,-0.205,75.0,True,P08
Agem Kanan,2,Tahan,awal,57.235,True,1.272,0.847,2.345,-0.027,68.75,True,P08
Agem Kanan,2,Tahan,awal,57.485,True,4.553,1.852,-0.319,1.693,81.25,True,P08
Agem Kanan,2,Tahan,awal,57.735,True,4.539,1.238,-1.864,0.013,93.75,True,P08
Agem Kanan,2,Tahan,tengah,57.985,True,5.707,0.916,-2.355,-0.024,93.75,True,P08
Agem Kanan,2,Tahan,tengah,58.235,True,0.86,1.631,-0.304,0.199,93.75,True,P08
Agem Kanan,2,Tahan,tengah,58.485,True,5.43,-1.24,-1.456,-0.23,93.75,True,P08
Agem Kanan,2,Tahan,tengah,58.735,True,4.193,1.637,2.871,1.303,93.75,True,P08
Agem Kanan,2,Tahan,tengah,58.985,True,0.11,2.62,4.654,2.205,93.75,True,P08
Agem Kanan,2,Tahan,tengah,59.235,True,1.774,1.955,3.084,3.236,87.5,True,P08
Agem Kanan,2,Tahan,tengah,59.485,True,1.228,1.734,3.328,2.017,75.0,True,P08
Agem Kanan,2,Tahan,tengah,59.735,True,0.809,-1.577,-3.377,-2.487,62.5,True,P08
Agem Kanan,2,Tahan,akhir,59.985,True,2.427,0.619,-7.954,-4.645,56.25,True,P08
Agem Kanan,2,Tahan,akhir,60.235,True,3.596,6.578,1.402,1.813,50.0,True,P08
Agem Kanan,2,Tahan,akhir,60.485,True,1.876,7.051,-0.139,1.522,50.0,True,P08
Agem Kanan,2,Tahan,akhir,60.735,True,1.898,3.704,0.45,0.778,50.0,True,P08
Agem Kanan,2,Tahan,akhir,60.985,True,1.32,2.076,-1.119,-2.563,43.75,True,P08
Agem Kanan,2,Tahan,akhir,61.235,True,1.162,-0.487,0.379,-1.928,56.25,True,P08
Agem Kanan,2,Tahan,akhir,61.485,False,2.884,1.858,5.538,1.046,50.0,True,P08
Agem Kanan,2,Tahan,akhir,61.735,False,2.559,-0.816,1.43,-3.976,37.5,True,P08
Agem Kanan,2,Naik,pra-onset,61.331,False,3.071,0.366,3.438,-0.099,50.0,True,P08
Agem Kanan,2,Naik,pra-onset,61.581,False,4.421,2.648,5.117,0.07,43.75,True,P08
Agem Kanan,2,Naik,awal,61.831,True,-0.126,-0.327,-1.924,-5.52,37.5,True,P08
Agem Kanan,2,Naik,awal,62.081,True,1.665,0.858,,,25.0,False,P08
Agem Kanan,2,Naik,tengah,62.331,True,3.882,0.253,,,18.75,False,P08
Agem Kanan,2,Naik,tengah,62.581,True,8.413,5.829,,,12.5,False,P08
Agem Kanan,2,Naik,akhir,62.831,False,12.91,11.473,,,0.0,False,P08
Agem Kanan,2,Naik,akhir,63.081,False,13.423,8.936,6.387,0.845,12.5,True,P08
Agem Kanan,2,Berdiri,pra-onset,62.702,False,12.141,7.456,,,0.0,False,P08
Agem Kanan,2,Berdiri,pra-onset,62.952,False,11.528,8.427,3.387,-1.263,18.75,True,P08
Agem Kanan,2,Berdiri,awal,63.202,True,14.769,8.59,3.416,0.598,18.75,True,P08
Agem Kanan,2,Berdiri,awal,63.452,True,15.986,4.0,1.986,-3.026,18.75,True,P08
Agem Kanan,2,Berdiri,awal,63.702,True,17.816,1.999,,,18.75,False,P08
Agem Kanan,2,Berdiri,awal,63.952,True,14.708,0.536,,,25.0,False,P08
Agem Kanan,2,Berdiri,awal,64.202,True,16.636,1.362,,,31.25,False,P08
Agem Kanan,2,Berdiri,awal,64.452,True,13.186,0.193,-3.578,-4.281,37.5,True,P08
Agem Kanan,2,Berdiri,awal,64.702,True,11.846,2.38,-2.631,-2.091,37.5,True,P08
Agem Kanan,2,Berdiri,awal,64.952,True,10.769,2.243,,,31.25,False,P08
Agem Kanan,2,Berdiri,awal,65.202,True,11.543,2.939,,,31.25,False,P08
Agem Kanan,2,Berdiri,awal,65.452,True,11.352,2.276,,,37.5,False,P08
Agem Kanan,2,Berdiri,tengah,65.702,True,7.296,0.669,,,37.5,False,P08
Agem Kanan,2,Berdiri,tengah,65.952,True,4.752,0.787,3.942,2.639,81.25,True,P08
Agem Kanan,2,Berdiri,tengah,66.202,True,4.407,1.287,3.73,2.769,81.25,True,P08
Agem Kanan,2,Berdiri,tengah,66.452,True,5.57,0.953,5.046,2.297,81.25,True,P08
Agem Kanan,2,Berdiri,tengah,66.702,True,1.465,-0.222,5.016,2.08,81.25,True,P08
Agem Kanan,2,Berdiri,tengah,66.952,True,1.207,0.35,1.256,-0.253,87.5,True,P08
Agem Kanan,2,Berdiri,tengah,67.202,True,2.988,-1.033,-1.586,-3.056,93.75,True,P08
