gerakan,rep,fase,bagian,mulai,dalam_fase,delta_db,otot_db,mu_sm_db,beta_sm_db,pct_kanal_bersih,sm_bersih,participant_id
Agem Kanan,4,Tahan,akhir,334.503,True,0.453,2.76,-0.638,-0.167,56.25,True,P08
Agem Kanan,4,Tahan,akhir,334.753,False,4.238,4.172,-12.3,-7.532,56.25,True,P08
Agem Kanan,4,Tahan,akhir,335.003,False,1.744,4.473,-12.621,-9.101,50.0,True,P08
Agem Kanan,4,Naik,pra-onset,334.545,False,-0.065,3.058,-3.123,-2.501,56.25,True,P08
Agem Kanan,4,Naik,pra-onset,334.795,False,4.487,4.325,-11.58,-7.044,56.25,True,P08
Agem Kanan,4,Naik,awal,335.045,True,1.055,4.256,-13.723,-10.419,50.0,True,P08
Agem Kanan,4,Naik,awal,335.295,True,6.751,2.925,-5.995,-6.019,43.75,True,P08
Agem Kanan,4,Naik,awal,335.545,True,10.258,6.583,,,6.25,False,P08
Agem Kanan,4,Naik,tengah,335.795,True,11.153,12.599,,,0.0,False,P08
Agem Kanan,4,Naik,tengah,336.045,True,18.561,13.246,,,0.0,False,P08
Agem Kanan,4,Naik,akhir,336.295,False,22.638,7.726,,,0.0,False,P08
Agem Kanan,4,Naik,akhir,336.545,False,22.047,5.209,,,0.0,False,P08
Agem Kanan,4,Berdiri,pra-onset,336.196,False,21.417,10.504,,,0.0,False,P08
Agem Kanan,4,Berdiri,pra-onset,336.446,False,22.298,3.526,,,0.0,False,P08
Agem Kanan,4,Berdiri,awal,336.696,True,19.41,6.059,,,0.0,False,P08
Agem Kanan,4,Berdiri,awal,336.946,True,12.552,4.474,0.321,-5.311,12.5,True,P08
Agem Kanan,4,Berdiri,awal,337.196,True,10.232,-0.478,-0.342,-6.302,43.75,True,P08
Agem Kanan,4,Berdiri,awal,337.446,True,10.849,0.522,3.761,-0.24,56.25,True,P08
Agem Kanan,4,Berdiri,awal,337.696,True,7.647,-0.273,-1.15,-1.959,75.0,True,P08
Agem Kanan,4,Berdiri,awal,337.946,True,4.139,-1.2,-0.272,-2.114,81.25,True,P08
Agem Kanan,4,Berdiri,awal,338.196,True,3.838,-0.267,4.736,-0.276,75.0,True,P08
Agem Kanan,4,Berdiri,awal,338.446,True,11.573,0.453,-1.515,-3.979,43.75,True,P08
Agem Kanan,4,Berdiri,awal,338.696,True,14.291,4.713,2.456,0.526,43.75,True,P08
Agem Kanan,4,Berdiri,tengah,338.946,True,16.25,7.81,1.735,-0.949,31.25,True,P08
Agem Kanan,4,Berdiri,tengah,339.196,True,10.785,6.088,-11.662,-13.2,37.5,True,P08
Agem Kanan,4,Berdiri,tengah,339.446,True,5.759,3.784,-9.503,-8.504,75.0,True,P08
Agem Kanan,4,Berdiri,tengah,339.696,True,6.594,5.857,-3.654,-2.745,68.75,True,P08
Agem Kanan,4,Berdiri,tengah,339.946,True,6.441,0.969,-2.247,-3.525,68.75,True,P08
Agem Kanan,4,Berdiri,tengah,340.196,True,6.337,-0.873,-4.822,-3.417,75.0,True,P08
Agem Kanan,4,Berdiri,tengah,340.446,True,6.605,-2.877,-2.814,-3.554,75.0,True,P08
Agem Kanan,4,Berdiri,tengah,340.696,True,4.662,-3.002,-1.404,-3.386,75.0,True,P08
Agem Kanan,4,Berdiri,akhir,340.946,True,1.163,-0.853,0.985,0.016,87.5,True,P08
Agem Kanan,4,Berdiri,akhir,341.196,True,-1.464,-0.724,-1.657,-1.435,93.75,True,P08
Agem Kanan,4,Berdiri,akhir,341.446,True,-0.455,-2.836,-1.816,-3.02,93.75,True,P08
Agem Kanan,4,Berdiri,akhir,341.696,True,1.924,-4.658,-0.114,-3.135,93.75,True,P08
Agem Kanan,4,Berdiri,akhir,341.946,True,-3.104,-6.5,-4.328,-5.838,100.0,True,P08
Agem Kanan,4,Berdiri,akhir,342.196,True,-4.099,-4.433,-3.671,-3.657,100.0,True,P08
Agem Kanan,4,Berdiri,akhir,342.446,False,-7.528,-1.858,-1.135,0.293,100.0,True,P08
Agem Kanan,4,Berdiri,akhir,342.696,False,-5.056,-3.982,-4.404,-3.306,100.0,True,P08
Agem Kiri,3,Gerak,pra-onset,342.367,False,-5.992,-2.115,-1.192,-0.097,100.0,True,P08
Agem Kiri,3,Gerak,pra-onset,342.617,False,-7.658,-3.605,-3.115,-1.604,100.0,True,P08
Agem Kiri,3,Gerak,awal,342.867,True,0.108,-4.267,-3.54,-4.492,93.75,True,P08
Agem Kiri,3,Gerak,awal,343.117,True,9.048,-4.196,,,12.5,False,P08
Agem Kiri,3,Gerak,awal,343.367,True,15.301,-1.14,,,0.0,False,P08
Agem Kiri,3,Gerak,awal,343.617,True,19.091,7.462,,,0.0,False,P08
Agem Kiri,3,Gerak,tengah,343.867,True,19.103,9.381,,,0.0,False,P08
Agem Kiri,3,Gerak,tengah,344.117,True,19.671,10.511,,,0.0,False,P08
Agem Kiri,3,Gerak,tengah,344.367,True,16.401,6.87,,,0.0,False,P08
Agem Kiri,3,Gerak,akhir,344.617,True,15.198,3.715,,,6.25,False,P08
Agem Kiri,3,Gerak,akhir,344.867,False,13.582,1.225,,,18.75,False,P08
Agem Kiri,3,Gerak,akhir,345.117,False,14.437,6.033,,,18.75,False,P08
Agem Kiri,3,Tahan,pra-onset,344.71,False,14.877,3.279,,,12.5,False,P08
Agem Kiri,3,Tahan,pra-onset,344.96,False,12.713,1.592,,,18.75,False,P08
Agem Kiri,3,Tahan,awal,345.21,True,17.063,7.748,3.809,3.639,25.0,True,P08
Agem Kiri,3,Tahan,awal,345.46,True,19.038,7.104,0.617,3.169,25.0,True,P08
Agem Kiri,3,Tahan,awal,345.71,True,12.575,0.061,-1.322,-0.736,43.75,True,P08
Agem Kiri,3,Tahan,awal,345.96,True,4.42,-2.573,-1.423,-5.654,68.75,True,P08
Agem Kiri,3,Tahan,awal,346.21,True,0.946,0.195,1.678,-2.402,81.25,True,P08
Agem Kiri,3,Tahan,awal,346.46,True,0.69,2.385,2.659,-0.12,62.5,True,P08
Agem Kiri,3,Tahan,awal,346.71,True,3.788,0.591,2.379,-0.332,43.75,True,P08
Agem Kiri,3,Tahan,awal,346.96,True,1.771,1.893,0.394,-1.895,25.0,True,P08
Agem Kiri,3,Tahan,tengah,347.21,True,2.339,2.753,-3.176,-4.997,31.25,True,P08
Agem Kiri,3,Tahan,tengah,347.46,True,-3.268,3.496,0.525,-2.235,31.25,True,P08
Agem Kiri,3,Tahan,tengah,347.71,True,1.15,3.838,,,18.75,False,P08
Agem Kiri,3,Tahan,tengah,347.96,True,-4.588,3.669,,,31.25,False,P08
Agem Kiri,3,Tahan,tengah,348.21,True,0.711,2.207,,,43.75,False,P08
Agem Kiri,3,Tahan,tengah,348.46,True,1.041,1.627,,,43.75,False,P08
Agem Kiri,3,Tahan,tengah,348.71,True,-1.429,-4.953,,,50.0,False,P08
Agem Kiri,3,Tahan,tengah,348.96,True,-1.737,-1.772,,,56.25,False,P08
Agem Kiri,3,Tahan,akhir,349.21,True,-0.229,2.038,,,50.0,False,P08
Agem Kiri,3,Tahan,akhir,349.46,True,-2.079,-2.013,-9.216,-5.886,43.75,True,P08
Agem Kiri,3,Tahan,akhir,349.71,True,0.167,0.94,1.442,-0.08,43.75,True,P08
Agem Kiri,3,Tahan,akhir,349.96,True,0.947,3.259,5.794,5.777,50.0,True,P08
Agem Kiri,3,Tahan,akhir,350.21,True,-0.444,0.799,6.817,3.544,50.0,True,P08
Agem Kiri,3,Tahan,akhir,350.46,False,-2.134,0.536,7.165,2.567,62.5,True,P08
Agem Kiri,3,Tahan,akhir,350.71,False,-1.507,1.955,2.279,1.988,68.75,True,P08
Agem Kiri,3,Naik,pra-onset,350.371,False,-1.113,0.346,7.819,2.557,62.5,True,P08
Agem Kiri,3,Naik,pra-onset,350.621,False,-2.558,0.761,3.86,2.018,62.5,True,P08
Agem Kiri,3,Naik,awal,350.871,True,1.361,2.88,1.907,2.582,68.75,True,P08
Agem Kiri,3,Naik,awal,351.121,True,0.369,2.512,2.274,4.799,62.5,True,P08
Agem Kiri,3,Naik,awal,351.371,True,3.372,4.902,-6.28,-3.624,37.5,True,P08
Agem Kiri,3,Naik,tengah,351.621,True,7.56,10.999,4.882,1.892,12.5,True,P08
Agem Kiri,3,Naik,tengah,351.871,True,17.675,11.278,,,0.0,False,P08
Agem Kiri,3,Naik,tengah,352.121,True,16.676,12.517,,,0.0,False,P08
Agem Kiri,3,Naik,akhir,352.371,False,19.01,12.6,,,6.25,False,P08
Agem Kiri,3,Naik,akhir,352.621,False,20.5,7.354,,,6.25,False,P08
Agem Kiri,3,Berdiri,pra-onset,352.248,False,18.872,12.968,,,0.0,False,P08
Agem Kiri,3,Berdiri,pra-onset,352.498,False,20.281,9.934,,,6.25,False,P08
Agem Kiri,3,Berdiri,awal,352.748,True,19.259,5.096,,,6.25,False,P08
Agem Kiri,3,Berdiri,awal,352.998,True,15.347,7.713,,,6.25,False,P08
Agem Kiri,3,Berdiri,awal,353.248,True,11.916,8.549,,,6.25,False,P08
Agem Kiri,3,Berdiri,awal,353.498,True,3.849,6.088,,,31.25,False,P08
Agem Kiri,3,Berdiri,awal,353.748,True,6.483,6.386,,,37.5,False,P08
Agem Kiri,3,Berdiri,awal,353.998,True,4.73,5.681,,,62.5,False,P08
Agem Kiri,3,Berdiri,awal,354.248,True,4.638,3.21,,,43.75,False,P08
Agem Kiri,3,Berdiri,awal,354.498,True,7.221,5.576,,,43.75,False,P08
Agem Kiri,3,Berdiri,awal,354.748,True,9.047,7.431,,,43.75,False,P08
Agem Kiri,3,Berdiri,tengah,354.998,True,6.028,5.918,4.87,8.32,56.25,True,P08
Agem Kiri,3,Berdiri,tengah,355.248,True,0.834,-1.332,-0.525,1.36,75.0,True,P08
Agem Kiri,3,Berdiri,tengah,355.498,True,2.631,-1.858,0.244,-0.332,75.0,True,P08
Agem Kiri,3,Berdiri,tengah,355.748,True,6.407,4.017,7.181,4.828,62.5,True,P08
Agem Kiri,3,Berdiri,tengah,355.998,True,6.7,4.318,8.355,3.35,50.0,True,P08
Agem Kiri,3,Berdiri,tengah,356.248,True,8.617,8.125,6.964,7.721,50.0,True,P08
Agem Kiri,3,Berdiri,tengah,356.498,True,10.565,8.432,8.647,8.037,56.25,True,P08
Agem Kiri,3,Berdiri,tengah,356.748,True,8.116,5.157,9.563,6.538,56.25,True,P08
Agem Kiri,3,Berdiri,akhir,356.998,True,4.791,4.963,5.739,7.747,56.25,True,P08
Agem Kiri,3,Berdiri,akhir,357.248,True,2.492,6.599,6.728,7.406,62.5,True,P08
Agem Kiri,3,Berdiri,akhir,357.498,True,2.517,5.542,4.589,4.241,68.75,True,P08
Agem Kiri,3,Berdiri,akhir,357.748,True,3.808,0.382,0.947,-2.703,56.25,True,P08
Agem Kiri,3,Berdiri,akhir,357.998,True,5.013,4.418,3.8,2.757,75.0,True,P08
Agem Kiri,3,Berdiri,akhir,358.248,True,4.716,4.819,3.154,3.103,62.5,True,P08
Agem Kiri,3,Berdiri,akhir,358.498,False,4.712,0.991,5.229,0.678,56.25,True,P08
Agem Kiri,3,Berdiri,akhir,358.748,False,7.201,6.059,9.491,6.522,56.25,True,P08
Agem Kiri,4,Gerak,pra-onset,358.266,False,4.873,4.439,2.903,2.795,62.5,True,P08
Agem Kiri,4,Gerak,pra-onset,358.516,False,4.99,1.5,5.859,1.219,56.25,True,P08
Agem Kiri,4,Gerak,awal,358.766,True,7.722,6.174,9.483,6.698,56.25,True,P08
Agem Kiri,4,Gerak,awal,359.016,True,11.828,5.742,,,18.75,False,P08
Agem Kiri,4,Gerak,awal,359.266,True,18.604,4.152,,,6.25,False,P08
Agem Kiri,4,Gerak,awal,359.516,True,21.172,4.72,,,6.25,False,P08
Agem Kiri,4,Gerak,tengah,359.766,True,19.507,8.47,,,0.0,False,P08
Agem Kiri,4,Gerak,tengah,360.016,True,20.574,13.172,,,0.0,False,P08
Agem Kiri,4,Gerak,tengah,360.266,True,20.106,15.606,,,0.0,False,P08
Agem Kiri,4,Gerak,akhir,360.516,True,13.845,11.808,,,0.0,False,P08
Agem Kiri,4,Gerak,akhir,360.766,False,10.285,7.439,,,6.25,False,P08
Agem Kiri,4,Gerak,akhir,361.016,False,5.909,7.536,1.338,3.309,43.75,True,P08
Agem Kiri,4,Tahan,pra-onset,360.752,False,10.848,7.923,,,6.25,False,P08
Agem Kiri,4,Tahan,pra-onset,361.002,False,5.904,7.344,1.081,3.261,43.75,True,P08
Agem Kiri,4,Tahan,awal,361.252,True,5.222,5.892,2.31,1.916,43.75,True,P08
Agem Kiri,4,Tahan,awal,361.502,True,7.425,5.285,0.044,-2.039,37.5,True,P08
Agem Kiri,4,Tahan,awal,361.752,True,3.302,-0.636,-9.235,-9.307,37.5,True,P08
Agem Kiri,4,Tahan,awal,362.002,True,3.376,0.149,0.223,-1.771,50.0,True,P08
Agem Kiri,4,Tahan,awal,362.252,True,7.332,3.316,1.201,-1.923,25.0,True,P08
Agem Kiri,4,Tahan,awal,362.502,True,7.367,10.47,-11.858,-14.95,31.25,True,P08
Agem Kiri,4,Tahan,awal,362.752,True,3.606,7.212,2.031,5.044,31.25,True,P08
Agem Kiri,4,Tahan,awal,363.002,True,-0.028,2.464,-10.458,-4.639,31.25,True,P08
Agem Kiri,4,Tahan,tengah,363.252,True,-0.998,2.322,-11.946,-5.687,50.0,True,P08
Agem Kiri,4,Tahan,tengah,363.502,True,3.992,1.373,-5.837,-4.397,43.75,True,P08
Agem Kiri,4,Tahan,tengah,363.752,True,2.161,2.493,2.795,-1.91,50.0,True,P08
Agem Kiri,4,Tahan,tengah,364.002,True,-2.472,4.21,6.411,1.709,50.0,True,P08
Agem Kiri,4,Tahan,tengah,364.252,True,0.219,4.77,3.703,6.371,50.0,True,P08
Agem Kiri,4,Tahan,tengah,364.502,True,3.539,2.971,0.957,4.195,56.25,True,P08
Agem Kiri,4,Tahan,tengah,364.752,True,3.542,0.257,-0.326,-0.001,56.25,True,P08
Agem Kiri,4,Tahan,tengah,365.002,True,5.414,2.466,-2.402,0.111,56.25,True,P08
Agem Kiri,4,Tahan,akhir,365.252,True,0.867,1.466,3.721,-0.517,62.5,True,P08
Agem Kiri,4,Tahan,akhir,365.502,True,1.856,0.123,1.867,-1.411,62.5,True,P08
Agem Kiri,4,Tahan,akhir,365.752,True,-3.591,0.677,-3.08,-2.704,81.25,True,P08
Agem Kiri,4,Tahan,akhir,366.002,True,-2.849,2.649,-1.908,-1.247,75.0,True,P08
Agem Kiri,4,Tahan,akhir,366.252,True,-2.189,1.973,-1.973,-1.592,75.0,True,P08
Agem Kiri,4,Tahan,akhir,366.502,False,-1.103,0.508,-4.39,0.12,81.25,True,P08
Agem Kiri,4,Tahan,akhir,366.752,False,-3.865,1.522,-3.745,0.307,75.0,True,P08
Agem Kiri,4,Naik,pra-onset,366.478,False,-0.96,0.507,-4.463,-0.04,81.25,True,P08
Agem Kiri,4,Naik,pra-onset,366.728,False,-3.593,1.658,-3.737,0.362,81.25,True,P08
Agem Kiri,4,Naik,awal,366.978,True,-0.768,1.084,-1.267,0.919,75.0,True,P08
Agem Kiri,4,Naik,awal,367.228,True,3.159,1.738,2.317,2.81,68.75,True,P08
Agem Kiri,4,Naik,awal,367.478,True,8.07,1.387,0.774,0.162,43.75,True,P08
Agem Kiri,4,Naik,tengah,367.728,True,13.454,6.222,-0.184,-1.961,25.0,True,P08
Agem Kiri,4,Naik,tengah,367.978,True,16.692,9.925,,,0.0,False,P08
Agem Kiri,4,Naik,tengah,368.228,True,22.358,7.377,,,0.0,False,P08
Agem Kiri,4,Naik,akhir,368.478,False,22.434,7.286,,,0.0,False,P08
Agem Kiri,4,Naik,akhir,368.728,False,18.806,6.698,,,0.0,False,P08
Agem Kiri,4,Berdiri,pra-onset,368.45,False,22.667,7.408,,,0.0,False,P08
Agem Kiri,4,Berdiri,pra-onset,368.7,False,18.963,6.701,,,0.0,False,P08
Agem Kiri,4,Berdiri,awal,368.95,True,17.984,5.369,,,0.0,False,P08
Agem Kiri,4,Berdiri,awal,369.2,True,15.901,3.424,,,6.25,False,P08
Agem Kiri,4,Berdiri,awal,369.45,True,14.495,3.688,,,12.5,False,P08
Agem Kiri,4,Berdiri,awal,369.7,True,14.311,3.544,,,18.75,False,P08
Agem Kiri,4,Berdiri,awal,369.95,True,12.076,3.123,4.395,2.85,43.75,True,P08
Agem Kiri,4,Berdiri,awal,370.2,True,8.278,3.704,2.927,6.427,50.0,True,P08
Agem Kiri,4,Berdiri,awal,370.45,True,10.094,4.0,8.268,8.871,37.5,True,P08
Agem Kiri,4,Berdiri,awal,370.7,True,10.111,6.535,8.316,7.876,37.5,True,P08
Agem Kiri,4,Berdiri,awal,370.95,True,11.141,6.536,3.739,5.014,37.5,True,P08
Agem Kiri,4,Berdiri,awal,371.2,True,10.635,6.797,0.224,4.693,50.0,True,P08
Agem Kiri,4,Berdiri,awal,371.45,True,9.924,8.349,2.047,8.148,56.25,True,P08
Agem Kiri,4,Berdiri,tengah,371.7,True,4.364,9.454,5.593,9.694,62.5,True,P08
Agem Kiri,4,Berdiri,tengah,371.95,True,4.422,8.136,9.75,6.922,62.5,True,P08
Agem Kiri,4,Berdiri,tengah,372.2,True,4.178,7.063,6.296,5.025,62.5,True,P08
Agem Kiri,4,Berdiri,tengah,372.45,True,2.858,8.406,5.272,5.681,62.5,True,P08
Agem Kiri,4,Berdiri,tengah,372.7,True,3.206,6.416,5.04,5.346,56.25,True,P08
Agem Kiri,4,Berdiri,tengah,372.95,True,3.531,5.419,5.07,5.95,56.25,True,P08
Agem Kiri,4,Berdiri,tengah,373.2,True,1.234,4.865,6.856,9.51,56.25,True,P08
Agem Kiri,4,Berdiri,tengah,373.45,True,5.372,3.972,8.497,7.784,56.25,True,P08
Agem Kiri,4,Berdiri,tengah,373.7,True,8.582,5.709,9.194,6.576,56.25,True,P08
Agem Kiri,4,Berdiri,tengah,373.95,True,6.851,7.988,9.76,7.072,56.25,True,P08
Agem Kiri,4,Berdiri,tengah,374.2,True,2.84,7.147,7.588,6.06,56.25,True,P08
Agem Kiri,4,Berdiri,akhir,374.45,True,1.256,5.722,5.363,4.445,56.25,True,P08
Agem Kiri,4,Berdiri,akhir,374.7,True,0.652,6.604,3.139,4.942,56.25,True,P08
Agem Kiri,4,Berdiri,akhir,374.95,True,3.165,7.015,2.652,6.86,56.25,True,P08
Agem Kiri,4,Berdiri,akhir,375.2,True,4.335,4.814,3.624,4.642,56.25,True,P08
Agem Kiri,4,Berdiri,akhir,375.45,True,3.573,4.162,4.809,6.4,56.25,True,P08
Agem Kiri,4,Berdiri,akhir,375.7,True,1.91,5.39,4.33,6.116,56.25,True,P08
Agem Kiri,4,Berdiri,akhir,375.95,True,1.246,1.34,-1.399,-0.529,56.25,True,P08
Agem Kiri,4,Berdiri,akhir,376.2,True,0.931,1.812,1.714,1.637,56.25,True,P08
Agem Kiri,4,Berdiri,akhir,376.45,True,-1.374,5.594,3.888,1.583,50.0,True,P08
Agem Kiri,4,Berdiri,akhir,376.7,False,-5.122,6.649,1.534,-1.111,31.25,True,P08
Ngeed,1,Gerak,pra-onset,6.288,False,-4.094,0.995,-3.031,3.988,68.75,True,P09
Ngeed,1,Gerak,pra-onset,6.538,False,-1.842,1.669,-3.36,2.582,68.75,True,P09
Ngeed,1,Gerak,awal,6.788,True,3.587,0.05,0.837,0.897,62.5,True,P09
Ngeed,1,Gerak,awal,7.038,True,6.534,0.636,1.706,3.468,50.0,True,P09
Ngeed,1,Gerak,awal,7.288,True,3.859,0.304,-5.302,-5.37,31.25,True,P09
Ngeed,1,Gerak,awal,7.538,True,4.025,2.669,1.839,-1.226,25.0,True,P09
Ngeed,1,Gerak,awal,7.788,True,3.65,3.906,3.938,1.353,25.0,True,P09
Ngeed,1,Gerak,tengah,8.038,True,5.061,1.807,1.596,0.508,31.25,True,P09
Ngeed,1,Gerak,tengah,8.288,True,5.392,0.651,3.371,2.437,31.25,True,P09
Ngeed,1,Gerak,tengah,8.538,True,5.644,-0.806,6.66,4.225,31.25,True,P09
Ngeed,1,Gerak,tengah,8.788,True,9.034,0.843,1.273,1.658,31.25,True,P09
Ngeed,1,Gerak,akhir,9.038,True,10.72,3.251,-1.759,2.304,31.25,True,P09
Ngeed,1,Gerak,akhir,9.288,True,8.831,2.669,-1.098,1.619,31.25,True,P09
Ngeed,1,Gerak,akhir,9.538,True,4.438,3.559,6.461,3.864,31.25,True,P09
Ngeed,1,Gerak,akhir,9.788,False,-2.085,3.449,2.014,0.183,37.5,True,P09
Ngeed,1,Gerak,akhir,10.038,False,-5.268,0.928,-3.498,-4.383,62.5,True,P09
Ngeed,1,Tahan,pra-onset,9.662,False,1.053,3.917,3.276,1.359,43.75,True,P09
Ngeed,1,Tahan,pra-onset,9.912,False,-2.684,1.701,-0.769,-2.554,62.5,True,P09
Ngeed,1,Tahan,awal,10.162,True,-4.851,1.48,-4.141,-3.942,75.0,True,P09
Ngeed,1,Tahan,awal,10.412,True,-2.368,3.416,2.854,2.66,75.0,True,P09
Ngeed,1,Tahan,awal,10.662,True,-4.995,1.983,3.547,2.338,75.0,True,P09
Ngeed,1,Tahan,awal,10.912,True,-5.331,2.249,3.164,1.94,75.0,True,P09
Ngeed,1,Tahan,awal,11.162,True,-3.47,-0.463,-0.096,-0.459,75.0,True,P09
Ngeed,1,Tahan,tengah,11.412,True,-2.735,2.861,6.523,4.781,81.25,True,P09
Ngeed,1,Tahan,tengah,11.662,True,-2.557,0.576,5.086,2.861,68.75,True,P09
Ngeed,1,Tahan,tengah,11.912,True,-4.048,-4.928,-4.794,-3.23,68.75,True,P09
Ngeed,1,Tahan,tengah,12.162,True,-2.699,-1.159,-3.745,-1.637,62.5,True,P09
Ngeed,1,Tahan,tengah,12.412,True,-3.397,0.791,-0.097,-0.41,62.5,True,P09
Ngeed,1,Tahan,akhir,12.662,True,-4.218,0.992,-4.381,-1.46,62.5,True,P09
Ngeed,1,Tahan,akhir,12.912,True,-4.188,2.483,-1.779,0.82,62.5,True,P09
Ngeed,1,Tahan,akhir,13.162,False,-3.794,1.1,0.096,3.103,68.75,True,P09
Ngeed,1,Tahan,akhir,13.412,False,-2.183,-2.182,-1.903,0.718,62.5,True,P09
Ngeed,1,Naik,pra-onset,13.104,False,-3.355,2.073,0.379,2.917,62.5,True,P09
Ngeed,1,Naik,pra-onset,13.354,False,-2.302,-1.536,-1.742,1.598,62.5,True,P09
Ngeed,1,Naik,awal,13.604,True,-2.355,-2.302,-0.975,-0.255,62.5,True,P09
Ngeed,1,Naik,awal,13.854,True,-3.064,-1.744,3.047,0.469,62.5,True,P09
Ngeed,1,Naik,awal,14.104,True,-4.21,-0.474,2.972,-1.263,62.5,True,P09
Ngeed,1,Naik,tengah,14.354,True,-7.238,0.021,-0.479,-2.798,68.75,True,P09
Ngeed,1,Naik,tengah,14.604,True,-4.811,-0.904,-1.866,-3.835,68.75,True,P09
Ngeed,1,Naik,akhir,14.854,True,-3.824,-1.849,-2.351,0.473,68.75,True,P09
Ngeed,1,Naik,akhir,15.104,False,-2.646,-1.094,0.772,2.861,50.0,True,P09
Ngeed,1,Naik,akhir,15.354,False,1.316,0.318,1.213,0.718,50.0,True,P09
Ngeed,1,Berdiri,pra-onset,14.976,False,-4.566,-1.301,-0.908,2.359,68.75,True,P09
Ngeed,1,Berdiri,pra-onset,15.226,False,-0.56,-0.661,1.323,2.131,50.0,True,P09
Ngeed,1,Berdiri,awal,15.476,True,2.007,1.691,1.794,-0.679,43.75,True,P09
Ngeed,1,Berdiri,awal,15.726,True,0.988,2.579,1.141,-3.228,37.5,True,P09
Ngeed,1,Berdiri,awal,15.976,True,4.125,2.311,-7.873,-7.279,31.25,True,P09
Ngeed,1,Berdiri,awal,16.226,True,5.938,1.694,-4.276,-5.262,37.5,True,P09
Ngeed,1,Berdiri,awal,16.476,True,6.866,1.77,-2.518,-3.494,37.5,True,P09
Ngeed,1,Berdiri,awal,16.726,True,6.078,-0.642,-2.599,-2.783,37.5,True,P09
Ngeed,1,Berdiri,awal,16.976,True,5.429,1.734,-1.218,-2.853,56.25,True,P09
Ngeed,1,Berdiri,awal,17.226,True,3.486,1.998,0.441,0.004,62.5,True,P09
Ngeed,1,Berdiri,awal,17.476,True,3.868,0.792,-3.827,-2.319,62.5,True,P09
Ngeed,1,Berdiri,tengah,17.726,True,2.478,-2.659,-1.489,-2.346,68.75,True,P09
Ngeed,1,Berdiri,tengah,17.976,True,3.62,-1.081,-3.971,-5.32,62.5,True,P09
Ngeed,1,Berdiri,tengah,18.226,True,1.799,-0.923,-4.452,-6.322,62.5,True,P09
Ngeed,1,Berdiri,tengah,18.476,True,2.767,-0.199,-3.62,-5.768,68.75,True,P09
Ngeed,1,Berdiri,tengah,18.726,True,2.774,-1.536,0.177,-5.907,68.75,True,P09
Ngeed,1,Berdiri,tengah,18.976,True,2.653,-0.455,-0.033,-5.322,75.0,True,P09
Ngeed,1,Berdiri,tengah,19.226,True,1.72,-0.284,-2.155,-3.276,68.75,True,P09
Ngeed,1,Berdiri,tengah,19.476,True,1.329,-1.081,-1.833,-1.947,62.5,True,P09
Ngeed,1,Berdiri,akhir,19.726,True,3.015,-0.564,-1.311,-0.807,56.25,True,P09
Ngeed,1,Berdiri,akhir,19.976,True,5.391,-2.368,0.189,-2.145,50.0,True,P09
Ngeed,1,Berdiri,akhir,20.226,True,3.664,-1.341,-0.836,-1.755,50.0,True,P09
Ngeed,1,Berdiri,akhir,20.476,True,4.534,-0.767,-0.546,-1.617,68.75,True,P09
Ngeed,1,Berdiri,akhir,20.726,True,2.953,-0.406,-4.854,-2.682,75.0,True,P09
Ngeed,1,Berdiri,akhir,20.976,True,1.318,-0.484,-2.299,-1.098,68.75,True,P09
Ngeed,1,Berdiri,akhir,21.226,True,3.069,0.422,2.15,0.898,68.75,True,P09
Ngeed,1,Berdiri,akhir,21.476,False,2.329,0.377,1.91,0.571,68.75,True,P09
Ngeed,1,Berdiri,akhir,21.726,False,1.701,-0.129,-2.872,-1.581,62.5,True,P09
Ngeed,2,Gerak,pra-onset,21.327,False,1.86,-0.326,2.823,1.165,68.75,True,P09
Ngeed,2,Gerak,pra-onset,21.577,False,1.985,0.163,0.157,-0.251,68.75,True,P09
Ngeed,2,Gerak,awal,21.827,True,1.557,-0.751,-3.319,-2.365,62.5,True,P09
Ngeed,2,Gerak,awal,22.077,True,1.332,-0.788,-1.0,-3.085,68.75,True,P09
Ngeed,2,Gerak,awal,22.327,True,1.089,0.743,-1.175,-3.325,68.75,True,P09
Ngeed,2,Gerak,awal,22.577,True,-0.788,-3.181,-3.464,-5.147,56.25,True,P09
Ngeed,2,Gerak,awal,22.827,True,1.31,-4.246,-2.395,-3.286,43.75,True,P09
Ngeed,2,Gerak,tengah,23.077,True,1.878,2.822,4.724,0.083,43.75,True,P09
Ngeed,2,Gerak,tengah,23.327,True,5.514,2.608,4.647,-0.141,43.75,True,P09
Ngeed,2,Gerak,tengah,23.577,True,4.85,-1.029,0.944,-1.492,43.75,True,P09
Ngeed,2,Gerak,tengah,23.827,True,3.99,0.987,0.063,-0.667,50.0,True,P09
Ngeed,2,Gerak,akhir,24.077,True,3.914,1.358,-1.376,-0.404,50.0,True,P09
Ngeed,2,Gerak,akhir,24.327,True,2.304,1.951,2.086,0.84,50.0,True,P09
Ngeed,2,Gerak,akhir,24.577,False,3.232,1.477,0.951,-0.797,56.25,True,P09
Ngeed,2,Gerak,akhir,24.827,False,3.292,1.006,-3.258,-3.901,56.25,True,P09
Ngeed,2,Tahan,pra-onset,24.55,False,3.405,1.292,1.244,-0.455,56.25,True,P09
Ngeed,2,Tahan,pra-onset,24.8,False,3.06,1.136,-2.649,-3.623,56.25,True,P09
