frame,t,raw,task,subphase
0,0.0,,UNKNOWN,
15,0.538,"a
(5)
",UNKNOWN,
18,0.635,"rat
(5)
",UNKNOWN,
20,0.705,"fey
(s)
",UNKNOWN,
21,0.732,"fox
(s)
",UNKNOWN,
22,0.774,"=
BERSIAP
(s)
",BERSIAP,
30,1.038,"=""
BERSIAP
(5)
",BERSIAP,
45,1.531,"=z!
BERSIAP
)
",BERSIAP,
60,2.031,"=m
BERSIAP
)
",BERSIAP,
75,2.531,"=m
BERSIAP
(3)
",BERSIAP,
90,3.031,"=m
BERSIAP
(3)
",BERSIAP,
104,3.503,"=
BERSIAP
(2)
",BERSIAP,
119,4.003,"=z
BERSIAP
2)
",BERSIAP,
126,4.239,"BERsiP
ee,
",BERSIAP,
130,4.364,"BERsiP
ee,
",BERSIAP,
131,4.405,"BERsiP
ee,
",BERSIAP,
132,4.433,"Beas
FD
",UNKNOWN,
134,4.503,"BEEP
FD
",UNKNOWN,
149,5.003,"BEEP
FD
",UNKNOWN,
150,5.03,"BEEP
FD
",UNKNOWN,
151,5.072,"BEEP
FD
",UNKNOWN,
152,5.1,"NGEED
~
1
TURUN
",NGEED,TURUN
156,5.239,"NGEED
~
1
TURUN
",NGEED,TURUN
164,5.503,"NGEED
~
1
TURUN
",NGEED,TURUN
179,6.003,"NGEED
~
1
TURUN
",NGEED,TURUN
194,6.503,"NGEED
2
TURUN
",NGEED,TURUN
209,7.003,"NGEED
2 \
TURUN
",NGEED,TURUN
212,7.1,"NGEED
TURUN
",NGEED,TURUN
213,7.141,"NGEED
3)
",NGEED,
214,7.169,"NGEED
3)
",NGEED,
216,7.238,"NGEED
3)
",NGEED,
224,7.502,"NGEED
3)
",NGEED,
239,8.003,"NGEED
3)
",NGEED,
240,8.03,"NGEED
3)
",NGEED,
241,8.072,"NGEED
3)
",NGEED,
242,8.099,"NGEED
+)
TAHAN
",NGEED,TAHAN
246,8.239,"NGEED
>
TAHAN
",NGEED,TAHAN
254,8.502,"NGEED
>
TAHAN
",NGEED,TAHAN
269,9.003,"NGEED
>
TAHAN
",NGEED,TAHAN
284,9.502,"NGEED
TAHAN
",NGEED,TAHAN
299,10.003,"NGEED
TAHAN
",NGEED,TAHAN
300,10.03,"NGEED
TAHAN
",NGEED,TAHAN
301,10.071,"NGEED
TAHAN
",NGEED,TAHAN
302,10.099,"NGEED
NAIK
",NGEED,NAIK
303,10.141,"NGEED
",NGEED,
304,10.169,"NGEED
",NGEED,
306,10.238,"NGEED
Y
",NGEED,
314,10.502,"NGEED
Y
",NGEED,
329,11.002,"NGEED
Y
",NGEED,
330,11.03,"NGEED
Y
",NGEED,
331,11.071,"NGEED
Y
",NGEED,
332,11.1,"NGEED
QD
NAIK
",NGEED,NAIK
336,11.238,"NGEED
(2)
NAIK
",NGEED,NAIK
344,11.502,"NGEED
(2)
NAIK
",NGEED,NAIK
359,12.003,"NGEED
(2)
NAIK
",NGEED,NAIK
360,12.029,"NGEED
(2)
NAIK
",NGEED,NAIK
361,12.071,"NGEED
(2)
NAIK
",NGEED,NAIK
362,12.099,"NGEED
(2)
",NGEED,
366,12.238,"NGEED
",NGEED,
374,12.502,"NGEED
",NGEED,
389,13.002,"NGEED
",NGEED,
390,13.029,"NGEED
",NGEED,
391,13.071,"NGEED
",NGEED,
392,13.099,"BERDIRI RILEKS
(g
Ye
",BERDIRI RILEKS,
396,13.237,"BERDIRI RILEKS
(g
Ye
",BERDIRI RILEKS,
404,13.502,"BERDIRI RILEKS
fo»
8 |
Yee
",BERDIRI RILEKS,
419,14.002,"BERDIRI RILEKS
fo»
8 |
Yo
",BERDIRI RILEKS,
434,14.501,"BERDIRI RILEKS
(om \
| 7 |
Yo
",BERDIRI RILEKS,
449,15.002,"BERDIRI RILEKS
(om \
| 7 |
Yo
",BERDIRI RILEKS,
464,15.501,"BERDIRI RILEKS
(6
Ne
",BERDIRI RILEKS,
479,16.002,"BERDIRI RILEKS
(6
Ne
",BERDIRI RILEKS,
494,16.501,"BERDIRI RILEKS
(5 \
Nee
",BERDIRI RILEKS,
509,17.002,"BERDIRI RILEKS
(5 \
V7
",BERDIRI RILEKS,
524,17.501,"BERDIRI RILEKS
f.»
| 4 |
Vey
",BERDIRI RILEKS,
539,18.002,"BERDIRI RILEKS
f.»
| 4 |
Vey
",BERDIRI RILEKS,
554,18.501,"BERDIRI RILEKS
(3
Ve /
",BERDIRI RILEKS,
569,19.001,"BERDIRI RILEKS
(3
V7
",BERDIRI RILEKS,
584,19.501,"BERDIRI RILEKS
(2
a7
",BERDIRI RILEKS,
599,20.001,"BERDIRI RILEKS
(2
a7
",BERDIRI RILEKS,
614,20.5,"BERDIRI RILEKS
(1)
Xe
",BERDIRI RILEKS,
629,21.001,"BERDIRI RILEKS
(1)
Xe
",BERDIRI RILEKS,
632,21.097,"BERDIRI RILEKS
(1)
Xe
",BERDIRI RILEKS,
633,21.139,"NGEED
~
1
TURUN
",NGEED,TURUN
634,21.167,"NGEED
~
1
TURUN
",NGEED,TURUN
636,21.236,"NGEED
~
1
TURUN
",NGEED,TURUN
644,21.5,"NGEED
~
1
TURUN
",NGEED,TURUN
659,22.001,"NGEED
~
1
TURUN
",NGEED,TURUN
674,22.5,"NGEED
2
TURUN
",NGEED,TURUN
689,23.001,"NGEED
2 \
TURUN
",NGEED,TURUN
692,23.097,"NGEED
2
TURUN
",NGEED,TURUN
693,23.139,"NGEED
3)
",NGEED,
694,23.167,"NGEED
3)
",NGEED,
696,23.236,"NGEED
3)
",NGEED,
704,23.5,"NGEED
3)
",NGEED,
719,24.001,"NGEED
3)
",NGEED,
722,24.097,"NGEED
3)
",NGEED,
723,24.139,"NGEED
+)
TAHAN
",NGEED,TAHAN
