task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,4.6240000000000006,7.6240000000000006,9.624,12.624,0.4640000000000004,7.401,8.47,11.4,12.469,58.7818603515625,7.2829999999999995,0.97015380859375,1.0,ok,video,6.61,lengan,0.024886769766229666,True,1.5450000000000017,NGEED,1,,13.508270263671875,False,
NGEED,2,21.121,24.121,26.121,29.121,0.03500000000000014,22.934,23.808,27.53,28.336,64.42764282226562,22.8335,0.93145751953125,1.0,ok,video,15.138,lengan,0.015066089102462385,True,1.5450000000000017,NGEED,2,,16.258270263671875,False,
AGEM KANAN,1,37.119,40.119,42.119,45.119,0.0009999999999976694,38.598,40.473,43.736,44.805,75.08552246093751,38.361999999999995,1.061004638671875,1.0,ok,video,31.668,lengan,0.1936772618982976,True,1.5450000000000017,AGEM KANAN,1,,-45.89527893066406,False,
AGEM KANAN,2,53.124,56.124,58.124,61.124,0.027000000000001023,54.873,55.998,59.942,60.733,75.17650451660154,54.77224999999999,1.06292724609375,1.0,ok,video,47.208,lengan,0.029701828424049417,True,1.5450000000000017,AGEM KANAN,2,,-48.70735168457031,False,
AGEM KIRI,1,69.156,72.156,74.156,77.156,0.033999999999991815,71.135,72.273,75.203,76.01,56.835601806640625,70.99975,1.286285400390625,1.0,ok,video,71.135,batang_tubuh,0.052794555809769064,True,1.5450000000000017,AGEM KIRI,1,,93.32025146484375,False,
AGEM KIRI,2,85.188,88.188,90.188,93.188,0.0005000000000023874,86.799,88.132,91.868,92.798,64.92306518554688,86.63225000000001,1.088134765625,1.0,ok,video,86.674,lengan,0.06867353044727388,True,1.5450000000000017,AGEM KIRI,2,,88.21844482421875,False,
NGEED,3,278.214,281.214,283.214,286.214,1.0,279.868,281.672,284.408,285.533,66.48081970214844,279.68425,1.24688720703125,1.0,ok,video,272.868,lengan,0.045564183785349495,True,1.5450000000000017,NGEED,3,,4.4105987548828125,False,
NGEED,4,294.184,297.184,299.184,302.184,0.03499999999996817,295.601,297.198,300.267,301.336,67.44747314453127,295.45175,1.3763427734375,1.0,ok,video,295.601,batang_tubuh,0.041657489181124545,True,1.5450000000000017,NGEED,4,,-7.635650634765625,False,
AGEM KANAN,3,310.251,313.251,315.251,318.251,0.9990000000000236,311.529,313.195,316.473,317.667,81.11041259765625,311.37625,1.114105224609375,1.0,ok,video,304.336,lengan,0.14216468647684236,True,1.5450000000000017,AGEM KANAN,3,,-36.19697570800781,False,
AGEM KANAN,4,326.284,329.284,331.284,334.284,0.035499999999956344,326.804,328.332,332.331,333.665,78.70623168945315,326.63725,1.384979248046875,1.0,ok,video,324.138,lengan,0.1656763908574248,True,1.5450000000000017,AGEM KANAN,4,,-45.9754638671875,False,
AGEM KIRI,3,342.281,345.281,347.281,350.281,0.006500000000016826,343.469,344.593,348.329,349.273,65.817138671875,343.351,1.29156494140625,1.0,ok,video,336.4,lengan,0.15475801874719478,True,1.5450000000000017,AGEM KIRI,3,,95.78277587890625,False,
AGEM KIRI,4,358.3135,361.3135,363.3135,366.3135,1.0060000000000286,359.327,360.605,364.397,365.271,66.35553588867185,359.1915,1.2022552490234375,1.0,ok,video,359.327,batang_tubuh,0.08640882085408795,True,1.5450000000000017,AGEM KIRI,4,,98.12489318847656,False,
