frame,t,raw,task,subphase
0,0.0,,UNKNOWN,
3,0.123,"as P
&
",UNKNOWN,
5,0.199,"oo
Nae
",UNKNOWN,
6,0.23,"BERSIAP
(s)
",BERSIAP,
7,0.265,"BERSIAP
(s)
",BERSIAP,
14,0.508,"=
BERSIAP
(s)
",BERSIAP,
21,0.73,"=a
BERSIAP
(s)
",BERSIAP,
22,0.773,"ean P
Na
",UNKNOWN,
23,0.799,"ean P
Nae
",UNKNOWN,
25,0.869,"ean P
Nae
",UNKNOWN,
29,1.009,"ean P
Na
",UNKNOWN,
30,1.036,"ean P
Na
",UNKNOWN,
31,1.063,"ean P
Na
",UNKNOWN,
32,1.105,"=z
BERSIAP
(s)
",BERSIAP,
36,1.23,"=z
BERSIAP
)
",BERSIAP,
44,1.508,"BERSIAP
@)
",BERSIAP,
59,2.008,"=e
BERSIAP
)
",BERSIAP,
74,2.507,"=""
BERSIAP
(3)
",BERSIAP,
89,3.008,"=
BERSIAP
(3)
",BERSIAP,
104,3.507,"=
BERSIAP
(2)
",BERSIAP,
119,4.008,"=
BERSIAP
(2)
",BERSIAP,
134,4.507,"BERsiP
FD
",BERSIAP,
149,5.008,"BERsiP
FD
",BERSIAP,
152,5.104,"BERsiP
FD
",BERSIAP,
153,5.132,"BERsiP
FD
",BERSIAP,
154,5.174,"NGEED
~
1
TURUN
",NGEED,TURUN
156,5.229,"NGEED
~
1
TURUN
",NGEED,TURUN
164,5.507,"NGEED
~
1
TURUN
",NGEED,TURUN
179,6.008,"NGEED
~
1
TURUN
",NGEED,TURUN
194,6.507,"NGEED
2
TURUN
",NGEED,TURUN
209,7.007,"NGEED
2 \
TURUN
",NGEED,TURUN
212,7.104,"NGEED
2
TURUN
",NGEED,TURUN
213,7.132,"NGEED
2
TURUN
",NGEED,TURUN
214,7.174,"NGEED
3)
",NGEED,
216,7.229,"NGEED
3)
",NGEED,
224,7.507,"NGEED
3)
",NGEED,
239,8.007,"NGEED
3)
",NGEED,
