task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,5.1530000000000005,8.153,10.153,13.153,0.9989999999999988,4.771,4.771,8.909,8.909,56.058734130859364,4.771,1.0,1.0,incomplete,video,2.633,lengan,,False,3.2490000000000236,NGEED,1,tanpa_turun,67.57342529296875,False,berdiri
NGEED,2,21.151,24.151,26.151,29.151,0.028999999999999915,,,,,1.6169281005859375,20.699,1.577362060546875,1.0,incomplete,video,,batang_tubuh,,False,3.2490000000000236,NGEED,2,tanpa_turun,,False,turun_tidak_terdeteksi
AGEM KANAN,1,37.148,40.148,42.148,45.148,0.006000000000000227,38.308,42.363,43.238,43.238,17.220062255859375,38.11025,1.883697509765625,1.0,incomplete,video,38.308,batang_tubuh,0.4172457365041727,False,3.2490000000000236,AGEM KANAN,1,tanpa_turun,38.62849426269531,False,berdiri
AGEM KANAN,2,53.153000000000006,56.153000000000006,58.153000000000006,61.153000000000006,0.061499999999995225,55.43,57.027,58.166,61.04,48.40419006347656,55.246,1.75811767578125,1.0,ok,video,47.501,lengan,1.2702523188041677,False,3.2490000000000236,AGEM KANAN,2,,-46.397003173828125,False,
AGEM KIRI,1,69.185,72.185,74.185,77.185,0.06199999999999761,72.705,75.899,77.566,78.76,42.90578613281252,72.4065,1.784027099609375,0.9833333333333333,late,video,63.304,lengan,0.3085977975681409,False,3.2490000000000236,AGEM KIRI,1,,142.62460327148438,False,
AGEM KIRI,2,85.252,88.252,90.252,93.252,0.9300000000000068,87.231,88.633,91.369,93.966,47.114471435546875,87.08175,1.27386474609375,1.0,ok,video,87.231,batang_tubuh,0.15790424828367058,True,3.2490000000000236,AGEM KIRI,2,,160.6332550048828,False,
NGEED,3,278.2785,281.2785,283.2785,286.2785,0.9995000000000118,281.765,283.237,285.236,286.291,44.17241516113279,281.5985,2.2000732421875,1.0,late,video,280.501,lengan,0.13395634518474914,True,3.2490000000000236,NGEED,3,,79.68618774414062,False,
NGEED,4,294.21450000000004,297.21450000000004,299.21450000000004,302.21450000000004,1.0679999999999836,295.902,298.026,300.428,302.428,61.05214843750002,295.6035,1.703521728515625,1.0,ok,video,288.291,lengan,0.5779625952134924,False,3.2490000000000236,NGEED,4,,80.17095947265625,False,
AGEM KANAN,3,310.281,313.281,315.281,318.281,0.9989999999999668,313.899,316.037,318.495,320.828,46.935394287109375,313.58325,1.522064208984375,1.0,late,video,304.358,lengan,0.20626224415287855,False,3.2490000000000236,AGEM KANAN,3,,-38.34779357910156,False,
AGEM KANAN,4,326.3475,329.3475,331.3475,334.3475,0.9644999999999868,330.16,332.631,334.701,336.103,48.810150146484375,329.85800000000006,1.749176025390625,0.9777777777777777,late,video,323.23,lengan,0.5191486115826388,False,3.2490000000000236,AGEM KANAN,4,,15.709136962890625,False,
AGEM KIRI,3,342.346,345.346,347.346,350.346,0.028999999999996362,345.296,346.963,348.768,350.629,49.1361083984375,345.12924999999996,1.84539794921875,1.0,ok,video,337.103,lengan,0.5119663969512301,False,3.2490000000000236,AGEM KIRI,3,,92.93782043457031,False,
AGEM KIRI,4,358.378,361.378,363.378,366.378,1.0060000000000286,361.627,363.571,365.432,366.932,43.14676513671873,361.377,1.944122314453125,1.0,late,video,352.504,lengan,0.39164308774189227,False,3.2490000000000236,AGEM KIRI,4,,107.50189208984375,False,
