task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,5.09,8.09,10.09,13.09,0.0005000000000006111,7.902,8.569,11.318,12.235,40.205157470703114,7.8185,1.205322265625,1.0,ok,video,2.035,lengan,,False,1.5835000000000008,NGEED,1,,32.02412414550781,False,
NGEED,2,21.1225,24.1225,26.1225,29.1225,0.03549999999999898,22.844,23.636,24.567,28.843,43.69244079589845,22.7605,1.1021728515625,1.0,short_hold,video,16.165,lengan,0.7896347168243597,False,1.5835000000000008,NGEED,2,,11.1075439453125,False,
NGEED,11,37.120000000000005,40.120000000000005,42.120000000000005,45.120000000000005,0.0005000000000023874,38.634,39.703,43.175,44.439,43.862762451171875,38.55075,1.025146484375,1.0,ok,video,33.037,lengan,0.9339036175593737,False,1.5835000000000008,AGEM KANAN,1,gerak_lain,41.04718017578125,True,gerak_lain
NGEED,12,53.1175,56.1175,58.1175,61.1175,0.04150000000000631,54.701,55.909,59.297,60.505,47.04205932617185,54.517,1.025665283203125,1.0,ok,video,54.701,batang_tubuh,0.04546491923121388,True,1.5835000000000008,AGEM KANAN,2,gerak_lain,39.714141845703125,True,gerak_lain
AGEM KIRI,1,69.15700000000001,72.15700000000001,74.15700000000001,77.15700000000001,0.026999999999986812,70.698,71.976,75.17,76.906,48.224749755859364,70.49649999999998,1.27215576171875,1.0,ok,video,63.241,lengan,0.09825603713285536,True,1.5835000000000008,AGEM KIRI,1,,20.9166259765625,False,
AGEM KANAN,12,85.1895,88.1895,90.1895,93.1895,0.000999999999990564,,,,,13.298367309570324,87.907,1.717041015625,1.0,incomplete,video,,batang_tubuh,,False,1.5835000000000008,AGEM KIRI,2,salah_sisi,,False,gerak_lain
NGEED,3,278.223,281.223,283.223,286.223,0.9989999999999668,280.833,281.431,284.041,285.096,39.293911743164074,280.7495,1.180694580078125,1.0,ok,video,279.639,lengan,0.2486434077370862,False,1.5835000000000008,NGEED,3,,28.867568969726562,False,
NGEED,4,294.18600000000004,297.18600000000004,299.18600000000004,302.18600000000004,0.033999999999991815,295.567,296.9,300.372,301.969,48.88410339355471,295.40025,0.973724365234375,1.0,ok,video,289.429,lengan,0.7884779343281633,False,1.5835000000000008,NGEED,4,,40.2596435546875,False,
NGEED,13,310.25250000000005,313.25250000000005,315.25250000000005,318.25250000000005,0.9989999999999668,311.704,312.162,313.439,313.565,20.814724731445324,311.62075000000004,1.43341064453125,1.0,ok,video,311.704,batang_tubuh,0.19349998511854352,True,1.5835000000000008,AGEM KANAN,3,gerak_lain,19.5609130859375,True,gerak_lain
AGEM KANAN,4,326.285,329.285,331.285,334.285,0.03550000000001319,328.895,329.368,330.562,333.631,26.2387664794922,328.85999999999996,1.1910400390625,1.0,ok,video,320.633,lengan,0.43481451732680876,False,1.5835000000000008,AGEM KANAN,4,,-113.88864135742188,False,
AGEM KIRI,3,342.282,345.282,347.282,350.282,0.0004999999999881766,344.838,345.24,348.573,349.837,27.915325927734386,343.43474999999995,1.285369873046875,1.0,ok,video_longgar,341.699,lengan,0.10650253506665464,True,1.5835000000000008,AGEM KIRI,3,,18.95587158203125,False,turun_tidak_terdeteksi
AGEM KIRI,4,358.322,361.322,363.322,366.322,0.9990000000000236,360.571,360.905,361.307,364.64,17.948211669921875,360.53975,1.364166259765625,1.0,short_hold,video,359.363,lengan,0.17526826688793407,True,1.5835000000000008,AGEM KIRI,4,,11.546722412109375,False,
