task,subphase,n,start,end,rep
BERSIAP,,6,0.099,0.706,
BERSIAP,,11,2.067,4.6015,
NGEED,TURUN,14,4.6015,8.052,1.0
NGEED,TAHAN,8,8.052,10.050999999999998,1.0
NGEED,NAIK,20,10.050999999999998,13.050999999999998,1.0
BERDIRI RILEKS,,22,13.050999999999998,21.119500000000002,
NGEED,TURUN,14,21.119500000000002,24.112000000000002,2.0
NGEED,TAHAN,8,24.112000000000002,26.049,2.0
NGEED,NAIK,20,26.049,29.118499999999997,2.0
BERDIRI RILEKS,,22,29.118499999999997,37.117,
AGEM KANAN,TURUN,14,37.117,40.1165,1.0
AGEM KANAN,TAHAN,8,40.1165,42.1165,1.0
AGEM KANAN,NAIK,20,42.1165,45.116,1.0
BERDIRI RILEKS,,20,45.116,53.1145,
AGEM KANAN,TURUN,13,53.1145,56.149,2.0
AGEM KANAN,TAHAN,8,56.149,58.086,2.0
AGEM KANAN,NAIK,20,58.086,61.147999999999996,2.0
BERDIRI RILEKS,,20,61.147999999999996,69.14699999999999,
AGEM KIRI,TURUN,15,69.14699999999999,72.181,1.0
AGEM KIRI,TAHAN,7,72.181,74.146,1.0
AGEM KIRI,NAIK,18,74.146,77.1455,1.0
BERDIRI RILEKS,,24,77.1455,85.1515,
AGEM KIRI,TURUN,14,85.1515,88.151,2.0
AGEM KIRI,TAHAN,8,88.151,90.151,2.0
AGEM KIRI,NAIK,19,90.151,93.261,2.0
ISTIRAHAT UTAMA,,368,93.261,273.3455,
BERSIAP,,8,273.3455,276.164,
NGEED,TURUN,14,278.233,281.212,3.0
NGEED,TAHAN,14,281.212,284.2115,3.0
NGEED,NAIK,12,284.2115,286.177,3.0
BERDIRI RILEKS,,20,286.177,294.176,
NGEED,TURUN,14,294.176,297.182,4.0
NGEED,TAHAN,8,297.182,299.1815,4.0
NGEED,NAIK,20,299.1815,302.25,4.0
BERDIRI RILEKS,,20,302.25,310.243,
AGEM KANAN,TURUN,14,310.243,313.24199999999996,3.0
AGEM KANAN,TAHAN,14,313.24199999999996,316.24850000000004,3.0
AGEM KANAN,NAIK,12,316.24850000000004,318.248,3.0
BERDIRI RILEKS,,19,318.248,326.2815,
AGEM KANAN,TURUN,13,326.2815,329.24699999999996,4.0
AGEM KANAN,TAHAN,9,329.24699999999996,331.281,4.0
AGEM KANAN,NAIK,18,331.281,334.246,4.0
BERDIRI RILEKS,,21,334.246,342.279,
AGEM KIRI,TURUN,13,342.279,345.25800000000004,3.0
AGEM KIRI,TAHAN,9,345.25800000000004,347.278,3.0
AGEM KIRI,NAIK,19,347.278,350.278,3.0
BERDIRI RILEKS,,20,350.278,358.3115,
AGEM KIRI,TURUN,14,358.3115,361.31100000000004,4.0
AGEM KIRI,TAHAN,14,361.31100000000004,364.31100000000004,4.0
AGEM KIRI,NAIK,12,364.31100000000004,366.3905,4.0
BERDIRI FOKUS MATA TERBUKA,,64,366.3905,396.4515,
BERDIRI ISTIRAHAT,,32,396.4515,411.519,
BERDIRI MATA TERTUTUP,,63,411.519,441.001,
