frame,t,raw,task,subphase
0,0.0,"| —
",UNKNOWN,
2,0.063,"of
a,
",UNKNOWN,
3,0.099,"BERSIAP
(s)
",BERSIAP,
4,0.137,"BERSIAP
(s)
",BERSIAP,
8,0.261,"BERSIAP
(s)
",BERSIAP,
16,0.539,"BERSIAP
(s )
oad
",BERSIAP,
19,0.636,"BERSIAP
(s )
oad
",BERSIAP,
21,0.706,"BERSIAP
(s )
oad
",BERSIAP,
22,0.733,"as
s)
",UNKNOWN,
23,0.761,"fas
s)
",UNKNOWN,
31,1.032,"fas
s)
",UNKNOWN,
45,1.504,"us
4)
",UNKNOWN,
61,2.032,"a
4)
",UNKNOWN,
62,2.067,"=m
BERSIAP
@)
",BERSIAP,
64,2.129,"=m
BERSIAP
@)
",BERSIAP,
68,2.261,"=m
BERSIAP
@)
",BERSIAP,
76,2.532,"=m
BERSIAP
@)
",BERSIAP,
90,3.005,"=m
BERSIAP
@)
",BERSIAP,
97,3.24,"=m
BERSIAP
©
",BERSIAP,
101,3.365,"BERsiP
(2)
",BERSIAP,
102,3.393,"Bens
(2)
",UNKNOWN,
103,3.434,"Bens
2)
",UNKNOWN,
105,3.504,"Bens
(2)
",UNKNOWN,
108,3.601,"Bens
(2)
",UNKNOWN,
110,3.67,"Bens
(2)
",UNKNOWN,
111,3.698,"Bens
(2)
",UNKNOWN,
112,3.74,"=
BERSIAP
@)
",BERSIAP,
120,4.005,"-
BERSIAP
",BERSIAP,
123,4.101,"cw
BERSIAP
",BERSIAP,
124,4.129,"raves]
BERSIAP
",BERSIAP,
125,4.17,"Bens
LY
",UNKNOWN,
127,4.24,"Beas
LY
",UNKNOWN,
135,4.504,"Bens
LY
",UNKNOWN,
150,5.004,"Bens
LY
",UNKNOWN,
151,5.031,"Bens
LY
",UNKNOWN,
152,5.074,"NGEED
~
1
TURUN
",NGEED,TURUN
153,5.101,"NGEED
~
1
TURUN
",NGEED,TURUN
157,5.239,"NGEED
~
1
TURUN
",NGEED,TURUN
165,5.504,"NGEED
~
1
TURUN
",NGEED,TURUN
180,6.004,"NGEED
~
1
TURUN
",NGEED,TURUN
195,6.503,"NGEED
2
TURUN
",NGEED,TURUN
210,7.005,"NGEED
2
TURUN
",NGEED,TURUN
213,7.101,"NGEED
TURUN
",NGEED,TURUN
214,7.129,"NGEED
3)
",NGEED,
215,7.17,"NGEED
3)
",NGEED,
217,7.239,"NGEED
3)
",NGEED,
225,7.503,"NGEED
3)
",NGEED,
240,8.004,"NGEED
3)
",NGEED,
241,8.031,"NGEED
3)
",NGEED,
242,8.073,"NGEED
+)
TAHAN
",NGEED,TAHAN
243,8.101,"NGEED
+)
TAHAN
",NGEED,TAHAN
247,8.239,"NGEED
>
TAHAN
",NGEED,TAHAN
255,8.503,"NGEED
>
TAHAN
",NGEED,TAHAN
270,9.004,"NGEED
>
TAHAN
",NGEED,TAHAN
285,9.503,"NGEED
TAHAN
",NGEED,TAHAN
300,10.003,"NGEED
TAHAN
",NGEED,TAHAN
301,10.03,"NGEED
TAHAN
",NGEED,TAHAN
302,10.072,"NGEED
NAIK )
",NGEED,NAIK
303,10.101,"NGEED
NAIK )
",NGEED,NAIK
304,10.128,"NGEED
",NGEED,
305,10.17,"NGEED
",NGEED,
307,10.239,"NGEED
Y
",NGEED,
315,10.503,"NGEED
Y
",NGEED,
330,11.003,"NGEED
2
",NGEED,
331,11.031,"NGEED
2
",NGEED,
332,11.072,"NGEED
2)
NAIK
",NGEED,NAIK
333,11.1,"NGEED
2)
NAIK
",NGEED,NAIK
337,11.239,"NGEED
(2)
NAIK
",NGEED,NAIK
345,11.503,"NGEED
(2)
NAIK
",NGEED,NAIK
360,12.003,"NGEED
(2)
NAIK
",NGEED,NAIK
361,12.03,"NGEED
(2)
NAIK
",NGEED,NAIK
362,12.072,"NGEED
(2)
",NGEED,
363,12.1,"NGEED
(2)
",NGEED,
367,12.239,"NGEED
",NGEED,
375,12.502,"NGEED
",NGEED,
390,13.003,"NGEED
",NGEED,
391,13.03,"NGEED
",NGEED,
392,13.072,"BERDIRI RILEKS
fe
| 8 |
",BERDIRI RILEKS,
393,13.1,"BERDIRI RILEKS
fe
| 8 |
",BERDIRI RILEKS,
397,13.238,"BERDIRI RILEKS
fe
| 8 |
",BERDIRI RILEKS,
401,13.364,"BERDIRI RILEKS
fe
| 8 |
",BERDIRI RILEKS,
403,13.434,"BERDIRI RILEKS
fe
| 8 |
",BERDIRI RILEKS,
