task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,4.8675,7.8675,9.8675,12.8675,0.25650000000000084,,,,,3.3232635498046648,5.66775,0.642242431640625,1.0,incomplete,video,2.271,batang_tubuh,,False,1.1455000000000268,NGEED,1,tanpa_turun,,False,gerak_lain
NGEED,2,21.1505,24.1505,26.1505,29.1505,0.029500000000002302,22.303,23.441,24.636,28.302,64.04248046875,22.153750000000002,1.3287353515625,1.0,ok,video,17.442,lengan,0.027971298195320182,True,1.1455000000000268,NGEED,2,,47.172515869140625,False,
NGEED,11,37.1545,40.1545,42.1545,45.1545,0.000499999999995282,38.37,39.439,39.897,44.438,58.15477294921874,38.238,1.24139404296875,1.0,short_hold,video,31.566,lengan,0.5064284738223177,False,1.1455000000000268,AGEM KANAN,1,gerak_lain,51.3197021484375,True,gerak_lain
NGEED,12,53.1525,56.1525,58.1525,61.1525,0.03399999999999892,54.367,56.505,57.298,60.769,65.47018432617188,54.18299999999999,1.14111328125,1.0,short_hold,video,48.576,lengan,0.9174386934952108,False,1.1455000000000268,AGEM KANAN,2,gerak_lain,50.17120361328125,True,gerak_lain
AGEM KIRI,1,69.184,72.184,74.184,77.184,0.03450000000000841,70.17,72.17,76.031,77.503,61.72707519531252,70.03800000000001,1.489532470703125,1.0,ok,video,63.297,lengan,0.23552301687153743,False,1.1455000000000268,AGEM KIRI,1,,51.9140625,False,
AGEM KIRI,2,85.2165,88.2165,90.2165,93.2165,1.1550000000000011,86.432,89.099,92.073,93.236,75.40951538085938,86.26525000000001,1.135101318359375,1.0,ok,video,79.767,lengan,0.1156065574566606,True,1.1455000000000268,AGEM KIRI,2,,49.0394287109375,False,
NGEED,3,278.25,281.25,283.25,286.25,0.9990000000000236,279.264,280.931,284.263,285.332,71.57252807617186,279.07975,1.0501708984375,1.0,ok,video,272.668,lengan,0.056049818346449995,True,1.1455000000000268,NGEED,3,,46.869232177734375,False,
NGEED,4,294.22,297.22,299.22,302.22,0.02749999999997499,295.262,297.331,300.594,301.871,68.61825256347657,295.078,1.464752197265625,1.0,ok,video,289.929,lengan,1.0412985573517146,False,1.1455000000000268,NGEED,4,,42.8837890625,False,
AGEM KANAN,3,310.28700000000003,313.28700000000003,315.28700000000003,318.28700000000003,0.9989999999999668,311.468,313.203,315.869,317.397,64.76220703125,311.25275,1.10565185546875,1.0,ok,video,306.732,lengan,0.8632212571531972,False,1.1455000000000268,AGEM KANAN,3,,47.952911376953125,False,
AGEM KANAN,4,326.31949999999995,329.31949999999995,331.31949999999995,334.31949999999995,0.03499999999996817,327.465,329.2,332.534,333.798,69.7545166015625,327.28099999999995,1.24334716796875,1.0,ok,video,327.465,batang_tubuh,0.03536222347833239,True,1.1455000000000268,AGEM KANAN,4,,48.0772705078125,False,
AGEM KANAN,13,342.3165,345.3165,347.3165,350.3165,0.0,343.463,345.268,348.406,349.739,64.47607421875,343.31025,1.073638916015625,1.0,ok,video,338.602,lengan,0.9918021613516399,False,1.1455000000000268,AGEM KIRI,3,salah_sisi,3.4029998779296875,True,gerak_lain
AGEM KIRI,4,358.349,361.349,363.349,366.349,0.9990000000000236,359.404,360.932,364.334,365.335,67.70387268066406,359.272,1.455963134765625,1.0,ok,video,352.669,lengan,0.25002022744437113,False,1.1455000000000268,AGEM KIRI,4,,8.573593139648438,False,
