participant_id,task,rep,phase,compliance,latency_hud,phase_source,band,channel,erd_pct,phase_dur,phase_ptp_uv,ptp_ratio_vs_baseline,is_simulated,interpolated
P09,NGEED,1,PRA,ok,2.7185000000000006,video,theta,C3,980.6781095981646,2.0,138.7,1.66,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,theta,C4,248.0696124924739,2.0,95.5,2.02,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,theta,P3,367.28757090499926,2.0,54.9,1.68,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,theta,P4,438.3637915363863,2.0,56.5,2.73,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,theta,O1,428.9469218221639,2.0,58.6,1.7,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,theta,O2,2288.7164429200507,2.0,171.4,5.76,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,theta,F3,481.4446591916696,2.0,149.6,1.71,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,theta,F4,175.88741888440757,2.0,145.0,2.33,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,mu,C3,538.6600622645409,2.0,138.7,1.66,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,mu,C4,246.45184961106702,2.0,95.5,2.02,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,mu,P3,709.5672823970482,2.0,54.9,1.68,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,mu,P4,1050.5367313360953,2.0,56.5,2.73,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,mu,O1,717.9018239482218,2.0,58.6,1.7,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,mu,O2,959.4996993815638,2.0,171.4,5.76,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,mu,F3,106.82822625277323,2.0,149.6,1.71,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,mu,F4,260.1475565325324,2.0,145.0,2.33,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,beta,C3,199.16572179228513,2.0,138.7,1.66,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,beta,C4,270.28529480806975,2.0,95.5,2.02,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,beta,P3,259.8258247510982,2.0,54.9,1.68,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,beta,P4,458.70059754173667,2.0,56.5,2.73,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,beta,O1,276.99154818303884,2.0,58.6,1.7,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,beta,O2,956.448558556453,2.0,171.4,5.76,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,beta,F3,127.47585284362084,2.0,149.6,1.71,False,False
P09,NGEED,1,PRA,ok,2.7185000000000006,video,beta,F4,229.36887106430822,2.0,145.0,2.33,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,theta,C3,171.54033758577148,1.5270000000000001,78.5,0.94,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,theta,C4,181.55861018827844,1.5270000000000001,75.6,1.6,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,theta,P3,291.70604282094524,1.5270000000000001,60.8,1.86,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,theta,P4,323.84455521105866,1.5270000000000001,41.1,1.98,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,theta,O1,249.68020890226072,1.5270000000000001,58.9,1.71,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,theta,O2,300.1564467444482,1.5270000000000001,66.9,2.25,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,theta,F3,244.22309052681757,1.5270000000000001,117.3,1.34,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,theta,F4,237.01155087234636,1.5270000000000001,103.7,1.66,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,mu,C3,249.80702520269952,1.5270000000000001,78.5,0.94,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,mu,C4,143.15630259414158,1.5270000000000001,75.6,1.6,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,mu,P3,581.0746955972782,1.5270000000000001,60.8,1.86,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,mu,P4,665.5801748869376,1.5270000000000001,41.1,1.98,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,mu,O1,658.337701365518,1.5270000000000001,58.9,1.71,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,mu,O2,166.08634280182832,1.5270000000000001,66.9,2.25,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,mu,F3,110.45137025695807,1.5270000000000001,117.3,1.34,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,mu,F4,68.95086485912864,1.5270000000000001,103.7,1.66,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,beta,C3,113.93269661388912,1.5270000000000001,78.5,0.94,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,beta,C4,151.34223005294152,1.5270000000000001,75.6,1.6,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,beta,P3,217.8724593428097,1.5270000000000001,60.8,1.86,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,beta,P4,495.68251830510343,1.5270000000000001,41.1,1.98,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,beta,O1,402.90530697612405,1.5270000000000001,58.9,1.71,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,beta,O2,380.5493668838494,1.5270000000000001,66.9,2.25,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,beta,F3,54.86266455864168,1.5270000000000001,117.3,1.34,False,False
P09,NGEED,1,TURUN,ok,2.7185000000000006,video,beta,F4,248.28676645739336,1.5270000000000001,103.7,1.66,False,False
P09,NGEED,1,TAHAN,ok,2.7185000000000006,video,theta,C3,46.7983310818199,5.263,89.3,1.07,False,False
P09,NGEED,1,TAHAN,ok,2.7185000000000006,video,theta,C4,-47.757433592949766,5.263,46.7,0.99,False,False
P09,NGEED,1,TAHAN,ok,2.7185000000000006,video,theta,P3,-39.675036465922126,5.263,31.0,0.95,False,False
P09,NGEED,1,TAHAN,ok,2.7185000000000006,video,theta,P4,-67.08189066905354,5.263,28.1,1.35,False,False
P09,NGEED,1,TAHAN,ok,2.7185000000000006,video,theta,O1,-45.413141449381826,5.263,33.0,0.96,False,False
P09,NGEED,1,TAHAN,ok,2.7185000000000006,video,theta,O2,-32.39849918998884,5.263,45.8,1.54,False,False
P09,NGEED,1,TAHAN,ok,2.7185000000000006,video,theta,F3,75.4070256483235,5.263,106.6,1.22,False,False
P09,NGEED,1,TAHAN,ok,2.7185000000000006,video,theta,F4,-58.54542257454477,5.263,46.1,0.74,False,False
P09,NGEED,1,TAHAN,ok,2.7185000000000006,video,mu,C3,176.08852583886807,5.263,89.3,1.07,False,False
