participant_id,task,rep,phase,compliance,latency_hud,phase_source,band,channel,erd_pct,phase_dur,phase_ptp_uv,ptp_ratio_vs_baseline,is_simulated,interpolated
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,theta,C3,100.45742323003708,2.0,248.7,1.56,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,theta,C4,194.53022780218595,2.0,257.0,1.66,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,theta,P3,255.32062553645474,2.0,417.7,2.56,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,theta,P4,784.572154562619,2.0,396.0,3.39,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,theta,O1,634.8340246988837,2.0,525.3,3.67,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,theta,O2,445.6355078232014,2.0,321.9,2.11,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,theta,F3,162.08844690302493,2.0,322.9,1.91,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,theta,F4,584.2473423590534,2.0,382.5,2.77,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,mu,C3,172.33503738753802,2.0,248.7,1.56,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,mu,C4,243.9307908949794,2.0,257.0,1.66,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,mu,P3,764.9451211325475,2.0,417.7,2.56,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,mu,P4,1770.580584228136,2.0,396.0,3.39,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,mu,O1,546.4891075870792,2.0,525.3,3.67,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,mu,O2,201.54927468020446,2.0,321.9,2.11,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,mu,F3,339.459630357686,2.0,322.9,1.91,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,mu,F4,1002.1871720246846,2.0,382.5,2.77,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,beta,C3,53.53343592325714,2.0,248.7,1.56,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,beta,C4,759.256695361201,2.0,257.0,1.66,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,beta,P3,92.66323770403794,2.0,417.7,2.56,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,beta,P4,860.3438504456568,2.0,396.0,3.39,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,beta,O1,70.47055413714065,2.0,525.3,3.67,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,beta,O2,385.3619795277582,2.0,321.9,2.11,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,beta,F3,136.52191912268873,2.0,322.9,1.91,False,False
P05,AGEM KANAN,1,PRA,ok,2.0760000000000005,video,beta,F4,625.1230174455932,2.0,382.5,2.77,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,theta,C3,297.2728226453066,2.012999999999998,344.8,2.17,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,theta,C4,1744.4834115062936,2.012999999999998,448.5,2.89,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,theta,P3,982.7858263153697,2.012999999999998,706.0,4.32,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,theta,P4,4853.144146135306,2.012999999999998,740.5,6.34,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,theta,O1,311.4027064930327,2.012999999999998,357.1,2.5,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,theta,O2,1741.5620811231345,2.012999999999998,461.4,3.03,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,theta,F3,591.1328421162351,2.012999999999998,367.9,2.18,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,theta,F4,1540.604619247136,2.012999999999998,468.5,3.39,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,mu,C3,463.7703526653508,2.012999999999998,344.8,2.17,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,mu,C4,2363.6222650818295,2.012999999999998,448.5,2.89,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,mu,P3,1685.3589652721842,2.012999999999998,706.0,4.32,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,mu,P4,4146.667260612087,2.012999999999998,740.5,6.34,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,mu,O1,507.6236045842121,2.012999999999998,357.1,2.5,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,mu,O2,2175.252233905781,2.012999999999998,461.4,3.03,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,mu,F3,887.0193506024657,2.012999999999998,367.9,2.18,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,mu,F4,3449.5428291644635,2.012999999999998,468.5,3.39,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,beta,C3,468.26667220619856,2.012999999999998,344.8,2.17,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,beta,C4,4112.919864258038,2.012999999999998,448.5,2.89,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,beta,P3,1429.4620217254756,2.012999999999998,706.0,4.32,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,beta,P4,3897.202259957155,2.012999999999998,740.5,6.34,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,beta,O1,650.1351294855851,2.012999999999998,357.1,2.5,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,beta,O2,3884.0529426337453,2.012999999999998,461.4,3.03,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,beta,F3,630.8092044658097,2.012999999999998,367.9,2.18,False,False
P05,AGEM KANAN,1,TURUN,ok,2.0760000000000005,video,beta,F4,2460.4450885121846,2.012999999999998,468.5,3.39,False,False
P05,AGEM KANAN,1,TAHAN,ok,2.0760000000000005,video,theta,C3,50.79894956512165,2.389000000000003,220.9,1.39,False,False
P05,AGEM KANAN,1,TAHAN,ok,2.0760000000000005,video,theta,C4,1103.08114587876,2.389000000000003,472.7,3.05,False,False
P05,AGEM KANAN,1,TAHAN,ok,2.0760000000000005,video,theta,P3,201.63975139100845,2.389000000000003,347.8,2.13,False,False
P05,AGEM KANAN,1,TAHAN,ok,2.0760000000000005,video,theta,P4,1362.1807823251213,2.389000000000003,449.5,3.85,False,False
P05,AGEM KANAN,1,TAHAN,ok,2.0760000000000005,video,theta,O1,436.37575805762185,2.389000000000003,412.3,2.88,False,False
