participant_id,task,rep,phase,compliance,latency_hud,phase_source,band,channel,erd_pct,phase_dur,phase_ptp_uv,ptp_ratio_vs_baseline,is_simulated,interpolated
P18,NGEED,2,PRA,ok,2.1529999999999987,video,theta,C3,135.03364129325834,2.0,203.9,1.58,False,False
P18,NGEED,2,PRA,ok,2.1529999999999987,video,theta,C4,221.96237437392713,2.0,273.3,1.68,False,False
P18,NGEED,2,PRA,ok,2.1529999999999987,video,theta,P3,353.5381982507147,2.0,178.5,1.61,False,False
P18,NGEED,2,PRA,ok,2.1529999999999987,video,theta,P4,213.25954554618772,2.0,279.4,1.63,False,False
P18,NGEED,2,PRA,ok,2.1529999999999987,video,theta,O1,-12.114120196724057,2.0,159.3,0.79,False,False
P18,NGEED,2,PRA,ok,2.1529999999999987,video,theta,O2,220.62769006281897,2.0,288.3,2.25,False,False
P18,NGEED,2,PRA,ok,2.1529999999999987,video,theta,F3,58.4540109048168,2.0,346.4,1.16,False,False
P18,NGEED,2,PRA,ok,2.1529999999999987,video,theta,F4,429.606961835795,2.0,391.3,2.55,False,False
P18,NGEED,2,PRA,ok,2.1529999999999987,video,mu,C3,8.764777539220448,2.0,203.9,1.58,False,False
P18,NGEED,2,PRA,ok,2.1529999999999987,video,mu,C4,79.96386995068349,2.0,273.3,1.68,False,False
P18,NGEED,2,PRA,ok,2.1529999999999987,video,mu,P3,24.97300802217409,2.0,178.5,1.61,False,False
P18,NGEED,2,PRA,ok,2.1529999999999987,video,mu,P4,26.78471723336343,2.0,279.4,1.63,False,False
P18,NGEED,2,PRA,ok,2.1529999999999987,video,mu,O1,-71.30483016423999,2.0,159.3,0.79,False,False
P18,NGEED,2,PRA,ok,2.1529999999999987,video,mu,O2,357.46537927899095,2.0,288.3,2.25,False,False
P18,NGEED,2,PRA,ok,2.1529999999999987,video,mu,F3,-66.66856614604674,2.0,346.4,1.16,False,False
P18,NGEED,2,PRA,ok,2.1529999999999987,video,mu,F4,172.89312818331476,2.0,391.3,2.55,False,False
P18,NGEED,2,PRA,ok,2.1529999999999987,video,beta,C3,66.93547406621764,2.0,203.9,1.58,False,False
P18,NGEED,2,PRA,ok,2.1529999999999987,video,beta,C4,121.44959390254897,2.0,273.3,1.68,False,False
P18,NGEED,2,PRA,ok,2.1529999999999987,video,beta,P3,58.1950969030979,2.0,178.5,1.61,False,False
P18,NGEED,2,PRA,ok,2.1529999999999987,video,beta,P4,174.83762219779047,2.0,279.4,1.63,False,False
