participant_id,task,rep,phase,compliance,latency_hud,phase_source,band,channel,erd_pct,phase_dur,phase_ptp_uv,ptp_ratio_vs_baseline,is_simulated,interpolated
P37,NGEED,12,PRA,ok,1.5835000000000008,video,theta,C3,-70.78193670346359,2.0,21.8,0.56,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,theta,C4,5.895967777315101,2.0,91.6,0.84,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,theta,P3,-63.93869109799831,2.0,73.2,0.5,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,theta,P4,46.12204043933333,2.0,91.2,0.84,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,theta,O1,-76.10720049669548,2.0,161.2,0.55,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,theta,O2,84.8139046050972,2.0,93.8,1.08,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,theta,F3,-90.73310658059711,2.0,14.4,0.3,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,theta,F4,6.876357214063196,2.0,86.4,0.88,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,mu,C3,-63.98256170497725,2.0,21.8,0.56,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,mu,C4,1.4281767633046971,2.0,91.6,0.84,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,mu,P3,-81.89110664521755,2.0,73.2,0.5,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,mu,P4,74.99049148037227,2.0,91.2,0.84,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,mu,O1,-73.37722351426464,2.0,161.2,0.55,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,mu,O2,90.68994256368171,2.0,93.8,1.08,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,mu,F3,-81.0284534780779,2.0,14.4,0.3,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,mu,F4,76.1797241935992,2.0,86.4,0.88,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,beta,C3,-68.34314307527079,2.0,21.8,0.56,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,beta,C4,32.30696498136126,2.0,91.6,0.84,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,beta,P3,-65.77477266800477,2.0,73.2,0.5,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,beta,P4,125.78674659284934,2.0,91.2,0.84,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,beta,O1,-25.845058170720915,2.0,161.2,0.55,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,beta,O2,52.175421765592645,2.0,93.8,1.08,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,beta,F3,-85.71784408057232,2.0,14.4,0.3,False,False
P37,NGEED,12,PRA,ok,1.5835000000000008,video,beta,F4,76.15590831537043,2.0,86.4,0.88,False,False
P37,NGEED,12,TURUN,ok,1.5835000000000008,video,theta,C3,128.10315215960696,1.2079999999999984,58.7,1.5,False,False
P37,NGEED,12,TURUN,ok,1.5835000000000008,video,theta,C4,726.2425164200707,1.2079999999999984,213.1,1.95,False,False
P37,NGEED,12,TURUN,ok,1.5835000000000008,video,theta,P3,25.206052853499056,1.2079999999999984,122.9,0.83,False,False
P37,NGEED,12,TURUN,ok,1.5835000000000008,video,theta,P4,1518.0593370926408,1.2079999999999984,320.2,2.96,False,False
P37,NGEED,12,TURUN,ok,1.5835000000000008,video,theta,O1,-33.81235865359349,1.2079999999999984,138.5,0.48,False,False
P37,NGEED,12,TURUN,ok,1.5835000000000008,video,theta,O2,1131.4783751241932,1.2079999999999984,174.8,2.01,False,False
P37,NGEED,12,TURUN,ok,1.5835000000000008,video,theta,F3,530.9079065155918,1.2079999999999984,88.5,1.86,False,False
P37,NGEED,12,TURUN,ok,1.5835000000000008,video,theta,F4,1466.5740835835795,1.2079999999999984,334.4,3.41,False,False
P37,NGEED,12,TURUN,ok,1.5835000000000008,video,mu,C3,395.1233842466134,1.2079999999999984,58.7,1.5,False,False
P37,NGEED,12,TURUN,ok,1.5835000000000008,video,mu,C4,313.80156669771935,1.2079999999999984,213.1,1.95,False,False
P37,NGEED,12,TURUN,ok,1.5835000000000008,video,mu,P3,-9.805031133988589,1.2079999999999984,122.9,0.83,False,False
P37,NGEED,12,TURUN,ok,1.5835000000000008,video,mu,P4,1072.6625781811993,1.2079999999999984,320.2,2.96,False,False
P37,NGEED,12,TURUN,ok,1.5835000000000008,video,mu,O1,-69.08931294393636,1.2079999999999984,138.5,0.48,False,False
P37,NGEED,12,TURUN,ok,1.5835000000000008,video,mu,O2,1755.2036971721775,1.2079999999999984,174.8,2.01,False,False
P37,NGEED,12,TURUN,ok,1.5835000000000008,video,mu,F3,766.9082987991598,1.2079999999999984,88.5,1.86,False,False
P37,NGEED,12,TURUN,ok,1.5835000000000008,video,mu,F4,1255.292791950835,1.2079999999999984,334.4,3.41,False,False
P37,NGEED,12,TURUN,ok,1.5835000000000008,video,beta,C3,340.1858223400983,1.2079999999999984,58.7,1.5,False,False
P37,NGEED,12,TURUN,ok,1.5835000000000008,video,beta,C4,552.2477504533845,1.2079999999999984,213.1,1.95,False,False
