task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,5.12,8.120000000000001,10.120000000000001,13.120000000000001,1.7763568394002505e-15,6.599,7.669,12.002,12.807,45.423675537109375,6.5155,1.022552490234375,1.0,ok,video,2.933,lengan,,False,1.381499999999996,NGEED,1,,96.89596557617188,False,
NGEED,2,21.153,24.153,26.153,29.153,0.03500000000000014,22.805,24.069,27.402,28.332,50.841583251953125,22.7215,1.235076904296875,1.0,ok,video,22.805,batang_tubuh,0.049010880702434666,True,1.381499999999996,NGEED,2,,105.863525390625,False,
AGEM KANAN,1,37.157,40.157,42.157,45.157,0.007499999999993179,39.275,42.608,44.732,47.468,41.052151489257824,39.19175,2.58648681640625,1.0,ok,video,31.276,lengan,0.06373936782042836,True,1.381499999999996,AGEM KANAN,1,,63.56060791015625,True,sesuai
AGEM KANAN,2,53.155,56.155,58.155,61.155,0.03399999999999892,54.5365,57.5365,59.5365,62.5365,60.5518829345703,,3.430023193359375,1.0,hud_fallback,hud_fallback,54.5365,lengan,0.43148296050714763,False,1.381499999999996,AGEM KANAN,2,,66.27432250976562,True,sesuai
AGEM KANAN,11,69.187,72.187,74.187,77.187,0.0344999999999942,70.937,71.604,72.534,78.408,32.7390106201172,70.81899999999999,2.577606201171875,1.0,short_hold,video,63.341,lengan,1.7805978960131963,False,1.381499999999996,AGEM KIRI,1,salah_sisi,2.455291748046875,True,gerak_lain
AGEM KANAN,12,85.2195,88.2195,90.2195,93.2195,0.000999999999990564,86.337,86.671,87.476,88.795,15.478311157226585,86.28825,1.723876953125,1.0,short_hold,video,86.337,batang_tubuh,0.13905940792198931,True,1.381499999999996,AGEM KIRI,2,salah_sisi,13.4644775390625,True,gerak_lain
NGEED,3,278.25300000000004,281.25300000000004,283.25300000000004,286.25300000000004,0.9984999999999786,279.468,280.537,283.939,284.467,59.6705322265625,279.36725,0.82574462890625,1.0,ok,video,272.732,lengan,0.034763747874989,True,1.381499999999996,NGEED,3,,72.79351806640625,False,
NGEED,4,294.216,297.216,299.216,302.216,0.033999999999991815,295.396,296.868,300.201,300.673,54.790435791015625,295.278,1.144134521484375,1.0,ok,video,295.396,batang_tubuh,0.04133792810741835,True,1.381499999999996,NGEED,4,,65.4398193359375,False,
AGEM KANAN,3,310.282,313.282,315.282,318.282,0.9990000000000236,311.602,312.407,313.199,318.267,29.310635375976574,311.45275,2.11322021484375,1.0,short_hold,video,311.213,lengan,0.07372787094061756,True,1.381499999999996,AGEM KANAN,3,,27.602569580078125,False,
AGEM KANAN,4,326.315,329.315,331.315,334.315,0.028499999999951342,327.599,328.002,329.474,331.668,40.04880676269528,327.55025,2.016021728515625,1.0,ok,video,322.405,lengan,0.9919598073426193,False,1.381499999999996,AGEM KANAN,4,,42.996856689453125,False,
AGEM KIRI,3,342.319,345.319,347.319,350.319,0.00050000000004502,344.069,344.805,345.596,349.262,57.363616943359375,343.98575000000005,1.555267333984375,1.0,short_hold,video,343.472,lengan,0.07190064750004123,True,1.381499999999996,AGEM KIRI,3,,56.03167724609375,False,
AGEM KIRI,4,358.3515,361.3515,363.3515,366.3515,0.9990000000000236,359.664,359.941,360.733,365.601,23.568777465820347,359.62924999999996,1.89990234375,1.0,short_hold,video,352.804,lengan,0.9062080272515248,False,1.381499999999996,AGEM KIRI,4,,5.0618896484375,True,sesuai
