task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,5.122,8.122,10.122,13.122,0.0009999999999994458,7.774,9.496,11.774,13.107,53.376971435546864,7.60725,1.142822265625,1.0,ok,video,6.302,lengan,0.035518004391624614,True,1.8292499999999734,NGEED,1,,11.26153564453125,False,
NGEED,2,21.154,24.154,26.154,29.154,0.0,23.3,24.842,27.299,28.369,52.81243896484375,23.182000000000002,1.02447509765625,1.0,ok,video,15.176,lengan,0.2009577257739989,False,1.8292499999999734,NGEED,2,,15.730911254882812,False,
AGEM KANAN,1,37.152,40.152,42.152,45.152,0.0009999999999976694,39.228,41.241,43.63,45.574,64.25404663085936,39.00925,1.254730224609375,1.0,ok,video,31.229,lengan,0.10182682628721688,True,1.8292499999999734,AGEM KANAN,1,,-25.061798095703125,False,
AGEM KANAN,2,53.157,56.157,58.157,61.157,0.06200000000000472,54.906,57.031,59.503,61.502,62.95989379882815,54.7255,1.183990478515625,0.9944444444444445,ok,video,47.241,lengan,0.17370667730195066,True,1.8292499999999734,AGEM KANAN,2,,-27.28216552734375,False,
AGEM KIRI,1,69.217,72.217,74.217,77.217,0.028999999999996362,71.306,72.709,75.57,76.639,43.17852783203125,71.1565,1.002593994140625,1.0,ok,video,63.308,lengan,0.18027258964402484,True,1.8292499999999734,AGEM KIRI,1,,68.29289245605469,False,
AGEM KIRI,2,85.221,88.221,90.221,93.221,0.027000000000001023,86.901,88.831,91.567,93.164,54.0223388671875,86.78299999999999,1.32427978515625,1.0,ok,video,86.305,lengan,0.12487826261831969,True,1.8292499999999734,AGEM KIRI,2,,73.44100952148438,False,
NGEED,3,278.2825,281.2825,283.2825,286.2825,0.9984999999999786,280.094,281.899,284.302,285.566,58.3653564453125,279.99325,0.894775390625,1.0,ok,video,279.164,lengan,0.022784645984661043,True,1.8292499999999734,NGEED,3,,5.924285888671875,False,
NGEED,4,294.2515,297.2515,299.2515,302.2515,0.00050000000004502,295.494,297.897,300.231,301.632,63.320953369140625,295.35850000000005,1.01275634765625,1.0,ok,video,295.494,batang_tubuh,0.06375966853358304,True,1.8292499999999734,NGEED,4,,11.467483520507812,False,
AGEM KANAN,3,310.312,313.312,315.312,318.312,1.0059999999999718,312.159,314.505,316.172,318.033,72.68531494140626,312.00625,1.5125732421875,0.9888888888888889,ok,video,306.632,lengan,0.5187159672852644,False,1.8292499999999734,AGEM KANAN,3,,-15.273544311523438,False,
AGEM KANAN,4,326.31600000000003,329.31600000000003,331.31600000000003,334.31600000000003,0.0004999999999881766,327.767,330.17,332.225,333.961,67.95513610839845,327.58275,1.502777099609375,0.9666666666666667,ok,video,320.435,lengan,0.2101318874977607,False,1.8292499999999734,AGEM KANAN,4,,-16.208984375,False,
AGEM KIRI,3,342.314,345.314,347.314,350.314,0.033999999999991815,344.432,346.306,348.5,349.695,54.22734680175779,344.29650000000004,1.5546875,1.0,ok,video,344.432,batang_tubuh,0.04386349719292641,True,1.8292499999999734,AGEM KIRI,3,,20.128036499023438,True,sesuai
AGEM KIRI,4,358.381,361.381,363.381,366.381,0.9990000000000236,360.096,362.096,364.026,365.568,51.12783203125002,359.9605,1.333343505859375,1.0,ok,video,359.235,lengan,0.07389351331011994,True,1.8292499999999734,AGEM KIRI,4,,21.645095825195312,True,sesuai
