frame,t,raw,task,subphase
0,0.0,,UNKNOWN,
13,0.531,"cn
(s)
",UNKNOWN,
28,1.039,"reas
oS
",UNKNOWN,
42,1.51,"aa IAP
4)
",UNKNOWN,
58,2.038,"a IAP
4)
",UNKNOWN,
73,2.538,"a IAP
(3)
",UNKNOWN,
88,3.039,"- IAP
(3)
",UNKNOWN,
95,3.273,"a IAP
2)
",UNKNOWN,
98,3.371,"a IAP
2)
",UNKNOWN,
100,3.44,"a IAP
2)
",UNKNOWN,
101,3.468,"=
BERSIAP
2)
",BERSIAP,
102,3.51,"=
BERSIAP
(2)
",BERSIAP,
118,4.037,"=
BERSIAP
2)
",BERSIAP,
133,4.53,"BERSIAP
@)
",BERSIAP,
148,5.031,"BERSIAP
)
",BERSIAP,
149,5.065,"BERSIAP
)
",BERSIAP,
150,5.099,"BERSIAP
)
",BERSIAP,
151,5.134,"NGEED
~N
1
TURUN
",NGEED,TURUN
155,5.266,"NGEED
~
1
TURUN
",NGEED,TURUN
163,5.53,"NGEED
~
1
TURUN
",NGEED,TURUN
175,6.003,"NGEED
~
1
TURUN
",NGEED,TURUN
190,6.537,"NGEED
2
TURUN
",NGEED,TURUN
205,7.037,"NGEED
2 \
TURUN
",NGEED,TURUN
208,7.134,"NGEED
TURUN
",NGEED,TURUN
209,7.167,"NGEED
3)
",NGEED,
210,7.207,"NGEED
3)
",NGEED,
212,7.312,"NGEED
3)
",NGEED,
219,7.534,"NGEED
3)
",NGEED,
233,8.017,"NGEED
3)
",NGEED,
236,8.099,"NGEED
3)
",NGEED,
237,8.134,"NGEED
+)
TAHAN
",NGEED,TAHAN
238,8.169,"NGEED
)
TAHAN
",NGEED,TAHAN
240,8.239,"NGEED
>
TAHAN
",NGEED,TAHAN
248,8.502,"NGEED
>
TAHAN
",NGEED,TAHAN
263,9.002,"NGEED
+)
TAHAN
",NGEED,TAHAN
278,9.502,"NGEED
TAHAN
",NGEED,TAHAN
293,10.002,"NGEED
TAHAN
",NGEED,TAHAN
296,10.099,"NGEED
TAHAN
",NGEED,TAHAN
297,10.141,"NGEED
",NGEED,
298,10.168,"NGEED
",NGEED,
300,10.237,"NGEED
",NGEED,
307,10.503,"NGEED
Y
",NGEED,
322,11.002,"NGEED
Y
",NGEED,
325,11.099,"NGEED
Y
",NGEED,
326,11.141,"NGEED
)
NAIK
",NGEED,NAIK
327,11.168,"NGEED
)
NAIK
",NGEED,NAIK
329,11.237,"NGEED
(z)
NAIK
",NGEED,NAIK
337,11.501,"NGEED
(2)
NAIK
",NGEED,NAIK
352,12.002,"NGEED
(2)
NAIK
",NGEED,NAIK
355,12.099,"NGEED
(2)
NAIK
",NGEED,NAIK
356,12.14,"NGEED
(2)
",NGEED,
357,12.168,"NGEED
(2)
",NGEED,
359,12.237,"NGEED
(2)
",NGEED,
367,12.501,"NGEED
",NGEED,
382,13.002,"NGEED
",NGEED,
385,13.098,"NGEED
",NGEED,
386,13.14,"BERDIRI RILEKS
(g
a)
",BERDIRI RILEKS,
387,13.168,"BERDIRI RILEKS
(
a)
",BERDIRI RILEKS,
389,13.237,"BERDIRI RILEKS
(g
ey,
",BERDIRI RILEKS,
397,13.501,"BERDIRI RILEKS
(g
Yey
",BERDIRI RILEKS,
412,14.001,"BERDIRI RILEKS
fo»
8 |
Yo
",BERDIRI RILEKS,
427,14.501,"BERDIRI RILEKS
‘om \
| fj |
Yo
",BERDIRI RILEKS,
442,15.001,"BERDIRI RILEKS
‘om \
| fj |
Yo
",BERDIRI RILEKS,
457,15.5,"BERDIRI RILEKS
(6 )
Ne,
",BERDIRI RILEKS,
472,16.001,"BERDIRI RILEKS
(6 )
Ne,
",BERDIRI RILEKS,
487,16.5,"BERDIRI RILEKS
(5 \
Nee
",BERDIRI RILEKS,
502,17.001,"BERDIRI RILEKS
(5 \
Nee
",BERDIRI RILEKS,
517,17.501,"BERDIRI RILEKS
f.»
| 4 |
Vey
",BERDIRI RILEKS,
532,18.001,"BERDIRI RILEKS
f.»
| 4 |
Vey
",BERDIRI RILEKS,
547,18.5,"BERDIRI RILEKS
(3
Nee
",BERDIRI RILEKS,
562,19.001,"BERDIRI RILEKS
(3
Nee
",BERDIRI RILEKS,
577,19.5,"BERDIRI RILEKS
(2
Nee
",BERDIRI RILEKS,
592,20.0,"BERDIRI RILEKS
(2
Nee
",BERDIRI RILEKS,
607,20.5,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
622,21.001,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
625,21.097,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
626,21.139,"NGEED
~
1
TURUN
",NGEED,TURUN
627,21.166,"NGEED
~
1
TURUN
",NGEED,TURUN
629,21.236,"NGEED
~
1
TURUN
",NGEED,TURUN
637,21.5,"NGEED
~
1
TURUN
",NGEED,TURUN
652,22.001,"NGEED
~
1
TURUN
",NGEED,TURUN
667,22.5,"NGEED
2 \
TURUN
",NGEED,TURUN
682,23.0,"NGEED
2
TURUN
",NGEED,TURUN
684,23.069,"NGEED
2
TURUN
",NGEED,TURUN
685,23.097,"NGEED
2
TURUN
",NGEED,TURUN
686,23.139,"NGEED
3)
",NGEED,
690,23.264,"NGEED
3)
",NGEED,
698,23.541,"NGEED
3)
",NGEED,
712,24.0,"NGEED
3)
",NGEED,
715,24.097,"NGEED
3)
",NGEED,
716,24.139,"NGEED
+)
TAHAN
",NGEED,TAHAN
717,24.166,"NGEED
+)
TAHAN
",NGEED,TAHAN
719,24.235,"NGEED
+)
TAHAN
",NGEED,TAHAN
727,24.5,"NGEED
>
TAHAN
",NGEED,TAHAN
742,25.0,"NGEED
>
TAHAN
",NGEED,TAHAN
758,25.541,"NGEED
TAHAN
",NGEED,TAHAN
772,26.0,"NGEED
TAHAN
",NGEED,TAHAN
774,26.069,"NGEED
TAHAN
",NGEED,TAHAN
775,26.096,"NGEED
TAHAN
",NGEED,TAHAN
776,26.138,"NGEED
NAIK )
",NGEED,NAIK
777,26.166,"NGEED
NAIK )
",NGEED,NAIK
778,26.208,"NGEED
",NGEED,
780,26.263,"NGEED
",NGEED,
788,26.541,"NGEED
3S
",NGEED,
802,27.0,"NGEED
3
",NGEED,
806,27.138,"NGEED
Y
",NGEED,
807,27.165,"NGEED
2
NAIK
",NGEED,NAIK
808,27.207,"NGEED
(Z)
NAIK
",NGEED,NAIK
810,27.263,"NGEED
(z)
NAIK
",NGEED,NAIK
818,27.541,"NGEED
(2)
NAIK
",NGEED,NAIK
833,28.041,"NGEED
(2)
NAIK
",NGEED,NAIK
836,28.138,"NGEED
(2)
NAIK
",NGEED,NAIK
837,28.165,"NGEED
(2)
",NGEED,
838,28.207,"NGEED
(2)
",NGEED,
840,28.263,"NGEED
",NGEED,
848,28.54,"NGEED
",NGEED,
863,29.04,"NGEED
",NGEED,
866,29.138,"NGEED
",NGEED,
867,29.165,"BERDIRI RILEKS
(g
ee,
",BERDIRI RILEKS,
868,29.207,"BERDIRI RILEKS
(g
ey,
",BERDIRI RILEKS,
870,29.262,"BERDIRI RILEKS
(8
Le)
",BERDIRI RILEKS,
878,29.54,"BERDIRI RILEKS
(g
ee,
",BERDIRI RILEKS,
892,30.0,"BERDIRI RILEKS
(g
\e/
",BERDIRI RILEKS,
907,30.505,"BERDIRI RILEKS
(7)
Ke
",BERDIRI RILEKS,
922,31.006,"BERDIRI RILEKS
(om
7 |
Vey
",BERDIRI RILEKS,
937,31.505,"BERDIRI RILEKS
(6
4 /
",BERDIRI RILEKS,
952,32.006,"BERDIRI RILEKS
(6
4 /
",BERDIRI RILEKS,
967,32.506,"BERDIRI RILEKS
(5
4 /
",BERDIRI RILEKS,
982,33.006,"BERDIRI RILEKS
(5
4 /
",BERDIRI RILEKS,
997,33.505,"BERDIRI RILEKS
a
4 |
Vey
",BERDIRI RILEKS,
1012,34.007,"BERDIRI RILEKS
fa»
4 |
Vey
",BERDIRI RILEKS,
1027,34.505,"BERDIRI RILEKS
(3
V7
",BERDIRI RILEKS,
1042,35.006,"BERDIRI RILEKS
(3
V7
",BERDIRI RILEKS,
1057,35.505,"BERDIRI RILEKS
(2
Ve /
",BERDIRI RILEKS,
1072,36.006,"BERDIRI RILEKS
(2
V7
",BERDIRI RILEKS,
1087,36.505,"BERDIRI RILEKS
(1
VP /
",BERDIRI RILEKS,
1102,37.005,"BERDIRI RILEKS
(1
V7
",BERDIRI RILEKS,
1105,37.102,"BERDIRI RILEKS
(1
V7
",BERDIRI RILEKS,
1106,37.129,"BERDIRI RILEKS
(1
V7
",BERDIRI RILEKS,
1107,37.171,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1109,37.241,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1117,37.504,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1132,38.005,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1147,38.504,"AGEM KANAN
2
TURUN
",AGEM KANAN,TURUN
1162,39.004,"AGEM KANAN
2
TURUN
",AGEM KANAN,TURUN
1165,39.102,"AGEM KANAN
2
TURUN
",AGEM KANAN,TURUN
1167,39.17,"AGEM KANAN
TURUN
",AGEM KANAN,TURUN
1168,39.199,"AGEM KANAN
TURUN
",AGEM KANAN,TURUN
1169,39.241,"AGEM KANAN
3)
",AGEM KANAN,
1177,39.505,"AGEM KANAN
3)
",AGEM KANAN,
1192,40.005,"AGEM KANAN
3)
",AGEM KANAN,
1195,40.101,"AGEM KANAN
3)
",AGEM KANAN,
1196,40.129,"AGEM KANAN
3)
",AGEM KANAN,
1197,40.171,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1199,40.24,"AGEM KANAN
*)
TAHAN
",AGEM KANAN,TAHAN
1207,40.504,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1222,41.004,"AGEM KANAN
>
TAHAN
",AGEM KANAN,TAHAN
1237,41.504,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1252,42.004,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1255,42.101,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1256,42.129,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1257,42.171,"AGEM KANAN
NAIK )
",AGEM KANAN,NAIK
1258,42.198,"AGEM KANAN
e NAIK )
",AGEM KANAN,NAIK
1259,42.24,"AGEM KANAN
",AGEM KANAN,
1267,42.504,"AGEM KANAN
Y
",AGEM KANAN,
1282,43.005,"AGEM KANAN
Y
",AGEM KANAN,
1285,43.101,"AGEM KANAN
Y
",AGEM KANAN,
1287,43.185,"AGEM KANAN
Y
",AGEM KANAN,
1288,43.198,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1289,43.24,"AGEM KANAN
(Z)
NAIK
",AGEM KANAN,NAIK
1297,43.503,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1312,44.004,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
