task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,4.6495,7.6495,9.6495,12.6495,0.4745000000000008,8.603,9.132,9.936,10.339,19.162622070312523,8.568249999999999,1.95635986328125,1.0,short_hold,video,6.868,lengan,0.12575630557229495,True,2.013499999999965,NGEED,1,,14.241485595703125,False,
NGEED,2,21.157,24.157,26.157,29.157,0.03549999999999898,24.337,26.67,30.197,30.6,44.300445556640625,24.12175,2.1337890625,1.0,late,video,24.337,batang_tubuh,0.1446229325926523,True,2.013499999999965,NGEED,2,,6.1442413330078125,False,
AGEM KANAN,1,37.1545,40.1545,42.1545,45.1545,0.000499999999995282,39.072,40.737,42.473,43.265,51.2030029296875,38.940250000000006,2.973541259765625,0.9944444444444445,ok,video,31.266,lengan,0.2394106638375988,False,2.013499999999965,AGEM KANAN,1,,-5.848876953125,False,
AGEM KANAN,2,53.1525,56.1525,58.1525,61.1525,0.03399999999999892,54.465,56.798,57.006,63.464,40.0076904296875,54.1805,1.410797119140625,1.0,short_hold,video,54.409,lengan,0.16124982074369246,True,2.013499999999965,AGEM KANAN,2,,,False,
AGEM KANAN,11,69.185,72.185,74.185,77.185,0.0344999999999942,71.268,72.476,78.864,80.266,53.26409912109375,71.11875,1.221527099609375,1.0,ok,video_longgar,67.074,lengan,0.507742251159934,False,2.013499999999965,AGEM KIRI,1,salah_sisi,-4.20892333984375,True,gerak_lain
AGEM KIRI,2,85.217,88.217,90.217,93.217,0.006000000000000227,86.737,88.265,93.403,95.265,50.780255126953136,86.085,1.24407958984375,1.0,ok,video_longgar,79.336,lengan,0.19154281508159351,True,2.013499999999965,AGEM KIRI,2,,61.72230529785156,False,turun_tidak_terdeteksi
NGEED,3,278.2505,281.2505,283.2505,286.2505,0.9990000000000236,281.438,282.897,284.563,285.437,53.57220458984375,281.3375,2.253448486328125,1.0,late,video,272.828,lengan,0.046949677975042355,True,2.013499999999965,NGEED,3,,15.467178344726562,False,
NGEED,4,294.2135,297.2135,299.2135,302.2135,0.03399999999993497,296.227,298.101,302.768,304.101,61.15875854492185,296.07424999999995,1.370574951171875,1.0,ok,video,289.103,lengan,0.39179158286553917,False,2.013499999999965,NGEED,4,,11.467041015625,False,
AGEM KANAN,3,310.2815,313.2815,315.2815,318.2815,0.9984999999999786,312.29499999999996,315.29499999999996,317.29499999999996,320.29499999999996,42.34601440429685,,3.158447265625,1.0,hud_fallback,hud_fallback,312.29499999999996,batang_tubuh,0.18568541148413573,True,2.013499999999965,AGEM KANAN,3,,17.536636352539062,False,
AGEM KIRI,14,326.3195,329.3195,331.3195,334.3195,0.03449999999997999,327.833,330.235,332.833,334.499,46.2108154296875,327.61775,1.250701904296875,1.0,ok,video,320.834,lengan,1.063608314688067,False,2.013499999999965,AGEM KANAN,4,salah_sisi,63.37184143066406,True,gerak_lain
AGEM KANAN,13,342.317,345.317,347.317,350.317,0.0004999999999881766,344.428,345.9,349.038,351.038,48.93758544921877,344.32725,1.569732666015625,1.0,ok,video,338.901,lengan,0.7751011669589694,False,2.013499999999965,AGEM KIRI,3,salah_sisi,-5.3100128173828125,True,gerak_lain
AGEM KIRI,4,358.34950000000003,361.34950000000003,363.34950000000003,366.34950000000003,0.9989999999999668,360.037,361.634,365.772,367.299,53.8311767578125,359.10675,1.622772216796875,1.0,ok,video_longgar,359.37,lengan,0.17489483769289205,True,2.013499999999965,AGEM KIRI,4,,58.59844970703125,False,turun_tidak_terdeteksi
