frame,t,raw,task,subphase
1453,48.507,"BERDIRI RILEKS
(5 \
Nee
",BERDIRI RILEKS,
1468,49.009,"BERDIRI RILEKS
(5 \
Nee
",BERDIRI RILEKS,
1483,49.507,"BERDIRI RILEKS
f,
4 |
V7
",BERDIRI RILEKS,
1498,50.008,"BERDIRI RILEKS
f,
4 |
V7
",BERDIRI RILEKS,
1513,50.507,"BERDIRI RILEKS
(3
Ne
",BERDIRI RILEKS,
1528,51.007,"BERDIRI RILEKS
(3
2)
",BERDIRI RILEKS,
1543,51.507,"BERDIRI RILEKS
(2)
Nee
",BERDIRI RILEKS,
1558,52.008,"BERDIRI RILEKS
(2)
Nee
",BERDIRI RILEKS,
1573,52.507,"BERDIRI RILEKS
(1)
Xe
",BERDIRI RILEKS,
1588,53.007,"BERDIRI RILEKS
(1)
Xe
",BERDIRI RILEKS,
1591,53.104,"BERDIRI RILEKS
(1)
Xe
",BERDIRI RILEKS,
1592,53.132,"BERDIRI RILEKS
(1)
Xe
",BERDIRI RILEKS,
1593,53.173,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1595,53.242,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1603,53.506,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1618,54.007,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1633,54.507,"AGEM KANAN
2
TURUN
",AGEM KANAN,TURUN
1648,55.007,"AGEM KANAN
2
TURUN
",AGEM KANAN,TURUN
1651,55.103,"AGEM KANAN
2
TURUN
",AGEM KANAN,TURUN
1653,55.173,"AGEM KANAN
2
TURUN
",AGEM KANAN,TURUN
1654,55.201,"AGEM KANAN
TURUN
",AGEM KANAN,TURUN
1655,55.243,"AGEM KANAN
3)
",AGEM KANAN,
1663,55.506,"AGEM KANAN
3)
",AGEM KANAN,
1678,56.007,"AGEM KANAN
3)
",AGEM KANAN,
1681,56.103,"AGEM KANAN
3)
",AGEM KANAN,
1683,56.173,"AGEM KANAN
3)
",AGEM KANAN,
1684,56.2,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1685,56.242,"AGEM KANAN
4)
TAHAN
",AGEM KANAN,TAHAN
1693,56.506,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1708,57.006,"AGEM KANAN
>
TAHAN
",AGEM KANAN,TAHAN
1723,57.506,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1738,58.006,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1741,58.103,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1742,58.131,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1743,58.172,"AGEM KANAN
NAIK )
",AGEM KANAN,NAIK
1744,58.2,"AGEM KANAN
Q NAIK )
",AGEM KANAN,NAIK
1745,58.242,"AGEM KANAN
",AGEM KANAN,
1753,58.506,"AGEM KANAN
3
",AGEM KANAN,
1768,59.006,"AGEM KANAN
3
",AGEM KANAN,
1771,59.103,"AGEM KANAN
3
",AGEM KANAN,
1773,59.172,"AGEM KANAN
Y
",AGEM KANAN,
1774,59.2,"AGEM KANAN
QD
NAIK
",AGEM KANAN,NAIK
1775,59.242,"AGEM KANAN
2)
NAIK
",AGEM KANAN,NAIK
1783,59.506,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1798,60.006,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1801,60.103,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1803,60.172,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1804,60.2,"AGEM KANAN
(8)
",AGEM KANAN,
1805,60.242,"AGEM KANAN
(2)
",AGEM KANAN,
1813,60.506,"AGEM KANAN
",AGEM KANAN,
1828,61.006,"AGEM KANAN
",AGEM KANAN,
1831,61.102,"AGEM KANAN
",AGEM KANAN,
1833,61.172,"AGEM KANAN
",AGEM KANAN,
1834,61.199,"BERDIRI RILEKS
(
Le)
",BERDIRI RILEKS,
1835,61.241,"BERDIRI RILEKS
fo
8 |
Nee,
",BERDIRI RILEKS,
1843,61.505,"BERDIRI RILEKS
‘a 3
Le)
",BERDIRI RILEKS,
1858,62.006,"BERDIRI RILEKS
a ~~
Le)
",BERDIRI RILEKS,
1873,62.505,"BERDIRI RILEKS
(7)
—
",BERDIRI RILEKS,
1888,63.005,"BERDIRI RILEKS
(7)
‘=
",BERDIRI RILEKS,
1903,63.505,"BERDIRI RILEKS
~~
2)
",BERDIRI RILEKS,
1918,64.005,"BERDIRI RILEKS
~~
2)
",BERDIRI RILEKS,
1933,64.505,"BERDIRI RILEKS
(5 \
Nee
",BERDIRI RILEKS,
1948,65.005,"BERDIRI RILEKS
(5 \
Nee
",BERDIRI RILEKS,
1963,65.505,"BERDIRI RILEKS
f.»
| A |
Vey
",BERDIRI RILEKS,
1978,66.005,"BERDIRI RILEKS
f.»
| A |
Vey
",BERDIRI RILEKS,
1993,66.504,"BERDIRI RILEKS
(3
Yey
",BERDIRI RILEKS,
2008,67.005,"BERDIRI RILEKS
(3
Yey
",BERDIRI RILEKS,
2023,67.505,"BERDIRI RILEKS
(2
Ye
",BERDIRI RILEKS,
2038,68.005,"BERDIRI RILEKS
(2
Ye
",BERDIRI RILEKS,
2053,68.504,"BERDIRI RILEKS
(1
Yey
",BERDIRI RILEKS,
2068,69.005,"BERDIRI RILEKS
(1
Yey
",BERDIRI RILEKS,
2071,69.101,"BERDIRI RILEKS
(1
Yey
",BERDIRI RILEKS,
2073,69.171,"BERDIRI RILEKS
(1
Yey
",BERDIRI RILEKS,
2074,69.199,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2075,69.24,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2083,69.504,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2098,70.005,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2113,70.504,"AGEM KIRI
2 \
TURUN
",AGEM KIRI,TURUN
2128,71.004,"AGEM KIRI
2
TURUN
",AGEM KIRI,TURUN
2131,71.101,"AGEM KIRI
2
TURUN
",AGEM KIRI,TURUN
2133,71.171,"AGEM KIRI
2
TURUN
",AGEM KIRI,TURUN
2134,71.198,"AGEM KIRI
2
TURUN
",AGEM KIRI,TURUN
2135,71.24,"AGEM KIRI
3)
",AGEM KIRI,
2143,71.504,"AGEM KIRI
3)
",AGEM KIRI,
2158,72.004,"AGEM KIRI
3)
",AGEM KIRI,
2161,72.101,"AGEM KIRI
3)
",AGEM KIRI,
2163,72.17,"AGEM KIRI
3)
",AGEM KIRI,
2164,72.199,"AGEM KIRI
3)
",AGEM KIRI,
2165,72.24,"AGEM KIRI
+)
TAHAN
",AGEM KIRI,TAHAN
2173,72.504,"AGEM KIRI
>
TAHAN
",AGEM KIRI,TAHAN
2188,73.004,"AGEM KIRI
>
TAHAN
",AGEM KIRI,TAHAN
2203,73.504,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2218,74.004,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2221,74.1,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2223,74.17,"| AGEM KIRI
| TAHAN )
",AGEM KIRI,TAHAN
2224,74.198,"| AGEM KIRI
NAIK )
",AGEM KIRI,NAIK
2225,74.239,"| AGEM KIRI
",AGEM KIRI,
2233,74.503,"| AGEM KIRI
Y
",AGEM KIRI,
2248,75.004,"| AGEM KIRI
Y
",AGEM KIRI,
2251,75.1,"| AGEM KIRI
Y
",AGEM KIRI,
2253,75.17,"| AGEM KIRI
Y
",AGEM KIRI,
2254,75.198,"| AGEM KIRI
Y
",AGEM KIRI,
2255,75.239,"| AGEM KIRI
YD
NAIK
",AGEM KIRI,NAIK
2263,75.503,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2278,76.003,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2281,76.1,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2283,76.17,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2284,76.197,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2285,76.239,"AGEM KIRI
(2)
",AGEM KIRI,
2293,76.503,"AGEM KIRI
",AGEM KIRI,
2308,77.003,"AGEM KIRI
",AGEM KIRI,
2311,77.1,"AGEM KIRI
",AGEM KIRI,
2313,77.169,"AGEM KIRI
",AGEM KIRI,
2314,77.197,"BERDIRI RILEKS
(3)
eet
",BERDIRI RILEKS,
2315,77.239,"BERDIRI RILEKS
(8)
ae
",BERDIRI RILEKS,
2323,77.503,"BERDIRI RILEKS
fo»
8 |
Va /
",BERDIRI RILEKS,
2338,78.003,"BERDIRI RILEKS
fo»
8 |
Va /
",BERDIRI RILEKS,
2353,78.503,"BERDIRI RILEKS
{om \
| fj |
Va /
",BERDIRI RILEKS,
2368,79.003,"BERDIRI RILEKS
{om \
| fj |
Va /
",BERDIRI RILEKS,
2383,79.503,"BERDIRI RILEKS
(6 \
Nees
",BERDIRI RILEKS,
2398,80.003,"BERDIRI RILEKS
(6 \
Nees
",BERDIRI RILEKS,
2413,80.502,"BERDIRI RILEKS
(5 )
Nee
",BERDIRI RILEKS,
2428,81.003,"BERDIRI RILEKS
_,
| 5
",BERDIRI RILEKS,
2443,81.502,"BERDIRI RILEKS
(4)
Nea
",BERDIRI RILEKS,
2458,82.003,"BERDIRI RILEKS
(4)
Nee
",BERDIRI RILEKS,
2473,82.502,"BERDIRI RILEKS
(3
Ee)
",BERDIRI RILEKS,
2488,83.002,"BERDIRI RILEKS
(3
Ee)
",BERDIRI RILEKS,
2503,83.502,"BERDIRI RILEKS
(2)
Ke
",BERDIRI RILEKS,
2518,84.002,"BERDIRI RILEKS
(2)
Nee
",BERDIRI RILEKS,
2533,84.501,"BERDIRI RILEKS
(1
Ye
",BERDIRI RILEKS,
2548,85.002,"BERDIRI RILEKS
(1
Ye
",BERDIRI RILEKS,
2551,85.099,"BERDIRI RILEKS
(1
Ye
",BERDIRI RILEKS,
2553,85.168,"BERDIRI RILEKS
(1
Ye
",BERDIRI RILEKS,
2554,85.196,"BERDIRI RILEKS
(1
Ye
",BERDIRI RILEKS,
2555,85.238,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2563,85.501,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2578,86.002,"AGEM KIRI
~
1
TURUN
",AGEM KIRI,TURUN
2593,86.502,"AGEM KIRI
2
TURUN
",AGEM KIRI,TURUN
2608,87.002,"AGEM KIRI
2 \
TURUN
",AGEM KIRI,TURUN
2615,87.238,"AGEM KIRI
TURUN
",AGEM KIRI,TURUN
2616,87.265,"AGEM KIRI
3)
",AGEM KIRI,
2617,87.307,"AGEM KIRI
3)
",AGEM KIRI,
2619,87.363,"AGEM KIRI
3)
",AGEM KIRI,
2623,87.501,"AGEM KIRI
3)
",AGEM KIRI,
2638,88.002,"AGEM KIRI
3)
",AGEM KIRI,
2641,88.099,"AGEM KIRI
3)
",AGEM KIRI,
2643,88.168,"AGEM KIRI
3)
",AGEM KIRI,
2644,88.196,"AGEM KIRI
3)
",AGEM KIRI,
2645,88.237,"AGEM KIRI
+)
TAHAN
",AGEM KIRI,TAHAN
2653,88.501,"AGEM KIRI
>
TAHAN
",AGEM KIRI,TAHAN
2668,89.002,"AGEM KIRI
+)
TAHAN
",AGEM KIRI,TAHAN
2683,89.501,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2698,90.001,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2701,90.099,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2703,90.167,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2704,90.209,"AGEM KIRI
TAHAN )
",AGEM KIRI,TAHAN
2705,90.237,"AGEM KIRI
NAIK )
",AGEM KIRI,NAIK
2706,90.265,"AGEM KIRI
",AGEM KIRI,
2707,90.306,"AGEM KIRI
8)
",AGEM KIRI,
2709,90.376,"AGEM KIRI
2
",AGEM KIRI,
2713,90.501,"AGEM KIRI
Y
",AGEM KIRI,
2728,91.001,"AGEM KIRI
Y
",AGEM KIRI,
2731,91.098,"AGEM KIRI
Y
",AGEM KIRI,
2733,91.167,"AGEM KIRI
Y
",AGEM KIRI,
2734,91.209,"AGEM KIRI
QD
NAIK
",AGEM KIRI,NAIK
2735,91.237,"AGEM KIRI
2D
NAIK
",AGEM KIRI,NAIK
2743,91.5,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2758,92.001,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2761,92.098,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2763,92.167,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2764,92.209,"AGEM KIRI
(2)
NAIK
",AGEM KIRI,NAIK
2765,92.236,"AGEM KIRI
(2)
",AGEM KIRI,
2773,92.501,"AGEM KIRI
",AGEM KIRI,
2788,93.002,"AGEM KIRI
",AGEM KIRI,
2791,93.098,"AGEM KIRI
",AGEM KIRI,
2793,93.167,"AGEM KIRI
",AGEM KIRI,
2794,93.196,"AGEM KIRI
",AGEM KIRI,
2795,93.237,"ISTIRAHAT UTAMA
3:00
.
",ISTIRAHAT UTAMA,
2803,93.501,"ISTIRAHAT UTAMA
3:00
.
[-on |f on | ECD
",ISTIRAHAT UTAMA,
2818,94.001,"ISTIRAHAT UTAMA
3:00
.
[-on |f on | CED
",ISTIRAHAT UTAMA,
2833,94.5,"ISTIRAHAT UTAMA
[-on lf oo |
",ISTIRAHAT UTAMA,
2848,95.001,"ISTIRAHAT UTAMA
[-on lf oo |
",ISTIRAHAT UTAMA,
2863,95.501,"ISTIRAHAT UTAMA
[-on lf oo |
",ISTIRAHAT UTAMA,
2878,96.001,"ISTIRAHAT UTAMA
[-on lf oo |
",ISTIRAHAT UTAMA,
2893,96.5,"ISTIRAHAT UTAMA
[-on lf oo |
",ISTIRAHAT UTAMA,
2908,97.0,"ISTIRAHAT UTAMA
[-on lf oo |
",ISTIRAHAT UTAMA,
2923,97.5,"ISTIRAHAT UTAMA
[-on lf oo |
",ISTIRAHAT UTAMA,
2938,98.0,"ISTIRAHAT UTAMA
[-an |f oo | EE
",ISTIRAHAT UTAMA,
2953,98.5,"ISTIRAHAT UTAMA
[-an lf on | ECE
",ISTIRAHAT UTAMA,
2968,99.0,"ISTIRAHAT UTAMA
[-an lf on | EE
",ISTIRAHAT UTAMA,
2983,99.5,"ISTIRAHAT UTAMA
[-an lf on | EE
",ISTIRAHAT UTAMA,
2998,100.0,"ISTIRAHAT UTAMA
[-an lf on | EE
",ISTIRAHAT UTAMA,
3014,100.541,"ISTIRAHAT UTAMA
[-on |f os | EEE
",ISTIRAHAT UTAMA,
3028,101.0,"ISTIRAHAT UTAMA
[-on |f os | EEE
",ISTIRAHAT UTAMA,
3043,101.5,"ISTIRAHAT UTAMA
[-an lf oo | EE
",ISTIRAHAT UTAMA,
3058,102.0,"ISTIRAHAT UTAMA
[-an lf oo | EE
",ISTIRAHAT UTAMA,
