frame,t,raw,task,subphase
0,0.0,,UNKNOWN,
1,0.033,"|
| o—
|
",UNKNOWN,
2,0.11,"BERSIAP
is)
ae
",BERSIAP,
3,0.144,"BERSIAP
)
",BERSIAP,
7,0.262,"BERSIAP
(s)
",BERSIAP,
15,0.539,"=a
BERSIAP
(s)
",BERSIAP,
22,0.761,"=m
BERSIAP
(s)
",BERSIAP,
24,0.831,"=e
BERSIAP
(s)
",BERSIAP,
25,0.873,"vas
(5)
",UNKNOWN,
26,0.9,"vas
(5)
",UNKNOWN,
30,1.039,"a
(5)
",UNKNOWN,
31,1.067,"a
(5)
",UNKNOWN,
32,1.108,"==
BERSIAP
)
",BERSIAP,
33,1.136,"==
BERSIAP
)
",BERSIAP,
37,1.261,"==
BERSIAP
)
",BERSIAP,
45,1.54,"==
BERSIAP
)
",BERSIAP,
57,2.039,"==
BERSIAP
)
",BERSIAP,
72,2.532,"=
BERSIAP
(3)
",BERSIAP,
87,3.032,"=
BERSIAP
(3)
",BERSIAP,
102,3.531,"=
BERSIAP
(2)
",BERSIAP,
117,4.039,"BERSIAP
",BERSIAP,
132,4.539,"BERSIAP
@)
",BERSIAP,
147,5.039,"BERSIAP
@)
",BERSIAP,
148,5.066,"BERSIAP
@)
",BERSIAP,
149,5.094,"NGEED
mn
1
TURUN
",NGEED,TURUN
150,5.136,"NGEED
~
1
TURUN
",NGEED,TURUN
154,5.261,"NGEED
~
1
TURUN
",NGEED,TURUN
162,5.538,"NGEED
~
1
TURUN
",NGEED,TURUN
177,6.038,"NGEED
~
1
TURUN
",NGEED,TURUN
192,6.538,"NGEED
2
TURUN
",NGEED,TURUN
207,7.038,"NGEED
2
TURUN
",NGEED,TURUN
208,7.066,"NGEED
2
TURUN
",NGEED,TURUN
209,7.094,"NGEED
TURUN
",NGEED,TURUN
210,7.135,"NGEED
3)
",NGEED,
214,7.26,"NGEED
3)
",NGEED,
222,7.538,"NGEED
3)
",NGEED,
237,8.038,"NGEED
3)
",NGEED,
238,8.066,"NGEED
3)
",NGEED,
239,8.108,"NGEED
+)
TAHAN
",NGEED,TAHAN
240,8.135,"NGEED
+)
TAHAN
",NGEED,TAHAN
244,8.26,"NGEED
>
TAHAN
",NGEED,TAHAN
252,8.538,"NGEED
>
TAHAN
",NGEED,TAHAN
267,9.038,"NGEED
>
TAHAN
",NGEED,TAHAN
282,9.538,"NGEED
TAHAN
",NGEED,TAHAN
297,10.038,"NGEED
TAHAN
",NGEED,TAHAN
298,10.066,"NGEED
TAHAN
",NGEED,TAHAN
299,10.093,"NGEED
NAIK
",NGEED,NAIK
300,10.135,"NGEED
",NGEED,
304,10.26,"NGEED
Y)
",NGEED,
312,10.538,"NGEED
Y)
",NGEED,
327,11.038,"NGEED
Y
",NGEED,
328,11.065,"NGEED
Y
",NGEED,
329,11.107,"NGEED
QD
NAIK
",NGEED,NAIK
330,11.135,"NGEED
2)
NAIK
",NGEED,NAIK
334,11.274,"NGEED
(2)
NAIK
",NGEED,NAIK
342,11.538,"NGEED
(2)
NAIK
",NGEED,NAIK
357,12.038,"NGEED
(2)
NAIK
",NGEED,NAIK
358,12.066,"NGEED
(2)
NAIK
",NGEED,NAIK
359,12.107,"NGEED
(2)
",NGEED,
360,12.135,"NGEED
(2)
",NGEED,
364,12.274,"NGEED
",NGEED,
372,12.538,"NGEED
",NGEED,
387,13.038,"NGEED
",NGEED,
388,13.065,"NGEED
",NGEED,
389,13.107," feX
8
ew,
",UNKNOWN,
390,13.134,"sg)
8
ew,
",UNKNOWN,
391,13.162,"se)
8
ew,
",UNKNOWN,
392,13.204,"BERDIRI RILEKS
( 8 )
7
",BERDIRI RILEKS,
394,13.273,"BERDIRI RILEKS
( 8 )
7
",BERDIRI RILEKS,
402,13.537,"BERDIRI RILEKS
( 8 )
7
",BERDIRI RILEKS,
417,14.037,"BERDIRI RILEKS
( 8 \
3 |
",BERDIRI RILEKS,
432,14.537,"BERDIRI RILEKS
( 7 )
Le)
",BERDIRI RILEKS,
447,15.037,"BERDIRI RILEKS
( 7 )
Le)
",BERDIRI RILEKS,
462,15.537,"BERDIRI RILEKS
( 6
> |
",BERDIRI RILEKS,
477,16.037,"BERDIRI RILEKS
( 6
> |
",BERDIRI RILEKS,
492,16.537,"BERDIRI RILEKS
( s
|
wy,
",BERDIRI RILEKS,
507,17.037,"BERDIRI RILEKS
fe
| 5
",BERDIRI RILEKS,
522,17.537,"BERDIRI RILEKS
(4)
Ke
",BERDIRI RILEKS,
537,18.036,"BERDIRI RILEKS
(4)
Ke
",BERDIRI RILEKS,
552,18.536,"BERDIRI RILEKS
(3
2)
",BERDIRI RILEKS,
567,19.036,"BERDIRI RILEKS
(3
2)
",BERDIRI RILEKS,
582,19.536,"BERDIRI RILEKS
(2)
Ke
",BERDIRI RILEKS,
597,20.037,"BERDIRI RILEKS
(2)
Ke
",BERDIRI RILEKS,
612,20.536,"BERDIRI RILEKS
(1
7
",BERDIRI RILEKS,
626,21.009,"BERDIRI RILEKS
(1
7
",BERDIRI RILEKS,
