task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,5.08,8.08,10.08,13.08,0.006999999999999673,,,,,6.97508850097654,5.319750000000001,1.002838134765625,1.0,incomplete,video,,batang_tubuh,,False,2.597499999999968,NGEED,1,tanpa_turun,,False,berdiri
NGEED,2,21.1195,24.1195,26.1195,29.1195,0.03549999999999898,,,,,3.2938232421875,20.8905,1.5001220703125,1.0,incomplete,video,15.537,batang_tubuh,0.4038468665456028,False,2.597499999999968,NGEED,2,tanpa_turun,,False,berdiri
AGEM KANAN,1,37.117,40.117,42.117,45.117,0.0009999999999976694,40.061,42.269,44.269,46.671,47.49956970214845,39.8595,1.19281005859375,1.0,ok,video,38.797,lengan,0.09745025573640897,True,2.597499999999968,AGEM KANAN,1,,-44.580322265625,False,
AGEM KANAN,2,53.1145,56.1145,58.1145,61.1145,0.03450000000000131,56.461,57.267,58.531,62.738,36.54322814941406,56.342999999999996,1.79278564453125,1.0,late,video,47.199,lengan,0.3630611253845155,False,2.597499999999968,AGEM KANAN,2,,-78.03711700439453,False,
AGEM KIRI,1,69.154,72.154,74.154,77.154,0.027000000000001023,72.334,72.598,75.472,82.471,29.965905761718773,72.29925,1.738983154296875,1.0,late,video_longgar,63.266,lengan,0.4509122305745418,False,2.597499999999968,AGEM KIRI,1,,-0.8847503662109375,False,turun_tidak_terdeteksi
AGEM KIRI,2,85.179,88.179,90.179,93.179,0.006500000000002615,87.526,88.193,89.332,94.206,19.569580078125,87.47399999999999,2.173553466796875,1.0,ok,video,83.193,lengan,0.5423824494429682,False,2.597499999999968,AGEM KIRI,2,,81.66291809082031,False,
NGEED,3,278.213,281.213,283.213,286.213,0.9984999999999786,280.657,281.726,284.336,285.059,45.46644287109376,280.47325,1.684844970703125,1.0,ok,video,279.865,lengan,0.04897961156212017,True,2.597499999999968,NGEED,3,,37.62060546875,False,
NGEED,4,294.182,297.182,299.182,302.182,0.02800000000002001,295.266,296.737,300.334,301.404,55.74693908691404,295.05075,1.928375244140625,1.0,ok,video,290.669,lengan,0.5353586220340694,False,2.597499999999968,NGEED,4,,43.78948974609375,False,
AGEM KANAN,3,310.249,313.249,315.249,318.249,0.9995000000000118,313.0,313.86,316.262,317.0,41.831268310546875,312.91700000000003,1.46295166015625,1.0,ok,video,311.735,lengan,0.08668903435913934,True,2.597499999999968,AGEM KANAN,3,,-57.536773681640625,False,
AGEM KANAN,4,326.28150000000005,329.28150000000005,331.28150000000005,334.28150000000005,0.03550000000007003,328.33,330.066,331.399,335.593,37.948699951171875,328.09749999999997,1.981964111328125,1.0,ok,video,321.998,lengan,1.079962814725819,False,2.597499999999968,AGEM KANAN,4,,-43.197479248046875,False,
AGEM KIRI,3,342.279,345.279,347.279,350.279,0.0004999999999881766,345.73,346.924,349.132,351.535,36.72430419921875,345.612,2.06463623046875,0.9888888888888889,late,video,336.398,lengan,0.51692313828859,False,2.597499999999968,AGEM KIRI,3,,16.902374267578125,False,
AGEM KIRI,4,358.312,361.312,363.312,366.312,0.9989999999999668,360.464,360.936,363.269,367.866,27.10429687499999,360.4155,1.9083709716796875,0.9943820224719101,ok,video,360.464,batang_tubuh,0.06302626032253883,True,2.597499999999968,AGEM KIRI,4,,-8.65386962890625,False,
