task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,5.1195,8.1195,10.1195,13.1195,0.0010000000000012221,6.966,8.438,11.771,13.437,54.356201171875,6.2405,1.01995849609375,1.0,ok,video_longgar,2.037,lengan,,False,1.9025000000000003,NGEED,1,,25.171173095703125,False,turun_tidak_terdeteksi
NGEED,2,21.152,24.152,26.152,29.152,0.028999999999999915,22.77,24.839,26.644,28.102,50.47736206054685,22.5375,0.955780029296875,1.0,ok,video,15.84,lengan,0.2977892583393581,False,1.9025000000000003,NGEED,2,,25.064117431640625,False,
AGEM KANAN,1,37.156000000000006,40.156000000000006,42.156000000000006,45.156000000000006,0.0010000000000047748,39.642,41.434,43.364,44.377,52.94711914062498,39.426750000000006,1.183746337890625,1.0,ok,video,37.975,lengan,0.059249974869899885,True,1.9025000000000003,AGEM KANAN,1,,-1.638824462890625,False,
AGEM KANAN,2,53.1545,56.1545,58.1545,61.1545,0.034000000000006025,55.237,57.042,58.903,60.167,49.807781982421886,55.021750000000004,1.173065185546875,1.0,ok,video,50.432,lengan,0.14303216699648683,True,1.9025000000000003,AGEM KANAN,2,,-10.314422607421875,False,
AGEM KIRI,1,69.186,72.186,74.186,77.186,0.033999999999991815,71.637,73.373,75.04,76.109,41.10174560546875,71.4705,1.454986572265625,1.0,ok,video,63.305,lengan,0.47362828941018187,False,1.9025000000000003,AGEM KIRI,1,,16.952529907226562,False,
AGEM KIRI,2,85.2185,88.2185,90.2185,93.2185,0.0010000000000047748,87.177,88.898,90.565,92.301,43.360614013671864,86.99650000000001,1.462493896484375,1.0,ok,video,85.302,lengan,0.08079301787969743,True,1.9025000000000003,AGEM KIRI,2,,18.87347412109375,False,
NGEED,3,278.252,281.252,283.252,286.252,0.9989999999999668,280.23,282.105,284.3,285.508,49.63533020019531,279.99375000000003,0.943115234375,1.0,ok,video,276.37,lengan,0.06727041493116452,True,1.9025000000000003,NGEED,3,,6.671234130859375,False,
NGEED,4,294.21500000000003,297.21500000000003,299.21500000000003,302.21500000000003,0.04099999999993997,295.701,297.7,300.367,302.241,51.16614685058596,295.48575,0.9921875,1.0,ok,video,294.965,lengan,0.02151063784990721,True,1.9025000000000003,NGEED,4,,11.884765625,False,
AGEM KANAN,3,310.2815,313.2815,315.2815,318.2815,0.9995000000000118,311.962,313.767,316.295,317.433,50.99442138671873,311.778,1.47906494140625,1.0,ok,video,309.629,lengan,0.09937550613853437,True,1.9025000000000003,AGEM KANAN,3,,-18.075042724609375,False,
AGEM KANAN,4,326.314,329.314,331.314,334.314,0.028500000000008185,327.564,330.035,332.438,333.507,48.12073669433596,327.31425,1.213104248046875,1.0,ok,video,326.703,lengan,0.06965346653642139,True,1.9025000000000003,AGEM KANAN,4,,-23.243255615234375,False,
AGEM KIRI,3,342.319,345.319,347.319,350.319,0.0010000000000331966,344.367,345.839,348.311,349.27,50.665509033203136,344.20050000000003,1.33734130859375,1.0,ok,video,343.173,lengan,0.06389261968113139,True,1.9025000000000003,AGEM KIRI,3,,28.92962646484375,False,
AGEM KIRI,4,358.351,361.351,363.351,366.351,0.9995000000000118,359.864,361.74,364.531,365.933,48.28955078125,359.71475,1.2082977294921875,1.0,ok,video,353.935,lengan,1.1344176264194061,False,1.9025000000000003,AGEM KIRI,4,,25.54705810546875,False,
