frame,t,raw,task,subphase
0,0.0,,UNKNOWN,
12,0.502,"ae
(s)
",UNKNOWN,
19,0.738,"pos
(s)
",UNKNOWN,
21,0.807,"po
(s)
",UNKNOWN,
22,0.835,"=z
BERSIAP
(s)
",BERSIAP,
23,0.877,"=
BERSIAP
(s)
",BERSIAP,
27,1.003,"=
BERSIAP
(s)
",BERSIAP,
42,1.502,"=m
BERSIAP
)
",BERSIAP,
57,2.023,"=m
BERSIAP
)
",BERSIAP,
72,2.511,"==
BERSIAP
o
",BERSIAP,
85,3.01,"==
BERSIAP
o
",BERSIAP,
100,3.504,"=z
BERSIAP
(2)
",BERSIAP,
115,4.009,"=m
BERSIAP
2)
",BERSIAP,
130,4.508,"BERSIAP
)
",BERSIAP,
145,5.009,"BERSIAP
)
",BERSIAP,
148,5.106,"BERSIAP
)
",BERSIAP,
149,5.133,"NGEED
~
1
TURUN
",NGEED,TURUN
150,5.175,"NGEED
~
1
TURUN
",NGEED,TURUN
152,5.244,"NGEED
~
1
TURUN
",NGEED,TURUN
160,5.509,"NGEED
~
1
TURUN
",NGEED,TURUN
175,6.009,"NGEED
~
1
TURUN
",NGEED,TURUN
190,6.508,"NGEED
2 \
TURUN
",NGEED,TURUN
205,7.009,"NGEED
2 \
TURUN
",NGEED,TURUN
208,7.105,"NGEED
2 \
TURUN
",NGEED,TURUN
209,7.133,"NGEED
TURUN
",NGEED,TURUN
210,7.175,"NGEED
3)
",NGEED,
212,7.244,"NGEED
3)
",NGEED,
220,7.508,"NGEED
3)
",NGEED,
235,8.009,"NGEED
3)
",NGEED,
238,8.105,"NGEED
3)
",NGEED,
239,8.133,"NGEED
+)
TAHAN
",NGEED,TAHAN
240,8.174,"NGEED
+)
TAHAN
",NGEED,TAHAN
242,8.244,"NGEED
>
TAHAN
",NGEED,TAHAN
250,8.508,"NGEED
>
TAHAN
",NGEED,TAHAN
265,9.008,"NGEED
>
TAHAN
",NGEED,TAHAN
280,9.508,"NGEED
TAHAN
",NGEED,TAHAN
295,10.008,"NGEED
TAHAN
",NGEED,TAHAN
298,10.105,"NGEED
TAHAN
",NGEED,TAHAN
299,10.132,"NGEED
NAIK
",NGEED,NAIK
300,10.174,"NGEED
",NGEED,
302,10.244,"NGEED
",NGEED,
310,10.508,"NGEED
Y
",NGEED,
325,11.008,"NGEED
Y)
",NGEED,
328,11.104,"NGEED
Y)
",NGEED,
329,11.132,"NGEED
QD
NAIK
",NGEED,NAIK
330,11.174,"NGEED
)
NAIK
",NGEED,NAIK
332,11.243,"NGEED
(z)
NAIK
",NGEED,NAIK
340,11.508,"NGEED
(2)
NAIK
",NGEED,NAIK
355,12.008,"NGEED
(2)
NAIK
",NGEED,NAIK
358,12.104,"NGEED
(2)
NAIK
",NGEED,NAIK
359,12.132,"NGEED
(2)
",NGEED,
360,12.174,"NGEED
(2)
",NGEED,
362,12.244,"NGEED
(2)
",NGEED,
370,12.507,"NGEED
",NGEED,
385,13.008,"NGEED
",NGEED,
388,13.104,"NGEED
",NGEED,
389,13.132,"iy
8
ew,
",UNKNOWN,
390,13.174,"BERDIRI RILEKS
( 8 )
Ne,
",BERDIRI RILEKS,
392,13.243,"BERDIRI RILEKS
a 8 )
7
",BERDIRI RILEKS,
400,13.507,"BERDIRI RILEKS
(g
Yey
",BERDIRI RILEKS,
415,14.008,"BERDIRI RILEKS
fo»
8 |
Yo
",BERDIRI RILEKS,
430,14.507,"BERDIRI RILEKS
(om \
7 |
Yo
",BERDIRI RILEKS,
445,15.007,"BERDIRI RILEKS
(om \
7 |
Yo
",BERDIRI RILEKS,
460,15.507,"BERDIRI RILEKS
(6
Nee
",BERDIRI RILEKS,
475,16.007,"BERDIRI RILEKS
(6
Nee
",BERDIRI RILEKS,
490,16.507,"BERDIRI RILEKS
(5 )
Nee
",BERDIRI RILEKS,
505,17.007,"BERDIRI RILEKS
(5 )
Nea,
",BERDIRI RILEKS,
520,17.506,"BERDIRI RILEKS
f.»
| 4 |
Vey
",BERDIRI RILEKS,
535,18.007,"BERDIRI RILEKS
f.
| 4 |
Vey
",BERDIRI RILEKS,
550,18.506,"BERDIRI RILEKS
(3
Nee
",BERDIRI RILEKS,
565,19.007,"BERDIRI RILEKS
(3
Nee
",BERDIRI RILEKS,
580,19.506,"BERDIRI RILEKS
(2
Nee
",BERDIRI RILEKS,
595,20.007,"BERDIRI RILEKS
(2
Nee
",BERDIRI RILEKS,
610,20.506,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
625,21.006,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
628,21.103,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
629,21.131,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
630,21.173,"NGEED
~
1
TURUN
",NGEED,TURUN
632,21.242,"NGEED
~
1
TURUN
",NGEED,TURUN
640,21.506,"NGEED
~
1
TURUN
",NGEED,TURUN
655,22.007,"NGEED
~
1
TURUN
",NGEED,TURUN
670,22.506,"NGEED
2
TURUN
",NGEED,TURUN
685,23.007,"NGEED
2
TURUN
",NGEED,TURUN
688,23.103,"NGEED
2
TURUN
",NGEED,TURUN
689,23.131,"NGEED
2
TURUN
",NGEED,TURUN
690,23.172,"NGEED
3)
",NGEED,
692,23.242,"NGEED
3)
",NGEED,
700,23.506,"NGEED
3)
",NGEED,
715,24.006,"NGEED
3)
",NGEED,
718,24.103,"NGEED
3)
",NGEED,
719,24.144,"NGEED
3)
",NGEED,
720,24.172,"NGEED
+)
TAHAN
",NGEED,TAHAN
722,24.242,"NGEED
+)
TAHAN
",NGEED,TAHAN
730,24.506,"NGEED
>
TAHAN
",NGEED,TAHAN
745,25.006,"NGEED
>
TAHAN
",NGEED,TAHAN
760,25.505,"NGEED
TAHAN
",NGEED,TAHAN
775,26.006,"NGEED
TAHAN
",NGEED,TAHAN
778,26.102,"NGEED
TAHAN
",NGEED,TAHAN
779,26.144,"NGEED
NAIK )
",NGEED,NAIK
780,26.172,"NGEED
NAIK )
",NGEED,NAIK
781,26.2,"NGEED
",NGEED,
782,26.241,"NGEED
",NGEED,
790,26.505,"NGEED
3
",NGEED,
805,27.006,"NGEED
Y
",NGEED,
808,27.102,"NGEED
Y)
",NGEED,
809,27.144,"NGEED
Y)
",NGEED,
810,27.172,"NGEED
YD
NAIK
",NGEED,NAIK
812,27.241,"NGEED
(Z)
NAIK
",NGEED,NAIK
820,27.505,"NGEED
(z)
NAIK
",NGEED,NAIK
835,28.006,"NGEED
(z)
NAIK
",NGEED,NAIK
838,28.102,"NGEED
(2)
NAIK
",NGEED,NAIK
839,28.144,"NGEED
(2)
NAIK
",NGEED,NAIK
840,28.172,"NGEED
(2)
",NGEED,
842,28.241,"NGEED
(2)
",NGEED,
850,28.505,"NGEED
",NGEED,
865,29.005,"NGEED
",NGEED,
868,29.102,"NGEED
",NGEED,
869,29.144,"NGEED
",NGEED,
