frame,t,raw,task,subphase
0,0.0,,UNKNOWN,
15,0.54,"a P
a,
",UNKNOWN,
30,1.041,"a P
Na
",UNKNOWN,
37,1.276,"oe
ay
",UNKNOWN,
41,1.401,"ot
ay
",UNKNOWN,
42,1.443,"=z
BERSIAP
)
",BERSIAP,
43,1.471,"=z
BERSIAP
)
",BERSIAP,
45,1.54,"=z
BERSIAP
)
",BERSIAP,
60,2.033,"=z
BERSIAP
)
",BERSIAP,
75,2.533,"==
BERSIAP
@)
",BERSIAP,
89,3.006,"=z
BERSIAP
@)
",BERSIAP,
104,3.505,"=z
BERSIAP
2)
",BERSIAP,
119,4.006,"=z
BERSIAP
2)
",BERSIAP,
122,4.103,"==
BERSIAP
",BERSIAP,
124,4.172,"=e
BERSIAP
",BERSIAP,
125,4.2,"bes
New,
",UNKNOWN,
126,4.241,"al
Se,
",UNKNOWN,
134,4.505,"al
Le,
",UNKNOWN,
150,5.04,"el
Le,
",UNKNOWN,
151,5.068,"el
Le,
",UNKNOWN,
152,5.109,"el
Le,
",UNKNOWN,
153,5.137,"NGEED
~
1
TURUN
",NGEED,TURUN
157,5.276,"NGEED
~
1
TURUN
",NGEED,TURUN
164,5.512,"NGEED
~
1
TURUN
",NGEED,TURUN
180,6.04,"NGEED
~
1
TURUN
",NGEED,TURUN
195,6.539,"NGEED
2 \
TURUN
",NGEED,TURUN
210,7.039,"NGEED
2 \
TURUN
",NGEED,TURUN
213,7.137,"NGEED
TURUN
",NGEED,TURUN
214,7.164,"NGEED
3)
",NGEED,
215,7.206,"NGEED
3)
",NGEED,
217,7.276,"NGEED
3)
",NGEED,
225,7.54,"NGEED
3)
",NGEED,
240,8.04,"NGEED
3)
",NGEED,
241,8.067,"NGEED
3)
",NGEED,
242,8.109,"NGEED
3)
",NGEED,
243,8.137,"NGEED
+)
TAHAN
",NGEED,TAHAN
247,8.275,"NGEED
>
TAHAN
",NGEED,TAHAN
255,8.539,"NGEED
>
TAHAN
",NGEED,TAHAN
270,9.039,"NGEED
>
TAHAN
",NGEED,TAHAN
285,9.539,"NGEED
TAHAN
",NGEED,TAHAN
300,10.039,"NGEED
TAHAN
",NGEED,TAHAN
301,10.067,"NGEED
TAHAN
",NGEED,TAHAN
302,10.109,"NGEED
TAHAN
",NGEED,TAHAN
303,10.136,"NGEED
NAIK
",NGEED,NAIK
304,10.164,"NGEED
",NGEED,
305,10.206,"NGEED
",NGEED,
307,10.275,"NGEED
Y)
",NGEED,
315,10.539,"NGEED
3
",NGEED,
330,11.039,"NGEED
3
",NGEED,
331,11.067,"NGEED
3
",NGEED,
332,11.108,"NGEED
Y)
",NGEED,
333,11.136,"NGEED
QD
NAIK
",NGEED,NAIK
337,11.275,"NGEED
(2)
NAIK
",NGEED,NAIK
345,11.539,"NGEED
(2)
NAIK
",NGEED,NAIK
360,12.039,"NGEED
(2)
NAIK
",NGEED,NAIK
361,12.067,"NGEED
(2)
NAIK
",NGEED,NAIK
362,12.108,"NGEED
(2)
NAIK
",NGEED,NAIK
363,12.136,"NGEED
(2)
",NGEED,
367,12.275,"NGEED
",NGEED,
374,12.511,"NGEED
",NGEED,
389,13.011,"NGEED
",NGEED,
391,13.066,"NGEED
",NGEED,
392,13.108,"NGEED
",NGEED,
393,13.136,"BERDIRI RILEKS
\o
",BERDIRI RILEKS,
397,13.275,"BERDIRI RILEKS
( +
ey,
",BERDIRI RILEKS,
405,13.539,"BERDIRI RILEKS
(g
Ye
",BERDIRI RILEKS,
419,14.011,"BERDIRI RILEKS
(g
Ne,
",BERDIRI RILEKS,
435,14.538,"BERDIRI RILEKS
( 7 )
Le)
",BERDIRI RILEKS,
450,15.038,"BERDIRI RILEKS
( 7 )
Le)
",BERDIRI RILEKS,
464,15.511,"BERDIRI RILEKS
(6
Nee
",BERDIRI RILEKS,
479,16.011,"BERDIRI RILEKS
(6
Ne,
",BERDIRI RILEKS,
495,16.538,"BERDIRI RILEKS
(5
Ne
",BERDIRI RILEKS,
510,17.038,"BERDIRI RILEKS
(5
Nee
",BERDIRI RILEKS,
524,17.503,"BERDIRI RILEKS
{4
| 4 |
Y= /
",BERDIRI RILEKS,
540,18.031,"BERDIRI RILEKS
f 4»
| 4 |
Y= /
",BERDIRI RILEKS,
554,18.51,"BERDIRI RILEKS
(3
Nee
",BERDIRI RILEKS,
569,19.01,"BERDIRI RILEKS
(3
Ye
",BERDIRI RILEKS,
584,19.51,"BERDIRI RILEKS
(2
Nee
",BERDIRI RILEKS,
599,20.01,"BERDIRI RILEKS
(2
Ne
",BERDIRI RILEKS,
614,20.509,"BERDIRI RILEKS
(1
Ye
",BERDIRI RILEKS,
629,21.01,"BERDIRI RILEKS
(1
Ye
",BERDIRI RILEKS,
632,21.107,"BERDIRI RILEKS
(1
Ye
",BERDIRI RILEKS,
633,21.135,"BERDIRI RILEKS
(1
Ye
",BERDIRI RILEKS,
634,21.176,"NGEED
~
1
TURUN
",NGEED,TURUN
636,21.232,"NGEED
~
1
TURUN
",NGEED,TURUN
644,21.509,"NGEED
~
1
TURUN
",NGEED,TURUN
659,22.01,"NGEED
~
1
TURUN
",NGEED,TURUN
675,22.537,"NGEED
2 \
TURUN
",NGEED,TURUN
689,23.01,"NGEED
2 \
TURUN
",NGEED,TURUN
693,23.134,"NGEED
2 \
TURUN
",NGEED,TURUN
694,23.176,"NGEED
3)
",NGEED,
695,23.204,"NGEED
3)
",NGEED,
697,23.273,"NGEED
3)
",NGEED,
705,23.537,"NGEED
3)
",NGEED,
720,24.038,"NGEED
3)
",NGEED,
723,24.134,"NGEED
3)
",NGEED,
724,24.176,"NGEED
+)
TAHAN
",NGEED,TAHAN
725,24.203,"NGEED
)
TAHAN
",NGEED,TAHAN
727,24.273,"NGEED
>
TAHAN
",NGEED,TAHAN
734,24.509,"NGEED
>
TAHAN
",NGEED,TAHAN
749,25.01,"NGEED
>
TAHAN
",NGEED,TAHAN
764,25.509,"NGEED
TAHAN
",NGEED,TAHAN
779,26.009,"NGEED
TAHAN
",NGEED,TAHAN
782,26.106,"NGEED
TAHAN
",NGEED,TAHAN
783,26.134,"NGEED
NAIK )
",NGEED,NAIK
784,26.176,"NGEED
6
NAIK
",NGEED,NAIK
786,26.231,"NGEED
6
NAIK
",NGEED,NAIK
794,26.509,"NGEED
6
NAIK
",NGEED,NAIK
801,26.731,"NGEED
6
NAIK
",NGEED,NAIK
805,26.87,"NGEED
6
NAIK
",NGEED,NAIK
807,26.939,"NGEED
6
NAIK
",NGEED,NAIK
808,26.967,"NGEED
3
",NGEED,
809,27.009,"NGEED
3
",NGEED,
812,27.106,"NGEED
3
",NGEED,
813,27.134,"NGEED
Y
",NGEED,
814,27.175,"NGEED
2
NAIK
",NGEED,NAIK
816,27.231,"NGEED
(Z)
NAIK
",NGEED,NAIK
824,27.509,"NGEED
(2)
NAIK
",NGEED,NAIK
839,28.009,"NGEED
(2)
NAIK
",NGEED,NAIK
842,28.106,"NGEED
(2)
NAIK
",NGEED,NAIK
843,28.134,"NGEED
(2)
NAIK
",NGEED,NAIK
844,28.176,"NGEED
(2)
",NGEED,
846,28.231,"NGEED
(2)
",NGEED,
854,28.509,"NGEED
",NGEED,
869,29.009,"NGEED
",NGEED,
872,29.106,"NGEED
",NGEED,
873,29.133,"NGEED
",NGEED,
874,29.175,"BERDIRI RILEKS
(g
ey,
",BERDIRI RILEKS,
876,29.231,"BERDIRI RILEKS
(
ey,
",BERDIRI RILEKS,
884,29.508,"BERDIRI RILEKS
fe
| 8 |
",BERDIRI RILEKS,
899,30.009,"BERDIRI RILEKS
fe
| 8 |
",BERDIRI RILEKS,
914,30.509,"BERDIRI RILEKS
(om
| 7 |
Yor
",BERDIRI RILEKS,
929,31.009,"BERDIRI RILEKS
(om
| 7 |
Yor
",BERDIRI RILEKS,
944,31.508,"BERDIRI RILEKS
(6)
Ye
",BERDIRI RILEKS,
959,32.009,"BERDIRI RILEKS
(6
Ye
",BERDIRI RILEKS,
974,32.508,"BERDIRI RILEKS
(5 )
Ye
",BERDIRI RILEKS,
989,33.008,"BERDIRI RILEKS
(5 )
Ye
",BERDIRI RILEKS,
1004,33.507,"BERDIRI RILEKS
f,»
| 4 |
Yo
",BERDIRI RILEKS,
1019,34.009,"BERDIRI RILEKS
(— 4 )
Ney,
",BERDIRI RILEKS,
1034,34.507,"BERDIRI RILEKS
( 3
5
",BERDIRI RILEKS,
1049,35.008,"BERDIRI RILEKS
( 3
5
",BERDIRI RILEKS,
1064,35.508,"BERDIRI RILEKS
( > \
Z|
",BERDIRI RILEKS,
1079,36.008,"BERDIRI RILEKS
( >
Z|
",BERDIRI RILEKS,
1094,36.507,"BERDIRI RILEKS
(4
Le)
",BERDIRI RILEKS,
1109,37.008,"BERDIRI RILEKS
(4
Le)
",BERDIRI RILEKS,
1112,37.104,"BERDIRI RILEKS
(1
Ye
",BERDIRI RILEKS,
1113,37.132,"BERDIRI RILEKS
(1
Ye
",BERDIRI RILEKS,
1114,37.174,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1116,37.229,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1124,37.507,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1139,38.008,"AGEM KANAN
~
1
TURUN
",AGEM KANAN,TURUN
1154,38.507,"AGEM KANAN
2
TURUN
",AGEM KANAN,TURUN
1169,39.007,"AGEM KANAN
2 \
TURUN
",AGEM KANAN,TURUN
1172,39.104,"AGEM KANAN
2 \
TURUN
",AGEM KANAN,TURUN
1174,39.174,"AGEM KANAN
TURUN
",AGEM KANAN,TURUN
1175,39.215,"AGEM KANAN
TURUN
",AGEM KANAN,TURUN
1176,39.229,"AGEM KANAN
3)
",AGEM KANAN,
1184,39.507,"AGEM KANAN
3)
",AGEM KANAN,
1199,40.008,"AGEM KANAN
3)
",AGEM KANAN,
1202,40.104,"AGEM KANAN
3)
",AGEM KANAN,
1203,40.132,"AGEM KANAN
3)
",AGEM KANAN,
1204,40.174,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1206,40.229,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1214,40.507,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1229,41.007,"AGEM KANAN
+)
TAHAN
",AGEM KANAN,TAHAN
1244,41.507,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1259,42.007,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1262,42.104,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1263,42.132,"AGEM KANAN
TAHAN )
",AGEM KANAN,TAHAN
1264,42.173,"AGEM KANAN
NAIK )
",AGEM KANAN,NAIK
1266,42.229,"AGEM KANAN
4 NAIK )
",AGEM KANAN,NAIK
1267,42.271,"AGEM KANAN
",AGEM KANAN,
1268,42.312,"AGEM KANAN
",AGEM KANAN,
1270,42.367,"AGEM KANAN
Y
",AGEM KANAN,
1274,42.506,"AGEM KANAN
3
",AGEM KANAN,
1289,43.007,"AGEM KANAN
3
",AGEM KANAN,
1292,43.103,"AGEM KANAN
3
",AGEM KANAN,
1294,43.173,"AGEM KANAN
3
",AGEM KANAN,
1295,43.215,"AGEM KANAN
2D
NAIK
",AGEM KANAN,NAIK
1296,43.243,"AGEM KANAN
2)
NAIK
",AGEM KANAN,NAIK
1304,43.506,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1319,44.007,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1322,44.103,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1323,44.131,"AGEM KANAN
(2)
NAIK
",AGEM KANAN,NAIK
1324,44.173,"AGEM KANAN
(8)
",AGEM KANAN,
1326,44.242,"AGEM KANAN
(2)
",AGEM KANAN,
1334,44.506,"AGEM KANAN
",AGEM KANAN,
1349,45.006,"AGEM KANAN
",AGEM KANAN,
1352,45.103,"AGEM KANAN
",AGEM KANAN,
1353,45.131,"AGEM KANAN
",AGEM KANAN,
