task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,4.6545,7.6545,9.654499999999999,12.654499999999999,0.46850000000000147,7.373,8.9,14.163,15.038,38.644775390625,7.17525,0.8656005859375,1.0,ok,video,6.831,lengan,0.0813314570184915,True,2.166749999999965,NGEED,1,,37.31163024902344,False,
NGEED,2,21.1555,24.1555,26.1555,29.1555,0.03549999999999898,22.898,24.509,29.175,30.564,45.954315185546875,22.6965,0.83270263671875,1.0,ok,video,15.233,lengan,0.056182931550751714,True,2.166749999999965,NGEED,2,,42.566986083984375,False,
AGEM KANAN,1,37.153,40.153,42.153,45.153,0.000499999999995282,,,,,5.351049804687477,41.350500000000004,1.329010009765625,1.0,incomplete,video,38.299,batang_tubuh,0.6245237910566276,False,2.166749999999965,AGEM KANAN,1,tanpa_turun,,False,tidak_turun
AGEM KANAN,2,53.1505,56.1505,58.1505,61.1505,0.03450000000000131,,,,,1.178375244140625,52.9455,1.58453369140625,0.9944444444444445,incomplete,video,47.242,batang_tubuh,8.080879496542615,False,2.166749999999965,AGEM KANAN,2,tanpa_turun,,False,tidak_turun
AGEM KIRI,1,69.18299999999999,72.18299999999999,74.18299999999999,77.18299999999999,0.034000000000006025,71.766,75.363,77.501,78.029,23.782812499999977,71.73125,1.0743408203125,1.0,ok,video,63.309,lengan,0.23264655944090423,False,2.166749999999965,AGEM KIRI,1,,83.70259094238281,False,
AGEM KIRI,2,85.22200000000001,88.22200000000001,90.22200000000001,93.22200000000001,0.0010000000000047748,87.375,88.639,90.833,94.235,36.76350402832031,87.30924999999999,1.224029541015625,1.0,ok,video,79.307,lengan,0.05085141821408664,True,2.166749999999965,AGEM KIRI,2,,78.36158752441406,False,
NGEED,3,278.24850000000004,281.24850000000004,283.24850000000004,286.24850000000004,1.0059999999999718,279.63,281.034,286.102,287.435,43.5947296142578,279.41125,0.93182373046875,1.0,ok,video,279.63,batang_tubuh,0.056880862262209765,True,2.166749999999965,NGEED,3,,43.37841796875,False,
NGEED,4,294.21849999999995,297.21849999999995,299.21849999999995,302.21849999999995,0.034500000000036835,295.433,296.836,302.571,303.696,49.580416870117176,295.26625,0.782989501953125,1.0,ok,video,289.893,lengan,0.07782778714765283,True,2.166749999999965,NGEED,4,,40.2559814453125,False,
AGEM KANAN,3,310.313,313.313,315.313,318.313,0.9714999999999918,312.903,313.028,313.569,318.638,9.774694824218727,312.88550000000004,1.81622314453125,1.0,short_hold,video_longgar,311.167,lengan,0.2105419591554349,False,2.166749999999965,AGEM KANAN,3,,-24.975006103515625,False,turun_tidak_terdeteksi
AGEM KANAN,4,326.3175,329.3175,331.3175,334.3175,0.03499999999996817,328.97,330.165,330.567,334.428,22.949118041992165,328.93875,1.4208984375,1.0,short_hold,video,328.095,lengan,0.14967219935938564,True,2.166749999999965,AGEM KANAN,4,,-41.982147216796875,False,
AGEM KIRI,3,342.31550000000004,345.31550000000004,347.31550000000004,350.31550000000004,0.9710000000000036,344.496,345.704,349.828,350.439,43.223968505859375,344.36075,1.4517822265625,1.0,ok,video,336.427,lengan,0.07427192040458555,True,2.166749999999965,AGEM KIRI,3,,81.05191040039062,False,
AGEM KIRI,4,358.348,361.348,363.348,366.348,0.9984999999999786,360.701,361.632,365.562,366.638,44.83673706054685,360.60025,1.5520782470703125,1.0,ok,video,360.701,batang_tubuh,0.06117980939691274,True,2.166749999999965,AGEM KIRI,4,,75.63296508789062,False,
