participant_id,task,rep,phase,channel,area,hemisphere,t0_video,t1_video,dur_phase_sec,win_sec,compliance,phase_source,flat_frac,valid,salvaged,is_simulated,theta_db,mu_db,beta_db,broad_db
P08,NGEED,1,PRA,Fp1,frontopolar,kiri,3.588,5.588,2.0,2.0,ok,manual_timestamp,0.0,True,False,False,4.691185113004849,8.116122128968868,7.6895004531134,6.350527670745755
P08,NGEED,1,PRA,F3,frontal,kiri,3.588,5.588,2.0,2.0,ok,manual_timestamp,0.46,True,True,False,-1.916150680555397,0.11222470629650871,-0.7773077885179163,0.08051111074335893
P08,NGEED,1,PRA,C3,sentral,kiri,3.588,5.588,2.0,2.0,ok,manual_timestamp,0.66,False,False,False,,,,
P08,NGEED,1,PRA,P3,parietal,kiri,3.588,5.588,2.0,2.0,ok,manual_timestamp,0.86,False,False,False,,,,
P08,NGEED,1,PRA,O1,oksipital,kiri,3.588,5.588,2.0,2.0,ok,manual_timestamp,0.0,True,False,False,0.4479447856343981,4.838058245016249,2.554645778476754,2.4535062917930546
P08,NGEED,1,PRA,F7,frontotemporal,kiri,3.588,5.588,2.0,2.0,ok,manual_timestamp,0.0,True,False,False,1.0181685778719114,5.373036757913326,3.2254272374464534,3.0714463399871974
P08,NGEED,1,PRA,T3,temporal,kiri,3.588,5.588,2.0,2.0,ok,manual_timestamp,0.0,True,False,False,1.7307226816213088,6.006053869386093,4.02324421087285,3.6683643282280087
P08,NGEED,1,PRA,T5,temporo-posterior,kiri,3.588,5.588,2.0,2.0,ok,manual_timestamp,1.0,False,False,False,,,,
P08,NGEED,1,PRA,Fp2,frontopolar,kanan,3.588,5.588,2.0,2.0,ok,manual_timestamp,0.0,True,False,False,1.7975523193715617,5.796528815043686,3.932083209739634,3.1193242705882653
P08,NGEED,1,PRA,F4,frontal,kanan,3.588,5.588,2.0,2.0,ok,manual_timestamp,1.0,False,False,False,,,,
P08,NGEED,1,PRA,C4,sentral,kanan,3.588,5.588,2.0,2.0,ok,manual_timestamp,0.74,False,False,False,,,,
P08,NGEED,1,PRA,P4,parietal,kanan,3.588,5.588,2.0,2.0,ok,manual_timestamp,0.84,False,False,False,,,,
P08,NGEED,1,PRA,O2,oksipital,kanan,3.588,5.588,2.0,2.0,ok,manual_timestamp,0.94,False,False,False,,,,
P08,NGEED,1,PRA,F8,frontotemporal,kanan,3.588,5.588,2.0,2.0,ok,manual_timestamp,0.0,True,False,False,6.551252576334949,5.7846494218747,4.840630617144427,4.752986147075511
P08,NGEED,1,PRA,T4,temporal,kanan,3.588,5.588,2.0,2.0,ok,manual_timestamp,0.0,True,False,False,3.315008339054863,5.097335258064632,4.665072565991263,3.6546832158413736
P08,NGEED,1,PRA,T6,temporo-posterior,kanan,3.588,5.588,2.0,2.0,ok,manual_timestamp,0.84,False,False,False,,,,
P08,NGEED,1,TURUN,Fp1,frontopolar,kiri,5.588,10.188,4.1,4.6,ok,manual_timestamp,0.539,False,False,False,,,,
P08,NGEED,1,TURUN,F3,frontal,kiri,5.588,10.188,4.1,4.6,ok,manual_timestamp,0.0,True,False,False,0.380889125945302,0.8913391974598,-0.5231090589603049,-0.008615837801229986
P08,NGEED,1,TURUN,C3,sentral,kiri,5.588,10.188,4.1,4.6,ok,manual_timestamp,0.0,True,False,False,-1.0788561173251203,0.30792540605322216,-0.6194101741725753,0.03275796987898971
P08,NGEED,1,TURUN,P3,parietal,kiri,5.588,10.188,4.1,4.6,ok,manual_timestamp,0.0,True,False,False,-0.9101157002902056,-0.9016735405059251,-1.2980389422480911,-1.0559365423524163
P08,NGEED,1,TURUN,O1,oksipital,kiri,5.588,10.188,4.1,4.6,ok,manual_timestamp,0.0,True,False,False,0.29420876148623165,0.9809271582910668,-0.2453825947498629,-0.0818170695844671
P08,NGEED,1,TURUN,F7,frontotemporal,kiri,5.588,10.188,4.1,4.6,ok,manual_timestamp,0.0,True,False,False,0.06960579942185063,1.8177822773993455,-0.3369008968483058,0.26267605567154817
P08,NGEED,1,TURUN,T3,temporal,kiri,5.588,10.188,4.1,4.6,ok,manual_timestamp,0.0,True,False,False,-0.4238763864558166,1.2789865656959662,-1.097803986932412,-0.34314174360258676
P08,NGEED,1,TURUN,T5,temporo-posterior,kiri,5.588,10.188,4.1,4.6,ok,manual_timestamp,0.374,True,True,False,2.137269781979658,2.6769738061972497,2.005915819034051,2.1517778254526867
P08,NGEED,1,TURUN,Fp2,frontopolar,kanan,5.588,10.188,4.1,4.6,ok,manual_timestamp,0.0,True,False,False,11.318256234832447,6.500993832128309,3.1946522138212288,8.772635444219397
P08,NGEED,1,TURUN,F4,frontal,kanan,5.588,10.188,4.1,4.6,ok,manual_timestamp,0.243,True,True,False,15.780750279398411,13.050833753527598,8.820914422288036,13.199447390156898
P08,NGEED,1,TURUN,C4,sentral,kanan,5.588,10.188,4.1,4.6,ok,manual_timestamp,0.548,False,False,False,,,,
P08,NGEED,1,TURUN,P4,parietal,kanan,5.588,10.188,4.1,4.6,ok,manual_timestamp,0.548,False,False,False,,,,
P08,NGEED,1,TURUN,O2,oksipital,kanan,5.588,10.188,4.1,4.6,ok,manual_timestamp,0.33,True,True,False,14.861344267337994,12.985950035779645,9.604332885177248,12.259260261139797
P08,NGEED,1,TURUN,F8,frontotemporal,kanan,5.588,10.188,4.1,4.6,ok,manual_timestamp,0.0,True,False,False,10.914581863889634,6.672602563618998,3.4009902601286903,8.511757379569133
P08,NGEED,1,TURUN,T4,temporal,kanan,5.588,10.188,4.1,4.6,ok,manual_timestamp,0.0,True,False,False,12.67863523834842,8.379705383850524,4.002041435406451,10.2969696360887
P08,NGEED,1,TURUN,T6,temporo-posterior,kanan,5.588,10.188,4.1,4.6,ok,manual_timestamp,0.243,True,True,False,12.761536524122803,6.991072118785805,3.3761428411562875,8.813207094769385
P08,NGEED,1,TAHAN,Fp1,frontopolar,kiri,9.688,13.955,3.767,4.267,ok,manual_timestamp,0.192,True,True,False,0.4112657839356615,1.2519483847806612,-0.04456754239568994,1.0257957557213686
P08,NGEED,1,TAHAN,F3,frontal,kiri,9.688,13.955,3.767,4.267,ok,manual_timestamp,0.515,False,False,False,,,,
P08,NGEED,1,TAHAN,C3,sentral,kiri,9.688,13.955,3.767,4.267,ok,manual_timestamp,0.562,False,False,False,,,,
P08,NGEED,1,TAHAN,P3,parietal,kiri,9.688,13.955,3.767,4.267,ok,manual_timestamp,0.703,False,False,False,,,,
P08,NGEED,1,TAHAN,O1,oksipital,kiri,9.688,13.955,3.767,4.267,ok,manual_timestamp,0.281,True,True,False,-2.2414068441442936,-3.4808743041477186,-3.6111293356590224,-3.2712048654890147
P08,NGEED,1,TAHAN,F7,frontotemporal,kiri,9.688,13.955,3.767,4.267,ok,manual_timestamp,0.375,False,False,False,,,,
P08,NGEED,1,TAHAN,T3,temporal,kiri,9.688,13.955,3.767,4.267,ok,manual_timestamp,0.422,False,False,False,,,,
P08,NGEED,1,TAHAN,T5,temporo-posterior,kiri,9.688,13.955,3.767,4.267,ok,manual_timestamp,0.527,False,False,False,,,,
P08,NGEED,1,TAHAN,Fp2,frontopolar,kanan,9.688,13.955,3.767,4.267,ok,manual_timestamp,0.0,True,False,False,-0.8563327387676978,-3.082773485872746,-3.3577278335065373,-2.325835348112694
P08,NGEED,1,TAHAN,F4,frontal,kanan,9.688,13.955,3.767,4.267,ok,manual_timestamp,0.527,False,False,False,,,,
P08,NGEED,1,TAHAN,C4,sentral,kanan,9.688,13.955,3.767,4.267,ok,manual_timestamp,0.34,True,True,False,-3.773999897210217,-2.2038051578844886,-3.579931374295917,-3.3796661524780234
P08,NGEED,1,TAHAN,P4,parietal,kanan,9.688,13.955,3.767,4.267,ok,manual_timestamp,0.386,True,True,False,1.8766256990604262,0.5392688375070378,-1.3367855873369905,0.41894793611279013
P08,NGEED,1,TAHAN,O2,oksipital,kanan,9.688,13.955,3.767,4.267,ok,manual_timestamp,0.433,True,True,False,11.612553207699374,10.874017144108173,7.321637647946973,9.570857906799038
P08,NGEED,1,TAHAN,F8,frontotemporal,kanan,9.688,13.955,3.767,4.267,ok,manual_timestamp,0.246,True,True,False,-0.9603598485040941,-1.5149010589437957,-1.3221627145625767,-0.17694362674197706
P08,NGEED,1,TAHAN,T4,temporal,kanan,9.688,13.955,3.767,4.267,ok,manual_timestamp,0.0,True,False,False,0.9727419246937039,-0.9417475509253102,-1.1373451116943443,-0.5908092305920505
P08,NGEED,1,TAHAN,T6,temporo-posterior,kanan,9.688,13.955,3.767,4.267,ok,manual_timestamp,0.48,True,True,False,-2.045943491797331,-9.311493076176692,-8.231334687180917,-3.282897347431483
P08,NGEED,1,NAIK,Fp1,frontopolar,kiri,13.455,15.255,1.3,1.8,ok,manual_timestamp,0.0,True,False,False,5.850138731453704,1.4093058846260078,5.757725577974401,4.529077582458605
P08,NGEED,1,NAIK,F3,frontal,kiri,13.455,15.255,1.3,1.8,ok,manual_timestamp,0.0,True,False,False,1.5673574426822228,-3.519911650096212,-1.0212684636330422,-0.4132744848235248
P08,NGEED,1,NAIK,C3,sentral,kiri,13.455,15.255,1.3,1.8,ok,manual_timestamp,0.0,True,False,False,0.6534423514866035,-5.559573161458424,-2.6963974065063177,-1.6885511050703563
P08,NGEED,1,NAIK,P3,parietal,kiri,13.455,15.255,1.3,1.8,ok,manual_timestamp,0.25,True,True,False,0.552345932978966,-6.1269099768446225,-2.012303317826401,-1.359150773504716
P08,NGEED,1,NAIK,O1,oksipital,kiri,13.455,15.255,1.3,1.8,ok,manual_timestamp,0.0,True,False,False,3.072361759168082,-2.104688896606916,-0.011530122691162603,0.7688832340827432
P08,NGEED,1,NAIK,F7,frontotemporal,kiri,13.455,15.255,1.3,1.8,ok,manual_timestamp,0.0,True,False,False,3.613981585819438,-2.2218556539354175,1.4197874741634315,1.581068301220533
P08,NGEED,1,NAIK,T3,temporal,kiri,13.455,15.255,1.3,1.8,ok,manual_timestamp,0.0,True,False,False,2.3864327460195582,-2.3351221879060873,0.7298221657146406,0.5902165893578228
P08,NGEED,1,NAIK,T5,temporo-posterior,kiri,13.455,15.255,1.3,1.8,ok,manual_timestamp,0.917,False,False,False,,,,
P08,NGEED,1,NAIK,Fp2,frontopolar,kanan,13.455,15.255,1.3,1.8,ok,manual_timestamp,0.0,True,False,False,-5.205082026097504,-4.7330568764683,-2.9019576798414377,-4.2122315008790885
P08,NGEED,1,NAIK,F4,frontal,kanan,13.455,15.255,1.3,1.8,ok,manual_timestamp,0.806,False,False,False,,,,
P08,NGEED,1,NAIK,C4,sentral,kanan,13.455,15.255,1.3,1.8,ok,manual_timestamp,1.0,False,False,False,,,,
P08,NGEED,1,NAIK,P4,parietal,kanan,13.455,15.255,1.3,1.8,ok,manual_timestamp,1.0,False,False,False,,,,
P08,NGEED,1,NAIK,O2,oksipital,kanan,13.455,15.255,1.3,1.8,ok,manual_timestamp,0.917,False,False,False,,,,
P08,NGEED,1,NAIK,F8,frontotemporal,kanan,13.455,15.255,1.3,1.8,ok,manual_timestamp,0.694,False,False,False,,,,
P08,NGEED,1,NAIK,T4,temporal,kanan,13.455,15.255,1.3,1.8,ok,manual_timestamp,0.0,True,False,False,-1.802644677365958,-2.328297463518865,0.5455811005915727,-1.133518470292838
P08,NGEED,1,NAIK,T6,temporo-posterior,kanan,13.455,15.255,1.3,1.8,ok,manual_timestamp,0.806,False,False,False,,,,
P08,NGEED,1,POST,Fp1,frontopolar,kiri,15.755,17.255,1.5,1.5,ok,manual_timestamp,0.9,False,False,False,,,,
P08,NGEED,1,POST,F3,frontal,kiri,15.755,17.255,1.5,1.5,ok,manual_timestamp,0.0,True,False,False,1.3874082424957805,5.568124309934895,3.232780133898281,3.5505089077773917
P08,NGEED,1,POST,C3,sentral,kiri,15.755,17.255,1.5,1.5,ok,manual_timestamp,0.0,True,False,False,1.253971028516652,7.042004641773794,3.15568853915466,4.293957616259771
P08,NGEED,1,POST,P3,parietal,kiri,15.755,17.255,1.5,1.5,ok,manual_timestamp,0.0,True,False,False,0.8119367086269875,6.21849127861794,2.1373717502097342,3.481789690042259
P08,NGEED,1,POST,O1,oksipital,kiri,15.755,17.255,1.5,1.5,ok,manual_timestamp,0.0,True,False,False,-0.9030609673099832,2.275066151908625,0.48684228103426364,0.8159502216005734
P08,NGEED,1,POST,F7,frontotemporal,kiri,15.755,17.255,1.5,1.5,ok,manual_timestamp,0.0,True,False,False,-0.15894668824413571,6.116031591417297,3.964032165775315,3.954580535411985
P08,NGEED,1,POST,T3,temporal,kiri,15.755,17.255,1.5,1.5,ok,manual_timestamp,0.0,True,False,False,-0.5696015203742348,3.7962565735249427,2.238643554145984,2.1929128619246043
P08,NGEED,1,POST,T5,temporo-posterior,kiri,15.755,17.255,1.5,1.5,ok,manual_timestamp,0.0,True,False,False,4.150910520068763,7.7456233207985505,3.5735638480735155,5.15879191495041
P08,NGEED,1,POST,Fp2,frontopolar,kanan,15.755,17.255,1.5,1.5,ok,manual_timestamp,0.0,True,False,False,2.1790497918347,6.53421104696347,3.8769099428147875,4.532828125120034
P08,NGEED,1,POST,F4,frontal,kanan,15.755,17.255,1.5,1.5,ok,manual_timestamp,0.0,True,False,False,6.347745682280671,6.401720699849626,2.051522513748358,4.457690889818807
P08,NGEED,1,POST,C4,sentral,kanan,15.755,17.255,1.5,1.5,ok,manual_timestamp,0.0,True,False,False,0.22218679281533937,4.585042806626433,0.10422932665833073,2.6752817004605056
P08,NGEED,1,POST,P4,parietal,kanan,15.755,17.255,1.5,1.5,ok,manual_timestamp,0.0,True,False,False,-0.8543431043515639,3.195973669658585,1.2739103644488274,1.5048856906872743
P08,NGEED,1,POST,O2,oksipital,kanan,15.755,17.255,1.5,1.5,ok,manual_timestamp,0.0,True,False,False,6.828042456138078,4.658918154372778,3.668444921352714,5.798232022714345
P08,NGEED,1,POST,F8,frontotemporal,kanan,15.755,17.255,1.5,1.5,ok,manual_timestamp,0.0,True,False,False,5.631570752062881,7.2524645403123245,4.076562804227759,5.571166995778341
P08,NGEED,1,POST,T4,temporal,kanan,15.755,17.255,1.5,1.5,ok,manual_timestamp,0.0,True,False,False,3.3696021667377494,4.3753466398915,1.1149400410863883,2.9355807130567158
P08,NGEED,1,POST,T6,temporo-posterior,kanan,15.755,17.255,1.5,1.5,ok,manual_timestamp,0.0,True,False,False,-0.17387356409786037,-3.941191342262222,-5.794725733845173,-1.0569501983438911
P08,NGEED,2,PRA,Fp1,frontopolar,kiri,19.755,21.755,2.0,2.0,ok,manual_timestamp,0.0,True,False,False,1.5248808456035121,1.5999369876319065,0.5457690303141227,0.5960315173582202
P08,NGEED,2,PRA,F3,frontal,kiri,19.755,21.755,2.0,2.0,ok,manual_timestamp,0.675,False,False,False,,,,
P08,NGEED,2,PRA,C3,sentral,kiri,19.755,21.755,2.0,2.0,ok,manual_timestamp,1.0,False,False,False,,,,
P08,NGEED,2,PRA,P3,parietal,kiri,19.755,21.755,2.0,2.0,ok,manual_timestamp,1.0,False,False,False,,,,
P08,NGEED,2,PRA,O1,oksipital,kiri,19.755,21.755,2.0,2.0,ok,manual_timestamp,0.275,True,True,False,-2.4153284316172545,-1.2370553389150913,-2.9758014061615583,-2.5982160559561116
P08,NGEED,2,PRA,F7,frontotemporal,kiri,19.755,21.755,2.0,2.0,ok,manual_timestamp,0.2,True,True,False,-3.2782124826583505,-4.258616455413517,-3.121779530284023,-3.911317213037062
P08,NGEED,2,PRA,T3,temporal,kiri,19.755,21.755,2.0,2.0,ok,manual_timestamp,0.2,True,True,False,-1.4263637177721264,-1.0821878264718876,-2.091465165021269,-1.956015375290722
P08,NGEED,2,PRA,T5,temporo-posterior,kiri,19.755,21.755,2.0,2.0,ok,manual_timestamp,0.825,False,False,False,,,,
P08,NGEED,2,PRA,Fp2,frontopolar,kanan,19.755,21.755,2.0,2.0,ok,manual_timestamp,0.0,True,False,False,-0.7332477632610974,1.1361147413421548,-1.8959649305523207,-1.236459360283039
P08,NGEED,2,PRA,F4,frontal,kanan,19.755,21.755,2.0,2.0,ok,manual_timestamp,0.725,False,False,False,,,,
P08,NGEED,2,PRA,C4,sentral,kanan,19.755,21.755,2.0,2.0,ok,manual_timestamp,0.325,True,True,False,-4.111501787374202,-2.241004406308864,-7.109231812022571,-5.129952562060634
P08,NGEED,2,PRA,P4,parietal,kanan,19.755,21.755,2.0,2.0,ok,manual_timestamp,0.525,False,False,False,,,,
P08,NGEED,2,PRA,O2,oksipital,kanan,19.755,21.755,2.0,2.0,ok,manual_timestamp,0.625,False,False,False,,,,
