participant_id,task,rep,phase,channel,area,hemisphere,t0_video,t1_video,dur_phase_sec,win_sec,compliance,phase_source,flat_frac,valid,salvaged,is_simulated,theta_db,mu_db,beta_db,broad_db
P31,AGEM KANAN,1,PRA,Fp1,frontopolar,kiri,36.413,38.413,2.0,2.0,ok,manual_timestamp,0.0,True,False,False,2.1908395137403645,0.8226456395988926,0.4974506341251015,3.053745165039132
P31,AGEM KANAN,1,PRA,F3,frontal,kiri,36.413,38.413,2.0,2.0,ok,manual_timestamp,0.0,True,False,False,-5.415222157476059,-6.335505201054957,-4.981043007316519,-4.676816411066984
P31,AGEM KANAN,1,PRA,C3,sentral,kiri,36.413,38.413,2.0,2.0,ok,manual_timestamp,0.0,True,False,False,-4.3145880483941,-2.922748980741101,-2.5050393214002327,-1.4482557837164833
P31,AGEM KANAN,1,PRA,P3,parietal,kiri,36.413,38.413,2.0,2.0,ok,manual_timestamp,0.0,True,False,False,-9.666973261050146,-9.377207994680887,-8.028073089668034,-7.870046499183726
P31,AGEM KANAN,1,PRA,O1,oksipital,kiri,36.413,38.413,2.0,2.0,ok,manual_timestamp,0.0,True,False,False,-0.9664774148574153,-4.289468634425798,-2.273722435678799,-0.517329555230944
P31,AGEM KANAN,1,PRA,F7,frontotemporal,kiri,36.413,38.413,2.0,2.0,ok,manual_timestamp,0.0,True,False,False,2.119481650555734,2.2902563638419764,1.9606814591270485,2.7628707653693425
P31,AGEM KANAN,1,PRA,T3,temporal,kiri,36.413,38.413,2.0,2.0,ok,manual_timestamp,0.0,True,False,False,-5.421945724692506,-4.181239005222629,-2.5096651405478347,-3.0511564890573624
P31,AGEM KANAN,1,PRA,T5,temporo-posterior,kiri,36.413,38.413,2.0,2.0,ok,manual_timestamp,0.0,True,False,False,1.2055876875695617,-1.5540336074638432,0.4638875932641433,1.219907046160671
P31,AGEM KANAN,1,PRA,Fp2,frontopolar,kanan,36.413,38.413,2.0,2.0,ok,manual_timestamp,0.0,True,False,False,-2.098702110293658,0.9183284831341059,0.5913628356681304,-1.210956734877616
P31,AGEM KANAN,1,PRA,F4,frontal,kanan,36.413,38.413,2.0,2.0,ok,manual_timestamp,0.0,True,False,False,-3.5932898924777703,-2.425422921123282,-1.4307368527920126,-3.660023827801691
