participant_id,task,rep,compliance,phase_source,dur_turun,dur_tahan,dur_naik,latency_hud,arm_lead,depth_px,is_simulated
P08,NGEED,1,ok,manual_timestamp,4.1000000000000005,3.7669999999999995,1.3000000000000007,,0.0,,False
P08,NGEED,2,ok,manual_timestamp,2.1350000000000016,5.741,1.7070000000000007,,0.0,,False
P08,AGEM KANAN,1,ok,manual_timestamp,2.519999999999996,5.152000000000001,1.8029999999999973,,0.0,,False
P08,AGEM KANAN,2,ok,manual_timestamp,2.103999999999999,5.846000000000004,1.3709999999999951,,0.0,,False
P08,AGEM KIRI,1,ok,manual_timestamp,2.6269999999999953,5.0660000000000025,1.8640000000000043,,0.0,,False
P08,AGEM KIRI,2,ok,manual_timestamp,2.159000000000006,5.846999999999994,1.6540000000000106,,0.0,,False
P08,NGEED,3,ok,manual_timestamp,1.1100000000000136,5.444999999999993,1.2379999999999995,,0.0,,False
P08,NGEED,4,ok,manual_timestamp,1.785000000000025,6.007999999999981,1.2930000000000064,,0.0,,False
P08,AGEM KANAN,3,ok,manual_timestamp,2.8290000000000077,5.038000000000011,2.143000000000029,,0.0,,False
P08,AGEM KANAN,4,ok,manual_timestamp,2.5889999999999986,5.54200000000003,1.6510000000000105,,0.0,,False
P08,AGEM KIRI,3,ok,manual_timestamp,2.342999999999961,5.661000000000001,1.8770000000000095,,0.0,,False
P08,AGEM KIRI,4,ok,manual_timestamp,2.48599999999999,5.725999999999999,1.97199999999998,,0.0,,False
