participant_id,task,rep,compliance,phase_source,dur_turun,dur_tahan,dur_naik,latency_hud,arm_lead,depth_px,is_simulated
P31,AGEM KANAN,1,ok,manual_timestamp,3.284000000000006,4.262999999999998,2.1569999999999965,,0.0,,False
P31,AGEM KANAN,2,ok,manual_timestamp,3.4110000000000014,4.2379999999999995,0.855000000000004,,0.0,,False
P31,AGEM KIRI,1,ok,manual_timestamp,3.760000000000005,8.459000000000003,1.6340000000000003,,0.0,,False
P31,AGEM KIRI,2,ok,manual_timestamp,2.1980000000000075,5.180999999999997,1.2039999999999935,,0.0,,False
P31,NGEED,3,ok,manual_timestamp,2.466000000000008,2.9189999999999827,1.531000000000006,,0.0,,False
P31,NGEED,4,ok,manual_timestamp,1.983000000000004,3.6000000000000227,1.7509999999999764,,0.0,,False
P31,AGEM KANAN,3,ok,manual_timestamp,2.26400000000001,2.8520000000000323,2.7549999999999955,,0.0,,False
P31,AGEM KANAN,4,ok,manual_timestamp,3.1170000000000186,4.5160000000000196,1.56899999999996,,0.0,,False
P31,AGEM KIRI,3,ok,manual_timestamp,3.5860000000000127,3.5849999999999795,1.5010000000000332,,0.0,,False
P31,AGEM KIRI,4,ok,manual_timestamp,2.3389999999999986,4.411000000000001,1.9979999999999905,,0.0,,False
