frame,t,raw,task,subphase
0,0.0,,UNKNOWN,
16,0.539,"fo
22
",UNKNOWN,
31,1.032,"rt
Ke )
",UNKNOWN,
46,1.539,"ram P
a,
",UNKNOWN,
61,2.032,"(ay
,
",UNKNOWN,
62,2.066,"==
BERSIAP
o)
",BERSIAP,
64,2.136,"=
BERSIAP
CS
",BERSIAP,
68,2.261,"=
BERSIAP
Oo
",BERSIAP,
76,2.531,"=m
BERSIAP
@)
",BERSIAP,
91,3.031,"=m
BERSIAP
@)
",BERSIAP,
105,3.504,"=
BERSIAP
(2)
",BERSIAP,
120,4.004,"=m
BERSIAP
2)
",BERSIAP,
135,4.503,"BERsiP
Sal,
",BERSIAP,
150,5.004,"BERsiP
Say,
",BERSIAP,
151,5.031,"BERsiP
Say,
",BERSIAP,
152,5.073,"BERS
Say,
",UNKNOWN,
153,5.101,"BERS
Say,
",UNKNOWN,
154,5.128,"NGEED
~
1
TURUN
",NGEED,TURUN
155,5.17,"NGEED
~
1
TURUN
",NGEED,TURUN
157,5.24,"NGEED
~
1
TURUN
",NGEED,TURUN
165,5.503,"NGEED
~
1
TURUN
",NGEED,TURUN
180,6.004,"NGEED
~
1
TURUN
",NGEED,TURUN
195,6.503,"NGEED
2
TURUN
",NGEED,TURUN
210,7.004,"NGEED
2
TURUN
",NGEED,TURUN
213,7.1,"NGEED
2
TURUN
",NGEED,TURUN
214,7.128,"NGEED
TURUN
",NGEED,TURUN
215,7.17,"NGEED
3)
",NGEED,
217,7.239,"NGEED
3)
",NGEED,
225,7.503,"NGEED
3)
",NGEED,
240,8.004,"NGEED
3)
",NGEED,
243,8.1,"NGEED
3)
",NGEED,
244,8.128,"NGEED
+)
TAHAN
",NGEED,TAHAN
245,8.17,"NGEED
+)
TAHAN
",NGEED,TAHAN
247,8.239,"NGEED
>
TAHAN
",NGEED,TAHAN
255,8.503,"NGEED
>
TAHAN
",NGEED,TAHAN
270,9.004,"NGEED
>
TAHAN
",NGEED,TAHAN
285,9.503,"NGEED
TAHAN
",NGEED,TAHAN
300,10.004,"NGEED
TAHAN
",NGEED,TAHAN
303,10.1,"NGEED
TAHAN
",NGEED,TAHAN
304,10.128,"NGEED
NAIK )
",NGEED,NAIK
305,10.17,"NGEED
",NGEED,
307,10.239,"NGEED
",NGEED,
315,10.503,"NGEED
Y
",NGEED,
330,11.003,"NGEED
Y
",NGEED,
333,11.1,"NGEED
Y
",NGEED,
334,11.127,"NGEED
QD
NAIK
",NGEED,NAIK
335,11.169,"NGEED
)
NAIK
",NGEED,NAIK
337,11.239,"NGEED
(z)
NAIK
",NGEED,NAIK
345,11.503,"NGEED
(2)
NAIK
",NGEED,NAIK
360,12.003,"NGEED
(2)
NAIK
",NGEED,NAIK
363,12.1,"NGEED
(2)
NAIK
",NGEED,NAIK
364,12.127,"NGEED
(2)
",NGEED,
365,12.169,"NGEED
(2)
",NGEED,
367,12.238,"NGEED
(2)
",NGEED,
375,12.502,"NGEED
",NGEED,
390,13.003,"NGEED
",NGEED,
393,13.099,"NGEED
",NGEED,
394,13.127,"BERDIRI RILEKS
(g
ey,
",BERDIRI RILEKS,
395,13.169,"BERDIRI RILEKS
(s e ""i
Le)
",BERDIRI RILEKS,
397,13.238,"BERDIRI RILEKS
a el
Le)
",BERDIRI RILEKS,
405,13.502,"BERDIRI RILEKS
(g
Nee
",BERDIRI RILEKS,
420,14.003,"BERDIRI RILEKS
(g
Nee
",BERDIRI RILEKS,
435,14.502,"BERDIRI RILEKS
fm
| 7 |
Ne,
",BERDIRI RILEKS,
450,15.003,"BERDIRI RILEKS
fm
| 7 |
Ne,
",BERDIRI RILEKS,
465,15.502,"BERDIRI RILEKS
(6
Nee
",BERDIRI RILEKS,
480,16.003,"BERDIRI RILEKS
(6
Nee
",BERDIRI RILEKS,
495,16.502,"BERDIRI RILEKS
(5
Nee
",BERDIRI RILEKS,
510,17.002,"BERDIRI RILEKS
(5 \
Nee
",BERDIRI RILEKS,
525,17.502,"BERDIRI RILEKS
f.»
| 4 |
Vey
",BERDIRI RILEKS,
540,18.003,"BERDIRI RILEKS
f.»
| 4 |
Vey
",BERDIRI RILEKS,
555,18.501,"BERDIRI RILEKS
(3
Nee
",BERDIRI RILEKS,
570,19.002,"BERDIRI RILEKS
(3
Nee,
",BERDIRI RILEKS,
585,19.501,"BERDIRI RILEKS
(2
Nee
",BERDIRI RILEKS,
600,20.002,"BERDIRI RILEKS
(2
Nee
",BERDIRI RILEKS,
615,20.501,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
630,21.002,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
633,21.098,"BERDIRI RILEKS
(1)
Nee
",BERDIRI RILEKS,
634,21.14,"NGEED
~
1
TURUN
",NGEED,TURUN
635,21.169,"NGEED
~
1
TURUN
",NGEED,TURUN
637,21.237,"NGEED
~
1
TURUN
",NGEED,TURUN
645,21.501,"NGEED
~
1
TURUN
",NGEED,TURUN
660,22.001,"NGEED
~
1
TURUN
",NGEED,TURUN
675,22.501,"NGEED
2
TURUN
",NGEED,TURUN
690,23.002,"NGEED
2
TURUN
",NGEED,TURUN
693,23.098,"NGEED
2
TURUN
",NGEED,TURUN
694,23.14,"NGEED
3)
",NGEED,
695,23.167,"NGEED
3)
",NGEED,
697,23.237,"NGEED
3)
",NGEED,
705,23.501,"NGEED
3)
",NGEED,
720,24.001,"NGEED
3)
",NGEED,
723,24.098,"NGEED
3)
",NGEED,
724,24.14,"NGEED
+)
TAHAN
",NGEED,TAHAN
725,24.167,"NGEED
+)
TAHAN
",NGEED,TAHAN
727,24.237,"NGEED
+)
TAHAN
",NGEED,TAHAN
735,24.501,"NGEED
>
TAHAN
",NGEED,TAHAN
750,25.001,"NGEED
>
TAHAN
",NGEED,TAHAN
765,25.5,"NGEED
TAHAN
",NGEED,TAHAN
780,26.001,"NGEED
TAHAN
",NGEED,TAHAN
783,26.097,"NGEED
TAHAN
",NGEED,TAHAN
784,26.139,"NGEED
NAIK )
",NGEED,NAIK
785,26.167,"NGEED
NAIK )
",NGEED,NAIK
786,26.194,"NGEED
",NGEED,
787,26.236,"NGEED
",NGEED,
795,26.5,"NGEED
Y
",NGEED,
810,27.001,"NGEED
3
",NGEED,
813,27.097,"NGEED
3
",NGEED,
814,27.139,"NGEED
2
NAIK
",NGEED,NAIK
