task,rep,hud_turun,hud_tahan,hud_naik,hud_end,ocr_protocol_dev,act_turun,act_tahan,act_naik,act_end,depth_px,act_turun_extrap,track_noise_px,pose_valid_frac,compliance,phase_source,act_arm,first_move,baseline_range_frac,baseline_still,fallback_latency_sec,task_hud,rep_hud,reclass,side_feature,kandidat_salah_sisi,tinjauan
NGEED,1,5.0795,8.0795,10.0795,13.0795,0.03450000000000131,7.864,9.128,11.336,12.266,54.922015380859364,7.7284999999999995,0.976318359375,1.0,ok,video,6.739,lengan,0.03742933622924818,True,1.7607499999999732,NGEED,1,,-13.085464477539062,False,
NGEED,2,21.119,24.119,26.119,29.119,0.0010000000000012221,23.14,23.806,27.264,28.139,55.9934112548828,23.074,0.989654541015625,1.0,ok,video,22.07,lengan,0.02129723580126599,True,1.7607499999999732,NGEED,2,,-12.93560791015625,False,
AGEM KANAN,1,37.151,40.151,42.151,45.151,0.0005000000000023874,39.137,40.332,43.4,44.331,74.34736022949221,38.97025,1.00665283203125,1.0,ok,video,38.47,lengan,0.03411112068425178,True,1.7607499999999732,AGEM KANAN,1,,-14.40875244140625,False,
AGEM KANAN,2,53.149,56.149,58.149,61.149,0.03399999999999892,54.996,56.398,59.273,60.273,62.21002197265625,54.812000000000005,0.948638916015625,1.0,ok,video,54.135,lengan,0.045736615880908396,True,1.7607499999999732,AGEM KANAN,2,,-15.85894775390625,False,
AGEM KIRI,1,69.181,72.181,74.181,77.181,0.0344999999999942,70.806,71.736,72.667,76.001,50.64252014160155,70.70875,1.07830810546875,1.0,short_hold,video,70.195,lengan,0.02779649042417022,True,1.7607499999999732,AGEM KIRI,1,,70.32345581054688,False,
AGEM KIRI,2,85.1855,88.1855,90.1855,93.1855,0.033999999999991815,86.595,87.54,90.998,91.733,51.918060302734375,86.45949999999999,1.25164794921875,1.0,ok,video,85.929,lengan,0.06283670075726627,True,1.7607499999999732,AGEM KIRI,2,,74.0072021484375,False,
NGEED,3,278.247,281.247,283.247,286.247,0.9989999999999668,279.733,280.33,284.468,285.135,55.3494873046875,279.64975000000004,0.827850341796875,1.0,ok,video,274.594,lengan,0.059687642664796446,True,1.7607499999999732,NGEED,3,,-20.05633544921875,False,
NGEED,4,294.2165,297.2165,299.2165,302.2165,0.027500000000031832,295.87,296.591,300.59,301.202,53.4278564453125,295.78700000000003,0.912200927734375,1.0,ok,video,295.203,lengan,0.027737096195631066,True,1.7607499999999732,NGEED,4,,-15.911590576171875,False,
AGEM KANAN,3,310.283,313.283,315.283,318.283,1.0,311.992,313.13,315.991,316.866,64.52939758300778,311.874,1.249359130859375,1.0,ok,video,311.464,lengan,0.028877758436713613,True,1.7607499999999732,AGEM KANAN,3,,-5.071197509765625,False,
AGEM KANAN,4,326.31550000000004,329.31550000000004,331.31550000000004,334.31550000000004,0.034500000000036835,328.128,330.058,332.6,333.266,64.6837158203125,328.04474999999996,1.080352783203125,1.0,ok,video,327.059,lengan,0.015686304112748142,True,1.7607499999999732,AGEM KANAN,4,,4.089385986328125,False,
AGEM KIRI,3,342.313,345.313,347.313,350.313,0.0,343.862,344.667,345.598,349.403,49.84027099609375,343.7615,1.14117431640625,1.0,short_hold,video,341.126,lengan,0.06672683609626945,True,1.7607499999999732,AGEM KIRI,3,,68.07769775390625,False,
AGEM KIRI,4,358.346,361.346,363.346,366.346,0.9990000000000236,359.735,361.735,364.331,364.859,56.17280273437501,359.6205,1.047271728515625,1.0,ok,video,359.193,lengan,0.034365196506664086,True,1.7607499999999732,AGEM KIRI,4,,81.26609802246094,False,
